Unnamed: 0,Product name,MRP,Selling Price,Tag,PerUnitPrice,Brand,Quantity,Unit,Pack of,Discount,Discount Percentage,Price Per Unit(Kg/L)
406, 9am Mixed Fruit Jam (Pack of 2 - Each 450gm) ,360.0,175.0,,,9 AM,1.0,na,2,185.0,51.39,
407, Funfoods Original Veg Mayonnaise 250 g ,89.0,82.0,,,FUNFOODS,250.0,g,1,7.0,7.87,328.0
408, Britannia Treat Choco Creme Wafers Biscuit 55 g ,50.0,25.0,,,TREAT,55.0,g,1,25.0,50.0,454.55
409, Cadbury Choclairs Gold 137.5 g (Pack of 25) ,59.0,53.0,,,CADBURY,137.5,g,25,6.0,10.17,15.42
410, Bhikharam Chandmal - Plain Bhujia - Namkeen - Indian Snacks - 375Gm (Pack of 1) ,200.0,161.0,,,BHIKHARAM CHANDMAL,375.0,gm,1,39.0,19.5,429.33
411, Maggi Pazzta Masala Penne Family Saver Pack 139 g ,62.0,57.0,,,MAGGI,139.0,g,1,5.0,8.06,410.07
412, Ching's Secret Green Chilli Sauce 190 g ,60.0,54.0,,,CHING'S SECRET,190.0,g,1,6.0,10.0,284.21
413, Unibic Snappers Indi Spice Potato Crackers 75 g (Pack of 4) ,150.0,75.0,,,UNIBIC,75.0,g,4,75.0,50.0,250.0
414, Cornitos Cheese And Herbs Nacho Crisps 75 g ,50.0,33.0,,,CORNITOS,75.0,g,1,17.0,34.0,440.0
415, Weikfield Cocoa Powder 50 g ,70.0,60.0,,,WEIKFIELD,50.0,g,1,10.0,14.29,1200.0
416, Saffola Peppy Tomato Instant Masala Oats 38 g ,17.0,15.0,,,SAFFOLA,38.0,g,1,2.0,11.76,394.74
417, Parle Marie Biscuits 250 g ,40.0,27.0,,,PARLE,250.0,g,1,13.0,32.5,108.0
418, Munch Max Chocolate 42 g ,20.0,18.0,,,MUNCH,42.0,g,1,2.0,10.0,428.57
419, Lijjat Udad Papad 500 g ,190.0,161.0,,,LIJJAT,500.0,g,1,29.0,15.26,322.0
420, Maggi Pazzta Cheese Macaroni (Family Saver Pack) 150 g ,62.0,57.0,,,MAGGI,150.0,g,1,5.0,8.06,380.0
421, Snactac Khatta Meetha 150 g ,72.0,36.0,,,SNACTAC,150.0,g,1,36.0,50.0,240.0
422, Kwality Muesli Crunchy Almond & Raisins 1kg Jar ,599.0,349.0,,,KWALITY,1.0,kg,1,250.0,41.74,349.0
423, Add me Amla Murabba Vark Kesar Seed Less awla muraba 500G Pet Jar ,300.0,199.0,,,ADD ME,500.0,g,1,101.0,33.67,398.0
424, Top Ramen Curry Noodles 280 g ,100.0,93.0,,,TOP RAMEN,280.0,g,1,7.0,7.0,332.14
425, Dukes Waffy Strawberry Wafer Rolls 250 g ,190.0,95.0,,,DUKES,250.0,g,1,95.0,50.0,380.0
426, Patanjali Honey 500 g ,210.0,160.0,,,PATANJALI,500.0,g,1,50.0,23.81,320.0
427, Knorr International Italian Mushroom Instant Soup 46 g ,70.0,50.0,,,KNORR,46.0,g,1,20.0,28.57,1086.96
428, Momsy Premium Atta Biscuits Desi Ghee Pure Handmade Aata Biscuits And Cookies (450gm) ,499.0,246.0,,,MOMSY,450.0,gm,1,253.0,50.7,546.67
429, Sunfeast Dark Fantasy Choco Chip Cookies Family Pack 357.5 g (Pack of 5) ,140.0,70.0,,,SUNFEAST,357.5,g,5,70.0,50.0,39.16
430, Haldiram's Nagpur Tasty Nuts 200 g ,80.0,74.0,,,HALDIRAM’S NAGPUR,200.0,g,1,6.0,7.5,370.0
431, Bambino Roasted Vermicelli 425 g ,70.0,63.0,,,BAMBINO,425.0,g,1,7.0,10.0,148.24
432, Britannia NutriChoice Essentials Ragi Cookies 150 g ,70.0,58.0,,,BRITANNIA,150.0,g,1,12.0,17.14,386.67
433, Kellogg's Chocos 375 g ,199.0,185.0,,,KELLOGG'S,375.0,g,1,14.0,7.04,493.33
434, Maggi 2-Minutes Masala Instant Noodles (No Onion No Garlic) 70 g ,20.0,18.0,,,MAGGI,70.0,g,1,2.0,10.0,257.14
435, Haldiram's Mini Bhakharwadi 200 g ,65.0,60.0,,,HALDIRAM’S NAGPUR,200.0,g,1,5.0,7.69,300.0
436, Lotte Rich Cocoa Choco Pie 28 g (12 pcs) ,480.0,432.0,,,LOTTE,28.0,g,1,48.0,10.0,15428.57
437, Sundrop Creamy Peanut Butter 924 g ,285.0,256.0,,,SUNDROP,924.0,g,1,29.0,10.18,277.06
438, Unibic Snappers Cream n Onion Potato Crackers 75 g (Pack of 4) ,150.0,75.0,,,UNIBIC,75.0,g,4,75.0,50.0,250.0
439, MTR Instant Dosa Mix 500 g ,135.0,90.0,,,MTR,500.0,g,1,45.0,33.33,180.0
440, Pintola HIGH Protein Peanut Butter (Dark Chocolate) (Crunchy) 510g ,399.0,349.0,,,PINTOLA,510.0,g,1,50.0,12.53,684.31
441, Weikfield Baking Powder 100 g ,35.0,30.0,,,WEIKFIELD,100.0,g,1,5.0,14.29,300.0
442, Weikfield Vanilla Flavour Custard Powder 100 g ,42.0,37.0,,,WEIKFIELD,100.0,g,1,5.0,11.9,370.0
443, Bagrry's Fruit & Nut Crunchy Muesli With Cranberries 750 g ,540.0,365.0,,,BAGRRY'S,750.0,g,1,175.0,32.41,486.67
444, Shree Misthan Dry Fruit Besan Ladoo 200g ,160.0,149.0,,,SHREE MISTHAN,200.0,g,1,11.0,6.88,745.0
445, KWALITY Choco Flakes | Richness of Chocolate | Zero% Maida | Source of Protein and Fibre | Made with Whole Wheat | Chocos - 1 Kg ,550.0,329.0,,,KWALITY,1.0,kg,1,221.0,40.18,329.0
446, Kurkure Masala Munch 122 g ,30.0,27.0,,,KURKURE,122.0,g,1,3.0,10.0,221.31
447, Kinder Joy Creamy Milky & Crunchy 19 g ,25.0,23.0,,,KINDER,19.0,g,1,2.0,8.0,1210.53
448, Parle-G Gold Biscuits 200 g ,30.0,27.0,,,PARLE,200.0,g,1,3.0,10.0,135.0
449, Wingreens Farms Pizza & Pasta Sauce 180 g ,75.0,37.0,,,WINGREENS FARMS,180.0,g,1,38.0,50.67,205.56
450, Pringles Pizza Flavour Potato Crisps 107 g ,115.0,100.0,,,PRINGLES,107.0,g,1,15.0,13.04,934.58
451, Bagrry's Original & Healthier Cornflakes Plus 1.2 kg ,437.0,218.0,,,BAGRRY'S,1.2,kg,1,219.0,50.11,181.67
452, Knorr Classic Mixed Vegetable Soup 40 g ,60.0,45.0,,,KNORR,40.0,g,1,15.0,25.0,1125.0
453, Kellogg's Corn Flakes With Real Almond & Honey 1 kg ,615.0,460.0,,,KELLOGG'S,1.0,kg,1,155.0,25.2,460.0
454, GONGLOO Homemade Dry Amla Candy | Regulates Metabolism | High in Vitamin C & Fibre | Hygienically Packed | Rich in Antioxidants | Improves Immunity | 300 GM ,289.0,184.0,,,GONGLOO,300.0,gm,1,105.0,36.33,613.33
455, Britannia Good Day Chocochip Cookies 39 g ,10.0,10.0,,,BRITANNIA,39.0,g,1,0.0,0.0,256.41
456, Jaiccha Ghasitaram Sweets-Sugarfree Assorted Mithai Box 200 gms ,451.0,359.0,,,JAICCHA,200.0,gms,1,92.0,20.4,1795.0
457, GHASITARAM'S Indian Cuisine Healthy & Tasty kaju Katli | Kaju Barfi - Delicious Sweets Gift For Rakhi Gifts | Ready With Pure & Natural Ingredients (100g) with Rakhi Tikka ,250.0,225.0,,,GHASITARAM'S,100.0,g,1,25.0,10.0,2250.0
458, Haldiram's Nagpur All In One Mixture 200 g ,60.0,55.0,,,HALDIRAM’S NAGPUR,200.0,g,1,5.0,8.33,275.0
459, Mother's Recipe Mixed Pickle 1 kg ,240.0,200.0,,,MOTHER'S RECIPE,1.0,kg,1,40.0,16.67,200.0
460, BTW Soan Papdi 400g ,280.0,280.0,,,BTW,400.0,g,1,0.0,0.0,700.0
461, Bagrry's Choco+ 3 Great Grains 1.2 kg ,560.0,280.0,,,BAGRRY'S,70.0,g,1,280.0,50.0,4000.0
462, Unibic Oatmeal Digestive Cookies 600 g ,180.0,90.0,,,UNIBIC,600.0,g,1,90.0,50.0,150.0
463," Zandu Pure Honey || 100% Pure || No Added Sugar & Adulteration, 1KG ",475.0,351.0,,,ZANDU,1.0,kg,1,124.0,26.11,351.0
464, Unibic Big & Bold Fruit Blast Cookies 300 g ,199.0,99.0,,,UNIBIC,300.0,g,1,100.0,50.25,330.0
465, Unibic Sugar Free Oatmeal Cookies 75 g ,60.0,40.0,,,UNIBIC,75.0,g,1,20.0,33.33,533.33
466, Maggi 2 Minutes Special Masala Noodles 280 g ,80.0,68.0,,,MAGGI,70.0,g,1,12.0,15.0,971.43
467, Bikaji Bikaneri Bhujia 200 g ,60.0,49.0,,,BIKAJI,200.0,g,1,11.0,18.33,245.0
468, Snactac Khatta Meetha 1 kg ,300.0,150.0,,,SNACTAC,1.0,kg,1,150.0,50.0,150.0
469, 90's Mill Falhari Roasted Kerala Yellow Banana Chips Tasty Yummy Snack Healthy Snack - 500gm ,799.0,281.0,,,90'S MILL,500.0,gm,1,518.0,64.83,562.0
470, Cadbury Celebrations 130.9 g + Aarvipure Assorted Flavored Chocolate Gift Box (8 Pcs) ,499.0,459.0,,,CADBURY,130.9,g,1,40.0,8.02,3506.49
471, Hershey's Cocoa Spread With Almond 350 g ,320.0,220.0,,,HERSHEY'S,350.0,g,1,100.0,31.25,628.57
472, Candzey Golgappa Candy 100 g ,40.0,20.0,,,CANDZEY,100.0,g,1,20.0,50.0,200.0
473," HF, Surya 400gm Soan Papdi |Best Indian Sweet |Flavoured with Cardamom ",200.0,149.0,,,"HF, SURYA",400.0,gm,1,51.0,25.5,372.5
474, Snac tac Instant Hot & Sour Soup 11 g ,15.0,7.0,,,SNACTAC,11.0,g,1,8.0,53.33,636.36
475, Indiyum Besan Laddu 200g ,140.0,120.0,,,INDIYUM,200.0,g,1,20.0,14.29,600.0
476, Haldiram's Nagpur Aloo Bhujia 200 g ,105.0,97.0,,,HALDIRAM’S NAGPUR,200.0,g,1,8.0,7.62,485.0
477, BTW Rasgulla 1 Kg ,325.0,276.0,,,BTW,1.0,kg,1,49.0,15.08,276.0
478, Ching's Secret Schezwan Chutney 30 g ,10.0,10.0,,,CHING'S SECRET,30.0,g,1,0.0,0.0,333.33
479, Aashirvaad Instant Gulab Jamun Mix 160 g ,165.0,82.0,,,AASHIRVAAD,160.0,g,1,83.0,50.3,512.5
480, Parle Platina Hide & Seek Black Bourbon Vanilla Cream Biscuits 300 g ,150.0,75.0,,,PARLE,300.0,g,1,75.0,50.0,250.0
481, Parle Fab Jam-In Mixed Fruit Sandwich Biscuits 495 g ,180.0,90.0,,,PARLE,495.0,g,1,90.0,50.0,181.82
482, Parle 20-20 Nice Sugar Sprinkled Coconut Biscuits 500 g ,150.0,75.0,,,PARLE 20-20,500.0,g,1,75.0,50.0,150.0
483," Gits Instant Gulab Jamun Dessert Mix, Makes 40 per Pack, Pure Veg, Delicious Indian Dessert and Mithai, 600g (Pack of 3, 200g Each) ",345.0,310.0,,,GITS,500.0,g,3,35.0,10.14,206.67
484, Weikfield Baking Soda 100 g ,32.0,29.0,,,WEIKFIELD,100.0,g,1,3.0,9.38,290.0
485, Lijjat Moong Papad 200 g ,77.0,69.0,,,LIJJAT,200.0,g,1,8.0,10.39,345.0
486, Alpenliebe Eclairs Plus Choco Caramel Chewy Toffee 136 g ,50.0,46.0,,,ALPENLIEBE,136.0,g,1,4.0,8.0,338.24
487," Snac tac 3 in 1 Pineapple, Mango and Mixed Fruit Jam 100 g (Buy 2 Get 1 Free) ",90.0,90.0,,,SNACTAC,500.0,g,1,0.0,0.0,180.0
488, Crave Eatables Bachubhai`s Premium Rasgulla 1 kg ,299.0,149.0,,,CRAVE,1.0,kg,1,150.0,50.17,149.0
489, BTW Kaju Katli 1kg (200g X 5) ,1300.0,899.0,,,BTW,1.0,kg,1,401.0,30.85,899.0
490," Dharmasut Black Currant, Rose, Strawberry, Rajbhog, Pista Ice Cream Powder, 100 G Each (Combo Of 5) ",500.0,389.0,,,DHARMASUT,100.0,g,1,111.0,22.2,3890.0
491, BTW Kaju Katli 400g (200g X 2) ,520.0,349.0,,,BTW,400.0,g,1,171.0,32.88,872.5
492, Baidyanath Honey 500 g ,240.0,120.0,,,BAIDYANATH,500.0,g,1,120.0,50.0,240.0
493, Haldiram Bhujiawala Chatak Bhujia Namkeen -1.2Kg (Pack of 3 *400 Grams each) ,390.0,350.0,,,HALDIRAM BHUJIAWALA,1.2,kg,3,40.0,10.26,97.22
494, LuvIt Luscious Fruit & Nut Chocolate Bars| Deliciously Smooth Chocolates| Pack of 20 - 46g Each ,1500.0,789.0,,,LUVIT,1.0,na,20,711.0,47.4,
495, Yogabar Dark Chocolate Oatmeal 1kg | Dark Chocolate Oats | Healthy Chocolate Protein Food & Breakfast Cereal | Gluten Free Oats | High in Fibre & Antioxidants | 100%Vegan & No Preservatives ,549.0,449.0,,,YOGABAR,1.0,kg,1,100.0,18.21,449.0
496, Candzey Nimboo Masala Candy 100 g ,40.0,20.0,,,CANDZEY,100.0,g,1,20.0,50.0,200.0
497, Kellogg's Original Corn Flakes 275 g ,99.0,92.0,,,KELLOGG'S,275.0,g,1,7.0,7.07,334.55
498, Act II Butter Delite Instant Popcorn 70 g ,35.0,32.0,,,ACT II,70.0,g,1,3.0,8.57,457.14
499, Sumeru Classiques Malabar Paratha 300 g ,129.0,116.0,,,SUMERU,300.0,g,1,13.0,10.08,386.67
500, Unibic Oatmeal Digestive Cookies 150 g (Buy 1 Get 1) ,50.0,50.0,,,UNIBIC,150.0,g,1,0.0,0.0,333.33
501, Saffola Eggless Mayonnaise With Milk Cream (Super Saver Pack) 700 g ,250.0,125.0,,,SAFFOLA,700.0,g,1,125.0,50.0,178.57
502, Popcorn & Company Popcorn Kernels -450 g ,200.0,135.0,,,POPCORN & COMPANY,450.0,g,1,65.0,32.5,300.0
503," HF, Surya 400gm Choco Chip Soan Papdi (Pack of 2; 200gm x 2) | Best Indian Sweet ",200.0,149.0,,,"HF, SURYA",400.0,gm,2,51.0,25.5,186.25
504, Sunfeast All Rounder Cream & Herb Thin Potato Biscuits 75 g ,20.0,13.0,,,SUNFEAST,75.0,g,1,7.0,35.0,173.33
505, Ferrero Rocher Moments Chocolate 92.8 g ,249.0,186.0,,,FERRERO ROCHER,92.8,g,1,63.0,25.3,2004.31
506, Shree Misthan Dry Petha 400g ,220.0,149.0,,,SHREE MISTHAN,400.0,g,1,71.0,32.27,372.5
507, Cadbury Bournville Rich Cocoa Dark Chocolate 31 g ,50.0,46.0,,,CADBURY,31.0,g,1,4.0,8.0,1483.87
508," Bhujialalji Aloo Bhujia | Namkeen made of potatoes,gram flour,Spices and herbs | Indian Tea Time Fresh & Healthy Snack Mixture | Ready to eat | No Preservatives | Crsipy & Light snacks (pack of 1) 1kg. ",280.0,199.0,,,BHUJIALALJI,1.0,kg,1,81.0,28.93,199.0
509, Lay's Classic Salted Potato Chips 40 g ,20.0,18.0,,,LAY'S,40.0,g,1,2.0,10.0,450.0
510, Haldiram's Nagpur Rasgulla 1 kg ,225.0,209.0,,,HALDIRAM’S NAGPUR,1.0,kg,1,16.0,7.11,209.0
511, True Elements Rolled Oats 1kg - 100% Wholegrain Breakfast | Gluten Free Oats ,400.0,260.0,,,TRUE ELEMENTS,1.0,kg,1,140.0,35.0,260.0
512, Cornitos Tikka Masala Nacho Crisps 55 g ,35.0,28.0,,,CORNITOS,55.0,g,1,7.0,20.0,509.09
513, Saffola Oats 500 g ,95.0,88.0,,,SAFFOLA,500.0,g,1,7.0,7.37,176.0
514, Parle Nutricrunch Honey & Oats Digestive Cookies 600 g ,180.0,90.0,,,PARLE,600.0,g,1,90.0,50.0,150.0
515, Disano Crunchy Peanut Butter 924 g ,285.0,199.0,,,DISANO,924.0,g,1,86.0,30.18,215.37
516, Dukes Nibbles Salted Crackers 150 g ,69.0,46.0,,,DUKES,150.0,g,1,23.0,33.33,306.67
517, Snactac Boondi 150 g ,70.0,35.0,,,SNACTAC,150.0,g,1,35.0,50.0,233.33
518, Balaji Farali Chevdo 450 g ,95.0,88.0,,,BALAJI WAFERS,450.0,g,1,7.0,7.37,195.56
519, Snac tac Mixed Veg Tomato Insta Soup 13 g ,15.0,7.0,,,SNACTAC,13.0,g,1,8.0,53.33,538.46
520, McCain Potato Cheese Shotz 400 g ,240.0,216.0,,,MCCAIN,400.0,g,1,24.0,10.0,540.0
521, Monsoon Harvest Crunchy Dark Chocolate & Espresso Granola Bars 40 g ,50.0,25.0,,,MONSOON HARVEST,40.0,g,1,25.0,50.0,625.0
522, MANTOUSS Diwali dry fruits gift box/Diwali Gift hamper/Dry Fruits Diwali gift pack/Dry fruits gift pack-Decorated Basket+1 Jar of mixed dry fruits+Handmade diary+2 beautiful diya+4 Rangoli Colour+Diwali Card ,999.0,499.0,,,MANTOUSS,1.0,na,1,500.0,50.05,
523, Quaker Oats| Rolled Oats| Natural Wholegrain| Breakfast cereals| Dalia Porridge| 1 Kg ,370.0,370.0,,,QUAKER,1.0,kg,1,0.0,0.0,370.0
524, Ching's Secret Tomato Instant Soup with Croutons 15 g ,10.0,10.0,,,CHING'S SECRET,15.0,g,1,0.0,0.0,666.67
525, Top Ramen Curry Flat Instant Noodles 70 g ,25.0,23.0,,,TOP RAMEN,70.0,g,1,2.0,8.0,328.57
526, Ghotaram Famous Namkeen Dal sev (Dalmoth)|Dalmoth Mixture Namkeen Snack|Dal Biji Mixture|Namkeen|Classic Taste of Rajasthani Flavour|Spicy & Savoury in Flavour|Evening Snacks-250*1Pack ,499.0,224.0,,,GHOTARAM,1.0,pack,1,275.0,55.11,
527, Kwality Muesli Fruit n Nut 1kg Jar ,599.0,349.0,,,KWALITY,1.0,kg,1,250.0,41.74,349.0
528, Funfoods Pasta & Pizza Sauce 325 g ,99.0,92.0,,,FUNFOODS,325.0,g,1,7.0,7.07,283.08
529," UNIBIC Cookies, Assorted (750 g, Pk of 10) ",300.0,280.0,,,UNIBIC,750.0,g,1,20.0,6.67,373.33
530, Snactac Navratan Mix 150 g ,72.0,36.0,,,SNACTAC,150.0,g,1,36.0,50.0,240.0
531, Knorr Mast Masala Soupy Noodles 280 g (Pack of 4) ,80.0,74.0,,,KNORR,280.0,g,4,6.0,7.5,66.07
532, Parle 20-20 Butter Cookies 200 g ,30.0,27.0,,,PARLE,200.0,g,1,3.0,10.0,135.0
533, Snactac Masala Boondi 150 g ,72.0,36.0,,,SNACTAC,150.0,g,1,36.0,50.0,240.0
534, Shree Misthan Dodha Barfi 400g (200g X 2) ,500.0,349.0,,,SHREE MISTHAN,400.0,g,1,151.0,30.2,872.5
535, Maggi Rich Tomato Sauce 1 kg ,175.0,157.0,,,MAGGI,1.0,kg,1,18.0,10.29,157.0
536, Ching's Secret Veg Hakka Noodles 560 g ,120.0,90.0,,,CHING'S SECRET,560.0,g,1,30.0,25.0,160.71
537, Cadbury Dairy Milk Silk Oreo Chocolate 130 g ,185.0,166.0,,,CADBURY,130.0,g,1,19.0,10.27,1276.92
538, Paper Boat Peanut Chikki 96 g (Family Pack) ,42.0,35.0,,,PAPER BOAT,96.0,g,1,7.0,16.67,364.58
539, Tata I-Shakti Cooking Soda 100 g ,20.0,18.0,,,TATA,100.0,g,1,2.0,10.0,180.0
540, McCain Masala Fries 375 g ,150.0,114.0,,,MCCAIN,375.0,g,1,36.0,24.0,304.0
541, Cornitos Sizzlin Jalapeno Nacho Crisps 75 g ,50.0,33.0,,,CORNITOS,75.0,g,1,17.0,34.0,440.0
542, Hershey's Chocolate Syrup 200 g ,100.0,87.0,,,HERSHEY'S,200.0,g,1,13.0,13.0,435.0
543, Dukes Waffy Creamy & Crunchy Wafers Assorted Pack 60 g (Pack of 6) ,155.0,155.0,,,DUKES,60.0,g,6,0.0,0.0,430.56
544, Bhikharam Chandmal - Kaju Cornflakes Mixture - Kaju Mixture - Mix Namkeen - Indian Snacks - 375Gm (Pack of 1) ,249.0,183.0,,,BHIKHARAM CHANDMAL,375.0,gm,1,66.0,26.51,488.0
545," Food Library The Magic of Nature Gourmet Diwali Food Gift Hamper Basket, 32.14 G (Set Of 14) ",1250.0,698.0, Imported ,,FOOD LIBRARY THE MAGIC OF NATURE,32.14,g,14,552.0,44.16,1551.25
546, Nestle Bar One Chocolate 12 g ,5.0,5.0,,,BAR ONE,12.0,g,1,0.0,0.0,416.67
547, Too Yumm Multigrain Dahi Papdi Chaat Chips 75 g ,35.0,23.0,,,TOO YUMM,75.0,g,1,12.0,34.29,306.67
548," Slurrp Farm Millet Noodles - No Maida, Not Fried, Foxtail Millet and Little Millet Noodles, 192 g each (Pack of 2) ",258.0,258.0,,,SLURRP FARM,192.0,g,2,0.0,0.0,671.88
549, Surabhi Classic Tomato Ketchup 900 g ,140.0,70.0,,,SURABHI,900.0,g,1,70.0,50.0,77.78
550, Saffola Peppy Tomato Instant Masala Oats 500 g ,225.0,180.0,,,SAFFOLA,500.0,g,1,45.0,20.0,360.0
551, Pringles Original Potato Crisps 107 g ,115.0,99.0,,,PRINGLES,107.0,g,1,16.0,13.91,925.23
552, Sunfeast Yippee Magic Masala Instant Noodles 25 g ,5.0,5.0,,,YIPPEE,25.0,g,1,0.0,0.0,200.0
553, Maggi Hot & Sweet Tomato Chilli Sauce 80 g ,22.0,20.0,,,MAGGI,80.0,g,1,2.0,9.09,250.0
554," Rathi's Gulab Jamun And Rasgulla, 1000 Grams (Pack Of 2) ",430.0,290.0,,,"RATHI""S",200.0,g,2,140.0,32.56,725.0
555, Britannia Milk Bikis Milk Sandwich Biscuits 100 g ,30.0,27.0,,,BRITANNIA,100.0,g,1,3.0,10.0,270.0
556, Weikfield Cornflour 500 g ,90.0,80.0,,,WEIKFIELD,500.0,g,1,10.0,11.11,160.0
557, Jayashri Nandini Special Farsan 500 g ,155.0,77.0,,,JAYASHRI NANDINI,500.0,g,1,78.0,50.32,154.0
558, Archita Shudhi Gulab Jamun Powder Mix (Buy 2 Get 2 FREE) - Easy to cook & Delicious ,300.0,300.0,,,ARCHITA SHUDHI,200.0,g,1,0.0,0.0,1500.0
559, Pintola All Natural Creamy Peanut Butter 350g ,175.0,165.0,,,PINTOLA,350.0,g,1,10.0,5.71,471.43
560, Suhana Chakali Bhajani Peeth 500 g ,150.0,105.0,,,SUHANA,500.0,g,1,45.0,30.0,210.0
561, DiSano Filtered Apple Cider Vinegar 500 ml ,240.0,110.0,,,DISANO,500.0,ml,1,130.0,54.17,220.0
562, MyFitness Peanut Butter Original crunchy Peanut Butter 1250 gms ,649.0,454.0,,,MYFITNESS PEANUT BUTTER,1250.0,gms,1,195.0,30.05,363.2
563, Kellogg's Fruit & Nut Crunchy Muesli 500 g ,360.0,310.0,,,KELLOGG'S,500.0,g,1,50.0,13.89,620.0
564, Wingreens Farms Thousand Island Dressing 180 g ,75.0,48.0,,,WINGREENS FARMS,180.0,g,1,27.0,36.0,266.67
565, LuvIt Smackers Dual Fruit Flavoured Assorted Lollipops | Strawberry Lemon and Lychee Red Apple | Big Stick Lollipops | Pack of 60 - 9g Each ,300.0,225.0,,,LUVIT,1.0,na,60,75.0,25.0,
566, Haldiram's Nagpur Rassagulla 500 g ,125.0,116.0,,,HALDIRAM’S NAGPUR,500.0,g,1,9.0,7.2,232.0
567, Veeba Crunchy Peanut Butter 340 g ,169.0,99.0,,,VEEBA,340.0,g,1,70.0,41.42,291.18
568, Piknik Tomato Chilli Sticks 60 g ,60.0,30.0,,,PIKNIK,60.0,g,1,30.0,50.0,500.0
569, Sams Veg Hakka Noodles 180 g (Buy 1 Get 1) ,42.0,42.0,,,SAMS,180.0,g,1,0.0,0.0,233.33
570, Soulfull Ragi Bites Assorted Combo Pack 108 g (Pack of 6) ,60.0,49.0,,,SOULFULL,108.0,g,6,11.0,18.33,75.62
571," Bambino Soan Papdi Assorted Combo Each 200 Gm X Pack of 4 ( 800 Gms ) Badam, Butterscotch, Chocolate, Coconut ",360.0,289.0,,,BAMBINO,200.0,gm,4,71.0,19.72,361.25
572, Pintola Choco Spread Crunchy Peanut Butter 350g ,199.0,185.0,,,PINTOLA,350.0,g,1,14.0,7.04,528.57
573, Parle 20-20 Gold Choco Chip Cookies 400 g ,150.0,75.0,,,PARLE 20-20,400.0,g,1,75.0,50.0,187.5
574, Bonn Americana Hi-Fibre Digestive Cookies 1kg (495g x 2) ,250.0,165.0,,,BONN,1.0,kg,1,85.0,34.0,165.0
575, Chheda's Masala Butter Chakli 100 g ,55.0,27.0,,,CHHEDA'S,100.0,g,1,28.0,50.91,270.0
576, Chupa Chups Mixed Fruit Flavour Sour Bites 61.6 g ,36.0,33.0,,,CHUPA CHUPS,61.6,g,1,3.0,8.33,535.71
577, Mother's Recipe Mango Pickle 1 kg ,240.0,200.0,,,MOTHER'S RECIPE,1.0,kg,1,40.0,16.67,200.0
578, Yummiez Tandoori Paneer Nuggets 300 g ,195.0,123.0,,,YUMMIEZ,300.0,g,1,72.0,36.92,410.0
579, Haldiram Bhujiawala Delicious Crispy & Flaky Premium Rose Soan Papdi - Pack of 3 (500 Grams) Each ,465.0,380.0,,,HALDIRAM BHUJIAWALA,3.0,each,3,85.0,18.28,
580, Hershey's Kisses Almond Chocolate 100.8 g ,140.0,95.0,,,HERSHEY'S,100.8,g,1,45.0,32.14,942.46
581, Bhujialalji Khatta Meetha | Namkeen Snacks Tasty & Crunchy Tea-time Namkeen | Indian Tea Time Fresh Healthy Snack Mixture | Ready to eat | No Preservatives | Crsipy & Light snacks | (pack of 1) 1kg. ,280.0,199.0,,,BHUJIALALJI,1.0,kg,1,81.0,28.93,199.0
582, Pintola All Natural Creamy Peanut Butter 1kg ,449.0,408.0,,,PINTOLA,1.0,kg,1,41.0,9.13,408.0
583, LuvIt Crazy Pops | Button Shaped Treats | Gems | Loved by Kids | Colored Chocolaty Pop | Pack of 1 - 350g ,450.0,199.0,,,LUVIT,350.0,g,1,251.0,55.78,568.57
584, Kellogg's Original Corn Flakes 475 g ,195.0,181.0,,,KELLOGG'S,475.0,g,1,14.0,7.18,381.05
585, LANDMARK Sweets Chandrakala Sweet Pure Freshly Mithai Perfect for Holi Diwali Dussehra Festival Pooja Bhog ,340.0,188.0,,,LANDMARK,350.0,g,1,152.0,44.71,537.14
586, McCain Aloo Tikki 400 g ,120.0,108.0,,,MCCAIN,400.0,g,1,12.0,10.0,270.0
587, Cadbury Oreo Strawberry Creme Biscuits 113.75 g ,35.0,32.0,,,OREO,113.75,g,1,3.0,8.57,281.32
588, Parle-G Gold Biscuits 500 g ,75.0,67.0,,,PARLE,500.0,g,1,8.0,10.67,134.0
589, Bounty Coconut Chocolate Bar Coconut Filled Chocolate Premium Chocolate for Sharing 57g (Pack of 12) ,840.0,587.0,,,BOUNTY,57.0,g,12,253.0,30.12,858.19
590, Maggi Hot & Sweet Tomato Chilli Sauce 500 g ,125.0,116.0,,,MAGGI,500.0,g,1,9.0,7.2,232.0
591, MTR 3 Minute Breakfast Khatta Meetha Poha Mix 60 g ,27.0,25.0,,,MTR,350.0,g,1,2.0,7.41,71.43
592, Bagrry's White Oats 100% Whole Grain 500 g ,99.0,84.0,,,BAGRRY'S,500.0,g,1,15.0,15.15,168.0
593, LANDMARK Sweet Touch Pure Kaju Katli (Kaju Burfi/Barfi)/Indian Mithai Box 400grms ,1200.0,475.0,,,LANDMARK,350.0,g,1,725.0,60.42,1357.14
594, Saffola Oodles Yummy Masala Noodles 46 g ,22.0,20.0,,,SAFFOLA,46.0,g,1,2.0,9.09,434.78
595, 90's Mill Falhari Roasted Kerala Yellow Banana Chips Tasty Yummy Snack Healthy Snack- 200gm(Pack of 2x 100gm) ,599.0,225.0,,,90'S MILL,200.0,gm,2,374.0,62.44,562.5
