Unnamed: 0,Product name,MRP,Selling Price,Tag,PerUnitPrice,Brand,Quantity,Unit,Pack of,Discount,Discount Percentage,Price Per Unit(Kg/L)
12, Sunfeast Dark Fantasy Choco Fills Cookies 75 g ,40.0,30.0,,,SUNFEAST,75.0,g,1,10.0,25.0,400.0
13, Munch 18 Yummy Treats 160.2 g ,100.0,66.0,,,MUNCH,560.0,g,1,34.0,34.0,117.86
14, Sunfeast Dark Fantasy Bourbon Biscuits 120 g ,35.0,17.0,,,SUNFEAST DARK FANTASY,120.0,g,1,18.0,51.43,141.67
15, Maggi 2-Minute Masala Instant Noodles 420 g ,84.0,68.0,,,MAGGI,420.0,g,1,16.0,19.05,161.9
16, Parle Hide & Seek Chocolate Chip Cookies 100 g ,30.0,25.0,,,PARLE,100.0,g,1,5.0,16.67,250.0
17, LuvIt Dairy Rich Roasted Almond Chocolates Bar| Delicious| Rich| Smooth| Pack of 12- 39gm Each ,600.0,495.0, sponsored ,,LUVIT,1.0,na,12,105.0,17.5,
18, Maggi Nutri-licious Masala Veg Atta Noodles 290 g ,112.0,74.0,,,MAGGI,290.0,g,1,38.0,33.93,255.17
19, Lotte Choco Pie 28 g (12 pcs) ,170.0,99.0,,,LOTTE,28.0,g,1,71.0,41.76,3535.71
20, Sunfeast Dark Fantasy Choco Creme Biscuits 100 g ,35.0,17.0,,,SUNFEAST,100.0,g,1,18.0,51.43,170.0
21, Britannia Bourbon The Original Cream Biscuits 150 g ,40.0,30.0,,,BRITANNIA,150.0,g,1,10.0,25.0,200.0
22, Parle-G Original Glucose Biscuits 800 g ,100.0,84.0,,,PARLE,800.0,g,1,16.0,16.0,105.0
23," Alpino Natural Peanut Butter Smooth 400 G | Unsweetened | 30 G Protein | 100% Roasted Peanuts | No Added Sugar, Salt or Hydrogenated Oils | High Protein Peanut Butter Creamy | Gluten-Free | Vegan ",199.0,163.0, sponsored ,,ALPINO,400.0,g,1,36.0,18.09,407.5
24, Lay's American Style Cream & Onion Potato Chips 90 g ,50.0,33.0,,,LAY'S,90.0,g,1,17.0,34.0,366.67
25, Sunfeast Dark Fantasy Vanilla Creme Biscuits 100 g ,35.0,17.0,,,DARK FANTASY,100.0,g,1,18.0,51.43,170.0
26, Bambino Soan Papdi Badam Flavour Each 200 Gms X Pack of 2 (400 Gms) ,180.0,139.0,,,BAMBINO,200.0,gms,2,41.0,22.78,347.5
27," Shree Misthan Kaju Katli (Kaju Barfi / Burfi, Indian Mithai / Sweets Gift Pack / Box) Festive Gift Box 200g ",260.0,219.0,,,SHREE MISTHAN,200.0,g,1,41.0,15.77,1095.0
28, Lay's India's Magic Masala Potato Chips 90 g ,50.0,33.0,,,LAY'S,90.0,g,1,17.0,34.0,366.67
29, Alpino Natural Peanut Butter Crunch 400 G ,199.0,170.0, sponsored ,,ALPINO,400.0,g,1,29.0,14.57,425.0
30, Parle Hide & Seek 4 Fun Flavours Choco Chip Creme Sandwich Biscuits 400 g ,130.0,65.0,,,PARLE,1.0,na,1,65.0,50.0,
31, Bikaji Bikaneri Bhujia 1 kg ,350.0,250.0,,,BIKAJI,1.0,kg,1,100.0,28.57,250.0
32, Cadbury Dairy Milk Fruit & Nut Chocolate 36 g ,45.0,40.0,,,CADBURY,36.0,g,1,5.0,11.11,1111.11
33, Sunfeast Yippee Mood Masala Noodles 260 g ,60.0,30.0,,,YIPPEE,260.0,g,1,30.0,50.0,115.38
34, Mayora Malkist Cheese Flavoured Cracker Biscuits 144 g ,60.0,45.0,,,MAYORA,144.0,g,1,15.0,25.0,312.5
35, LuvIt Luscious Love Delights & Dairy Rich Home Delights Chocolates Combo - Pack of 3 - 414g ,518.0,339.0, sponsored ,,LUVIT,414.0,g,3,179.0,34.56,272.95
36, Maggi 2-Minutes Masala Noodles Pack 832 g ,160.0,128.0,,,MAGGI,832.0,g,1,32.0,20.0,153.85
37, Parle 20-20 Gold Cashew Almond Cookies 1 kg ,250.0,125.0,,,PARLE,1.0,kg,1,125.0,50.0,125.0
38, Britannia Good Day Cashew Biscuits 1 Kg ,320.0,160.0,,,GOOD DAY,1.0,kg,1,160.0,50.0,160.0
39, Britannia Classic Little Hearts Biscuits 75 g ,30.0,22.0,,,BRITANNIA,75.0,g,1,8.0,26.67,293.33
40, Bingo Original Style Chilli Sprinkled Potato Chips 90 g ,50.0,33.0,,,BINGO,90.0,g,1,17.0,34.0,366.67
41, LuvIt Chocwich White Crunchy Wafers with Layers of Rich White Chocolate | Pack of 2 - 740g Each ,800.0,642.0, sponsored ,,LUVIT,740.0,g,2,158.0,19.75,433.78
42, Haldiram Bhujiawala Chatak Bhujia Namkeen -800Gram (Pack of 2 *400 Grams each) ,260.0,240.0,,,HALDIRAM BHUJIAWALA,800.0,gram,2,20.0,7.69,150.0
43, Haldiram's Bhujia Sev 1 kg ,260.0,190.0,,,HALDIRAM’S NAGPUR,1.0,kg,1,70.0,26.92,190.0
44, Sunfeast Mom's Magic Cashew & Almond Biscuits 584 g ,130.0,78.0,,,SUNFEAST,584.0,g,1,52.0,40.0,133.56
45, Britannia Good Day Cashew Cookies 600 g ,135.0,110.0,,,BRITANNIA,600.0,g,1,25.0,18.52,183.33
46, Cadbury Dairy Milk Roast Almond Chocolate 36 g ,45.0,40.0,,,CADBURY,36.0,g,1,5.0,11.11,1111.11
47," Alpino Organic Natural Peanut Butter Smooth 1 KG | Unsweetened | 30 G Protein | 100% Roasted Peanuts | No Added Sugar, Salt or Hydrogenated Oils | High Protein Peanut Butter Creamy | Gluten-Free | Vegan ",549.0,448.0, sponsored ,,ALPINO,1.0,kg,1,101.0,18.4,448.0
48, Cadbury Celebrations Chocolate Gift Pack 59.8 g ,60.0,51.0,,,CADBURY,59.8,g,1,9.0,15.0,852.84
49, Kellogg's Fruit & Nut Muesli 750 g ,490.0,326.0,,,KELLOGG'S,750.0,g,1,164.0,33.47,434.67
50, Parle Platina Nutricrunch Digestive Cookies 1 kg ,300.0,150.0,,,PARLE,1.0,kg,1,150.0,50.0,150.0
51, Parle Marie Biscuits 800 g ,178.0,89.0,,,PARLE,800.0,g,1,89.0,50.0,111.25
52, Indiyum Kaju Barfi 400g (200g X 2) ,520.0,369.0,,,INDIYUM,400.0,g,1,151.0,29.04,922.5
53, Cadbury Oreo Original Vanilla Creme Biscuits (Family Pack) 288.75 g ,99.0,69.0,,,OREO,288.75,g,1,30.0,30.3,238.96
54, LuvIt Goodies Chocolates Assorted Gift Pack| Best Gift for Diwali Celebration| Pack of 1 - 125.8g ,100.0,90.0,,,LUVIT,125.8,g,1,10.0,10.0,715.42
55, Maggi Pazzta Cheese Macaroni 75 g ,32.0,24.0,,,MAGGI,75.0,g,1,8.0,25.0,320.0
56, Britannia Tiger Krunch Chocochips Biscuits Combo Pack 400 g ,140.0,60.0,,,BRITANNIA,400.0,g,1,80.0,57.14,150.0
57, Lay's Spanish Tomato Tango Potato Chips 90 g ,50.0,40.0,,,LAY'S,90.0,g,1,10.0,20.0,444.44
58, Cadbury Oreo Original Vanilla Cream Sandwich Biscuits 43.75 g ,10.0,10.0,,,OREO,43.75,g,1,0.0,0.0,228.57
59," BTW Kaju Katli (Kaju Barfi / Burfi, Indian Mithai / Sweets Gift Pack / Box) Festive Gift Box 200g ",260.0,215.0,,,BTW,200.0,g,1,45.0,17.31,1075.0
60, Cadbury 5 Star Bites Home Treats Chocolate 191.9 g ,149.0,89.0,,,CADBURY,125.8,g,1,60.0,40.27,707.47
61, Act II Golden Sizzle Instant Popcorn 30 g ,10.0,10.0,,,ACT II,30.0,g,1,0.0,0.0,333.33
62, Cadbury Oreo Original Chocolatey Sandwich Biscuits 481.25 g ,159.0,96.0,,,CADBURY,481.25,g,1,63.0,39.62,199.48
63, Maggi Hot & Sweet Tomato Chilli Sauce 1 kg ,180.0,139.0,,,MAGGI,1.0,kg,1,41.0,22.78,139.0
64, Nissin Geki Hot & Spicy Korean Veg Flavour Noodles 80 g ,49.0,32.0,,,NISSIN,80.0,g,1,17.0,34.69,400.0
65, Dabur Honey 1 kg ,475.0,349.0,,,DABUR,1.0,kg,1,126.0,26.53,349.0
66, Bambino Instant Gulab Jamun Mix 175 Gms (Buy One Get One) ,145.0,135.0,,,BAMBINO,175.0,gms,1,10.0,6.9,771.43
67, Haldiram Bhujiawala Kaju Katli 500 gram | kaju barfi | Kaju katri ,600.0,540.0,,,HALDIRAM BHUJIAWALA,500.0,gram,1,60.0,10.0,1080.0
68, Britannia 50-50 Maska Chaska Biscuits 300 g ,90.0,75.0,,,BRITANNIA,300.0,g,1,15.0,16.67,250.0
69, Top Ramen Masala Instant Noodles 360 g ,78.0,45.0,,,TOP RAMEN,360.0,g,1,33.0,42.31,125.0
70, Kit Kat Dessert Delight Truffle Chocolate 50 g ,65.0,44.0,,,KIT KAT,50.0,g,1,21.0,32.31,880.0
71, Wingreens Farms Premium Vey Mayo 800 g ,225.0,112.0,,,WINGREENS FARMS,800.0,g,1,113.0,50.22,140.0
72, Parle-G Original Glucose Biscuits 45 g ,5.0,5.0,,,PARLE,45.0,g,1,0.0,0.0,111.11
73, Cadbury Dairy Milk Silk Bubbly Chocolate 120 g ,185.0,108.0,,,CADBURY,120.0,g,1,77.0,41.62,900.0
74, Del Monte Tomato Ketchup 1 kg ,160.0,80.0,,,DEL MONTE,1.0,kg,1,80.0,50.0,80.0
75, Britannia Bourbon The Original Chocolate Cream Biscuits 50 g ,10.0,10.0,,,BRITANNIA,50.0,g,1,0.0,0.0,200.0
76, Britannia Good Day Cashew Cookies 100 g ,25.0,22.0,,,BRITANNIA,100.0,g,1,3.0,12.0,220.0
77, Parle Monaco Salted Biscuits 200 g ,40.0,36.0,,,PARLE,200.0,g,1,4.0,10.0,180.0
78, Maggi 2-Minute Masala Noodles 140 g ,28.0,26.0,,,MAGGI,140.0,g,1,2.0,7.14,185.71
79, MyFitness Peanut Butter Chocolate Crunchy Peanut Butter 510 gms ,320.0,224.0,,,MYFITNESS PEANUT BUTTER,510.0,gms,1,96.0,30.0,439.22
80, Unibic Choco Kiss Center Filled Cookies 75 g ,50.0,25.0,,,UNIBIC,75.0,g,1,25.0,50.0,333.33
81, Cadbury Dairy Milk Chocolate 24 g ,20.0,18.0,,,CADBURY,24.0,g,1,2.0,10.0,750.0
82, Saffola Active Honey 1 kg ,495.0,247.0,,,SAFFOLA,1.0,kg,1,248.0,50.1,247.0
83, Parle Hide & Seek Chocolate Chip Cookies 400 g ,150.0,99.0,,,PARLE,400.0,g,1,51.0,34.0,247.5
84, Maggi Pazzta Masala Penne 69.5 g ,32.0,24.0,,,MAGGI,69.5,g,1,8.0,25.0,345.32
85, Orion Original Choco Pie Festive Gift Pack (2 Boxes) - 40 Choco Pies ,700.0,399.0,,,ORION,140.0,g,1,301.0,43.0,2850.0
86, Kit Kat Dessert Delight Choco Pudding Chocolate 50 g ,65.0,44.0,,,KIT KAT,50.0,g,1,21.0,32.31,880.0
87, Britannia Marie Gold Biscuits 250 g ,40.0,36.0,,,BRITANNIA,250.0,g,1,4.0,10.0,144.0
88, Britannia NutriChoice Hi-Fibre Digestive Biscuits 100 g ,20.0,18.0,,,BRITANNIA,100.0,g,1,2.0,10.0,180.0
89, Kellogg's Chocos Variety Pack 168 g (Pack of 7) ,70.0,52.0,,,KELLOGG'S,168.0,g,7,18.0,25.71,44.22
90, Lay's Classic Salted Potato Chips 90 g ,60.0,48.0,,,LAY'S,90.0,g,1,12.0,20.0,533.33
91, Punjabi Ghasitaram Halwai Special White Mawa Peda Mithai Box (400gms) ,550.0,259.0,,,GHASITARAM'S,400.0,gms,1,291.0,52.91,647.5
92, Dukes Bourbon Premium Sandwich Biscuits 135 g ,36.0,18.0,,,DUKES,135.0,g,1,18.0,50.0,133.33
93, Bikaji Masala Munch Soya Sticks 200 g ,80.0,40.0,,,BIKAJI,200.0,g,1,40.0,50.0,200.0
94, Del Monte Original Blend Tomato Ketchup 500 g ,95.0,47.0,,,DEL MONTE,500.0,g,1,48.0,50.53,94.0
95, Kellogg's Oats 900 g ,185.0,124.0,,,KELLOGG'S,900.0,g,1,61.0,32.97,137.78
96, Act II Classic Salted Instant Popcorn 30 g ,10.0,10.0,,,ACT II,30.0,g,1,0.0,0.0,333.33
97, Maggi 2-Minute Masala Instant Noodles 280 g ,56.0,51.0,,,MAGGI,280.0,g,1,5.0,8.93,182.14
98, Kellogg's Corn Flakes 1.2 kg ,490.0,327.0,,,KELLOGG'S,1.2,kg,1,163.0,33.27,272.5
99, Bambino Premium Rasgulla Tin 1 Kg ,250.0,180.0,,,BAMBINO,1.0,kg,1,70.0,28.0,180.0
100, Unibic Fruit & Nut Delight Cookies 500 g ,190.0,95.0,,,UNIBIC,500.0,g,1,95.0,50.0,190.0
101, Kissan Mixed Fruit Jam 700 g ,245.0,150.0,,,KISSAN,700.0,g,1,95.0,38.78,214.29
102, Brittania Vita Marie Gold 248 g ,45.0,40.0,,,MARIEGOLD,248.0,g,1,5.0,11.11,161.29
103, Haldiram's Aloo Bhujia 1 kg ,225.0,169.0,,,HALDIRAM’S NAGPUR,1.0,kg,1,56.0,24.89,169.0
104, Sunfeast Glucose Plus+ Biscuits 1 kg ,140.0,86.0,,,SUNFEAST,1.0,kg,1,54.0,38.57,86.0
105, Parle Krack Jack Biscuits 400 g ,80.0,70.0,,,PARLE,400.0,g,1,10.0,12.5,175.0
106, Cadbury Dairy Milk Family Pack Chocolate 130 g ,130.0,109.0,,,CADBURY,130.0,g,1,21.0,16.15,838.46
107, Cadbury Dairy Milk Crackle Chocolate 36 g ,45.0,38.0,,,CADBURY,36.0,g,1,7.0,15.56,1055.56
108, Haldiram Bhujiawala Soan Papdi 1.5kg ( 3Box * 500 grams each) | Delicious Crispy & Flaky Premium Soan Papdi | Sweet Mithai | Sweets ,465.0,397.0,,,HALDIRAM BHUJIAWALA,1.5,kg,1,68.0,14.62,264.67
109, Britannia Nice Time Coconut Biscuits 143 g ,25.0,23.0,,,BRITANNIA,143.0,g,1,2.0,8.0,160.84
110, Quaker Oats 1 kg ,199.0,179.0,,,QUAKER,1.0,kg,1,20.0,10.05,179.0
111, Lal Sweets Mysore Pak Premium 200g Pack Of 2 || Made With Pure Desi Ghee|| Mysuru Pak ,699.0,399.0,,,LAL,200.0,g,2,300.0,42.92,997.5
112," HF, SURYA 800gm ASSORTED SOAN PAPDI (ELAICHI, ORANGE, CHOCO CHIP, COCONUT) | PACK OF 4; 200gm X 4 |Indian sweet ",400.0,239.0,,,"HF, SURYA",800.0,gm,4,161.0,40.25,74.69
113, Ching's Secret Schezwan Chutney 250 g ,100.0,79.0,,,CHING'S SECRET,250.0,g,1,21.0,21.0,316.0
114, McVitie's Digestive Biscuits 959.1 g ,300.0,200.0,,,MCVITIE'S,959.1,g,1,100.0,33.33,208.53
115, Parle Monaco Classic Regular Biscuits 700 g ,120.0,85.0,,,PARLE,700.0,g,1,35.0,29.17,121.43
116, Ching's Secret Schezwan Chutney 600 g ,180.0,125.0,,,CHING'S SECRET,600.0,g,1,55.0,30.56,208.33
117, Ghasitaram's Kaju Katli 200g ,500.0,225.0,,,GHASITARAM'S,200.0,g,1,275.0,55.0,1125.0
118, Bikaji Tana Bana Khatta Meetha 1 kg ,350.0,175.0,,,BIKAJI,1.0,kg,1,175.0,50.0,175.0
119," Snickers Delicious & Nutritious Roasted Peanuts, Nougat and Caramel Delight 22g (Pack of 32) ",640.0,480.0,,,SNICKERS,22.0,g,32,160.0,25.0,681.82
120, Snactac Masala Noodles 280 g ,80.0,40.0,,,SNACTAC,280.0,g,1,40.0,50.0,142.86
121, Dukes Waffy Choco Wafer Rolls 250 g ,180.0,90.0,,,DUKES,250.0,g,1,90.0,50.0,360.0
122, Parle Fab Bourbon Chocolate Cream Biscuits 150 g ,40.0,37.0,,,PARLE,150.0,g,1,3.0,7.5,246.67
123, Parle Happy Happy Choco-Chip Cookies 396 g ,150.0,75.0,,,PARLE,396.0,g,1,75.0,50.0,189.39
124, Britannia Good Day Cashew Cookies 200 g ,50.0,43.0,,,BRITANNIA,200.0,g,1,7.0,14.0,215.0
125, Parle 20-20 Gold Cashew Almond Cookies 600 g ,190.0,95.0,,,PARLE,600.0,g,1,95.0,50.0,158.33
126, Haldiram Bhujiawala Rasgulla 1.25Kg | Juicy Tasty With Sugar Syrup -1 Kg with 250 gram Free | Sweet mithai ,300.0,278.0,,,HALDIRAM BHUJIAWALA,1.25,kg,1,22.0,7.33,222.4
127, Britannia Pure Magic Chocolush Choco Filled Cookie 75 g ,40.0,30.0,,,BRITANNIA,75.0,g,1,10.0,25.0,400.0
128, Cadbury Dairy Milk Silk Oreo Chocolate 60 g ,85.0,74.0,,,CADBURY,60.0,g,1,11.0,12.94,1233.33
129, Britannia Good Day Chocochip Cookies 400 g ,140.0,74.0,,,BRITANNIA,400.0,g,1,66.0,47.14,185.0
130, Cadbury Oreo Original Chocolatey Sandwich Biscuits 918.75 g ,290.0,145.0,,,CADBURY,918.75,g,1,145.0,50.0,157.82
131, Britannia Bourbon 100 g (Buy 4 Get 1) ,100.0,100.0,,,BRITANNIA,100.0,g,1,0.0,0.0,1000.0
132," Boomer Wrigley Super Bubble Gum, Strawberry Flavoured 850g ( Pack Of 2 ) ",500.0,385.0,,,BOOMER,850.0,g,2,115.0,23.0,226.47
133, Parle Melody Chocolaty Toffee 391 g ,100.0,82.0,,,PARLE,391.0,g,1,18.0,18.0,209.72
134, Haldiram Bhujiawala Chatak Bhujia Namkeen 1Kg ,300.0,300.0,,,HALDIRAM BHUJIAWALA,1.0,kg,1,0.0,0.0,300.0
135, Parle Hide & Seek Milano Chocolate Chip Biscuits 75 g ,40.0,30.0,,,PARLE,75.0,g,1,10.0,25.0,400.0
136, Sunfeast Marie Light Biscuits 1 kg ,150.0,99.0,,,SUNFEAST,1.0,kg,1,51.0,34.0,99.0
137," Yogabar Dark Chocolate Peanut Butter 1 kg | Chocolate Peanut Butter | High Protein Peanuts butter with Anti-Oxidants | Crunchy , Chocolatey & Creamy Peanut Butters | 100%Vegan & No Preservatives ",589.0,399.0,,,YOGABAR,1.0,kg,1,190.0,32.26,399.0
138, Haldiram Bhujiawala Gulab Jamun 1.25 kg |Tasty and Healthy Juicy Sweet - 1 Kg 250 grams Free | Sweet mithai | Sweets ,300.0,280.0,,,HALDIRAM BHUJIAWALA,1.25,kg,1,20.0,6.67,224.0
139, Kissan Mixed Fruit Jam 90 g ,60.0,55.0,,,KISSAN,90.0,g,1,5.0,8.33,611.11
140, Cadbury Oreo ChocoCreme Chocolatey Sandwich Biscuits 43.75 g ,10.0,10.0,,,OREO,43.75,g,1,0.0,0.0,228.57
141, Cadbury Chocobakes Chocofilled Cookies 300 g ,170.0,113.0,,,CADBURY,300.0,g,1,57.0,33.53,376.67
142, Maggi Pazzta Cheesy Tomato Twist 68.5 g ,32.0,24.0,,,MAGGI,68.5,g,1,8.0,25.0,350.36
143, LuvIt Goodies Chocolates Assorted Gift Pack | Gift Pack for Diwali Celebration | Pack of 5 -148.5 g Each ,700.0,499.0,,,LUVIT,148.5,g,5,201.0,28.71,672.05
144, Peppy Cheese Balls 60 g ,60.0,30.0,,,PEPPY,60.0,g,1,30.0,50.0,500.0
145, Britannia 50-50 Potazos Masti Masala Spicy Flavoured Crisps 71.5 g ,25.0,21.0,,,50-50,71.5,g,1,4.0,16.0,293.71
146, Maggi Rich Tomato Ketchup 970 g ,160.0,133.0,,,MAGGI,970.0,g,1,27.0,16.88,137.11
147, Britannia NutriChoice Hi-Fibre Digestive Biscuits 250 g ,70.0,59.0,,,BRITANNIA,250.0,g,1,11.0,15.71,236.0
148, Bikaji Falahari Mix 200 g ,80.0,53.0,,,BIKAJI,200.0,g,1,27.0,33.75,265.0
149, Lijjat Udad Papad 200 g ,77.0,69.0,,,LIJJAT,200.0,g,1,8.0,10.39,345.0
150, Ching's Secret Just Soak Veg Hakka Noodles 140 g ,30.0,22.0,,,CHING'S SECRET,140.0,g,1,8.0,26.67,157.14
151, Kellogg's Moons & Stars Chocos Cereal 1.2 kg ,600.0,260.0,,,KELLOGG'S,1.2,kg,1,340.0,56.67,216.67
152, Parle Milk Shakti Biscuits 350 g ,100.0,50.0,,,PARLE,350.0,g,1,50.0,50.0,142.86
153, Dukes Nice Sugar Sprinkled Coconut Biscuits 145 g ,35.0,23.0,,,DUKES,145.0,g,1,12.0,34.29,158.62
154, Dabur Squeezy Honey 400 g (Buy 1 Get 1) ,399.0,263.0,,,DABUR,400.0,g,1,136.0,34.09,657.5
155, Snactac Bikaneri Bhujia 1 kg ,350.0,175.0,,,SNACTAC,1.0,kg,1,175.0,50.0,175.0
156, Lay's American Style Cream & Onion Potato Chips 40 g ,20.0,18.0,,,LAY'S,40.0,g,1,2.0,10.0,450.0
157, Maggi Nutri-licious Masala Instant Veg Atta Noodles 72.5 g ,30.0,27.0,,,MAGGI,72.5,g,1,3.0,10.0,372.41
158, Zandu Pure Honey 500 g ,240.0,160.0,,,ZANDU,500.0,g,1,80.0,33.33,320.0
159, Wingreens Farm Traditional Recipe Pizza & Pasta Sauce 450 g ,149.0,74.0,,,WINGREENS FARMS,450.0,g,1,75.0,50.34,164.44
160, Haldiram's Kaju Katli 200 g X 1 Box ,374.0,329.0,,,"HALDIRAM""S BHUJIA (DE.)",200.0,g,1,45.0,12.03,1645.0
161, Best Farms Frozen Green Peas 500 g ,160.0,80.0,,,BEST FARMS,500.0,g,1,80.0,50.0,160.0
162, Bhujialalji Bikaneri Bhujia ( pack of 1) 1kg Rajasthani Bhujia ,280.0,199.0,,,BHUJIALALJI,1.0,kg,1,81.0,28.93,199.0
163, Ferrero Rocher Chocolate Balls 300 g ,929.0,696.0,,,FERRERO ROCHER,300.0,g,1,233.0,25.08,2320.0
164, Britannia Marie Gold Biscuits Combo Pack 585 g (Buy 4 Get 1 Free) ,88.0,88.0,,,MARIEGOLD,585.0,g,1,0.0,0.0,150.43
165, Nutella Ferrero Hazelnut Spread With Cocoa 350 g ,399.0,318.0,,,NUTELLA,350.0,g,1,81.0,20.3,908.57
166, Parle Milano Hide & Seek Choco Filled Cookies 250 g ,180.0,90.0,,,PARLE,250.0,g,1,90.0,50.0,360.0
167, Bambino Premium Vermicelli 850 g ,85.0,75.0,,,BAMBINO,850.0,g,1,10.0,11.76,88.24
168, Cadbury Dairy Milk Oreo Chunks Lickables Chocolate 20 g ,50.0,45.0,,,CADBURY,20.0,g,1,5.0,10.0,2250.0
169," HF, Surya 400gm Soan Papdi (Pack of 2; 200g x 2) | Best Indian Sweet ",200.0,149.0,,,"HF, SURYA",400.0,gm,2,51.0,25.5,186.25
170, Parle Fab Jam-In Cream Biscuits 150 g ,50.0,46.0,,,PARLE,150.0,g,1,4.0,8.0,306.67
171, Pulse Kaccha Aam Candy 209 g ,60.0,40.0,,,PASS PASS,209.0,g,1,20.0,33.33,191.39
172, Haldiram's Moong Dal 400 g ,105.0,85.0,,,HALDIRAM’S NAGPUR,400.0,g,1,20.0,19.05,212.5
173, Kellogg's Nuts Delight Muesli 1 kg ,810.0,415.0,,,KELLOGG'S,1.0,kg,1,395.0,48.77,415.0
174, Lays American Style Cream & Onion Potato Chips 73 g ,30.0,27.0,,,LAY'S,73.0,g,1,3.0,10.0,369.86
175, Britannia NutriChoice Hi-Fibre 5 Grain Digestive Biscuits 200 g ,70.0,55.0,,,BRITANNIA,1.0,na,1,15.0,21.43,
176, Sunfeast Active Marie Light Biscuits Family Pack 186 g ,30.0,27.0,,,SUNFEAST,186.0,g,1,3.0,10.0,145.16
177, Snactac Moong Dal 150 g ,72.0,36.0,,,SNACTAC,150.0,g,1,36.0,50.0,240.0
178, Maggi 2-Minute Special Masala Instant Noodles 70 g ,20.0,18.0,,,MAGGI,70.0,g,1,2.0,10.0,257.14
179, Sunfeast Yippee Cheese Pasta Treat 65 g ,28.0,18.0,,,SUNFEAST,65.0,g,1,10.0,35.71,276.92
180, Aarambh Oats 1 kg ,230.0,115.0,,,AARAMBH,1.0,kg,1,115.0,50.0,115.0
181, Candzey Pan Banarsi Candy 100 g ,40.0,20.0,,,CANDZEY,100.0,g,1,20.0,50.0,200.0
182, Saffola Classic Instant Masala Oats 38 g ,17.0,15.0,,,SAFFOLA,38.0,g,1,2.0,11.76,394.74
183, MTR Vermicelli 850 g ,87.0,60.0,,,MTR,850.0,g,1,27.0,31.03,70.59
184, Parle Poppins 100 g ,30.0,22.0,,,PARLE,100.0,g,1,8.0,26.67,220.0
185, Orion Choco Pie 28 g (12 pcs) ,170.0,113.0,,,ORION,28.0,g,1,57.0,33.53,4035.71
186, Knorr Tomato Chatpata Instant Cup-a-Soup 13.5 g ,10.0,10.0,,,KNORR,13.5,g,1,0.0,0.0,740.74
187, Cadbury Dairy Milk Maha Pack Chocolate 55 g ,50.0,45.0,,,CADBURY,55.0,g,1,5.0,10.0,818.18
188, Snactac Tasty Peanuts 150 g ,72.0,36.0,,,SNACTAC,150.0,g,1,36.0,50.0,240.0
189, Weikfield Macaroni Pasta 900 g ,120.0,89.0,,,WEIKFIELD,900.0,g,1,31.0,25.83,98.89
190, Snactac Aloo Bhujia 1 kg ,300.0,150.0,,,SNACTAC,1.0,kg,1,150.0,50.0,150.0
191, Cadbury 5 Star 3D Chocolate 45 g ,35.0,24.0,,,CADBURY,70.0,g,1,11.0,31.43,342.86
192, Best Farms Frozen Green Peas 1 kg ,300.0,150.0,,,BEST FARMS,1.0,kg,1,150.0,50.0,150.0
193, Haldiram's Mixture 350 g ,90.0,84.0,,,HALDIRAM’S NAGPUR,350.0,g,1,6.0,6.67,240.0
194, Nestle Classic Milk Chocolate 18 g ,10.0,10.0,,,NESTLE,18.0,g,1,0.0,0.0,555.56
195, Kissan Mixed Fruit Jam 200 g ,75.0,66.0,,,KISSAN,200.0,g,1,9.0,12.0,330.0
196, Sunfeast Mom's Magic Cashew & Almond Cookies 197 g ,45.0,41.0,,,SUNFEAST,197.0,g,1,4.0,8.89,208.12
197, Parle Fab! Bourbon Chocolate Sandwich Biscuits 500 g ,160.0,80.0,,,PARLE,500.0,g,1,80.0,50.0,160.0
198, Parle Monaco Classic Regular Salted Biscuits 400 g ,80.0,68.0,,,PARLE,400.0,g,1,12.0,15.0,170.0
199, Sunfeast Yippee Magic Masala Instant Noodles 480 g ,105.0,70.0,,,SUNFEAST,480.0,g,1,35.0,33.33,145.83
200, Snac tac Tomato Ketchup 950 g ,160.0,80.0,,,SNACTAC,950.0,g,1,80.0,50.0,84.21
201, Nestle Milkybar 42 g ,40.0,32.0,,,MILKYBAR,42.0,g,1,8.0,20.0,761.9
202, Bambino Roasted Vermicelli 850 g ,115.0,104.0,,,BAMBINO,850.0,g,1,11.0,9.57,122.35
203, Act II Chilli Surprise Instant Popcorn 30 g ,12.0,12.0,,,ACT II,30.0,g,1,0.0,0.0,400.0
204, Dukes Waffy Chocolate Wafers 60 g ,50.0,25.0,,,DUKES,60.0,g,1,25.0,50.0,416.67
205, MTR 3 Minute Breakfast Poha Mix 60 g ,27.0,18.0,,,MTR,70.0,g,1,9.0,33.33,257.14
206, Saffola Veggie Twist Instant Masala Oats 38 g ,17.0,15.0,,,SAFFOLA,38.0,g,1,2.0,11.76,394.74
207, Bambino Saon Papdi Butterscotch Flavour 400 Gms (Each 200 Gms X Pack of 2) ,180.0,149.0,,,BAMBINO,400.0,gms,2,31.0,17.22,186.25
208, GONGLOO Homemade Rajasthani Green Chilli Pickle | Ready to Eat Hari Mirch ka Achar | High in Vitamin C & Fibre | Hygienically Packed | Rich in Antioxidants | Improves Digestion | 300 GM ,259.0,166.0,,,GONGLOO,300.0,gm,1,93.0,35.91,553.33
209, Indiyum Kaju Barfi 200g ,260.0,205.0,,,INDIYUM,200.0,g,1,55.0,21.15,1025.0
