,Product name,MRP,Selling Price,Tag,PerUnitPrice,Brand,Quantity,Unit,Pack of,Conversion,Platform
384," Coca Cola Bebas Gula Sugar, 330 Ml Pack of 4 ", 450.00 ,400.00, Imported ,None,COCA COLA,330,ml,4,Success,JoiMart
385, JAWAI Rajwadi Kadak Masala Chai (MASALA TEA) | Best Masala Chai | 100 Grams , 195.00 ,145.00,None,None,JAWAI,100,grams,1,Success,JoiMart
386, Brooke Bond Red Label Leaf Tea| Premium Tea| 250g* 4 Packs| 1 Kg+ Green ilayachi 25g| ,710.00,710.00,None,None,RED LABEL,250,g,1,Success,JoiMart
387," Colombian Brew Arabica Espresso Filter Coffee Powder, Roast & Ground Strong, 100g Pack of 2 ", 250.00 ,198.00,None,None,COLOMBIANBREWCOFFEE,100,g,2,Success,JoiMart
388, Protinex Tasty Chocolate 250 g , 445.00 ,410.00,None,None,PROTINEX,250,g,1,Success,JoiMart
389," Manama Blue Curacao Syrup, Mixer for Mocktails and Cocktails (750ML) ",310.00,310.00,None,None,MANAMA,750,ml,1,Success,JoiMart
390, Tropicana Mixed Fruit Juice 1 L , 145.00 ,130.00,None,None,TROPICANA,1,l,1,Success,JoiMart
391," Taj Mahal Tea with Long Leaves, 1kg ", 750.00 ,630.00,None,None,TAJ MAHAL,1,kg,1,Success,JoiMart
392," 3 Sisters Non Alcoholic German Lager Beer, 330 Ml |Pack of 2| ", 400.00 ,350.00, Imported ,None,3 SISTERS,330,ml,2,Success,JoiMart
393, Organic India Tulsi Ginger Tea Bags 25 pcs , 195.00 ,146.00,None,None,ORGANIC INDIA,25,pcs,1,Success,JoiMart
394, BRU Tripti Blend instant Coffee Powder pack of 2 ( each 200g ) Instant Coffee (2 x 200 g) , 640.00 ,599.00,None,None,A. MANGALS,200,g,2,Success,JoiMart
395, Society Leaf Tea 250g Jar ,155.00,155.00,None,None,SOCIETY,250,g,1,Success,JoiMart
396," Cocojal Natural Tender Coconut Water| No Added Flavours| Not from Concentrate| 200ml, Pack of 24 "," 1,200.00 ",999.00,None,None,COCOJAL,200,ml,24,Success,JoiMart
397," Bevzilla 96 Sachets Assorted Flavoured Instant Coffee Powder Box - 192gm | 24 Sachets Each Flavour | French Vanilla, English Butterscotch, Turkish Hazelnut, Colombian Gold | 100% Arabica Beans | No Added Preservatives | Makes 96 Cups | Premium Coffee ", 599.00 ,405.00,None,None,BEVZILLA,96,sachets,1,Success,JoiMart
398," Heineken 0.0 Percent Non Alcoholic Beer Can, 330 ml ", 300.00 ,279.00, Imported ,None,HEINEKEN,330,ml,1,Success,JoiMart
399," Bavaria Premium Original Non Alcoholic Beer, 330 Ml Imported ", 206.25 ,174.00, Imported ,None,IMPORTED,330,ml,1,Success,JoiMart
400, CHAI POINT Assam Green Tea | Loose Leaf Enriched with Anti-Oxidants | Single Origin Tea | Green Tea Leaves | Loose Green Tea | Good for Weight Loss 100G , 249.00 ,160.00,None,None,CHAIPOINT,100,g,1,Success,JoiMart
401, Manna Health Mix Sathu Maavu 1Kg , 489.00 ,439.00,None,None,MANNA,1,kg,1,Success,JoiMart
402," Nescafe Gold Rich and Smooth Instant Coffee Powder, 95g Jar ", 699.00 ,569.00,None,None,NESCAFE,95,g,1,Success,JoiMart
403, Mysore Concerns Roasted And Ground Brindavan Bold South Indian Filter Coffee 454 G , 290.00 ,276.00,None,None,MYSORE CONCERNS,454,g,1,Success,JoiMart
404, SENSO Instant Tea Premix Masala No Artificial Colors 1 kg , 410.00 ,291.00,None,None,SENSO,1,kg,1,Success,JoiMart
405, Manna Health Mix Sathu Maavu 600g , 319.00 ,295.00,None,None,MANNA,600,g,1,Success,JoiMart
406, Horlicks Protein Plus Vanilla Drink Mix 400 g , 650.00 ,600.00,None,None,HORLICKS,400,g,1,Success,JoiMart
407, Protinex Original 250 g , 499.00 ,464.00,None,None,PROTINEX,250,g,1,Success,JoiMart
408," Pepsi Black Singapore, 320 Ml ", 206.25 ,174.00, Imported ,None,PEPSI BLACK,320,ml,1,Success,JoiMart
409, Shunya Go Zesty Orange Sugar Free Flavoured Drink - 4 Super Herbs Pack of 12 (300ml X 12) , 720.00 ,584.00,None,None,SHUNYA,300,ml,12,Success,JoiMart
410, Johnnie Walker Refreshing Mixer Non Alcoholic Carbonated Drink 330 ml Pack of 4 , 400.00 ,240.00,None,None,JOHNNIE WALKER,330,ml,4,Success,JoiMart
411, Organic Spearmint Tea Bags for PCOS - 40 Eco-Friendly Tea Bags in Resealable pouch by The Tea Trove , 328.00 ,204.00,None,None,THE TEA TROVE,,none,1,Failed,JoiMart
412, Patanjali Giloy Fruit Juice 500 ml , 90.00 ,81.00,None,None,PATANJALI,500,ml,1,Success,JoiMart
413, Saffola Immuniveda Chyawanprash Avaleha 1.25 kg , 560.00 ,520.00,None,None,SAFFOLA,1.25,kg,1,Success,JoiMart
414, AKHYA GOLD PREMIUM ASSAM LEAF TEA 1KG , 600.00 ,399.00,None,None,AKHYA,1,kg,1,Success,JoiMart
415," Colombian Brew 3 in 1 Assorted Instant Coffee Premix Café Latte, Cappuccino, Hazelnut, Vanilla Caramel, Double Choco Mocha, 10 Sachets Box Buy 3 Get 1 Free ", 996.00 ,699.00,None,None,COLOMBIANBREWCOFFEE,3,g,1,Success,JoiMart
416, Bambino Tasty Instant Badam Drink Mix Bottle 500g , 250.00 ,245.00,None,None,BAMBINO,500,g,1,Success,JoiMart
417," Fanta Lychee Flavoured Drink, 320 Ml |Pack of 2| Imported ", 400.00 ,360.00, Imported ,None,FANTA,320,ml,2,Success,JoiMart
418, Manna Health mix Sathu Maavu 1.2kg (600g x 2 Packs) , 638.00 ,469.00,None,None,MANNA,1.2,kg,1,Success,JoiMart
419," CHAI POINT Premium Assam Tea | Single Origin Tea, Fresh | Assam Tea | Black Tea Leaves | Tea Powder | Premium Chai Patti | Loose Leaf Tea 200G ", 199.00 ,140.00,None,None,CHAIPOINT,200,g,1,Success,JoiMart
420, Bean2Brew | Premium Blend (80: 20) | Filter Coffee Powder | 800g , 520.00 ,380.00,None,None,BEAN2BREW,800,g,1,Success,JoiMart
421," Nutrition Planet Micronized Creatine Monohydrate for Pre/Post Workout Recovery (Black Currant - 348g, 60 Servings) "," 1,200.00 ",498.00,None,None,NUTRITION PLANET,348,g,1,Success,JoiMart
422," NATRAJ The Right Choice Premium Loose Green Tea Leaves for Weight Loss and Improve Immunity, 300 GM ", 475.00 ,325.00,None,None,NATRAJ THE RIGHT CHOICE,300,gm,1,Success,JoiMart
423," Chai Point Assam Masala Tea Natural Spices (Cinnamon, Clove, cardamon, Ginger, Black Pepper), Single Origin Tea 200g ", 300.00 ,200.00,None,None,CHAIPOINT,200,g,1,Success,JoiMart
424, 7 Up Sugar Free |Pack of 2 | , 400.00 ,360.00, Imported ,None,7 UP,,none,2,Failed,JoiMart
425," 3 Sisters Non Alcoholic Kiwi Beer, 330 Ml |Pack of 2| ", 400.00 ,350.00, Imported ,None,3 SISTERS,330,ml,2,Success,JoiMart
426, Evocus Black Alkaline Drink | PACK OF 24 (500 mL each) | 8+ pH | Infused with Essential Minerals ," 2,400.00 ","2,040.00",None,None,EVOCUS,500,ml,24,Success,JoiMart
427," Society Tea Leaf Tea, 1 Kg ", 570.00 ,542.00,None,None,SOCIETY,1,kg,1,Success,JoiMart
428," JST Goli Soda || Multi Flavor Pack of 10 - 2 of Each Flavor Raspberry Blast, Classic Lime, Fizzy Orange, Raspberry & Cola Masala Flavour Mocktail Drink in Modern Pet Bottle ", 750.00 ,660.00,None,None,JST,,none,10,Failed,JoiMart
429, Rio Raw Mango Bubbly Fruit Energy Drink | Pack of 6 | 250 ml , 270.00 ,235.00,None,None,RIO,250,ml,6,Success,JoiMart
430," Teddy Roosevelt Flavoured Instant Coffee Powder, Hazelnut 50g, Vanilla Caramel 50g| 100g ", 598.00 ,147.00,None,None,TEDDY ROOSEVELT,50,g,1,Success,JoiMart
431," Nescafe Gold Rich and Smooth Instant Coffee Powder, 190g Jar ", 999.00 ,854.00,None,None,NESCAFE,190,g,1,Success,JoiMart
432, Hill Bagan CTC Premium Tea 1KG , 680.00 ,426.00,None,None,"HILL BAGAN- ""TASTE OF QUALITY""",1,kg,1,Success,JoiMart
433, NutroVally Green Tea | For Weight Loss & Boost Immune | Premium Natural & Pure Aromatic Leaves | Lemon Green Tea Bags 75 Pcs , 597.00 ,249.00,None,None,NUTROVALLY,75,pcs,1,Success,JoiMart
434, Taj Mahal Tea Bag (200 Tea Bags) , 399.00 ,320.00,None,None,TAJ MAHAL,200,tea bag,1,Failed,JoiMart
435, Alo Frut Orange + Aloevera Fruit Juice 1 L , 120.00 ,99.00,None,None,ALO FRUT,1,l,1,Success,JoiMart
436, Leo Coffee Breakfast Blend Filter Coffee Powder Medium Roast Extra Strong - 200 g , 120.00 ,108.00,None,None,LEO COFFEE,200,g,1,Success,JoiMart
437, Christopher Cocoa Hot Drinking Chocolate Powder with Dark Chocolate Buttons 200g , 250.00 ,203.00,None,None,CHRISTOPHER COCOA,200,g,1,Success,JoiMart
438," Octavius Elaichi/Cardamom Tea | Strong, Aromatic Assam Chai Patti - 1kg Pack ",360.00,360.00,None,None,OCTAVIUS,1,kg,1,Success,JoiMart
439, Octavius | Gold Tea - 1Kg | 15% Darjeeling Long Leaf | Black Tea | Blend of Darjeeling & Assam Tea | Loose Tea | Strong Chai | Tea Powder | Chai Patti 1 kg | Garden Fresh Tea | Tea 1 Kg , 450.00 ,445.00,None,None,OCTAVIUS,1,kg,1,Success,JoiMart
440," Pack of 2 200 Gram 100% Arabica Instant Classic Strong Coffee Powder | Premium Coffee| Strong Coffee| Classic Coffee| Espresso, Latte & Cappucino| Pure Coffee| Hot & Cold Coffee | Non Breakable Jar "," 1,598.00 ",731.00,None,None,BEVZILLA,200,gram,2,Success,JoiMart
441, GOODRICKE Chai CTC Leaf Tea 1 kg , 350.00 ,315.00,None,None,GOODRICKE,1,kg,1,Success,JoiMart
442, Foodio. fit Tender Coconut Water Powder 2L | Coconut Water Premix Pack of 10 Sachets | Nariyal Paani ( 200ML Each) , 499.00 ,189.00,None,None,FOODIO.FIT,2,l,10,Success,JoiMart
443," Bevzilla 50 Grams X 4 Flavoured Instant Coffee Powder Pack of Colombian Gold,Turkish Hazelnut,French Vanilla & English Butterscotch|50 Gms Each|Premium Arabica Instant Coffee "," 1,999.00 ",539.00,None,None,BEVZILLA,50,grams,1,Success,JoiMart
444, Cloud9 Natural Mineral Drinking Water 1 L (pack of 12) ,340.00,340.00,None,None,CLOUD 9,1,l,12,Success,JoiMart
445, CHAI POINT Instant Tea | Incredibly Authentic | Ginger Flavoured Tea | 10 Sachets | Adhrak Chai | Instant Tea Premix | Tea Ginger Mix (Pack of 1) , 199.00 ,140.00,None,None,CHAIPOINT,10,sachets,1,Success,JoiMart
446, Lipton Yellow Label Leaf Tea 250 g , 300.00 ,279.00,None,None,LIPTON,250,g,1,Success,JoiMart
447," TEA VALLEY Classic Tea Strong, Malty, Aromatic and Rich Taste 100 Percent Assam and Dooars CTC Tea Blend Make Masala Tea, Ginger Tea or Cardamom Tea, 250 g (pack of 3) ", 300.00 ,255.00,None,None,TEA VALLEY,250,g,3,Success,JoiMart
448, Mogu Mogu Strawberry Juice 25% with Nata De Coco 300 ml - Pack of 6 ,420.00,420.00,None,None,MOGU MOGU,300,ml,6,Success,JoiMart
449, Bournvita Five Star Magic 500 g , 280.00 ,260.00,None,None,BOURNVITA,500,g,1,Success,JoiMart
450," NATRAJ The Right Choice Premium Loose Green Tea Leaves 200g for Body Detoxification Weight Loss and Improve Immunity, ", 375.00 ,250.00,None,None,NATRAJ THE RIGHT CHOICE,200,g,1,Success,JoiMart
451, Rage Coffee - 50 GMS Creme Caramel - Premium Instant Coffee , 349.00 ,149.00,None,None,RAGE COFFEE,50,gms,1,Success,JoiMart
452, Organic India Tulsi Original Tea Bags 25 pcs , 188.00 ,141.00,None,None,ORGANIC INDIA,25,pcs,1,Success,JoiMart
453, Girnar Masala Chai Instant Tea Premix 14 g (10 Sachets) , 150.00 ,139.00,None,None,GIRNAR,14,g,1,Success,JoiMart
454, HORLICKS Protein Plus | Health & Nutrition Drink (400 g) , 750.00 ,620.00,None,None,HORLICKS,400,g,1,Success,JoiMart
455, Organic India Tulsi Ginger Tea 100 g , 225.00 ,168.00,None,None,ORGANIC INDIA,100,g,1,Success,JoiMart
456," Davidoff Cafe Instant Coffee Jar, Espresso 57 Intense Imported, 100 g ", 650.00 ,574.00, Imported ,None,DAVIDOFF,100,g,1,Success,JoiMart
457, Cloud9 Natural Mineral Drinking Water 500 ml (pack of 24) ,340.00,340.00,None,None,CLOUD 9,500,ml,24,Success,JoiMart
458, Tetley Tea Bags 100 pcs , 210.00 ,195.00,None,None,TETLEY,100,pcs,1,Success,JoiMart
459, Mysore Concerns Roasted And Ground Brindavan Bold South Indian Filter Coffee 454 G Pack of 3 , 870.00 ,827.00,None,None,MYSORE CONCERNS,454,g,3,Success,JoiMart
460," Dalmia Gold Premium CTC Tea | Original 100% Tea | Strong, Aromatic & Rich | 1kg (Poly Pack) ", 455.00 ,450.00,None,None,DALMIA GOLD,1,kg,1,Success,JoiMart
461, HYDRATE Ionized Alkaline Water with Perfectly Balanced 8.5 pH & Essential Minerals Pack of 6(500 ml) , 480.00 ,432.00,None,None,HYDRATE,500,ml,6,Success,JoiMart
462, The Tea Trove- Pure Chamomile Tea Bags Organic - 40 Eco-Friendly Camomile Tea Bag in Resealable pouch - Caffeine Free Camomile tea for sleep and Stress relief tea by The Tea Trove - Steep Hot Or Iced , 328.00 ,199.00,None,None,THE TEA TROVE,,none,1,Failed,JoiMart
463," Farm Hots Kokum Syrup/Kokum Sharbat,500 ml can ", 450.00 ,142.00,None,None,FARM HOTS,500,ml,1,Success,JoiMart
464, Cloud9 Golden Orange Fruit Juice 200 ml pack of 24 ,388.00,388.00,None,None,CLOUD 9,9,g,24,Success,JoiMart
465, Mr. Fresh Coco 100 % Tender Coconut Water Coconut Water || Pack of 12||No Added Flavors||200 ml Each , 600.00 ,480.00,None,None,MR. FRESH,200,ml,12,Success,JoiMart
466, Rio Passion Swing Fruit Energy Drink | Pack of 6 | 250 ml , 270.00 ,235.00,None,None,RIO,250,ml,6,Success,JoiMart
467," Coca Cola Klasik Classic Imported, 320 ml ", 240.00 ,229.00, Imported ,None,COCA COLA,320,ml,1,Success,JoiMart
468, Tata Coffee | Instant Coffee | Super Saver Pack | 200g Pack ,335.00,335.00,None,None,TATA COFFEE,200,g,1,Success,JoiMart
469, Open Secret Unjunked Kesar Thandai Shake Mix Powder - Pack of 1 , 349.00 ,296.00,None,None,OPEN SECRET,,none,1,Failed,JoiMart
470, BRU Instant Coffee 100 g (Jar) , 390.00 ,362.00,None,None,BRU,100,g,1,Success,JoiMart
471, Rio Pink Guava Fruit Drink | Pack of 6 | 250 ml , 270.00 ,240.00,None,None,RIO,250,ml,6,Success,JoiMart
472," All In One Lemon Tea Premix Sulphur Less Sugar Pack, 25 Pouches Each (Pack Of 4) ", 720.00 ,719.00,None,None,ALL IN ONE,,none,4,Failed,JoiMart
473," Cambridge Tea Party Refresh 30 Tea Bags, Lemon Ginger Mint Tulsi Green Tea (immunity booster with natural vitamins, cleanse, detox, cold relief ) ", 225.00 ,199.00,None,None,CAMBRIDGE TEA PARTY,30,tea bags,1,Success,JoiMart
474, Octavius | Premium Assam Tea - 1Kg | Extra Strong Assam Tea | Black Tea | Kadak Chai Patti | Loose Tea | Strong Chai | Tea Powder | Chai Patti 1 kg | Taza Tea 1 kg | Garden Fresh Tea | Tea 1 Kg , 390.00 ,379.00,None,None,OCTAVIUS,1,kg,1,Success,JoiMart
475, Society Leaf Tea 500gm Jar , 290.00 ,276.00,None,None,SOCIETY,500,gm,1,Success,JoiMart
476, NESCAFE CLASSIC INSTANT COFFEE 200G , 660.00 ,649.00,None,None,NESCAFE,200,g,1,Success,JoiMart
477, Bambino Instant Badam Drink Mix 1 Kg , 350.00 ,340.00,None,None,BAMBINO,1,kg,1,Success,JoiMart
478, TheTeaTrove Honey Lemon Green Tea Bags 100 pcs - Eco-Friendly All Natural Honey Lemon Tea Bags 100 pcs in Resealable pouch - All in one Green Tea Lemon and Honey tea bags 100 pieces , 600.00 ,274.00,None,None,THE TEA TROVE,100,pcs,1,Success,JoiMart
479, Wagh Bakri | Mili Kadak Danedar Tea | 250 Gm Each | Pack of 2 | 500 Gm + Green Elaichi 25 Gm , 410.00 ,315.00,None,None,WAGH BAKRI,250,gm,2,Success,JoiMart
480, BEVZILLA Instant Coffee Powder (French Vanilla Flavour) - 75 Grams | 100 % Premium Arabica Beans | Hot & Cold Coffee | Makes 40 Cups | Strong Coffee | Flavoured Coffee| Best Coffee| Premium Coffee| Dark Roast| Instant Coffee , 375.00 ,209.00,None,None,BEVZILLA,75,grams,1,Success,JoiMart
481, Tetley Pure Original Green Tea Bags 25 pcs , 170.00 ,133.00,None,None,TETLEY,25,pcs,1,Success,JoiMart
482, Tropicana Guava Delight Fruit Juice 180 ml , 20.00 ,18.00,None,None,TROPICANA,180,ml,1,Success,JoiMart
483, Bournvita Lil Champs Chocolate 500 g , 341.00 ,317.00,None,None,BOURNVITA,500,g,1,Success,JoiMart
484, Leeford Green Tea Ginger with Lemon Grass & Lemon with Honey For Good Health Combo Pack (2 x 25 Tea Bags) , 500.00 ,359.00,None,None,LEEFORD,25,tea bags,1,Success,JoiMart
485, BEVZILLA Instant Coffee Powder (Turkish Hazelnut Flavour) - 75 Grams | 100 % Premium Arabica Beans | Hot & Cold Coffee | Makes 40 Cups | Strong Coffee | Flavoured Coffee| Best Coffee| Premium Coffee| Dark Roast| Instant Coffee , 375.00 ,209.00,None,None,BEVZILLA,75,grams,1,Success,JoiMart
486, Cloud9 Fruttu Mango Fruit Juice 160 ml pack of 24 ,340.00,340.00,None,None,CLOUD 9,160,ml,24,Success,JoiMart
487, City Gold Tea Elaichi Chai Cardamom Tea 1 kg Packet Tea - Kadak Elaichi Flavoured Tea 1kg Pack ,345.00,345.00,None,None,CITY GOLD,1,kg,1,Success,JoiMart
488, KANGEN Alkaline Water 8.5+ PH 500ML Pack of 24 ,960.00,960.00,None,None,KANGEN,500,ml,24,Success,JoiMart
489," D'aromas Pure Coffee Powder 50g x 2, Instant Coffee Powder with Rich Aroma and Bold Taste ", 280.00 ,198.00,None,None,D'AROMAS,50,g,1,Success,JoiMart
490, Nescafe Gold Cappuccino Coffee 125 g , 200.00 ,186.00,None,None,NESCAFE,125,g,1,Success,JoiMart
491, Society Premium Green Tea 250G Jar , 250.00 ,225.00,None,None,SOCIETY,250,g,1,Success,JoiMart
492, Octavius | Suprabhatam Tez Kadak Tea - 1Kg Pack of 2 | Extra Strong Assam Tea | Black Tea | Kadak Chai Patti | Loose Tea | Strong Chai |Tea Powder |Chai Patti | Taza Tea | Garden Fresh Tea , 480.00 ,398.00,None,None,OCTAVIUS,1,kg,2,Success,JoiMart
493," First Flavour Tea Premium Assam Black Loose CTC/Dust Tea, 1 KG Pouch - Strong, Aromatic & Rich | Black Assam CTC Dust Tea | Premium Kadak Chai Patti (Pack of 1Kg) ", 440.00 ,340.00,None,None,FIRST FLAVOUR,1,kg,1,Success,JoiMart
494, Zandu Kesari Jivan Fit for Diabetic Chyawanprash 900 g , 770.00 ,695.00,None,None,ZANDU,900,g,1,Success,JoiMart
495, Tetley Long Leaf with Lemon Natural Green Tea 100 g , 155.00 ,144.00,None,None,TETLEY,100,g,1,Success,JoiMart
496, Tetley Leaf Green Tea 250 g (Carton) , 370.00 ,330.00,None,None,TETLEY,250,g,1,Success,JoiMart
497, Aava Alkaline Natural Mineral Water 1 Ltr Cup-Cap | Pack of 12 ," 1,320.00 ",899.00,None,None,AAVA,1,ltr,12,Success,JoiMart
498, PediaSure 7 Plus Vanilla Drink Powder 200 g , 350.00 ,325.00,None,None,PEDIASURE,200,g,1,Success,JoiMart
499," Prime Blue Razz, 500 Ml Imported "," 1,350.00 ",600.00, Imported ,None,IMPORTED,500,ml,1,Success,JoiMart
500, Baidyanath Chawanprash Awaleha 250 g , 99.00 ,79.00,None,None,BAIDYANATH,250,g,1,Success,JoiMart
501, Cloud 9 Jeera | Jeera Soft Drink | Instant Refreshing Jeera Drink | 300 ml Pack of 24 ,556.00,556.00,None,None,CLOUD 9,300,ml,24,Success,JoiMart
502, PRISTINE Deccan Gold Pure Filter Coffee Powder (80% Coffee 20% Chicory) 200g - Pack of 2 ,260.00,260.00,None,None,PRISTINE,200,g,2,Success,JoiMart
503, Sleepy Owl 100gm Original Premium Instant Coffee | 100% Arabica | Flavoured Coffee | Rich & Smooth | Makes 50 Strong & Delicious Cups , 495.00 ,399.00,None,None,SLEEPY OWL,100,gm,1,Success,JoiMart
504, Mogu Mogu Grape Juice 25% with Nata De Coco 300 ml - Pack of 6 ,420.00,420.00,None,None,MOGU MOGU,300,ml,6,Success,JoiMart
505," Fanta Anggur Grape Drink, 320 Ml |Pack of 2| Imported ", 400.00 ,360.00, Imported ,None,FANTA,320,ml,2,Success,JoiMart
506," Evian Water, 500 Ml |Pack of 2| Imported ", 500.00 ,400.00, Imported ,None,IMPORTED,500,ml,2,Success,JoiMart
507, Raw Pressery Sugarcane Juice 250 ml , 75.00 ,50.00,None,None,RAW PRESSERY,250,ml,1,Success,JoiMart
508, Raw Pressery Alphonso Mango Basics Juice 1 L , 250.00 ,232.00,None,None,RAW PRESSERY,1,l,1,Success,JoiMart
509, Zandu Kesari Jivan Saffron Pearl Revitalizer Chyawanprash 900 g , 740.00 ,665.00,None,None,ZANDU,900,g,1,Success,JoiMart
510, Groviva Wholesome Child Nutrition for Growth & Development - 400g Jar (Chocolate) , 725.00 ,652.00,None,None,GROVIVA,400,g,1,Success,JoiMart
511," Rk Home Made Natural Syrup Blue Coraco Syrup And Blue Lagoon Syrups, 750 Ml ", 500.00 ,199.00,None,None,RK HOME MADE NATURAL SYRUP,750,ml,1,Success,JoiMart
512, Care Ashwagandha Spiced Herbal 100 Green Tea Bags| Immunity Boost Desi Kahwa Weight Loss | Made Natural 100 Whole Leaf Herbs Certificated### Cinnamon### Tulsi### Ginger , 960.00 ,644.00,None,None,CARE,100,g,1,Success,JoiMart
513, STATUE OF LIBERTY Tea DUST 1 KG , 300.00 ,256.00,None,None,GS,1,kg,1,Success,JoiMart
514," Nescafe Original Low Fat Milk Coffee Drink, 240 Ml Imported 7 Up |Pack of 2| ", 400.00 ,375.00, Imported ,None,7 UP,240,ml,2,Success,JoiMart
515, Organic India TULSI DETOX KAHWA 25 TEABAGS- Pack of 2 , 450.00 ,405.00,None,None,ORGANIC INDIA,25,teabags,2,Failed,JoiMart
516, Himalayan Heritage's Kangra Green Tea( 500 Grams Leaf Tea) ,350.00,350.00,None,None,HIMALAYAN HERITAGE TEA,500,grams,1,Success,JoiMart
517, Lipton Honey Lemon Green Tea Bags 10 pcs , 70.00 ,65.00,None,None,LIPTON,10,pcs,1,Success,JoiMart
518, Girnar Masala Tea Instant Premix | 10 Schts of 14 Gm in each Pack | Pack of 3 + Green Elaichi 25 Gm ,715.00,715.00,None,None,GIRNAR,25,gm,3,Success,JoiMart
519, Chaipoint Green Tea Bags ( Pack of 25 Sachets) , 278.00 ,190.00,None,None,CHAIPOINT,25,sachets,25,Success,JoiMart
520," Pepsi Max Raspberry Flavour, 330 Ml |Pack of 3| Imported ", 600.00 ,525.00, Imported ,None,PEPSI,330,ml,3,Success,JoiMart
521, Rio Boom Energy Drink Can | (Pack of 6 X 250 ML) , 330.00 ,322.00,None,None,RIO,250,ml,6,Success,JoiMart
522, Organic India TULSI HONEY CHAMOMILE 25 TEABAGS- Pack of 2 , 390.00 ,351.00,None,None,ORGANIC INDIA,25,teabags,2,Failed,JoiMart
523, Horlicks Chocolate 1 kg , 499.00 ,449.00,None,None,HORLICKS,1,kg,1,Success,JoiMart
524, Real Activ Tender Coconut Water 200 ml , 55.00 ,51.00,None,None,REAL,200,ml,1,Success,JoiMart
525, HARAYUG SHAHI ROSE SYRUP 750 ML WITH SILVER LEAVES , 650.00 ,250.00,None,None,HARAYUG,750,ml,1,Success,JoiMart
526, Cloud9 Energy Drink Classic 250ml Bottle - Pack of 30 ,664.00,664.00,None,None,CLOUD 9,250,ml,30,Success,JoiMart
527," FOGOSO Cloudem Zero Magic Champagne Non Alcohlic Gold, 375 Ml Imported ", 962.50 ,330.00, Imported ,None,IMPORTED,375,ml,1,Success,JoiMart
528, Bournvita 14.4 g ,5.00,5.00,None,None,BOURNVITA,14.4,g,1,Success,JoiMart
529, Manna Ragi Malt Drink Mix 200g (Pack of 2) , 398.00 ,225.00,None,None,MANNA,200,g,2,Success,JoiMart
530," Cambridge Tea Party Kashmiri Kahwa 30 Tea Bags, Saffron Almond Cardamom Clove Pepper Cinnamon Rose Tulsi Green Tea ", 225.00 ,199.00,None,None,CAMBRIDGE TEA PARTY,30,tea bags,1,Success,JoiMart
531, Rungta's Dhamaka Strong Tea 1 Kg | KADAK & STRONG Blended Tea | Unique Blend Chai , 410.00 ,310.00,None,None,RUNGTA'S,1,kg,1,Success,JoiMart
532, Tata Gold Mixture Tea 500 g , 235.00 ,218.00,None,None,TATA TEA,500,g,1,Success,JoiMart
533, Girnar Royal Cup Tea 100 g , 50.00 ,46.00,None,None,GIRNAR,100,g,1,Success,JoiMart
534," PureFoods Vietnamese Tender Coconut Water, 100% Pure Natural | Nariyal Paani Pack of 1 - 320ml ",95.00,95.00,None,None,ROLLINS PUREFOODS,320,ml,1,Success,JoiMart
535, Rage Coffee 75 Gms Dark Roast , 185.00 ,149.00,None,None,RAGE COFFEE,75,gms,1,Success,JoiMart
536, Open Secret Choco Almond Shake Powder - Pack of 2 , 698.00 ,523.00,None,None,OPEN SECRET,,none,2,Failed,JoiMart
537, Christopher Cocoa Hazelnut Mocha Hot Drinking Chocolate Powder with Dark Chocolate Buttons 200g , 350.00 ,211.00,None,None,CHRISTOPHER COCOA,200,g,1,Success,JoiMart
538, Nescafe Classic South Africa 50 Gms , 302.50 ,244.00, Imported ,None,NESCAFE,50,gms,1,Success,JoiMart
539, Continental Malgudi Filter Coffee Powder 500g Pouch Combo | Pack of 2 | 80/40 + 60/20 | , 560.00 ,559.00,None,None,CONTINENTAL,500,g,2,Success,JoiMart
540, VAHDAM - Organic Spiced Turmeric Tea | USDA Organic Certified 15 Turmeric Tea Bags | Blend of Turmeric Powder & Fresh Spices | Herbal Tea for Weight Loss |Green tea for weight loss , 199.00 ,179.00,None,None,VAHDAM,,none,1,Failed,JoiMart
541, Society OMT Elaichi Instant Tea Premix 500g Jar ,230.00,230.00,None,None,SOCIETY,500,g,1,Success,JoiMart
542, Dhopabor Premium Tea -1 KG (2 x 500g Value Offer Packs)| High quality Assam CTC Chai| , 388.00 ,349.00,None,None,DHOPABOR,1,kg,1,Success,JoiMart
543," Christopher Cocoa, Drinking Chocolate Cocoa Powder, Dark No Sugar, 200g ", 299.00 ,219.00,None,None,CHRISTOPHER COCOA,200,g,1,Success,JoiMart
544, Teabox Chamomile Green Tea Bags 25 Pieces | For Stress Relief & Good Sleep | Made with 100% Whole Leaf & Natural Chamomile Flowers | 2 Free Samples Included , 263.00 ,249.00,None,None,TEABOX,25,tea bags,1,Success,JoiMart
545, Himgiri Gulab Sharbat 750 ml , 150.00 ,127.00,None,None,HITKARY PHARMACY,750,ml,1,Success,JoiMart
546, Davidoff Rich Aroma Vivid and Spicy Instant Coffee 200 g (100 g X 2 Bottles) ," 1,300.00 ","1,129.00",None,None,DAVIDOFF,200,g,1,Success,JoiMart
547, Coffee Day Arabica Coffee Powder - 200 gm X 2 Packs , 400.00 ,380.00,None,None,CAFÉ COFFEE DAY,200,gm,1,Success,JoiMart
