,Product name,MRP,Selling Price,Tag,PerUnitPrice,Brand
428," JST Goli Soda || Multi Flavor Pack of 10 - 2 of Each Flavor Raspberry Blast, Classic Lime, Fizzy Orange, Raspberry & Cola Masala Flavour Mocktail Drink in Modern Pet Bottle ", 750.00 ,660.00,None,None,JST
429, Rio Raw Mango Bubbly Fruit Energy Drink | Pack of 6 | 250 ml , 270.00 ,235.00,None,None,RIO
430," Teddy Roosevelt Flavoured Instant Coffee Powder, Hazelnut 50g, Vanilla Caramel 50g| 100g ", 598.00 ,147.00,None,None,TEDDY ROOSEVELT
431," Nescafe Gold Rich and Smooth Instant Coffee Powder, 190g Jar ", 999.00 ,854.00,None,None,NESCAFE
432, Hill Bagan CTC Premium Tea 1KG , 680.00 ,426.00,None,None,"HILL BAGAN- ""TASTE OF QUALITY"""
433, NutroVally Green Tea | For Weight Loss & Boost Immune | Premium Natural & Pure Aromatic Leaves | Lemon Green Tea Bags 75 Pcs , 597.00 ,249.00,None,None,NUTROVALLY
434, Taj Mahal Tea Bag (200 Tea Bags) , 399.00 ,320.00,None,None,TAJ MAHAL
435, Alo Frut Orange + Aloevera Fruit Juice 1 L , 120.00 ,99.00,None,None,ALO FRUT
436, Leo Coffee Breakfast Blend Filter Coffee Powder Medium Roast Extra Strong - 200 g , 120.00 ,108.00,None,None,LEO COFFEE
437, Christopher Cocoa Hot Drinking Chocolate Powder with Dark Chocolate Buttons 200g , 250.00 ,203.00,None,None,CHRISTOPHER COCOA
438," Octavius Elaichi/Cardamom Tea | Strong, Aromatic Assam Chai Patti - 1kg Pack ",360.00,360.00,None,None,OCTAVIUS
439, Octavius | Gold Tea - 1Kg | 15% Darjeeling Long Leaf | Black Tea | Blend of Darjeeling & Assam Tea | Loose Tea | Strong Chai | Tea Powder | Chai Patti 1 kg | Garden Fresh Tea | Tea 1 Kg , 450.00 ,445.00,None,None,OCTAVIUS
440," Pack of 2 200 Gram 100% Arabica Instant Classic Strong Coffee Powder | Premium Coffee| Strong Coffee| Classic Coffee| Espresso, Latte & Cappucino| Pure Coffee| Hot & Cold Coffee | Non Breakable Jar "," 1,598.00 ",731.00,None,None,BEVZILLA
441, GOODRICKE Chai CTC Leaf Tea 1 kg , 350.00 ,315.00,None,None,GOODRICKE
442, Foodio. fit Tender Coconut Water Powder 2L | Coconut Water Premix Pack of 10 Sachets | Nariyal Paani ( 200ML Each) , 499.00 ,189.00,None,None,FOODIO.FIT
443," Bevzilla 50 Grams X 4 Flavoured Instant Coffee Powder Pack of Colombian Gold,Turkish Hazelnut,French Vanilla & English Butterscotch|50 Gms Each|Premium Arabica Instant Coffee "," 1,999.00 ",539.00,None,None,BEVZILLA
444, Cloud9 Natural Mineral Drinking Water 1 L (pack of 12) ,340.00,340.00,None,None,CLOUD 9
445, CHAI POINT Instant Tea | Incredibly Authentic | Ginger Flavoured Tea | 10 Sachets | Adhrak Chai | Instant Tea Premix | Tea Ginger Mix (Pack of 1) , 199.00 ,140.00,None,None,CHAIPOINT
446, Lipton Yellow Label Leaf Tea 250 g , 300.00 ,279.00,None,None,LIPTON
447," TEA VALLEY Classic Tea Strong, Malty, Aromatic and Rich Taste 100 Percent Assam and Dooars CTC Tea Blend Make Masala Tea, Ginger Tea or Cardamom Tea, 250 g (pack of 3) ", 300.00 ,255.00,None,None,TEA VALLEY
448, Mogu Mogu Strawberry Juice 25% with Nata De Coco 300 ml - Pack of 6 ,420.00,420.00,None,None,MOGU MOGU
449, Bournvita Five Star Magic 500 g , 280.00 ,260.00,None,None,BOURNVITA
450," NATRAJ The Right Choice Premium Loose Green Tea Leaves 200g for Body Detoxification Weight Loss and Improve Immunity, ", 375.00 ,250.00,None,None,NATRAJ THE RIGHT CHOICE
451, Rage Coffee - 50 GMS Creme Caramel - Premium Instant Coffee , 349.00 ,149.00,None,None,RAGE COFFEE
452, Organic India Tulsi Original Tea Bags 25 pcs , 188.00 ,141.00,None,None,ORGANIC INDIA
453, Girnar Masala Chai Instant Tea Premix 14 g (10 Sachets) , 150.00 ,139.00,None,None,GIRNAR
454, HORLICKS Protein Plus | Health & Nutrition Drink (400 g) , 750.00 ,620.00,None,None,HORLICKS
455, Organic India Tulsi Ginger Tea 100 g , 225.00 ,168.00,None,None,ORGANIC INDIA
456," Davidoff Cafe Instant Coffee Jar, Espresso 57 Intense Imported, 100 g ", 650.00 ,574.00, Imported ,None,DAVIDOFF
457, Cloud9 Natural Mineral Drinking Water 500 ml (pack of 24) ,340.00,340.00,None,None,CLOUD 9
458, Tetley Tea Bags 100 pcs , 210.00 ,195.00,None,None,TETLEY
459, Mysore Concerns Roasted And Ground Brindavan Bold South Indian Filter Coffee 454 G Pack of 3 , 870.00 ,827.00,None,None,MYSORE CONCERNS
460," Dalmia Gold Premium CTC Tea | Original 100% Tea | Strong, Aromatic & Rich | 1kg (Poly Pack) ", 455.00 ,450.00,None,None,DALMIA GOLD
461, HYDRATE Ionized Alkaline Water with Perfectly Balanced 8.5 pH & Essential Minerals Pack of 6(500 ml) , 480.00 ,432.00,None,None,HYDRATE
462, The Tea Trove- Pure Chamomile Tea Bags Organic - 40 Eco-Friendly Camomile Tea Bag in Resealable pouch - Caffeine Free Camomile tea for sleep and Stress relief tea by The Tea Trove - Steep Hot Or Iced , 328.00 ,199.00,None,None,THE TEA TROVE
463," Farm Hots Kokum Syrup/Kokum Sharbat,500 ml can ", 450.00 ,142.00,None,None,FARM HOTS
464, Cloud9 Golden Orange Fruit Juice 200 ml pack of 24 ,388.00,388.00,None,None,CLOUD 9
465, Mr. Fresh Coco 100 % Tender Coconut Water Coconut Water || Pack of 12||No Added Flavors||200 ml Each , 600.00 ,480.00,None,None,MR. FRESH
466, Rio Passion Swing Fruit Energy Drink | Pack of 6 | 250 ml , 270.00 ,235.00,None,None,RIO
467," Coca Cola Klasik Classic Imported, 320 ml ", 240.00 ,229.00, Imported ,None,COCA COLA
468, Tata Coffee | Instant Coffee | Super Saver Pack | 200g Pack ,335.00,335.00,None,None,TATA COFFEE
469, Open Secret Unjunked Kesar Thandai Shake Mix Powder - Pack of 1 , 349.00 ,296.00,None,None,OPEN SECRET
470, BRU Instant Coffee 100 g (Jar) , 390.00 ,362.00,None,None,BRU
471, Rio Pink Guava Fruit Drink | Pack of 6 | 250 ml , 270.00 ,240.00,None,None,RIO
472," All In One Lemon Tea Premix Sulphur Less Sugar Pack, 25 Pouches Each (Pack Of 4) ", 720.00 ,719.00,None,None,ALL IN ONE
473," Cambridge Tea Party Refresh 30 Tea Bags, Lemon Ginger Mint Tulsi Green Tea (immunity booster with natural vitamins, cleanse, detox, cold relief ) ", 225.00 ,199.00,None,None,CAMBRIDGE TEA PARTY
474, Octavius | Premium Assam Tea - 1Kg | Extra Strong Assam Tea | Black Tea | Kadak Chai Patti | Loose Tea | Strong Chai | Tea Powder | Chai Patti 1 kg | Taza Tea 1 kg | Garden Fresh Tea | Tea 1 Kg , 390.00 ,379.00,None,None,OCTAVIUS
475, Society Leaf Tea 500gm Jar , 290.00 ,276.00,None,None,SOCIETY
476, NESCAFE CLASSIC INSTANT COFFEE 200G , 660.00 ,649.00,None,None,NESCAFE
477, Bambino Instant Badam Drink Mix 1 Kg , 350.00 ,340.00,None,None,BAMBINO
478, TheTeaTrove Honey Lemon Green Tea Bags 100 pcs - Eco-Friendly All Natural Honey Lemon Tea Bags 100 pcs in Resealable pouch - All in one Green Tea Lemon and Honey tea bags 100 pieces , 600.00 ,274.00,None,None,THE TEA TROVE
479, Wagh Bakri | Mili Kadak Danedar Tea | 250 Gm Each | Pack of 2 | 500 Gm + Green Elaichi 25 Gm , 410.00 ,315.00,None,None,WAGH BAKRI
480, BEVZILLA Instant Coffee Powder (French Vanilla Flavour) - 75 Grams | 100 % Premium Arabica Beans | Hot & Cold Coffee | Makes 40 Cups | Strong Coffee | Flavoured Coffee| Best Coffee| Premium Coffee| Dark Roast| Instant Coffee , 375.00 ,209.00,None,None,BEVZILLA
481, Tetley Pure Original Green Tea Bags 25 pcs , 170.00 ,133.00,None,None,TETLEY
482, Tropicana Guava Delight Fruit Juice 180 ml , 20.00 ,18.00,None,None,TROPICANA
483, Bournvita Lil Champs Chocolate 500 g , 341.00 ,317.00,None,None,BOURNVITA
484, Leeford Green Tea Ginger with Lemon Grass & Lemon with Honey For Good Health Combo Pack (2 x 25 Tea Bags) , 500.00 ,359.00,None,None,LEEFORD
485, BEVZILLA Instant Coffee Powder (Turkish Hazelnut Flavour) - 75 Grams | 100 % Premium Arabica Beans | Hot & Cold Coffee | Makes 40 Cups | Strong Coffee | Flavoured Coffee| Best Coffee| Premium Coffee| Dark Roast| Instant Coffee , 375.00 ,209.00,None,None,BEVZILLA
486, Cloud9 Fruttu Mango Fruit Juice 160 ml pack of 24 ,340.00,340.00,None,None,CLOUD 9
487, City Gold Tea Elaichi Chai Cardamom Tea 1 kg Packet Tea - Kadak Elaichi Flavoured Tea 1kg Pack ,345.00,345.00,None,None,CITY GOLD
488, KANGEN Alkaline Water 8.5+ PH 500ML Pack of 24 ,960.00,960.00,None,None,KANGEN
489," D'aromas Pure Coffee Powder 50g x 2, Instant Coffee Powder with Rich Aroma and Bold Taste ", 280.00 ,198.00,None,None,D'AROMAS
490, Nescafe Gold Cappuccino Coffee 125 g , 200.00 ,186.00,None,None,NESCAFE
491, Society Premium Green Tea 250G Jar , 250.00 ,225.00,None,None,SOCIETY
492, Octavius | Suprabhatam Tez Kadak Tea - 1Kg Pack of 2 | Extra Strong Assam Tea | Black Tea | Kadak Chai Patti | Loose Tea | Strong Chai |Tea Powder |Chai Patti | Taza Tea | Garden Fresh Tea , 480.00 ,398.00,None,None,OCTAVIUS
493," First Flavour Tea Premium Assam Black Loose CTC/Dust Tea, 1 KG Pouch - Strong, Aromatic & Rich | Black Assam CTC Dust Tea | Premium Kadak Chai Patti (Pack of 1Kg) ", 440.00 ,340.00,None,None,FIRST FLAVOUR
494, Zandu Kesari Jivan Fit for Diabetic Chyawanprash 900 g , 770.00 ,695.00,None,None,ZANDU
495, Tetley Long Leaf with Lemon Natural Green Tea 100 g , 155.00 ,144.00,None,None,TETLEY
496, Tetley Leaf Green Tea 250 g (Carton) , 370.00 ,330.00,None,None,TETLEY
497, Aava Alkaline Natural Mineral Water 1 Ltr Cup-Cap | Pack of 12 ," 1,320.00 ",899.00,None,None,AAVA
498, PediaSure 7 Plus Vanilla Drink Powder 200 g , 350.00 ,325.00,None,None,PEDIASURE
499," Prime Blue Razz, 500 Ml Imported "," 1,350.00 ",600.00, Imported ,None,IMPORTED
500, Baidyanath Chawanprash Awaleha 250 g , 99.00 ,79.00,None,None,BAIDYANATH
501, Cloud 9 Jeera | Jeera Soft Drink | Instant Refreshing Jeera Drink | 300 ml Pack of 24 ,556.00,556.00,None,None,CLOUD 9
502, PRISTINE Deccan Gold Pure Filter Coffee Powder (80% Coffee 20% Chicory) 200g - Pack of 2 ,260.00,260.00,None,None,PRISTINE
503, Sleepy Owl 100gm Original Premium Instant Coffee | 100% Arabica | Flavoured Coffee | Rich & Smooth | Makes 50 Strong & Delicious Cups , 495.00 ,399.00,None,None,SLEEPY OWL
504, Mogu Mogu Grape Juice 25% with Nata De Coco 300 ml - Pack of 6 ,420.00,420.00,None,None,MOGU MOGU
505," Fanta Anggur Grape Drink, 320 Ml |Pack of 2| Imported ", 400.00 ,360.00, Imported ,None,FANTA
506," Evian Water, 500 Ml |Pack of 2| Imported ", 500.00 ,400.00, Imported ,None,IMPORTED
507, Raw Pressery Sugarcane Juice 250 ml , 75.00 ,50.00,None,None,RAW PRESSERY
508, Raw Pressery Alphonso Mango Basics Juice 1 L , 250.00 ,232.00,None,None,RAW PRESSERY
509, Zandu Kesari Jivan Saffron Pearl Revitalizer Chyawanprash 900 g , 740.00 ,665.00,None,None,ZANDU
510, Groviva Wholesome Child Nutrition for Growth & Development - 400g Jar (Chocolate) , 725.00 ,652.00,None,None,GROVIVA
511," Rk Home Made Natural Syrup Blue Coraco Syrup And Blue Lagoon Syrups, 750 Ml ", 500.00 ,199.00,None,None,RK HOME MADE NATURAL SYRUP
512, Care Ashwagandha Spiced Herbal 100 Green Tea Bags| Immunity Boost Desi Kahwa Weight Loss | Made Natural 100 Whole Leaf Herbs Certificated### Cinnamon### Tulsi### Ginger , 960.00 ,644.00,None,None,CARE
513, STATUE OF LIBERTY Tea DUST 1 KG , 300.00 ,256.00,None,None,GS
514," Nescafe Original Low Fat Milk Coffee Drink, 240 Ml Imported 7 Up |Pack of 2| ", 400.00 ,375.00, Imported ,None,7 UP
515, Organic India TULSI DETOX KAHWA 25 TEABAGS- Pack of 2 , 450.00 ,405.00,None,None,ORGANIC INDIA
516, Himalayan Heritage's Kangra Green Tea( 500 Grams Leaf Tea) ,350.00,350.00,None,None,HIMALAYAN HERITAGE TEA
517, Lipton Honey Lemon Green Tea Bags 10 pcs , 70.00 ,65.00,None,None,LIPTON
518, Girnar Masala Tea Instant Premix | 10 Schts of 14 Gm in each Pack | Pack of 3 + Green Elaichi 25 Gm ,715.00,715.00,None,None,GIRNAR
519, Chaipoint Green Tea Bags ( Pack of 25 Sachets) , 278.00 ,190.00,None,None,CHAIPOINT
520," Pepsi Max Raspberry Flavour, 330 Ml |Pack of 3| Imported ", 600.00 ,525.00, Imported ,None,PEPSI
521, Rio Boom Energy Drink Can | (Pack of 6 X 250 ML) , 330.00 ,322.00,None,None,RIO
522, Organic India TULSI HONEY CHAMOMILE 25 TEABAGS- Pack of 2 , 390.00 ,351.00,None,None,ORGANIC INDIA
523, Horlicks Chocolate 1 kg , 499.00 ,449.00,None,None,HORLICKS
524, Real Activ Tender Coconut Water 200 ml , 55.00 ,51.00,None,None,REAL
525, HARAYUG SHAHI ROSE SYRUP 750 ML WITH SILVER LEAVES , 650.00 ,250.00,None,None,HARAYUG
526, Cloud9 Energy Drink Classic 250ml Bottle - Pack of 30 ,664.00,664.00,None,None,CLOUD 9
527," FOGOSO Cloudem Zero Magic Champagne Non Alcohlic Gold, 375 Ml Imported ", 962.50 ,330.00, Imported ,None,IMPORTED
528, Bournvita 14.4 g ,5.00,5.00,None,None,BOURNVITA
529, Manna Ragi Malt Drink Mix 200g (Pack of 2) , 398.00 ,225.00,None,None,MANNA
530," Cambridge Tea Party Kashmiri Kahwa 30 Tea Bags, Saffron Almond Cardamom Clove Pepper Cinnamon Rose Tulsi Green Tea ", 225.00 ,199.00,None,None,CAMBRIDGE TEA PARTY
531, Rungta's Dhamaka Strong Tea 1 Kg | KADAK & STRONG Blended Tea | Unique Blend Chai , 410.00 ,310.00,None,None,RUNGTA'S
532, Tata Gold Mixture Tea 500 g , 235.00 ,218.00,None,None,TATA TEA
533, Girnar Royal Cup Tea 100 g , 50.00 ,46.00,None,None,GIRNAR
534," PureFoods Vietnamese Tender Coconut Water, 100% Pure Natural | Nariyal Paani Pack of 1 - 320ml ",95.00,95.00,None,None,ROLLINS PUREFOODS
535, Rage Coffee 75 Gms Dark Roast , 185.00 ,149.00,None,None,RAGE COFFEE
536, Open Secret Choco Almond Shake Powder - Pack of 2 , 698.00 ,523.00,None,None,OPEN SECRET
537, Christopher Cocoa Hazelnut Mocha Hot Drinking Chocolate Powder with Dark Chocolate Buttons 200g , 350.00 ,211.00,None,None,CHRISTOPHER COCOA
538, Nescafe Classic South Africa 50 Gms , 302.50 ,244.00, Imported ,None,NESCAFE
539, Continental Malgudi Filter Coffee Powder 500g Pouch Combo | Pack of 2 | 80/40 + 60/20 | , 560.00 ,559.00,None,None,CONTINENTAL
540, VAHDAM - Organic Spiced Turmeric Tea | USDA Organic Certified 15 Turmeric Tea Bags | Blend of Turmeric Powder & Fresh Spices | Herbal Tea for Weight Loss |Green tea for weight loss , 199.00 ,179.00,None,None,VAHDAM
541, Society OMT Elaichi Instant Tea Premix 500g Jar ,230.00,230.00,None,None,SOCIETY
542, Dhopabor Premium Tea -1 KG (2 x 500g Value Offer Packs)| High quality Assam CTC Chai| , 388.00 ,349.00,None,None,DHOPABOR
543," Christopher Cocoa, Drinking Chocolate Cocoa Powder, Dark No Sugar, 200g ", 299.00 ,219.00,None,None,CHRISTOPHER COCOA
544, Teabox Chamomile Green Tea Bags 25 Pieces | For Stress Relief & Good Sleep | Made with 100% Whole Leaf & Natural Chamomile Flowers | 2 Free Samples Included , 263.00 ,249.00,None,None,TEABOX
545, Himgiri Gulab Sharbat 750 ml , 150.00 ,127.00,None,None,HITKARY PHARMACY
546, Davidoff Rich Aroma Vivid and Spicy Instant Coffee 200 g (100 g X 2 Bottles) ," 1,300.00 ","1,129.00",None,None,DAVIDOFF
547, Coffee Day Arabica Coffee Powder - 200 gm X 2 Packs , 400.00 ,380.00,None,None,CAFÉ COFFEE DAY
548," Sleepy Owl Premium Instant Coffee Sachets | 96 gm - Pack of 48 Assorted Coffee Powder Sachets | 2g Each - Original, French Vanilla, Hazelnut, and Filter Kaapi - Flavoured Coffee | Coffee Pouch - Makes 48 Cups ", 480.00 ,429.00,None,None,SLEEPY OWL
549," Sri Sri Tattva Chocolate Ojasvita - Sharp Mind & Fit Body Foil Pack, 1kg ", 560.00 ,504.00,None,None,SRI SRI
550, Mapro Lounge Mojito Mint & Lemon Flavoured Fruit Sharbat 1Ltr , 630.00 ,598.00,None,None,MAPRO
551, Healthy Panda - Organic Sprouted Ragi Dry fruit Malt (400G) - Sugar Free-Health Mix / health drink for kids / health drink for Adults / women health drink / Millets Food / Dryfruit powder , 399.00 ,239.00,None,None,HEALTHY PANDA
552," RiseUp Aroma Fresh Filter Coffee Powder, Aroma Ribbon Filter Coffee Powder, 500 g (Combo of 2) ", 400.00 ,299.00,None,None,RISE UP COFEE
553," AACTUALA Kiwi Aloe Vera Coconut Water Fruit Juice, Aloe Vera Juice - 200ml, Pack of 6 (6 x 200 ml) ", 299.00 ,282.00,None,None,AACTUALA
554, Leo Coffee Degree Blend Filter Coffee Powder Medium Roast Strong - 200 g , 124.00 ,111.00,None,None,LEO COFFEE
555, Manna Go Grains Chocolate. Multigrain Health Drink Mix 400g , 299.00 ,225.00,None,None,MANNA
556," Sri Sri Tattva Karela Jamun Juice,500 Ml Each (Pack Of 2) ", 255.00 ,229.00,None,None,SRI SRI
557," Orglife Red Wine Vinegar Organic With Mother, 500 ml (Pack Of 1) ", 599.00 ,195.00,None,None,ORGLIFE
558," Lavazza IL Mattino Vivace Coffee Powder, 200 g ", 210.00 ,199.00,None,None,LAVAZZA
559," Shunya Fizz Lime & Lemon & Classic Cola Combo | Sugar Free Soft Drink | 0 Calories & No Aspartame | Supercharged with Green Tea, Ashwagandha & Vitamin C | Pack of 12(300 ml X 12) ", 720.00 ,615.00,None,None,SHUNYA
560, GS Tea DUST 250 GM (Pack of 4) , 420.00 ,380.00,None,None,GS
561, Shunya Fizz Lime & Lemon | Sugar Free Soft Drink | 0 Calories & No Aspartame | Supercharged with Green Tea & Vitamin C | Pack of 24 (300 ml X 24) ," 1,440.00 ","1,152.00",None,None,SHUNYA
562," Colombian Brew Pure Instant Coffee Powder, Smooth & Strong, 100g Buy 2 Get 1 Free ", 897.00 ,497.00,None,None,COLOMBIAN BREW
563, Davidoff Espresso 57 Dark and Chocolatey Instant Coffee 200 g (100 g X 2 Bottles) ," 1,300.00 ","1,129.00",None,None,DAVIDOFF
564, Bean2Brew | Premium Blend | Filter Coffee Powder | 80:20 | 200g , 130.00 ,125.00,None,None,BEAN2BREW
565, Tata Gold Mixture Tea 1 kg , 475.00 ,427.00,None,None,TATA TEA
566, BUY 100% HAND-PICKED ASSAM LEAF TEA | DESI CHAI PATTI BY PYASA TEA | TEA 1KG ," 1,000.00 ",539.00,None,None,PYASA
567, Sunbean Beaten Caffe Powder 120 g (Pack of 10) , 150.00 ,99.00,None,None,SUNBEAN
568, Continental Speciale Coffee Jar - 200 gm | 100% Pure Coffee | Classic Instant Coffee , 540.00 ,399.00,None,None,CONTINENTAL
569, Groviva Wholesome Child Nutrition for Growth & Development - 400g Jar (Vanilla) , 725.00 ,652.00,None,None,GROVIVA
570, Pepsi Lemon , 206.25 ,174.00, Imported ,None,PEPSI
571, Nutvit Nutrition Green Coffee Beans Powder for Weight Management 50gm Pack of 1 , 249.00 ,170.00,None,None,NUTVIT
572," Shunya Go Sugar Free Mixed Fruit Mania Flavoured Drink - Immunity-Boosting, 0 Calories & 0 Preservatives Everyday Hydration Vitamins, Minerals & Electrolytes, 4 Super Herbs Pack of 12 (300ml each) ", 720.00 ,684.00,None,None,SHUNYA
573, Nawab's Secret 100% Natural Premium Kewra Water and Rose Water (Pack of 2 * 200ml) - Essence for Biryani and Mughlai Dishes , 240.00 ,206.00,None,None,NAWAB'S SECRET
574, Kokan Gem Kokum Blast 180 ml , 25.00 ,12.00,None,None,KOKAN GEM
575, Rage Coffee Combo Pack of 2 - Irish Hazelnut & Creme Caramel Flavoured Coffee 50 Gms Each , 698.00 ,299.00,None,None,RAGE COFFEE
576, Tata Gold Mixture Tea 250 g , 120.00 ,111.00,None,None,TATA TEA GOLD
577, J DEVI TEA Organic Blended Strong Taste & Refreshing Tea|Unique Blend Crafted For Chai Lovers Across India | Red-250 gm , 399.00 ,129.00,None,None,J DEVI TEA
578," BEVZILLA Instant Coffee Powder - 48 Sachets (Colombian Gold)| Hot & Cold Coffee| Makes 48 Cups| 100 % Arabica Coffee| Strong Coffee| Easy To Carry| Best Coffee| Espresso, Latte, Cappuccino ", 299.00 ,239.00,None,None,BEVZILLA
579, Society Tea 100 g , 55.00 ,51.00,None,None,SOCIETY
580, Lipton Honey Lemon Green Tea 100 g , 155.00 ,144.00,None,None,LIPTON
581, Tata Teaveda Tea 250 g , 145.00 ,134.00,None,None,TATA TEA
582, Manama Black Currant Crush and Strawberry Crush | 750ML Each | Topping for Cakes and Shakes | (Pack of 2) ,380.00,380.00,None,None,MANAMA
583, Bevzilla Coffee Shaker with 25 Assorted Flavoured Sachets Instant Coffee Powder | Shaker - 500ml | Sachet - 2gm Each | 4 Flavours , 399.00 ,250.00,None,None,BEVZILLA
584, Mogu Mogu Orange Juice 25% with Nata De Coco 300 ml - Pack of 6 ,420.00,420.00,None,None,MOGU MOGU
585, JINDAL COCOA CLASSIC CHOCOLATE SYRUP 650 GMS , 220.00 ,165.00,None,None,JINDAL COCOA
586, NutroVally Green Tea | Premium Natural & Pure Aromatic Leaves | Rich In Antioxidant Lemon Green Tea Bags -25 Pcs , 199.00 ,175.00,None,None,NUTROVALLY
587, Bevzilla 48 Sachets Dark Wish Dark Roast Strong Coffee Powder Box - 96gm | The Strongest Coffee | Instant Coffee | 100% Arabica Beans | No Added Preservatives | Makes 48 Cups , 499.00 ,279.00,None,None,BEVZILLA
588," Colombian Brew Instant Coffee Powder Pure, Strong, 1kg Hotel Pack "," 2,200.00 ","1,299.00",None,None,COLOMBIAN BREW
589, Black & White Ginger Ale Non alcoholic Infused with Natural Flavoured Drink Can Carbonated Beverage 330 ml Pack of 4 , 400.00 ,320.00,None,None,BLACK & WHITE
590, G.M.’S TULSI TEA Gold Gift Pack | Tulsi Gold Brokens Tea 1 kg & Premium Gold Finish Stainless Steel Kullhad Set of 6 in Jewellery Box | Gold Kadak Chai | CTC Tea ," 1,999.00 ","1,599.00",None,None,G.M.’S TULSI TEA
591, Cloud 9 Fruttu Litchi Fruit Juice 160 ml pack of 24 ,340.00,340.00,None,None,CLOUD 9
592," The Indian Chai - Bloom Diwali Gift Box | Contains Rose Petals (15g), Teen Paan Rose Tea (50g) and Kama S Tea (75g) | Assorted Herbal, Black & Chai Tea in Glass Jar | Loose Leaf Tea | Diwali Gift Pack ", 599.00 ,399.00,None,None,THE INDIAN CHAI
593," Schweppes 320ml (Tonic Water, Pack of 4) (Imported) ", 500.00 ,427.00, Imported ,None,SCHWEPPES
594, Dr Pepper Zero Sugar Coca Cola |Pack of 3| Imported , 600.00 ,525.00, Imported ,None,COCA COLA
595," Sleepy Owl 50gm Original Premium Instant Coffee | 100% Arabica | Makes 25 Cups | Strong & Delicious Coffee | Rich & Smooth Aroma | Make Café Style Hot or Cold Coffee, Cappuccino, Espresso, Latte at Home ", 325.00 ,199.00,None,None,SLEEPY OWL
596," Tea Valley Utsah Dumdar Chai 900Gm | KADAK, MALTY, Aromatic & Strong | Unique Blend of Assam and Dooars CTC | ",230.00,230.00,None,None,TEA VALLEY
597, Alo Frut Guava + Aloevera Fruit Juice 1 L , 120.00 ,99.00,None,None,ALO FRUT
598, Momsy Premium Assam Tea| Single Origin Tea| Strong and Robust Blend| Premium Chai Patti (450gm) , 499.00 ,272.00,None,None,MOMSY
599," BEVZILLA Instant Coffee Powder - 48 Sachets (Butterscotch)| Hot & Cold Coffee| Makes 48 Cups| 100 % Arabica Coffee| Strong Coffee| Easy To Carry| Best Coffee| Espresso, Latte, Cappuccino ", 299.00 ,239.00,None,None,BEVZILLA
600, CHAI POINT Instant Masala Tea | Incredibly Authentic | Masala Flavored Tea | 10 Sachets | Masala Chai | Instant Premix Tea (Pack of 1) , 199.00 ,140.00,None,None,CHAIPOINT
601, Starbucks Vanilla Frappuccino 250 ml JST , 350.00 ,300.00,None,None,JST
602, Mountain Dew Voltage (355ml) Imported Coca Cola , 850.00 ,750.00,None,None,COCA COLA
603, Open Secret Chocolate Thandai Mix Powder - 225g - Pack of 1 , 349.00 ,279.00,None,None,OPEN SECRET
604, Winola Chocolate Dressing Spread for Perfect Topping (1.3 kg) , 300.00 ,251.00,None,None,WINOLA
605, Davidoff Crema Intense Smooth and Rounded Instant Coffee 100 g , 650.00 ,590.00,None,None,DAVIDOFF
606, Marvel Yellow Tea 250 g , 135.00 ,67.00,None,None,MARVEL
607, Continental Xtra Coffee 50G Pouch | Buy 4 and Get 4 Free | 400g ," 1,400.00 ",699.00,None,None,CONTINENTAL
608, GS Tea DUST 1 KG , 420.00 ,384.00,None,None,GS
609, Jivvij Samaara Jivraj CTC Premium Loose Leaf Tea Refreshing Kadak Strong Aroma Desi Chai with Goodness of Time-Tested Indian Ingredients ,649.00,649.00,None,None,JIVVIJ SAMAARA
610, Octavius | KADAK Assam Tea - 1Kg (Pack of 2) | Extra Strong Assam Tea | Black Tea | Kadak Chai Patti | Loose Tea | Strong Chai | Tea Powder | Chai Patti | Taza Tea | Garden Fresh Tea | Tea 2 Kg , 600.00 ,469.00,None,None,OCTAVIUS
611, Jeju SamDaSoo Natural Mineral Water ,"2,800.00","2,800.00", Imported ,None,JEJU SAMDASOO
612," C. SOMABHAI's No. 11 CTC Premium Dust Tea - 1kg, Assam Tea, Kadak Chai Patti, Strong Regular Black Tea Powder 1 kg Pack ", 520.00 ,490.00,None,None,C. SOMABHAI (QUALITY TEA)
613, Octavius | Pure Green Tea Bags - 100 Pieces | All Natural | Antioxidant-rich | Improves Metabolism | Reduces Waist | Detox Green Tea Bags (2gm x 100 Bags) , 260.00 ,255.00,None,None,OCTAVIUS
614, Real Fruit Power Pineapple Juice 1 L , 130.00 ,120.00,None,None,REAL
615, Society Hot Lemon Premix Tea | Instant Lemon Tea | 500g Pouch , 195.00 ,176.00,None,None,SOCIETY
616, Aquafina Packaged Drinking Water 500 ml ,10.00,10.00,None,None,AQUAFINA
617, Shree Guruji Kesaria Thandai Dry Fruit Syrup Sharbat (1 Litre) Pack of 1 ,550.00,550.00,None,None,SHREE GURUJI
618, Tata Coffee Grand| Strong Coffee| Super Saver Pack| 200 Gm Each | Pack of 2| 400 Gm ,499.00,499.00,None,None,TATA COFFEE
619," PepsiCo ChefsNeed Pepsi Black 320ml, |Pack of 3 |Cans (Imported Product) ", 600.00 ,525.00, Imported ,None,PEPSI
620, Continental THIS Cappuccino 3 in 1 Premix Coffee| 132g Box ( 22g* 6 Sachets) | Pack of 3 , 375.00 ,369.00,None,None,CONTINENTAL
