Unnamed: 0,Product name,MRP,Selling Price,Tag,PerUnitPrice,Brand,Quantity,Unit,Is Pack of,Discount,Discount Percentage,Price Per Unit(Kg/L)
242, Gemini Filtered Groundnut Oil 1 L ,230.0,199.0,,,GEMINI,1.0,l,False,31.0,13.48,199.0
243, Good Life Mixed Dry Fruits 500 g ,349.0,289.0,,,GOOD LIFE,500.0,g,False,60.0,17.19,578.0
244," Marwar Red Chili Powder 1 Kg (Lal Mirchi Powder | Red Chilly Powder, Agmark Grade) 1 Kilogram Pack ",560.0,279.0,,,MARWAR,1.0,kg,False,281.0,50.18,279.0
245, Good Life Black Pepper 50 g ,65.0,55.0,,,GOOD LIFE,50.0,g,False,10.0,15.38,1100.0
246," Grocery On The Go MIX DRY FRUITS Almonds, Apricots, Cashews, Pistachios, Walnuts, RaisinsÂ 250GM ",578.0,288.0,,,GROCERY ON THE GO,250.0,gm,False,290.0,50.17,1152.0
247, Happilo 1kg Almonds|100% Natural California Almonds ,1300.0,899.0,,,HAPPILO,1.0,kg,False,401.0,30.85,899.0
248, Dhara Health Refined Sunflower Oil 5 L ,780.0,599.0,,( 119.80/1 l),DHARA,5.0,l,False,181.0,23.21,119.8
249, Good Life Chitra Rajma 500 g ,112.0,97.0,,,GOOD LIFE,500.0,g,False,15.0,13.39,194.0
250, Good Life Unpolished Moong Dal 500 g ,103.0,79.0,,,GOOD LIFE,500.0,g,False,24.0,23.3,158.0
251, Farmley Handpicked Gold Makhana ( Fox Nuts) 250g ,300.0,269.0,,,FARMLEY,250.0,g,False,31.0,10.33,1076.0
252, Daawat Devaaya Basmati Rice 5 kg ,720.0,539.0,,,DAAWAT,5.0,kg,False,181.0,25.14,107.8
253, OM+ Filtered Groundnut Oil Pouch 5 ltr (Pack of 5) ,1500.0,939.0,,,OM+ FILTERED GROUNDNUT OIL,5.0,ltr,True,561.0,37.4,187.8
254, Good Life Premium Sona Masuri Rice 1 kg ,100.0,57.0,,,GOOD LIFE,1.0,kg,False,43.0,43.0,57.0
255, Fortune Soya Wadi / Chunks 200 g ,60.0,55.0,,,FORTUNE,200.0,g,False,5.0,8.33,275.0
256, Good Life Unpolished Moong Dal 1 kg ,202.0,155.0,,,GOOD LIFE,1.0,kg,False,47.0,23.27,155.0
257, Fortune Thick Poha 500 g ,70.0,35.0,,,FORTUNE,500.0,g,False,35.0,50.0,70.0
258," BANIYYA SETH Dried Afghani Anjeer / Figs, Rich in Iron, Fibre & Vitamins, Low in calories and Fat Free | Source of Dietary Fiber, 1 KG ",1299.0,549.0,,,BANIYYA SETH,1.0,kg,False,750.0,57.74,549.0
259, Good Life Jeera 1 kg ,1450.0,715.0,,( 35.75/50 g),GOOD LIFE,1.0,kg,False,735.0,50.69,715.0
260, Being Vegan Afghani Anjeer Figs Afghanistan Dry Anjir Dried Figs Dry Fruits (500 Grams) ,1679.0,363.0,,,BEING VEGAN,500.0,grams,False,1316.0,78.38,
261, Pansari Kachi Ghani Mustard oil/Sarso Cooking Oil| Good for Bones & Heart| - 3 Litre ,759.0,519.0,,,PANSARI,3.0,litre,False,240.0,31.62,
262, Kasturika Mini Mogra Steam Basmati 10 Kg Rice ,930.0,579.0,,( 57.90/1 kg),KASTURIKKA,10.0,kg,False,351.0,37.74,57.9
263, Ching's Secret Schezwan Fried Rice Masala 20 g ,10.0,9.0,,,CHING'S SECRET,20.0,g,False,1.0,10.0,450.0
264, ALEMA MOGRA BASMATI RICE 30KG ,4451.0,1499.0,,( 49.97/1 kg),ALEMA,30.0,kg,False,2952.0,66.32,49.97
265, Good Life Surti Kolam Rice 1 kg ,105.0,68.0,,,GOOD LIFE,1.0,kg,False,37.0,35.24,68.0
266, Good Life Jeerasar Rice 1 kg ,53.0,53.0,,,GOOD LIFE,1.0,kg,False,0.0,0.0,53.0
267, Fortune Mini Mogra Basmati Rice 10 kg ,700.0,499.0,,( 49.90/1 kg),FORTUNE,10.0,kg,False,201.0,28.71,49.9
268, Tata Sampann Unpolished Kabuli Chana 500 g ,160.0,148.0,,,TATA SAMPANN,500.0,g,False,12.0,7.5,296.0
269, Gowardhan Pure Cow Ghee 500 ml (Pouch) ,385.0,345.0,,,GOWARDHAN,500.0,ml,False,40.0,10.39,690.0
270, Kitchen Jungle Premium Dry Figs| Anjeer - 1kg FIGS | Dry Anjir (Dried Figs) ,1799.0,599.0,,,KITCHEN JUNGLE,1.0,kg,False,1200.0,66.7,599.0
271, Nutraj Gold Walnut Kernels 250 grams| Walnut without Shell Kernels| Akhrot Giri Dry Fruit ,435.0,319.0,,( 319.00/250 g),NUTRAJ,250.0,grams,False,116.0,26.67,
272, 921 CLASSIC BASMATI MOGRA | MUNGRA RICE - 10KG ,625.0,529.0,,( 52.90/1 kg),921,10.0,kg,False,96.0,15.36,52.9
273, Good Life Phool Makhana 100 g ,150.0,119.0,,,GOOD LIFE,100.0,g,False,31.0,20.67,1190.0
274," Foodcan Dried Apricots 1 Kg | Khumani Khurbani, Jardalu Dry Fruit Badam Bor| Dry Fruits | 1 Kg Saver Pack ",1500.0,369.0,,,FOODCAN,1.0,kg,False,1131.0,75.4,369.0
275, Good Life Whole Masoor 500 g ,65.0,55.0,,,GOOD LIFE,500.0,g,False,10.0,15.38,110.0
276," Eatyumm Indian Poppy Seeds / Khus Khus / Posto Dana,400 Gram ",2000.0,549.0,,,EATYUMM,400.0,gram,False,1451.0,72.55,1372.5
277, Good Life Idli Rice 1 kg ,95.0,57.0,,,GOOD LIFE,1.0,kg,False,38.0,40.0,57.0
278, Molsi's 1kg Arabian Black Dates (500gX2) ,480.0,375.0,,,MOLSI'S,1.0,kg,False,105.0,21.88,375.0
279, Everest Tikhalal Chilli Powder 100 g ,68.0,63.0,,,EVEREST,100.0,g,False,5.0,7.35,630.0
280, Good Life Walnut Kernels 500 g ,750.0,659.0,,,GOOD LIFE,500.0,g,False,91.0,12.13,1318.0
281," VEEDINT CUMIN SEEDS, JEERA WHOLE, CUMIN SEED WHOLE, 1 KG PACK ",950.0,785.0,,,VEEDINT,1.0,kg,False,165.0,17.37,785.0
282, Good Life Wada Kolam Rice 10 kg ,800.0,655.0,,( 65.50/1 kg),GOOD LIFE,10.0,kg,False,145.0,18.12,65.5
283, BLK Foods 1Kg Cashew ( 200g x 5) ,2450.0,799.0,,,BLK FOODS,1.0,kg,False,1651.0,67.39,799.0
284, Gulab Filtered Groundnut Oil 15 L ,3862.0,3069.0,,( 204.60/1 l),GULAB,15.0,l,False,793.0,20.53,204.6
285, Good Life Unpolished Toor Dal 500 g ,137.0,118.0,,,GOOD LIFE,500.0,g,False,19.0,13.87,236.0
286," GreenFinity: Premium Chia Seeds 300g - Raw Chia Seeds For Eating With Omega 3 & Fibre for Weight Loss management, [Jar Pack of 1]. ",494.0,174.0,,,GREENFINITY,300.0,g,True,320.0,64.78,580.0
287, Good Life Black Raisin 500 g ,240.0,189.0,,,GOOD LIFE,500.0,g,False,51.0,21.25,378.0
288, Tata Pink Salt 1 kg ,80.0,59.0,,,TATA SALT,1.0,kg,False,21.0,26.25,59.0
289, Nutri Binge California Almonds 200g (200g x 2) ,540.0,349.0,,,NUTRI BINGE,200.0,g,False,191.0,35.37,1745.0
290, Brill Kishmish (Green Raisin) (500g x 2pkt) 1Kg ,700.0,300.0,,,BRILL,500.0,g,False,400.0,57.14,600.0
291, Anjani Daily California Almond (Badam) 1 Kg ,1319.0,699.0,,,ANJANI,1.0,kg,False,620.0,47.01,699.0
292, India Gate Dubar Basmati Rice 1 kg ,159.0,132.0,,,INDIA GATE,1.0,kg,False,27.0,16.98,132.0
293," Pawan Foods ""Paaritosh"" Premium Kacchi Ghani Mustard Oil, 5Ltr | Khushi Ke Saath, Bhojan Ka Swaad (5Ltr) Mustard Oil Tin (5 L) ",2360.0,999.0,,,PAWAN,5.0,ltr,False,1361.0,57.67,199.8
294, Dhara Filtered Groundnut Oil 5 L ,1300.0,1049.0,,( 209.80/1 l),DHARA,5.0,l,False,251.0,19.31,209.8
295, Parmatma | Kachi Ghani Pure Mustard Oil | Good for Heart | Cholesterol Free | Fortified with vitamin D | Delicious food | Ideal for cooking food - 500ml ,87.0,87.0,,,PARMATMA,500.0,ml,False,0.0,0.0,174.0
296, Good Life California Roasted & Salted Pista 500 g ,569.0,569.0,,,GOOD LIFE,500.0,g,False,0.0,0.0,1138.0
297, Kashmir Exotics Kashmiri Walnut Kernels Light Brown Halves Vacuum Packed 400 G ,749.0,425.0,,,KASHMIR EXOTICS,400.0,g,False,324.0,43.26,1062.5
298, Good Life Walnut Kernels 200 g ,305.0,275.0,,,GOOD LIFE,200.0,g,False,30.0,9.84,1375.0
299, Good Life Big Fennel 100 g ,120.0,89.0,,( 44.50/50 g),GOOD LIFE,100.0,g,False,31.0,25.83,890.0
300, NAVJEEVAN BLACK PEPPER 500g. ,820.0,349.0,,,NAVJEEVAN,500.0,g,False,471.0,57.44,698.0
301, Good Life HMT Kolam Rice 30 kg ,1750.0,1359.0,,( 45.30/1 kg),GOOD LIFE,30.0,kg,False,391.0,22.34,45.3
302, Notlih 1Kg Premium Raisins | Indian Green Kishmish | (Pack Of 2 - 500g Each) ,1000.0,348.0,,,NOTLIH,1.0,kg,True,652.0,65.2,348.0
303, Aashirvaad Superior MP Whole Wheat Atta 2 kg ,122.0,109.0,,( 54.50/1 kg),AASHIRVAAD,2.0,kg,False,13.0,10.66,54.5
304, Good Life HMT Kolam Rice 10 kg ,600.0,545.0,,( 54.50/1 kg),GOOD LIFE,10.0,kg,False,55.0,9.17,54.5
305," Horaira Nutz Premium Dry fruits Combo Pack 750gm Cashew , Almond , Raisins (Pack of 3 Each 250gm) ",1300.0,570.0,,,HORAIRA NUTZ,750.0,gm,True,730.0,56.15,760.0
306," Eatyumm Cardamom Green Whole - Grade - Big Size, 100g(Hari elaichi) - Premium Bold Size ",599.0,299.0,,,EATYUMM,100.0,g,False,300.0,50.08,2990.0
307, Good Life Whole (W320) Cashews 100 g ,120.0,99.0,,,GOOD LIFE,100.0,g,False,21.0,17.5,990.0
308, Tata Sampann Unpolished Urad Dal 1 kg ,224.0,208.0,,,TATA SAMPANN,1.0,kg,False,16.0,7.14,208.0
309, Veganic Unrefined Desi Khand/Khhand | Khandsari Sugar | Sulphur-free Khand | Mishri Powder | Semi Crystal Sugar | Full Of Minerals & Nutrients (900g) ,499.0,215.0,,,VEGANIC,900.0,g,False,284.0,56.91,238.89
310, Notlih 500g Green Cardamom | Hari Elaichi | Whole Elaichi | Premium Quality ,3000.0,999.0,,,NOTLIH,500.0,g,False,2001.0,66.7,1998.0
311, Good Life Chilka Urad Dal 500 g ,92.0,76.0,,,GOOD LIFE,500.0,g,False,16.0,17.39,152.0
312, Happilo 500g Popular Almond California ,625.0,434.0,,,HAPPILO,500.0,g,False,191.0,30.56,868.0
313, Angur Oily Toor Dal 5Kg ,1500.0,1300.0,,( 260.00/1 kg),ANGUR,5.0,kg,False,200.0,13.33,260.0
314, ERAVAT Parmal 30kg Rice | Silky Parmal I TAKA TAK RICE ,1800.0,1570.0,,( 52.33/1 kg),ERAVAT RICE,30.0,kg,False,230.0,12.78,52.33
315, Rentio Premium Deshi Oiled Tur / Arhar Dal 5 kg ,950.0,785.0,,,RENTIO,5.0,kg,False,165.0,17.37,157.0
316, Guinea Filtered Groundnut Oil 15 L ,3600.0,2990.0,,( 199.33/1 l),GUINEA,15.0,l,False,610.0,16.94,199.33
317, Marwar Mirchi (Red Chilly powder-500g) + Haldi (Turmeric powder-200g) + Dhania (Coriander powder-200g) Agmark Spices Super Saver Combo Pack of 900g ,388.0,229.0,,,MARWAR,500.0,g,True,159.0,40.98,458.0
318, Nature's Bliss Calcutta Meetha Paan Mouth Freshner Paan mukhwas Without Supari Jar Packing FD Quality Product (400gm) ,449.0,189.0,,,NATURE'S BLISS,400.0,gm,False,260.0,57.91,472.5
319, Good Life Unpolished Chana Dal 1 kg ,142.0,115.0,,,GOOD LIFE,1.0,kg,False,27.0,19.01,115.0
320, BLK Foods Select 1Kg Californian Almond Kernel | American Jumbo size Healthy Badam Giri Nuts (500g x 2packs) ,2300.0,749.0,,,BLK FOODS,1.0,kg,False,1551.0,67.43,749.0
321, Fortune Everyday Full Grain Basmati Rice 5 kg ,845.0,542.0,,,FORTUNE,5.0,kg,False,303.0,35.86,108.4
322, Pillsbury Chakki Fresh Atta / Flour 10 kg ,551.0,389.0,,( 38.90/1 kg),PILLSBURY,10.0,kg,False,162.0,29.4,38.9
323, Daawat Premium Lachkari Wada Kolam Rice 10 kg ,950.0,699.0,,( 69.90/1 kg),DAAWAT,10.0,kg,False,251.0,26.42,69.9
324, Foodcan Raisins 1 Kg Original Afghani Kismis Dakh Green Long Size (Kishmis) Seedless 1 Kg Supersaver Pack ,1500.0,329.0,,,FOODCAN,1.0,kg,False,1171.0,78.07,329.0
325, Marwadi Farm Anjeer Figs 1kg ,1400.0,499.0,,( 249.50/500 g),MARWADI FARM,1.0,kg,False,901.0,64.36,499.0
326, Saffola Tasty Pro Fitness Concious Corn Based Blended Oil 1 L ,150.0,129.0,,,SAFFOLA,1.0,l,False,21.0,14.0,129.0
327," GO KITCHEN Healthy Dry Fruit Dried Figs Afghani Anjeer|Afghani Anjeer Figs Dry Fruits Anjir (Dried Figs) Dry Fruits Anjeer Big and Soft, 800gm Pack ",2999.0,484.0,,,GO KITCHEN,800.0,gm,False,2515.0,83.86,605.0
328, Happilo 1kg Cashews | 100% Natural Premium Whole Cashews (Value Pack) ,1498.0,930.0,,,HAPPILO,1.0,kg,False,568.0,37.92,930.0
329, Figaro Olive Oil 1 L ,1520.0,1299.0,,,FIGARO,1.0,l,False,221.0,14.54,1299.0
330, Good Life Unpolished Chana Dal 500 g ,72.0,58.0,,,GOOD LIFE,500.0,g,False,14.0,19.44,116.0
331," Farmley 8 in 1 Tasty Berry Mix Antioxidants Rich, Mix Dried Berries 400g(Pack of 2, Each 200 g) ",698.0,379.0,,,FARMLEY,8.0,in,True,319.0,45.7,
332, Dr. Brand Rock Salt 1 kg ,99.0,75.0,,,DR. BRAND,1.0,kg,False,24.0,24.24,75.0
333," ENVELOPE DRYFRUITS - THE WORLD OF FRESHNESS MIX DRYFRUITS TRIAL MIX 1 KG , PACK OF 2 X 500 GRAMS PREMIUM QUALITY ",3000.0,525.0,,,ENVELOPE DRYFRUITS - THE WORLD OF FRESHNESS,1.0,kg,True,2475.0,82.5,525.0
334, Good Life Soya Wadi / Chunks 500 g ,135.0,67.0,,,GOOD LIFE,500.0,g,False,68.0,50.37,134.0
335, Vandevi Bandhani No 1 Hing Powder 50 g ,80.0,40.0,,,VANDEVI,1.0,hing,False,40.0,50.0,
336, Oreal 6L Premium Canola Oil | Healthy Cooking Oil | Rich Natural Anti Oxidants | Preservative Free |5+1 Litres ,2050.0,1154.0,,( 192.33/1 l),OREAL,6.0,l,False,896.0,43.71,192.33
337, Aashirvaad Chilli Powder 200 g ,144.0,72.0,,,AASHIRVAAD,200.0,g,False,72.0,50.0,360.0
338, Nutraj California Almonds 500 g ,599.0,349.0,,,NUTRAJ,500.0,g,False,250.0,41.74,698.0
339, Sonai Rich Aroma Danedaar Ghee 1 L (Pouch) ,610.0,499.0,,,SONAI,1.0,l,False,111.0,18.2,499.0
340, Good Life Unpolished Masoor Dal 1 kg ,139.0,123.0,,,GOOD LIFE,1.0,kg,False,16.0,11.51,123.0
341," YUM YUM Dry Fruits Combo Pack 1Kg (Almonds 250g, Cashew 250g, Pista 250g, Kishmish 250g) ",1850.0,879.0,,,YUM YUM,1.0,kg,False,971.0,52.49,879.0
342, Pyramid Traders 1 KG Brown Plus Kashmiri Walnut Kernels (Without Shell) Akrot Giri ,1999.0,695.0,,,PYRAMID TRADERS,1.0,kg,False,1304.0,65.23,695.0
343, Nutraj California Roasted & Salted Pistachios 250 g | Crunchy & Healthy | Rich in Vitamin & Minerals ,499.0,369.0,,( 369.00/250 g),NUTRAJ,250.0,g,False,130.0,26.05,1476.0
344, Fortune Indori Thick Poha 500 g ,75.0,37.0,,,FORTUNE,500.0,g,False,38.0,50.67,74.0
345, Bharat Super Foods Dry Fruits Combo Pack - California Almonds & Cashew Nuts W320 - 100gm each (200gm) ,488.0,238.0,,,BHARAT SUPER FOODS,32.0,0,False,250.0,51.23,
346, Organic Tattva Chakki Wheat Flour 5 kg ,375.0,249.0,,( 49.80/1 kg),ORGANIC TATTVA,5.0,kg,False,126.0,33.6,49.8
347, Dev Bhog Mogra Rice 30 Kg ,3400.0,1499.0,,( 49.97/1 kg),DEV BHOG,30.0,kg,False,1901.0,55.91,49.97
348, Mirchillion 1Kg Guntur Red Chilli Powder ,399.0,329.0,,( 329.00/1 kg),MIRCHILLION,1.0,kg,False,70.0,17.54,329.0
349, Bemisal Premium Shahi Pakwan Rice 1 kg ,172.0,62.0,,,BEMISAL,1.0,kg,False,110.0,63.95,62.0
350, Wonderland Foods Dry Fruits California Almonds 250g & Cashews W320 250g Combo Pack ,949.0,449.0,,,WONDERLAND FOODS,250.0,g,False,500.0,52.69,1796.0
351, Daawat Super Basmati Rice 5 kg ,1095.0,719.0,,,DAAWAT,5.0,kg,False,376.0,34.34,143.8
352, Meewa 1 Kg Premium Walnut Quarter Kernels | Akhrot Giri 1000 Grams | Lowest Price | Best Quality | Vaccum Packed | Pack of 2 x 500 Grams | ,3000.0,779.0,,,MEEWA,1.0,kg,True,2221.0,74.03,779.0
353, Good Life Red Rajma 500 g ,115.0,101.0,,,GOOD LIFE,500.0,g,False,14.0,12.17,202.0
354, Coreganic Premium Afghani Jumbo Anjeer 1 kg ,1449.0,719.0,,,COREGANIC,1.0,kg,False,730.0,50.38,719.0
355, Sweekar Refined Sunflower Oil 1 L ,194.0,109.0,,,SWEEKAR,1.0,l,False,85.0,43.81,109.0
356, Poorvigam Wooden Cold Pressed Groundnut Oil| Peanut Oil| 5 LTR ,3750.0,1399.0,,( 279.80/1 l),POORVIGAM,5.0,ltr,False,2351.0,62.69,279.8
357, Wheatkart Whole Wheat Atta - 10 KG ,749.0,559.0,,( 55.90/1 kg),WHEATKART,10.0,kg,False,190.0,25.37,55.9
358, Daawat Sehat Mini Mogra 60 Basmati Rice 10 kg ,650.0,529.0,,( 52.90/1 kg),DAAWAT,60.0,basmati,False,121.0,18.62,
359, Kinsfolk 1 L Extra Virgin Olive Oil - (Imported Oil from Spain) ,1100.0,499.0,,,KINSFOLK,1.0,l,False,601.0,54.64,499.0
360, Ziofit 500g Popular Almonds California ,625.0,434.0,,,ZIOFIT,500.0,g,False,191.0,30.56,868.0
361, Aeroplane Shudh Chakki Atta| 10 Kg ,450.0,419.0,,( 41.90/1 kg),AEROPLANE BRAND,10.0,kg,False,31.0,6.89,41.9
362, Dynamix Cow Ghee 1 L (Pouch) ,719.0,605.0,,,DYNAMIX,1.0,l,False,114.0,15.86,605.0
363, Good Life Chilka Moong Dal 500 g ,93.0,69.0,,,GOOD LIFE,500.0,g,False,24.0,25.81,138.0
364, The Oil Factory 1L Extra Light Olive Oil ,850.0,380.0,,( 380.00/1 l),THE OIL FACTORY,1.0,l,False,470.0,55.29,380.0
365, Daawat Pulav Basmati Rice 1 kg ,165.0,129.0,,,DAAWAT,1.0,kg,False,36.0,21.82,129.0
366, EPOK BOLA 1 kg Cashews| Daily Cashews | 1 kg (500gx2) | Value Pack ,1200.0,748.0,,( 397.87/500 g),EPOK,1.0,kg,False,452.0,37.67,748.0
367, Kohinoor Charminar Everyday Rice 5 kg ,550.0,299.0,,,KOHINOOR,5.0,kg,False,251.0,45.64,59.8
368," Living Tree Cashews 500 gram (500g Value Pack of 1)| 100% Natural & Premium Whole Organic Cashew Nuts| King Size Crunchy Kaju Nuts| Premium Nuts & Dry Fruits| Rich in Fibre, Vitamin E, K, B6 & Boosts Immunity| Healthy Snacks ",798.0,399.0,,,LIVING TREE,500.0,gram,True,399.0,50.0,798.0
369, Bioherbs 100% Natural Premium International California Almond 1 kg (Pack of 2) ,3598.0,1399.0,,,BIO HERBS,1.0,kg,True,2199.0,61.12,1399.0
370, Sunpure Refined Sunflower Oil 15 L ,1950.0,1950.0,,( 130.00/1 l),SUNPURE,15.0,l,False,0.0,0.0,130.0
371, FRESHTIGE 100% Natural and Premium Healthy Mix Dry Fruits 1KG Nuts | Fresh and Healthy Dry Fruits ,1299.0,664.0,,,FRESHTIGE,1.0,kg,False,635.0,48.88,664.0
372, Paaritosh Mridang 2 Litre Sesame Oil Can | Premium Cold Pressed Sesame/Gingelly Oil (Til Ka Tel)| ,750.0,599.0,,,PAARITOSH,2.0,litre,False,151.0,20.13,
373, Good Life Whole Urad 500 g ,91.0,73.0,,,GOOD LIFE,500.0,g,False,18.0,19.78,146.0
374, Farmley Premium Natural Chia Seeds 200g ,199.0,149.0,,,FARMLEY,200.0,g,False,50.0,25.13,745.0
375, Aashirvaad Select Sharbati Whole Wheat Atta 1 kg ,68.0,59.0,,,AASHIRVAAD,1.0,kg,False,9.0,13.24,59.0
376, Natureland Organics Brown Sugar 1 kg combo - Pack of 2 ,314.0,266.0,,,NATURE LAND ORGANICS,1.0,kg,True,48.0,15.29,266.0
377, Good Life Washed Gota Urad 500 g ,100.0,81.0,,,GOOD LIFE,500.0,g,False,19.0,19.0,162.0
378, Nutri Binge 600g Premium California Almonds (200g x 3) ,810.0,499.0,,,NUTRI BINGE,600.0,g,False,311.0,38.4,831.67
379," Farmley Whole Cashews, W400 Raw Kaju (Pack of 2, Each 500g) ",1498.0,849.0,,,FARMLEY,400.0,raw,True,649.0,43.32,
380, Good Life Fine Besan 500 g ,60.0,44.0,,,GOOD LIFE,500.0,g,False,16.0,26.67,88.0
381, Dalda Kachi Ghani Mustard Oil 1 L (Bottle) ,165.0,130.0,,,DALDA,1.0,l,False,35.0,21.21,130.0
382, Eatyumm Afghani Anjeer 1 kg Figs - Afghanistan Dry Anjir (Dried Figs) 1kg Jar Pack| Premium Quality ,899.0,529.0,,,EATYUMM,1.0,kg,False,370.0,41.16,529.0
383, Lali Balaji Walnut kernel (Akhort Giri) 1000g (250g pack of 4) ,2140.0,893.0,,,LALI BALAJI,1000.0,g,True,1247.0,58.27,893.0
384, Tata Sampann White Thin Poha 500 g ,57.0,51.0,,,TATA SAMPANN,500.0,g,False,6.0,10.53,102.0
385," Future life Oats Atta | Whole Grains Oats | With Targeted Minerals of Zinc, Chromium, and Magnesium | Gluten-free | High Fiber and Protein | 100% Healthy & Natural | 1kg Pouch ",220.0,189.0,,,FUTURE LIFE,1.0,kg,False,31.0,14.09,189.0
386," Aeroplane Rozana Premium Basmati Rice Perfectly Aged Long Grain with Rich Aroma Basmati Rice, 5 Kg ",625.0,449.0,,,AEROPLANE BRAND,5.0,kg,False,176.0,28.16,89.8
387, Tata Sampann Garam Masala 100 g ,92.0,46.0,,( 46.00/100 g),TATA SAMPANN,100.0,g,False,46.0,50.0,460.0
388, Good Life Cloves 50 g ,110.0,99.0,,,GOOD LIFE,50.0,g,False,11.0,10.0,1980.0
389, Good Life (S) Fennel 100 g ,85.0,76.0,,( 38.00/50 g),GOOD LIFE,100.0,g,False,9.0,10.59,760.0
390, Oreal 5L Premium Kachi Ghani Pure Mustard Oil | Chemical Free | Pure Sarso Cooking Oil -5 Litres ,1350.0,855.0,,( 171.00/1 l),OREAL,5.0,l,False,495.0,36.67,171.0
391," Foodcan Walnut InShell-1 Kg Dry Fruits American Akhrot with shell, 1Kg ",1500.0,499.0,,,FOODCAN,1.0,kg,False,1001.0,66.73,499.0
392, Good Life White Till 500 g ,190.0,158.0,,( 15.80/50 g),GOOD LIFE,500.0,g,False,32.0,16.84,316.0
393," Aryionuts Pistachios/Pista Dry Fruits & Nuts | Rich in Vitamin & Minerals For Healthy,250g Incomplete ",899.0,536.0,,,ARYIONUTS,250.0,g,False,363.0,40.38,2144.0
394, DAIRYSAGAR DAIRY MAKHAN Pure Desi COW Ghee ||Pure Ghee for Better Digestion and Immunity-1 ltr TetraPack ,680.0,398.0,,,DAIRYSAGAR,1.0,ltr,False,282.0,41.47,398.0
395," Aeroplane Daily Basmati Biryani Rice, 5 Kg ",825.0,449.0,,( 89.80/1 kg),AEROPLANE,5.0,kg,False,376.0,45.58,89.8
396, Everest Tikhalal Chilli Powder 500 g ,330.0,280.0,,,EVEREST,500.0,g,False,50.0,15.15,560.0
397, Nutraj Cashews 500 g ,699.0,399.0,,,NUTRAJ,500.0,g,False,300.0,42.92,798.0
398, Snacklorry 1 Kg Walnut Without Shell Quarter Kernels | Kashmiri Quarter Akhrot Giri | Walnut Kernels 1000 Grams| Vaccum Packed | Pack Of 4 x 250 Grams| Without Shell 1 Kg Akhrot Giri ,1999.0,687.0,,,SNACK LORRY,1.0,kg,True,1312.0,65.63,687.0
399, Pansari Rozana Basmati Rice 10 Kg | Royal Taste | Premium Pulao Rice ,900.0,799.0,,,PANSARI,10.0,kg,False,101.0,11.22,79.9
400, Nesa Broken Raw Cashew -1Kg ,1600.0,629.0,,,NESA,1.0,kg,False,971.0,60.69,629.0
401, Good Life Popcorn Maize 500 g ,95.0,69.0,,,GOOD LIFE,500.0,g,False,26.0,27.37,138.0
402, Daawat Devaaya Basmati Rice 1 kg ,145.0,109.0,,,DAAWAT,1.0,kg,False,36.0,24.83,109.0
403, Satvikk 1000 gm Premium Almonds Californian (500 gmX2) ,1400.0,699.0,,,SATVIKK E,1000.0,gm,False,701.0,50.07,699.0
404, Catch Kitchen King Masala 100 g ,88.0,44.0,,( 44.00/100 g),CATCH,100.0,g,False,44.0,50.0,440.0
405," Khari Foods Pure Afghani Saffron / Kesar Threads A+++ Grade / Kumkuma Puvvu / Kungumapoo Original, For Milk, Pregnant Women, Skin (1g) ",499.0,325.0,,,KHARI FOODS,1.0,g,False,174.0,34.87,325000.0
406, Vijaya Ghee 1 L (Pouch) ,690.0,629.0,,,VIJAYA,1.0,l,False,61.0,8.84,629.0
407, Savastha Natural Jaggery | Vellam | Natural Chemical Free | Whole Round Shape Gur Jaggery-1 Kg ,225.0,214.0,,,SAVASTHA,1.0,kg,False,11.0,4.89,214.0
408, GKD's Premium 100% Pure Coconut Oil 500 ML (Pack of 2) ,400.0,310.0,,,GKD'S PREMIUM,500.0,ml,True,90.0,22.5,620.0
409, Lali Balaji Gold Makhana 200 g ,280.0,226.0,,,LALI BALAJI,200.0,g,False,54.0,19.29,1130.0
410," Yogabar Cashews 1kg W320 (500g Value Pack of 2)| 100% Natural & Premium Whole Organic Cashew Nuts| King Size Crunchy Kaju Nuts| Premium Nuts & Dry Fruits| Rich in Fibre, Vitamin E, K, B6 & Boosts Immunity| Healthy Snacks ",1200.0,799.0,,,YOGABAR,1.0,kg,True,401.0,33.42,799.0
411, Pick N Cook Premium Surti Kolam Rice 10 kg ,800.0,595.0,,( 59.50/1 kg),PICK N COOK,10.0,kg,False,205.0,25.62,59.5
412, Lali Balaji Gold Makhana 100 g (Pack Of 4) ,560.0,369.0,,,LALI BALAJI,100.0,g,True,191.0,34.11,3690.0
413, Catch Super Garam Masala 200 g ,98.0,49.0,,( 24.50/100 g),CATCH,200.0,g,False,49.0,50.0,245.0
414, EATYUMM Seeded Dates ( Pin Khajoor) -[ Premium Quality] [ Hygienically Vaccum Packed] ,499.0,189.0,,,EATYUMM,,none,False,310.0,62.12,
415, Eassy Dairy 1 Liter Desi Ghee | Pure Ghee for Better Digestion | Immunity Booster| Tetra Pack ,620.0,449.0,,,EASSYDAIRY WITH DEVICE OF ED,1.0,liter,False,171.0,27.58,449.0
416, Tata Sampann Unpolished Urad Dal 500 g ,113.0,105.0,,,TATA SAMPANN,500.0,g,False,8.0,7.08,210.0
