Unnamed: 0,Product name,MRP,Selling Price,Tag,PerUnitPrice,Brand,Quantity,Unit,Is Pack of,Discount,Discount Percentage,Price Per Unit(Kg/L)
592, KLF Coconad Coconut Oil 1 L ,300.0,245.0,,,KLF COCONAD,1.0,l,False,55.0,18.33,245.0
593, India Gate Super Basmati Rice 1 kg ,230.0,219.0,,,INDIA GATE,1.0,kg,False,11.0,4.78,219.0
594, Good Life Chironji 100 g ,195.0,165.0,,,GOOD LIFE,100.0,g,False,30.0,15.38,1650.0
595, NUTRIMIXX 100% Natural Premium Crunchy Cashews 1 Kg| Nuts Dry Fruit| Gluten Free ,1799.0,630.0,,,NUTRIMIXX,1.0,kg,False,1169.0,64.98,630.0
596, Good Life Moth Bean 500 g ,73.0,65.0,,,GOOD LIFE,500.0,g,False,8.0,10.96,130.0
597, Good Life In-Shell Walnuts 1 kg ,699.0,599.0,,,GOOD LIFE,1.0,kg,False,100.0,14.31,599.0
598, Everest Sambhar Masala 100 g ,78.0,72.0,,( 72.00/100 g),EVEREST,100.0,g,False,6.0,7.69,720.0
599, Good Life Premium Ponni Raw Rice 1 kg ,85.0,57.0,,,GOOD LIFE,1.0,kg,False,28.0,32.94,57.0
600, NAVJEEVAN JEERA WHOLE 1kg. ,1300.0,749.0,,,NAVJEEVAN,1.0,kg,False,551.0,42.38,749.0
601, Priya Refined Sunflower Oil 15 L (Tin) ,2340.0,1545.0,,( 103.00/1 l),PRIYA,15.0,l,False,795.0,33.97,103.0
602," Wonderland Foods -Healthy Nuts Dry Fruits Combo Pack of 8 Pistachios 100g, Almond 100g, Cashew 100g, Black & Golden Raisins 100g, Anjeer 100g, Walnut Kernel 100g, Dried Apricot 100g ",1300.0,671.0,,,WONDERLAND FOODS,8.0,pistachios,True,629.0,48.38,
603, Organic Tattva Raw Peanuts / Groundnuts 500 g ,165.0,129.0,,,ORGANIC TATTVA,500.0,g,False,36.0,21.82,258.0
604, Pick N Cook Brazil Big Chawli 500 g ,70.0,63.0,,,PICK N COOK,500.0,g,False,7.0,10.0,126.0
605, Subhog Parimal Rice 10 kg ,560.0,389.0,,( 38.90/1 kg),SUBHOG,10.0,kg,False,171.0,30.54,38.9
606, Kinsfolk 1 L Extra Light Olive Oil - (Imported Oil from Spain) ,1399.0,344.0,,,KINSFOLK,1.0,l,False,1055.0,75.41,344.0
607, Pyramid Traders 1 KG Kashmiri Hard Shell Mamra Almond with shell ,1500.0,399.0,,,PYRAMID TRADERS,1.0,kg,False,1101.0,73.4,399.0
608, LG Compounded Hing 100 g ,182.0,169.0,,,LG,100.0,g,False,13.0,7.14,1690.0
609, Daawat Devaaya Biryani Basmati Rice 1 kg ,250.0,135.0,,,DAAWAT,1.0,kg,False,115.0,46.0,135.0
610, Farmley Prasadam Makhana 200g ,240.0,225.0,,,FARMLEY,200.0,g,False,15.0,6.25,1125.0
611," Dry Mart Kashmiri Walnuts 1KG Without Shell/Premium Fresh Walnut Kernels/Akhrot Giri, Healthy & Delightful, Used for Snacking, Ingredient for Recipes, Cuisines & Desserts, Vaccum Pack (250GM*4) ",1200.0,649.0,,,DRY MART,1.0,kg,False,551.0,45.92,649.0
612, Kohinoor Charminar Rozana Rice 1 kg ,118.0,75.0,,,KOHINOOR,1.0,kg,False,43.0,36.44,75.0
613, Pinkcity Wellness 5L Pure Sesame Oil | Til Oil | Gingelly Oil | Wood Pressed | 1 Litre Bottle ,2000.0,1449.0,,,PINKCITY,5.0,l,False,551.0,27.55,289.8
614, Tata Sampann Meat Masala 100 g ,88.0,44.0,,( 44.00/100 g),TATA SAMPANN,100.0,g,False,44.0,50.0,440.0
615, Good Life Malka Masoor 500 g ,66.0,58.0,,,GOOD LIFE,500.0,g,False,8.0,12.12,116.0
616, Good Life Gobindbhog Atap Rice 1 kg ,150.0,114.0,,,GOOD LIFE,1.0,kg,False,36.0,24.0,114.0
617, VELEE Brand Dryfruits Combo Fruit & Nuts Diwali Gift Fancy Box Hamper P4 200 gram Almond Cashew Raisins Pistachio ,500.0,379.0,,,VELEE,4.0,200,False,121.0,24.2,
618, Clever Stevia Sugar 500gm caloriefree Diabetic friendly Sugar ,160.0,159.0,,,CLEVER,500.0,gm,False,1.0,0.62,318.0
619, Pyramid Traders 1 KG Broken Kashmiri Walnut Kernels ,2000.0,630.0,,,PYRAMID TRADERS,1.0,kg,False,1370.0,68.5,630.0
620, Kasturika Mini Mogra Steam Basmati 30 Kg Rice ,1860.0,1359.0,,( 45.30/1 kg),KASTURIKKA,30.0,kg,False,501.0,26.94,45.3
621, Shree Tulsi Pure Sesame Oil 1L| Til Oil| Wood Pressed|For Puja use | 1 Litre Bottle ,449.0,269.0,,,SHREE TULSI,1.0,l,False,180.0,40.09,269.0
622, Sundrop SuperLite Advanced Refined Sunflower Oil 1 L (Pouch) ,265.0,245.0,,,SUNDROP,1.0,l,False,20.0,7.55,245.0
623, Parivar Premium Lokwan Wheat 10 kg ,515.0,449.0,,( 44.90/1 kg),PARIVAR,10.0,kg,False,66.0,12.82,44.9
624, GROCERY VILLA anjeer 1kg ,1199.0,549.0,,,GROCERY VILLA,1.0,kg,False,650.0,54.21,549.0
625, Pink Delight Unpolished Dry Arhar Dal | Toor Daal | Tur Dal | Sambhar Dal | 500 Gm ,280.0,225.0,,,PINK DELIGHT,500.0,gm,False,55.0,19.64,450.0
626, Suhana Chicken Biryani Spice Mix 50 g ,45.0,36.0,,,SUHANA,50.0,g,False,9.0,20.0,720.0
627, Fortune Xpert Pro Sugar Conscious Blended Vegetable Oil 5 L ,900.0,699.0,,( 139.80/1 l),FORTUNE,5.0,l,False,201.0,22.33,139.8
628," Farmley Premium W240 Cashews, 100% Natural, Handpicked Kaju, 250 g ",399.0,349.0,,,FARMLEY,240.0,cashews,False,50.0,12.53,
629, Nutrela Soya Wadi 200 g ,60.0,54.0,,,NUTRELA,200.0,g,False,6.0,10.0,270.0
630," GreenFinity 100% Iranian Pistachios Roasted & Salted, 500g [Jar Pack]. ",999.0,599.0,,,GREENFINITY,500.0,g,False,400.0,40.04,1198.0
631," Farmley Premium Long Raisin (Kishmish) , Freshly Farm Picked, Healthy & Juicy 500 g ",239.0,215.0,,,FARMLEY,500.0,g,False,24.0,10.04,430.0
632, GIRIRAJ PRODUCTS PURE & NATURAL ANJEER 1KG [FIGS 1KG] ,1499.0,549.0,,,GIRIRAJ PRODUCTS PURE & NATURAL,1.0,kg,False,950.0,63.38,549.0
633," GreenFinity 100% Iranian Pistachios Roasted & Salted, 500g + 500g [Jar Pack]. ",1999.0,1154.0,,,GREENFINITY,500.0,g,False,845.0,42.27,2308.0
634," Vganic Peanuts/Moongfali Dana, Unpolished Peanuts Rich in Protein & Essential Nutrients, 250 gm ",165.0,156.0,,,VGANIC,250.0,gm,False,9.0,5.45,624.0
635, Everest Chicken Masala 100 g ,92.0,85.0,,( 85.00/100 g),EVEREST,100.0,g,False,7.0,7.61,850.0
636, Sundrop Heart Blended Edible Vegetable Oil 3 L ,429.0,429.0,,( 143.00/1 l),SUNDROP,3.0,l,False,0.0,0.0,143.0
637, Dhara Nourish Vit A E Refined Sunflower Oil 15 L ,2480.0,1799.0,,( 119.93/1 l),DHARA,15.0,l,False,681.0,27.46,119.93
638," Mix Berry Dried without Sugar |Organic, 100% Natural, 0% Preservatives, Vegan, Sugar Free Imported Berries - 50g ",399.0,199.0,,,THE BERRY PEOPLE - FINEST BERRIES FOR FINEST PEOPLE,50.0,g,False,200.0,50.13,3980.0
639, Bansuri gold Pure Sesame Oil 1L| Til Oil| Wood Pressed|For Puja use | 1 Litre Bottle-1 ,449.0,279.0,,,BANSURIGOLD,1.0,l,False,170.0,37.86,279.0
640, Good Life Fine Mustard 100 g ,25.0,17.0,,( 8.50/50 g),GOOD LIFE,100.0,g,False,8.0,32.0,170.0
641, GKD's Premium 100% Pure Coconut Oil Jar 1L ,380.0,299.0,,,GKD'S PREMIUM,1.0,l,False,81.0,21.32,299.0
642, Coreganic 1kg 100% Natural International Popular Whole Cashews ,1599.0,719.0,,,COREGANIC,1.0,kg,False,880.0,55.03,719.0
643, Pansari Kachi Ghani Mustard Oil 5L Jar | Pure Sarso Cooking Oil | Good for Bones & Heart | Improve functioning of Organs | Suitable for all Ages ,1230.0,839.0,,,PANSARI,5.0,l,False,391.0,31.79,167.8
644, Good Life Rozana Dubar Basmati Rice 1 kg ,89.0,75.0,,,GOOD LIFE,1.0,kg,False,14.0,15.73,75.0
645, Freshtige Premium Dried Afghani Anjeer 1KG Pouch Pack| Dried Figs| Non-GMO Dried Figs ,1499.0,610.0,,,FRESHTIGE,1.0,kg,False,889.0,59.31,610.0
646, Desi Kitchen Kodo Millet 500 g ,75.0,55.0,,,DESI KITCHEN,500.0,g,False,20.0,26.67,110.0
647, Rice Villa YUVRAJ Sona Masuri (Sambha) Steam Rice 26kg ,2210.0,1758.0,,( 67.62/1 kg),"RICE VILLA, DEVICE OF SHIELD, PADDY TREE",26.0,kg,False,452.0,20.45,67.62
648, Naturoz Daily Whole Cashews 500 g ,625.0,429.0,,,NATUROZ,500.0,g,False,196.0,31.36,858.0
649, Maharani Premium Mongra | Mungra | Tini Mongra Daily basmatiÂ riceÂ 30Â kg ,1680.0,1599.0,,( 53.30/1 kg),MAHARANI,30.0,â,False,81.0,4.82,
650, SURYA 400gm RED CHILLI (LAL MIRCHI) WHOLE WITH STEM (Pack of 2; 200gm x 2) | Dried Whole Spices ,290.0,159.0,,,SURYA,400.0,gm,True,131.0,45.17,397.5
651, Veganic Indian Sweet Dry Agra Petha | Famous Agra Sweets | Aagra Ka Pethha | Mithai/Meethai (400g) ,299.0,199.0,,,VEGANIC,400.0,g,False,100.0,33.44,497.5
652," Pure Pik Byadgi Chilli Whole, Stemless, Red Chilli Whole, Dry Red Chilli, Lal Mirch Sabut, 100 G ",299.0,209.0,,,PURE PIK,100.0,g,False,90.0,30.1,2090.0
653, Good Life Bajra 1 kg ,59.0,49.0,,,GOOD LIFE,1.0,kg,False,10.0,16.95,49.0
654, Farmley Premium Pumpkin Seeds 200g ,229.0,189.0,,,FARMLEY,200.0,g,False,40.0,17.47,945.0
655, PINK DELIGHT DAAL COMBO | ARHAR | CHANA | MOONG DHULI | MOONG CHILKA | URAD DHULI | 1 KG EACH ,1500.0,1069.0,,,PINK DELIGHT,1.0,kg,False,431.0,28.73,1069.0
656," Foodcan Natural Pista Pistachios (Roasted & Salted, in Shell- Super Quality Big Size) 500g ",1200.0,549.0,,,FOODCAN,500.0,g,False,651.0,54.25,1098.0
657, Catch Peri Peri Masala Sprinkler 90 g ,99.0,49.0,,,CATCH,90.0,g,False,50.0,50.51,544.44
658, Appu Red Chilli Powder 1KG | Lal Mirchi Powder |Red Chilly Powder ,320.0,279.0,,,APPU,1.0,kg,False,41.0,12.81,279.0
659, Catch Chat Masala Sprinklers 100 g ,85.0,76.0,,( 76.00/100 g),CATCH,100.0,g,False,9.0,10.59,760.0
660, KEYA Oregano -10 g and Red Chilli Flakes -40 g Combo ,208.0,176.0,,,KEYA,10.0,g,False,32.0,15.38,17600.0
661," Farmbean Millets 5Kg Combo Pack of 10 | Foxtail, Kodo, Little, Barnyard, Browntop Millet| Low GI | Nutrient Powerhouse, High Protein & More Fibre than Rice ",2499.0,1099.0,,,FARMBEAN,5.0,kg,True,1400.0,56.02,219.8
662, BANIYA SETH Handpicked Lotus Seeds / Fox Nuts Big Size Phool Makhana (Pop / Gorgon Nut Puffed Kernels ) (100g) ,399.0,249.0,,,BANIYYA SETH,100.0,g,False,150.0,37.59,2490.0
663, RENTIO Oiled Toor Dal 2 kg | Premium Desi oiled Tur/Arhar Dal | 2 Packs of 1 kg each ,620.0,559.0,,,RENTIO,2.0,kg,False,61.0,9.84,279.5
664, Everest Chicken Masala 50 g ,47.0,43.0,,( 86.00/100 g),EVEREST,50.0,g,False,4.0,8.51,860.0
665, Tata Sampann Unpolished Whole Urad 500 g ,113.0,105.0,,,TATA SAMPANN,500.0,g,False,8.0,7.08,210.0
666, Rishi Pure Kimia Dates Gold Premium Dried Dates 600gm ,699.0,329.0,,,RISHI PURE,600.0,gm,False,370.0,52.93,548.33
667, KAUL's 100% Natural Premium 1Kg (500 gms Pack of 2) Whole Cashews| Nutritious & Delicious Big Size Kaju ,1999.0,699.0,,,KAUL'S,1.0,kg,True,1300.0,65.03,699.0
668, Organic Tattva Tur / Arhar Dal 1 kg ,295.0,232.0,,,ORGANIC TATTVA,1.0,kg,False,63.0,21.36,232.0
669, Fortune Biryani Special Basmati Rice 5 kg ,1050.0,789.0,,,FORTUNE,5.0,kg,False,261.0,24.86,157.8
670, Saffola Tasty Pro Fitness Concious Corn Based Blended Edible Vegetable Oil 5 L ,805.0,649.0,,( 129.80/1 l),SAFFOLA,5.0,l,False,156.0,19.38,129.8
671, Pink Delight Seedless Tamarind| Sabut Imli| Bina Beej Imli | 1 Kg ,480.0,260.0,,,PINK DELIGHT,1.0,kg,False,220.0,45.83,260.0
672, Trinetra Sugar 5 kg ,1999.0,499.0,,,TRINETRA,5.0,kg,False,1500.0,75.04,99.8
673, Suhana Paneer Butter Masala Mix 50 g ,45.0,36.0,,,SUHANA,50.0,g,False,9.0,20.0,720.0
674, Pillsbury Multigrain Atta 5 kg ,352.0,264.0,,( 48.00/1 kg),PILLSBURY,5.0,kg,False,88.0,25.0,52.8
675, Kimia Dates | Original Kimia Dates | 500 Gm Each | Pack of 2 | 1 Kg ,550.0,480.0,,,KIMIA DATES,500.0,gm,True,70.0,12.73,960.0
676, Shreeja Premium Makhana 1 kg Phool Makhana | Lotus Seeds (Makhana) ,999.0,638.0,,,SHREEJA,1.0,kg,False,361.0,36.14,638.0
677, Eco Herbs Coconut Dried Copra 1 kg ,399.0,289.0,,,ECO HERBS,1.0,kg,False,110.0,27.57,289.0
678, Farmley 200g Broken Walnuts Kernels Premium ,360.0,239.0,,,FARMLEY,200.0,g,False,121.0,33.61,1195.0
679," Sangamam Rice, Sastha Sona Masoori Rice (26 Kg) , Broken Rice, Premium Sona Masoori Rice ",1799.0,1479.0,,( 56.88/1 kg),SANGAMAM RICE,26.0,kg,False,320.0,17.79,56.88
680, HAYYAN Own Farm Chemical free Sun dried Half Cut Coconuts ( Copra) - 400 gm ,350.0,170.0,,,HAYYAN,400.0,gm,False,180.0,51.43,425.0
681, Ching's Secret Schezwan Fried Rice Masala 100 g (5 Sachets) ,60.0,49.0,,( 49.00/100 g),CHING'S SECRET,100.0,g,False,11.0,18.33,490.0
682, Ching's Secret Veg Manchurian Masala 20 g ,10.0,9.0,,,CHING'S SECRET,20.0,g,False,1.0,10.0,450.0
683, Catch Coriander Powder 500 g ,205.0,137.0,,( 27.40/100 g),CATCH,500.0,g,False,68.0,33.17,274.0
684," Yogabar Almonds 1 kg (500g Pack of 2)| 100% Premium California Dried Almonds |Badam Giri Nuts & Dry Fruits| Rich in Fiber, vitamin E, Magnesium, Calcium & Boost Immunity| Healthy Badami Snacks ",1150.0,799.0,,,YOGABAR,1.0,kg,True,351.0,30.52,799.0
685, Pink Delight Triple Refined Bura | Handmade | Sugar Powder | Kand | 500 Gm Pack ,200.0,149.0,,,PINK DELIGHT,500.0,gm,False,51.0,25.5,298.0
686, Daawat Biryani Basmati Rice 1 kg ,235.0,195.0,,,DAAWAT,1.0,kg,False,40.0,17.02,195.0
687, Nature's Choice Royale Fard Dates 500 g ,250.0,165.0,,,NATURE'S CHOICE,500.0,g,False,85.0,34.0,330.0
688, Tulsi California Inshell Walnuts 1 kg ,775.0,499.0,,,TULSI,1.0,kg,False,276.0,35.61,499.0
689, Aashirvaad Kashmiri Mirch Powder 100 g ,140.0,70.0,,,AASHIRVAAD,100.0,g,False,70.0,50.0,700.0
690, Molsi's 400g Dry Roasted and Salted Pistachios (200gX2) ,750.0,485.0,,,MOLSI'S,400.0,g,False,265.0,35.33,1212.5
691, Pink Delight Natural Organic Jaggery Cubes | Purest Jaggery | No Preservatives/Chemicals| 500 Gm Jar ,300.0,198.0,,,PINK DELIGHT,500.0,gm,False,102.0,34.0,396.0
692, Khari Foods 1kg Almonds | California Badam Dry Fruit | Healthy Snacks ,1599.0,689.0,,,KHARI FOODS,1.0,kg,False,910.0,56.91,689.0
693, Nuts About You WALNUT Inshell 1 kg ,900.0,520.0,,,NUTS ABOUT YOU,1.0,kg,False,380.0,42.22,520.0
694, GKD's Premium 100% Pure Coconut Oil Jar 1L (Pack of 2) ,760.0,599.0,,,GKD'S PREMIUM,1.0,l,True,161.0,21.18,599.0
695, Tata Sampann Turmeric Powder 100 g ,41.0,32.0,,,TATA SAMPANN,100.0,g,False,9.0,21.95,320.0
696," Blueberry Dried without Sugar |Organic, 100% Natural, 0% Preservatives, Vegan, Sugar Free Imported Berries ",499.0,265.0,,,THE BERRY PEOPLE - FINEST BERRIES FOR FINEST PEOPLE,,none,False,234.0,46.89,
697, Jivo Gold Refined Oil Blend of Rice Bran oil & Sunflower oil 5 litre ,1049.0,749.0,,,JIVO,5.0,litre,False,300.0,28.6,
698, The Oil Factory Cold Pressed Organic Sesame Oil - 500 Ml ,360.0,180.0,,( 360.00/1 l),THE OIL FACTORY,500.0,ml,False,180.0,50.0,360.0
699, Double Horse Palakkadan Matta Rice 5 kg ,380.0,365.0,,,DOUBLE HORSE,5.0,kg,False,15.0,3.95,73.0
700, Pyramid Traders 1 KG Kashmiri Walnuts ,1500.0,450.0,,( 225.00/500 g),PYRAMID TRADERS,1.0,kg,False,1050.0,70.0,450.0
701, Long Live Extra Virgin Olive Oil (( Cold Pressed)) - 1 Ltr ,1100.0,449.0,,( 449.00/1 l),LONG LIVE,1.0,ltr,False,651.0,59.18,449.0
702, Haldiram's Nagpur Fancy Dry Fruits Gift Box (WW) ,375.0,375.0,,,HALDIRAM'S NAGPUR,,none,False,0.0,0.0,
703, JD NUTS Dry Fig Afghani Anjeer Figs Afghanistan Dry Anjir Dried Anjeer Dry Fruits Pouch Pack 1 Kg ,1299.0,484.0,,,JD NUTS,1.0,kg,False,815.0,62.74,484.0
704, SHAAN-E-SHAUKAT 1121 MONGRA 30 KG BASMATI RICE - BEST MONGRA ,2800.0,1699.0,,( 56.63/1 kg),SHAAN-E-SHAUKAT,1121.0,mongra,False,1101.0,39.32,
705, Tata Sampann Chilli Powder 100 g ,73.0,58.0,,,TATA SAMPANN,100.0,g,False,15.0,20.55,580.0
706," Sri Sri Tattva Chana Dal - Split Bengal Gram, 1kg x Pack of 2 ",250.0,212.0,,,SRI SRI TATTVA,1.0,kg,True,38.0,15.2,212.0
707, Smith & Jones Pasta Masala 98 g ,70.0,55.0,,( 56.12/100 g),SMITH & JONES,98.0,g,False,15.0,21.43,561.22
708, Nutrela Soya Granules 200 g ,60.0,54.0,,,NUTRELA,200.0,g,False,6.0,10.0,270.0
709," Wheatkart Kitchen Basket ( Atta,Maida,Sooji,Besan) ",1396.0,699.0,,( 60.78/1 kg),WHEATKART,,none,False,697.0,49.93,
710, Tata Sampann Turmeric Powder 200 g ,76.0,60.0,,,TATA SAMPANN,200.0,g,False,16.0,21.05,300.0
711, Molimor Unrefined Ground nut oil/100% PURE/15 KG ,3800.0,3750.0,,( 237.34/1 kg),MOLIMOR,15.0,kg,False,50.0,1.32,250.0
712, Dr. Brand Sakariya / Prasad Sugar 150 g ,16.0,14.0,,,DR. BRAND,150.0,g,False,2.0,12.5,93.33
713, Eatyumm Cumin Seeds (Jeera) 1kg|Kitchen Spice|Organic Farm Jeera Cumin Seeds jeera ,1499.0,799.0,,,EATYUMM,1.0,kg,False,700.0,46.7,799.0
714, Tata Sampann Chaat Masala 100 g ,80.0,40.0,,( 40.00/100 g),TATA SAMPANN,100.0,g,False,40.0,50.0,400.0
715, GKD's Premium 100% Pure Coconut Oil Pouch 1 L ,330.0,269.0,,,GKD'S PREMIUM,1.0,l,False,61.0,18.48,269.0
716, Good Life Big Brown Chana 1 kg ,185.0,145.0,,,GOOD LIFE,1.0,kg,False,40.0,21.62,145.0
717, Nature Aahar's Premium 1kg Anjeer - Delicious and Nutritious Dry Figs ,1999.0,499.0,,( 249.50/500 g),NATUREAAHAR,1.0,kg,False,1500.0,75.04,499.0
718, Catch Red Chilli Powder 500 g ,300.0,200.0,,,CATCH,500.0,g,False,100.0,33.33,400.0
719, BLK Foods Select 1.0Kg Jumbo Super Crunchy Almonds Californian ,2250.0,897.0,,,BLK FOODS,1.0,kg,False,1353.0,60.13,897.0
720, Marwar Combo Pack of | Pumpkin Seeds + Sunflower Seeds | 250 Gms Each | Pack of 2 ,800.0,299.0,,,MARWAR,250.0,gms,True,501.0,62.62,
721, Nutrela Soya Chunks / Wadi 1 kg ,210.0,149.0,,,NUTRELA,1.0,kg,False,61.0,29.05,149.0
722," Dhampur Green 800g Organic Jaggery Powder | 100% Organic, 100% Pure & 100% Chemical Free | Jaggery Powder For Tea and Coffee , Milk, Mithai Sweets ",199.0,197.0,,( 246.25/1 kg),DHAMPUR GREEN,800.0,g,False,2.0,1.01,246.25
723," RRAAMS Healthy Phool Makhana (Fox nuts/Lotus Seeds) , Total 750 gms (Pack of 3 x 250 gms) ",897.0,499.0,,,RRAAMS FOOD INTERNATIONAL,750.0,gms,True,398.0,44.37,
724, India Gate Classic Basmati Rice 5 kg ,1170.0,899.0,,,INDIA GATE,5.0,kg,False,271.0,23.16,179.8
725," YUM YUM 1 kg California Almonds, 100% Natural Badam Giri Dry Fruits ",1850.0,799.0,,,YUM YUM,1.0,kg,False,1051.0,56.81,799.0
726, Kanaiya Murmura 500 g ,60.0,45.0,,,KANAIYA,500.0,g,False,15.0,25.0,90.0
727, Snapin Pizza Seasoning Combo 42 g ,60.0,49.0,,( 11.67/10 g),SNAPIN,42.0,g,False,11.0,18.33,1166.67
728, Kriti Refined Sunflower Oil - 5L Square Jar (Pack of 1) ,749.0,649.0,,( 129.80/1 l),KRITI,5.0,l,True,100.0,13.35,129.8
729, India Gate Weight Watchers Special Brown Rice 1 kg ,152.0,132.0,,,INDIA GATE,1.0,kg,False,20.0,13.16,132.0
730, SURYA 200gm CINNAMON STICKS (DALCHINNI) | WHOLE SPICES| HERBS ,175.0,169.0,,( 84.50/100 g),SURYA,200.0,gm,False,6.0,3.43,845.0
731, Everest Sabji Masala 100 g ,72.0,66.0,,( 66.00/100 g),EVEREST,100.0,g,False,6.0,8.33,660.0
732, Good Life Lokwan Wheat 10 kg ,600.0,369.0,,( 36.90/1 kg),GOOD LIFE,10.0,kg,False,231.0,38.5,36.9
733," GreenFinity Mix Dry Fruits and Nuts, 500g [Almonds, Pistachios, Walnuts, Cashew, Pumpkin, Cranberry, Black Raisin] Healthy Gift Hamper for Every Occasion Fresh and Healthy Dry Fruits, Seeds & Nuts. ",994.0,399.0,,,GREENFINITY,500.0,g,False,595.0,59.86,798.0
734," Farmley Premium California Roasted & Salted Pistachios 400g, Pack of 2 Each- 200g ",738.0,549.0,,,FARMLEY,400.0,g,True,189.0,25.61,1372.5
735, Good Life Kalimunch Raw Rice 1 kg ,65.0,65.0,,,GOOD LIFE,1.0,kg,False,0.0,0.0,65.0
736, Everest Turmeric Powder 500 g ,180.0,153.0,,,EVEREST,500.0,g,False,27.0,15.0,306.0
737," GreenFinity Raw Chia Seeds, Flax Seeds, Pumpkin Seed, Sunflower Seed, Watermelon Seeds & Muskmelon Seeds Combo(950g, Pack of 6) ",699.0,545.0,,,GREENFINITY,950.0,g,True,154.0,22.03,573.68
738, Nature Fresh Sampoorna Chakki Whole Wheat Atta 5 kg ,240.0,215.0,,( 43.00/1 kg),NATURE FRESH,5.0,kg,False,25.0,10.42,43.0
739, Catch Chicken Masala 100 g ,90.0,45.0,,( 45.00/100 g),CATCH,100.0,g,False,45.0,50.0,450.0
740," Farmley Dry Fruit Seed Mix 400g Chia seeds, Pumpkin seeds, Flax Seed & More Seed, Roasted seeds ",399.0,249.0,,,FARMLEY,400.0,g,False,150.0,37.59,622.5
741," Khari Foods Organic Pure Jaggery Powder 2kgs, Natural Sweetener, No Adulteration ",799.0,349.0,,,KHARI FOODS,2.0,kgs,False,450.0,56.32,
742, Organic Tattva Ragi Millet Flour 500 g ,70.0,46.0,,,ORGANIC TATTVA,500.0,g,False,24.0,34.29,92.0
743, Nature's Bridge Seedless Black Raisins | Dried Kishmish Without Seeds | Raisins- 250 Gm Jar ,399.0,199.0,,,NATURE'S BRIDGE,250.0,gm,False,200.0,50.13,796.0
744, GreenFinity Cardamom Green Whole - 50gm + 50gm Sabut Elaichi Grade - Big Size (Buy 1 Get 1 Free). ,794.0,264.0,,,GREENFINITY,50.0,gm,False,530.0,66.75,5280.0
745, The Oil Factory 5.25L Pomace Olive Oil | Ideal for All Indian Cooking | Imported from Spain ,4500.0,1600.0,,( 304.76/1 l),THE OIL FACTORY,5.25,l,False,2900.0,64.44,304.76
746, ANMOL RICH 26 Kg Raw Sona Masoori Rice ,1999.0,1699.0,,( 65.35/1 kg),ANMOL,26.0,kg,False,300.0,15.01,65.35
747, Fortune Dubar Basmati Rice 1 kg ,149.0,116.0,,,FORTUNE,1.0,kg,False,33.0,22.15,116.0
748, Nutraj Recipe Ready Walnut Kernels 500g (250g X 2) | Akhort Giri 500g | Walnut without Shell ,898.0,519.0,,( 260.49/250 g),NUTRAJ,500.0,g,False,379.0,42.2,1038.0
749, FreshoCartz Dried Figs Premium Quality Afghani Anjir 1 kg ,1599.0,569.0,,,FRESHOCARTZ,1.0,kg,False,1030.0,64.42,569.0
750, Kinsfolk 2 L Pure Coconut Oil (1L pack of 2) ,1500.0,439.0,,( 219.50/1 l),KINSFOLK,2.0,l,True,1061.0,70.73,219.5
751, Navjeevan No.1 Hing Powder 500g. ,700.0,420.0,,,NAVJEEVAN,1.0,hing,False,280.0,40.0,
752, Horaira Nutz Raisins Almonds Cashews Pistachios Combo Pack 1kg(250gm Pack of 4) ,1999.0,859.0,,,HORAIRA NUTZ,1.0,kg,True,1140.0,57.03,859.0
753, FarmNuts-Seedless Green Raisins |kismis| |Dry Grapes| |kishmish| Significantly Lower Blood Pressure (100 gm) ,220.0,149.0,,,FARMNUTS,100.0,gm,False,71.0,32.27,1490.0
754, Good Life Idli Rawa 500 g ,25.0,23.0,,,GOOD LIFE,500.0,g,False,2.0,8.0,46.0
755, Brij gwala Wawa Desi Cow Ghee| Pure Cow Ghee for Better Digestion and Immunity| 1Ltr Tetra-1 ,580.0,399.0,,,BRIJ GWALA,1.0,ltr,False,181.0,31.21,399.0
756," RRAAMS Healthy Phool Makhana (Fox nuts/Lotus Seeds) , Total 250 gms (Pack of 1 x 250 gms) ",299.0,199.0,,,RRAAMS FOOD INTERNATIONAL,250.0,gms,True,100.0,33.44,
757, Kinsfolk 5.25 L Cold Pressed Groundnut Oil Plastic Bottle ,1999.0,1333.0,,( 253.90/1 l),KINSFOLK,5.25,l,False,666.0,33.32,253.9
758, DS AGRO - Whole Raw Broken Cashews - 1 KG | 1/2 Pieces | 500 gm x 2 | Pack of 2 | Pet jar | W320 Grade ,1099.0,649.0,,,DS AGRO,1.0,kg,True,450.0,40.95,649.0
759, The Nature Krafts Jumbo Handpicked Lotus Seeds /Fox Nuts Big Size Phool Makhana 1kg (Pop / Gorgon Nut Puffed Kernels ) ,1599.0,999.0,,,THE NATURE KRAFTS,1.0,kg,False,600.0,37.52,999.0
760, Brij Gwala Desi Cow Ghee |Made Traditionally from Curd |Pure Cow Ghee for Better Digestion and Immunity | 1Ltr Tetra Pack ,580.0,398.0,,,BRIJ GWALA,1.0,ltr,False,182.0,31.38,398.0
761," Angur Chana Dal | 100% Vegan, Unpolished and Gluten Free Dal - 5Kg ",950.0,599.0,,,ANGUR,5.0,kg,False,351.0,36.95,119.8
