Unnamed: 0,Product name,MRP,Selling Price,Tag,PerUnitPrice,Brand,Quantity,Unit,Pack of,Conversion,Platform,Discount,Discount Percentage,Price Per Unit(Kg/L)
766," Nirvam Rose Sharbat from Khadi India, Instant Refreshing Syrup Drink for Summer, 750ml ",499.0,249.0,,,NIRVAM,750.0,ml,1,Success,JoiMart,250.0,50.1,332.0
767, Manama Blueberry Fruit Syrup | Mixer for Mocktails and Cocktails | 750ML Bottle ,340.0,340.0,,,MANAMA,750.0,ml,1,Success,JoiMart,0.0,0.0,453.33
768, Vikram tea Red Rose Special Dust Tea (1 Kg) ,1600.0,480.0,,,VARIETY TEA,1.0,kg,1,Success,JoiMart,1120.0,70.0,480.0
769, Wagh Bakri Premium Leaf Tea 250 Grm | Pack of 2 | 500 Grm + 25 Grm Tea Masala ,580.0,575.0,,,WAGH BAKRI,250.0,g,2,Success,JoiMart,5.0,0.86,2300.0
770, Hill Bagan Elaichi CTC Tea Refreshing Flavour Real & Aroma 1kg (Cardamom) ,680.0,460.0,,,"HILL BAGAN- ""TASTE OF QUALITY""",1.0,kg,1,Success,JoiMart,220.0,32.35,460.0
771," Christopher Cocoa, Double Chocolate Hot Cocoa Powder Mix, 10 Sachets Box ",249.0,203.0,,,CHRISTOPHER COCOA,10.0,sachets,1,Success,JoiMart,46.0,18.47,20.3
772," Urban Platter Arabian Date Syrup, 500g ",300.0,285.0,,,URBAN PLATTER,500.0,g,1,Success,JoiMart,15.0,5.0,570.0
773, Zabar Kashmiri Kahwa Instant Mix 250 GMS ,315.0,310.0,,,KASHMIR EXOTICS,250.0,gms,1,Success,JoiMart,5.0,1.59,1240.0
774, CHAI POINT Instant Tea | Incredibly Authentic | Elaichi Flavor | 10 Sachets | Elaichi Tea | Instant Tea Premix Tea| Assam Tea| Elaichi Premix Chai (Pack of 1) ,199.0,140.0,,,CHAIPOINT,10.0,sachets,1,Success,JoiMart,59.0,29.65,14.0
775, Mapro Lemon Barley Water 1 L ,252.0,234.0,,,MAPRO,1.0,l,1,Success,JoiMart,18.0,7.14,234.0
776, Wagh Bakri Navchetan | Tea | Premium Tea| 250 Gm Each | Pack of 4 | 1 Kg + 25 Gm Black Papper ,890.0,870.0,,,WAGH BAKRI,250.0,gm,4,Success,JoiMart,20.0,2.25,3480.0
777, Healthy Panda Multigrain Dry Fruit Malt - 400 g (100g Pack of 4) ,359.0,159.0,,,HEALTHY PANDA,400.0,g,4,Success,JoiMart,200.0,55.71,397.5
778, Goodricke Chai Leaf Tea 500gm (Pack of 3) ,525.0,499.0,,,GOODRICKE,500.0,gm,3,Success,JoiMart,26.0,4.95,998.0
779," Monsterr Ultra/Black, 0 Sugar 500 ml JST ",250.0,200.0,,,JST,500.0,ml,1,Success,JoiMart,50.0,20.0,400.0
780, Shree Royal Strong leaf Assam tea pack of 1Kg| Premium quality|SONI TEA|SONI CHAI ,510.0,370.0,,,SHREE ROYAL,1.0,kg,1,Success,JoiMart,140.0,27.45,370.0
781, Country Bean Original Coffee 100g - No Added Sugar ,499.0,429.0,,,COUNTRY BEAN,100.0,g,1,Success,JoiMart,70.0,14.03,4290.0
782, DALMIA GOLD ELAICHI TEA 1 KG POUCH ,350.0,340.0,,,DALMIA GOLD,1.0,kg,1,Success,JoiMart,10.0,2.86,340.0
783, Mogu Mogu Apple Juice 25% with Nata De Coco 300 ml - Pack of 6 ,420.0,420.0,,,MOGU MOGU,300.0,ml,6,Success,JoiMart,0.0,0.0,1400.0
784, Cloud 9 Golden Shikanji Lemon Juice 300 ml pack of 24 ,556.0,556.0,,,CLOUD 9,9.0,g,24,Success,JoiMart,0.0,0.0,61777.78
785, HYDRATE Ionized Alkaline Water with Perfectly Balanced 8.5 pH Essential Minerals Pack of 9(1 Liter) ,1350.0,1148.0,,,HYDRATE,1.0,liter,9,Success,JoiMart,202.0,14.96,1148.0
786," Jai Guruji Badam Kesar Dry Fruit Syrup Sharbat, Instant Refreshing Drink for Summer 750 ML Pack of 2 ",640.0,630.0,,,GURUJI,750.0,ml,2,Success,JoiMart,10.0,1.56,840.0
787, Yethai Instant Lemon Tea Premix| Lemon Premix Tea| Flavored Tea 100 gms (Min 25 cups) ,200.0,133.0,,,YETHAI,100.0,gms,1,Success,JoiMart,67.0,33.5,1330.0
788," Rk Home Made Natural Syrup Jeera Masala Soda Syrup Concentrated Syrups And Squash, 750 Ml ",500.0,199.0,,,RK HOME MADE NATURAL SYRUP,750.0,ml,1,Success,JoiMart,301.0,60.2,265.33
789," Manna iStrong Women's Health Drink, Chocolate. Anemia Iron Deficiency 200g (Pack of 2) ",498.0,289.0,,,MANNA,200.0,g,2,Success,JoiMart,209.0,41.97,1445.0
790, Dhopabor Premium Tea -2 KG (8 x 250g Value Offer Packs) |High Quality Assam CTC Chai| ,776.0,666.0,,,DHOPABOR,2.0,kg,1,Success,JoiMart,110.0,14.18,333.0
791, Karma Kettle Green Tea - Organic Green Tea - 100 Tea Bag box ,400.0,240.0,,,KARMA KETTLE,100.0,tea bag,1,Failed,JoiMart,160.0,40.0,
792," TE-A-ME Purify Green Tea, 100 Tea Bags | Green Tea Bags 100 pcs | Green Tea ",350.0,277.0,,,TE-A-ME,100.0,tea bags,1,Success,JoiMart,73.0,20.86,2.77
793, Lazy Cocktails Variety Pack of 6 bottles ,594.0,499.0,,,LAZY COCKTAILS & CO.,,none,6,Failed,JoiMart,95.0,15.99,
794, MAHALAKSHMI Kadak Chai Premium Assam Black Tea 1kg ,370.0,370.0,,,MAHALAKSHMI TEA POWDERS,1.0,kg,1,Success,JoiMart,0.0,0.0,370.0
795," Chinnar Dust Tea, Premium Strong Tea, 1KG ",390.0,359.0,,,CHINNAR,1.0,kg,1,Success,JoiMart,31.0,7.95,359.0
796, Kartin Big Basic Instant Coffee Premix|Coffee|1kg ,750.0,375.0,,,KARTIN TAKE SMALL FEEL BIG,1.0,kg,1,Success,JoiMart,375.0,50.0,375.0
797, Octavius Gold CTC Tea 750gm | Aromatic Assam Black Tea with 15% Darjeeling Tea | Strong Tea Blended with Long Leaves ,450.0,320.0,,,OCTAVIUS,750.0,gm,1,Success,JoiMart,130.0,28.89,426.67
798," Christopher Cocoa Dark Chocolate Sprinkles 200g, Rainbow Sprinkles 200g, Dark Chocolate Choco Chips 200g , White Chocolate Choco Chips 200g (Snack, Topping Ice Cream, Cakes, Baking) ",1096.0,297.0,,,CHRISTOPHER COCOA,200.0,g,1,Success,JoiMart,799.0,72.9,1485.0
799, Shreebari | Real Masala Mix Elaichi Tea - 1Kg | Pack of 4 | Each Pack 250g | 100% Natural Spices | Black Tea | Strong Tea | Cardamom Chai | Natural Care | Kadak Chai Patti | Spiced Tea | Tea 1 Kg ,348.0,313.0,,,SHREEBARI,1.0,kg,4,Success,JoiMart,35.0,10.06,313.0
800, Amrik Premium tea with Aromatic long leaves | Rich & Strong Chai | 250gram ,215.0,180.0,,,AMRIK,250.0,gram,1,Success,JoiMart,35.0,16.28,720.0
801, green coffee beans for weight loss 1kg Instant Coffee (1 kg) ,1990.0,799.0,,,VEDARTH,1.0,kg,1,Success,JoiMart,1191.0,59.85,799.0
802, Octavius | Kadak Masala Tea - 1Kg (Pack Of 2) | 100% Natural Spices | Black Tea | Strong Tea | Masala Chai | Natural Care | Kadak Chai Patti | Spiced Tea | Ayurvedic Herbs | Vedic Tea | Tea 2 Kg ,900.0,725.0,,,OCTAVIUS,1.0,kg,2,Success,JoiMart,175.0,19.44,725.0
803," Prime Ice Pop, 500 Ml Imported ",1350.0,600.0, Imported ,,IMPORTED,500.0,ml,1,Success,JoiMart,750.0,55.56,1200.0
804, Hitkary Miracle Pineapple 750 ml ,199.0,169.0,,,HITKARY PHARMACY,750.0,ml,1,Success,JoiMart,30.0,15.08,225.33
805," Colombian Brew Ice Mint Instant Coffee Powder, No Sugar Vegan, 50g ",199.0,167.0,,,COLOMBIAN BREW,50.0,g,1,Success,JoiMart,32.0,16.08,3340.0
806," Rk Home Made Natural Syrup Lemon Pudina Syrup, 750 Ml ",500.0,199.0,,,RK HOME MADE NATURAL SYRUP,750.0,ml,1,Success,JoiMart,301.0,60.2,265.33
807, Raw Pressery Aloe Vera Lemonade 200 ml ,60.0,55.0,,,RAW PRESSERY,200.0,ml,1,Success,JoiMart,5.0,8.33,275.0
808, Tetley Masala Chai 50 Tea Bags ,300.0,290.0,,,TETLEY,50.0,tea bags,1,Success,JoiMart,10.0,3.33,5.8
809, Davidoff Fine Aroma Instant Coffee 100 gm ,650.0,650.0,,,DAVIDOFF,100.0,gm,1,Success,JoiMart,0.0,0.0,6500.0
810," Dr Pepper, 330 Ml Imported ",206.25,174.0, Imported ,,IMPORTED,330.0,ml,1,Success,JoiMart,32.25,15.64,527.27
811," Farm Hots Kokum Syrup/Sharbat,1000ml Can ",720.0,228.0,,,FARM HOTS,1000.0,ml,1,Success,JoiMart,492.0,68.33,228.0
812, Orika Jaljeera Lemonade (190 Gm) ,145.0,72.0,,,ORIKA,190.0,gm,1,Success,JoiMart,73.0,50.34,378.95
813," All In One Lemon Green Tea Sugar Less, 25 Gm ",190.0,189.0,,,ALL IN ONE,25.0,gm,1,Success,JoiMart,1.0,0.53,7560.0
814," BEVZILLA Instant Coffee Powder - 96 Sachets (French Vanilla)| Hot & Cold Coffee| Makes 96 Cups| 100 % Arabica Coffee| Strong Coffee| Easy To Carry| Best Coffee| Espresso, Latte, Cappuccino| Premium ",599.0,405.0,,,BEVZILLA,96.0,sachets,1,Success,JoiMart,194.0,32.39,4.22
815," Monster Nitro Super Dry Energy Drink, 500 Mlpack of 2 ",770.0,650.0, Imported ,,MONSTER,500.0,ml,2,Success,JoiMart,120.0,15.58,1300.0
816, Society Premium Leaf Tea 1Kg Pouch ,600.0,588.0,,,SOCIETY,1.0,kg,1,Success,JoiMart,12.0,2.0,588.0
817, Continental THIS Creamy 3 in 1 Premix Coffee| 180g ( 18g* 10 Sachets) | Pack of 4 | 708g ,400.0,399.0,,,CONTINENTAL,708.0,g,4,Success,JoiMart,1.0,0.25,563.56
818," Colombian Brew Assorted Mocha Instant Coffee Powder Box (Strong,Double Chocolate,Mint,Blueberry) (Gift Pack Box Diwali, Rakhi) 80gm ",350.0,189.0,,,COLOMBIAN BREW,80.0,gm,1,Success,JoiMart,161.0,46.0,2362.5
819," Rk Home Made Natural Syrup Blue Lagoon Syrup Concentrated Syrups And Squash, 750 Ml ",500.0,199.0,,,RK HOME MADE NATURAL SYRUP,750.0,ml,1,Success,JoiMart,301.0,60.2,265.33
820, Premium Green Tea ,175.0,140.0,,,GREEN KETTLES - LEGACY OF INDIAN QUALITY,,none,1,Failed,JoiMart,35.0,20.0,
821, Okayti Golden Orange Fannings Darjeeling Black Tea - 500 Gm | 100% Organic Darjeeling Tea for Improved Digestion & Metabolism ,200.0,188.0,,,OKAYTI,500.0,gm,1,Success,JoiMart,12.0,6.0,376.0
822, Tata Coffee| Refreshing Taste| Super Saver Pack| 5 Packs of 200 Gm Each| 1 Kg ,1195.0,1195.0,,,TATA COFFEE,1.0,kg,1,Success,JoiMart,0.0,0.0,1195.0
823, JST Goli Soda - Classic Lime Flavor Goli Soda - Pack Of 6 || Low Sugar Lime Flavored Mocktail Drink In Modern Goli Soda Bottle ,420.0,390.0,,,JST,,none,6,Failed,JoiMart,30.0,7.14,
824, Organic India Tulsi Honey Chamomile Tea Bags 25 pcs ,195.0,97.0,,,ORGANIC INDIA,25.0,pcs,1,Success,JoiMart,98.0,50.26,3.88
825, Cadbury Bournvita Strength Everyday Drink 1.5 kg ,795.0,545.0,,,BOURNVITA,1.5,kg,1,Success,JoiMart,250.0,31.45,363.33
826, AKHYA GOLD PREMIUM ASSAM LEAF TEA -500 GRAMS ,300.0,199.0,,,AKHYA,500.0,grams,1,Success,JoiMart,101.0,33.67,398.0
827, Karma Kettle Tea Masala - Chai Tea Masala - 100 Gm ,200.0,120.0,,,KARMA KETTLE,100.0,gm,1,Success,JoiMart,80.0,40.0,1200.0
828," COCO HIGH Dark Chocolate Drink, 200 Ml x 24 Cans, Chocolate Milk Shake, High Protein, Ready to Serve ",2376.0,1544.0,,,COCO HIGH,200.0,ml,1,Success,JoiMart,832.0,35.02,7720.0
829, Bru Gold Coffee 100 g ,520.0,470.0,,,BRU,100.0,g,1,Success,JoiMart,50.0,9.62,4700.0
830," The Tea Trove- Stinging Nettle Tea Bags Organic for kidney, raising hemoglobin & Joint Health ",325.0,204.0,,,THE TEA TROVE,,none,1,Failed,JoiMart,121.0,37.23,
831," Lipton SipNDigest Ginger, Tulsi & Rock Salt Green Tea Bags 1.8 g (50 pcs) ",390.0,362.0,,,LIPTON,1.8,g,1,Success,JoiMart,28.0,7.18,201111.11
832," Cambridge Tea Party Calm 30 Tea Bags, Pure Chamomile Flower, Infusion Tea Tisane ",225.0,199.0,,,CAMBRIDGE TEA PARTY,30.0,tea bags,1,Success,JoiMart,26.0,11.56,6.63
833," Taj Kacha Mango Sharbat,750 Ml.(Pack of 3) ",426.0,410.0,,,TAJ,750.0,ml,3,Success,JoiMart,16.0,3.76,546.67
834, SENSO Instant Tea Premix Masala Vegetarian ,140.0,110.0,,,SENSO,,none,1,Failed,JoiMart,30.0,21.43,
835, MERI CHAI Elaichi Tea Pouch (250 g) Tea Pouch (2 x 250 g) ,240.0,198.0,,,BALAJ AGRO MERI CHAI,250.0,g,1,Success,JoiMart,42.0,17.5,792.0
836, City Gold Elaichi Chai Cardamom Tea 200g (Pack of 5 x 200 gm Pouch) 1 kg - Kadak Flavoured Tea ,350.0,350.0,,,CITY GOLD,200.0,g,5,Success,JoiMart,0.0,0.0,1750.0
837, Davidoff Rich Aroma Instant Coffee 100 gm ,650.0,630.0,,,DAVIDOFF,100.0,gm,1,Success,JoiMart,20.0,3.08,6300.0
838," Nescafe Gold Rich and Smooth Coffee Powder,(Arabica and Robusta beans) 50g Glass Jar ",499.0,474.0,,,NESCAFE,50.0,g,1,Success,JoiMart,25.0,5.01,9480.0
839, City Gold Premium Tea 1 kg - CTC Tea Premium Chai Patti Black Tea ,490.0,470.0,,,CITY GOLD,1.0,kg,1,Success,JoiMart,20.0,4.08,470.0
840, Galaxy Drink 750 ML (Fruit Cocktail) Combo Pack of 2 ,800.0,760.0, Imported ,,GALAXY,750.0,ml,2,Success,JoiMart,40.0,5.0,1013.33
841, MERI CHAI Health Premium Tea | Blend of CTC & Darjeeling Tea Leaves Tea Plastic Bottle (500 g) ,220.0,220.0,,,BALAJ AGRO MERI CHAI,500.0,g,1,Success,JoiMart,0.0,0.0,440.0
842, Monster Energy Lewis Hamilton Zero Sugar 500ml (Pack OF 4) JST ,1000.0,800.0,,,JST,500.0,ml,4,Success,JoiMart,200.0,20.0,1600.0
843, Bayar's Special Gold Filter Coffee 200 g ,288.0,288.0,,,BAYAR'S COFFEE,200.0,g,1,Success,JoiMart,0.0,0.0,1440.0
844," VAHDAM, Vanilla Matcha Green Tea Powder - 100% Certified Japanese Matcha from Uji-Kyoto | Delicious Powerful Superfood - 137x Anti-Oxidants (50 Gram) ",499.0,399.0,,,VAHDAM,50.0,g,1,Success,JoiMart,100.0,20.04,7980.0
845, Rage Coffee Combo - Instant Coffee with Free Frother | Irish Hazelnut Flavoured Coffee - 50 gms | Make Milky & Frothy Hazelnut Coffee | Made using 100% Arabica Beans ,749.0,399.0,,,RAGE COFFEE,50.0,gms,1,Success,JoiMart,350.0,46.73,7980.0
846, Continental Freeze Dried 100g Jar | Premium Instant Coffee | 100% Arabica Coffee | Black Coffee ,440.0,399.0,,,CONTINENTAL,100.0,g,1,Success,JoiMart,41.0,9.32,3990.0
847, Rage Coffee 50 Gms Sparky Orange Flavour - Premium Arabica Instant Coffee ,349.0,149.0,,,RAGE COFFEE,50.0,gms,1,Success,JoiMart,200.0,57.31,2980.0
848," Colombian Brew 2 in 1 Instant Coffee Powder Premix, 10 Sachets Box ",249.0,239.0,,,COLOMBIANBREWCOFFEE,10.0,sachets,1,Success,JoiMart,10.0,4.02,23.9
849," Christopher Cocoa Powder, Drinking Chocolate Cocoa, 100g, Super Kids Cocoa Powder Health and Nutrition Drink, No Sugar Vegan, 100g (For Kids and Adults) ",298.0,236.0,,,CHRISTOPHER COCOA,100.0,g,1,Success,JoiMart,62.0,20.81,2360.0
850," C. SOMABHAI's Uday Gold CTC Dust Tea - 1kg, Unique Blend of Assam and Dooars CTC Black Tea Powder - Kadak, Aromatic & Strong Chai patti ",395.0,379.0,,,C. SOMABHAI (QUALITY TEA),1.0,kg,1,Success,JoiMart,16.0,4.05,379.0
851, GOODRICKE Samovar Original Tea Kashmiri Noon Tea Leaves 250 g (Pack of 3) ,390.0,370.0,,,GOODRICKE,250.0,g,3,Success,JoiMart,20.0,5.13,1480.0
852, NutroVally Green Tea With Tulsi For Weight Loss | Loaded with Anti-Oxidants & 100% Natural Leaves | Tulsi Tea 100gm ,299.0,210.0,,,NUTROVALLY,100.0,gm,1,Success,JoiMart,89.0,29.77,2100.0
853, Bean2Brew Special Blend Filter Coffee Powder (70:30)- 200g ,120.0,119.0,,,BEAN2BREW,200.0,g,1,Success,JoiMart,1.0,0.83,595.0
854," Sapphire Poko Loko Lychee Flavoured Juice Drink With Nata De Coco, 300 ml ",270.0,269.0, Imported ,,SAPPHIRE,300.0,ml,1,Success,JoiMart,1.0,0.37,896.67
855, PRISTINE Deccan Gold Pure Filter Coffee Powder (80% Coffee 20% Chicory) 500g - Pack of 2 ,610.0,610.0,,,PRISTINE,500.0,g,2,Success,JoiMart,0.0,0.0,1220.0
856," Christopher Cocoa Baking Soda All Purpose 1Kg (Bake Cakes, Cookies, Breads, Brownies) ",499.0,137.0,,,CHRISTOPHER COCOA,1.0,kg,1,Success,JoiMart,362.0,72.55,137.0
857, Country Bean Hazelnut Instant Coffee Blend 100g - No Added Sugar ,275.0,229.0,,,COUNTRY BEAN,100.0,g,1,Success,JoiMart,46.0,16.73,2290.0
858," Japanese Matcha Green Tea Powder, 50g (50 Servings), Sourced from Shizuoka, Japan ",699.0,429.0,,,HEAPWELL SUPERFOODS,50.0,g,1,Success,JoiMart,270.0,38.63,8580.0
859, Maharani Green Tea (Honey Lemon) - 25 Tea Bags ,165.0,111.0,,,BANSAL KI MASHHUR MAHARANI,25.0,tea bags,1,Success,JoiMart,54.0,32.73,4.44
860," Nescafe Matinal Jiva Instant Coffee - 200 Grams, Ground, Glass Bottle (Imported) ",1099.0,685.0, Imported ,,NESCAFE,200.0,grams,1,Success,JoiMart,414.0,37.67,3425.0
861, Real Fruit Power Vitamin Boost Guava Juice 1 L ,130.0,65.0,,,REAL FRUIT POWER,1.0,l,1,Success,JoiMart,65.0,50.0,65.0
862, Country Bean Vanilla Instant Coffee Blend 100g - No Added Sugar ,275.0,229.0,,,COUNTRY BEAN,100.0,g,1,Success,JoiMart,46.0,16.73,2290.0
863, Granules n Beans Ginger Chai Instant Tea Premix - (10 Sachet x 14g = 140g) ,160.0,144.0,,,GRANULES N BEANS,14.0,g,1,Success,JoiMart,16.0,10.0,10285.71
864," Bevzilla 200 Gram 100% Arabica Instant(choco-Mocha) | Make 100 Cups | Espresso, Latte & Cappucino| Hot & Cold Coffee | Unbreakable Jar ",999.0,365.0,,,BEVZILLA,200.0,gram,1,Success,JoiMart,634.0,63.46,1825.0
865," Electrorush ORS Orange Flavoured ORS Ready to Drink, Oral Rehydration for Instant Energy, Pack of 6 ",176.0,176.0,,,ELECTRORUSH,,none,6,Failed,JoiMart,0.0,0.0,
866," Cloudem Zero Blue Magic Champagne Non Alcohlic, 750 Ml Imported ",962.5,775.0, Imported ,,IMPORTED,750.0,ml,1,Success,JoiMart,187.5,19.48,1033.33
867," TEA VALLEY Gold 100 Percent Assam Tea Rich and Strong Taste Make Masala Tea, Ginger Tea, Cardamom Chai, 1 kg ",620.0,520.0,,,TEA VALLEY,1.0,kg,1,Success,JoiMart,100.0,16.13,520.0
868, Matero Yerba Mate Traditional Loose Leaf With Filter Mate Straw ,1799.0,1799.0,,,MATERO,,none,1,Failed,JoiMart,0.0,0.0,
869, Cloud9 Energy Drink Classic 250ml Can - Pack of 24 | Asli Power Asli Energy ,1199.0,1199.0,,,CLOUD 9,250.0,ml,24,Success,JoiMart,0.0,0.0,4796.0
870, Khadi Kangra Valley Green Tea leaf ,495.0,307.0,,,KHADI KANGRA VALLEY,,none,1,Failed,JoiMart,188.0,37.98,
871, Groviva Wholesome Child Nutrition for Growth & Development - 750g (2*375g poches in Box) (Chocolate) ,1275.0,1147.0,,,GROVIVA,750.0,g,1,Success,JoiMart,128.0,10.04,1529.33
872, Sleepy Owl French Vanilla Premium Coffee Sachets | Pack of 30 Instant Coffee Powder Sachets | 100% Arabica Beans | 2gm Each - Vanilla Flavoured Coffee Pouch | Mellow & Sweet | Easy to Use & Carry ,350.0,249.0,,,SLEEPY OWL,2.0,g,30,Success,JoiMart,101.0,28.86,124500.0
873," ATC Blend of finest hand picked Tea leaves from high hilla of brahmaputra valley, offering rich aroma with strong flavor(500Gm) ",205.0,175.0,,,ATC,500.0,gm,1,Success,JoiMart,30.0,14.63,350.0
874, Pothigai Natural Nannari Sharbath / Sarasaparilla Drink / Pure and Natural coolant / 100 % Natural - 750 ml ,599.0,251.0,,,POTHIGAI NATURAL,750.0,ml,1,Success,JoiMart,348.0,58.1,334.67
875, Trika Energy Drink ,594.0,575.0,,,TRIKA ENERGY DRINK,,none,1,Failed,JoiMart,19.0,3.2,
876," Kanwal Shahi Kashmiri Qawah (Kahwa) Tea, 600 GM (300GMx2) Combo ",750.0,745.0,,,KANWAL,600.0,gm,1,Success,JoiMart,5.0,0.67,1241.67
877, AATMA HOME MADE Apple Beetroot Carrot Juice - Healthy Drink ,449.0,332.0,,,AATMA HOME MADE PRODUCTS,,none,1,Failed,JoiMart,117.0,26.06,
878," Orglife Apple Cider Vinegar, 500 ml Each (Pack Of 2) ",998.0,326.0,,,ORGLIFE,500.0,ml,2,Success,JoiMart,672.0,67.33,652.0
879," Saguna Baug Kokam Agal, 1 L ",399.0,320.0,,,SAGUNA BAUG,1.0,l,1,Success,JoiMart,79.0,19.8,320.0
880, Rage Coffee 100 Gms Dark Chocolate Flavour ,549.0,349.0,,,RAGE COFFEE,100.0,gms,1,Success,JoiMart,200.0,36.43,3490.0
881, Prolyte Orange Drink 200 ml ,35.0,23.0,,,PROLYTE,200.0,ml,1,Success,JoiMart,12.0,34.29,115.0
882, Tea 1989 Sambhav Elaichi Chai 1 Kg ,380.0,306.0,,,TEA1989 SAMBHAV,1.0,kg,1,Success,JoiMart,74.0,19.47,306.0
883, Pankti Soy Milk Powder 250 g ,400.0,216.0,,,PANKTI,250.0,g,1,Success,JoiMart,184.0,46.0,864.0
884," Sunnyness, Orange Juice with Real Fruit Pieces, Pack of 6, 240 ml in each Can ",480.0,360.0,,,SUNNYNESS,240.0,ml,6,Success,JoiMart,120.0,25.0,1500.0
885, VIJAY Elaichi Tea|250 G|Pack of 3 ,345.0,345.0,,,VIJAY,250.0,g,3,Success,JoiMart,0.0,0.0,1380.0
886, Orika Masala Lemonade (190 Gm) ,145.0,72.0,,,ORIKA,190.0,gm,1,Success,JoiMart,73.0,50.34,378.95
887, Sarwar Blue Curacoa & Mint Mojito Syrup 750 ML ( Pack or 2 ) ,800.0,595.0,,,SARWAR FOODS,750.0,ml,1,Success,JoiMart,205.0,25.62,793.33
888," Cloudem Zero Gold Magic Champagne Non Alcohlic, 750 Ml Imported ",962.5,775.0, Imported ,,IMPORTED,750.0,ml,1,Success,JoiMart,187.5,19.48,1033.33
889, Dhopabor Premium Tea -750g (3 x 250g Value Offer Packs) |High quality Assam CTC Chai| ,291.0,273.0,,,DHOPABOR,750.0,g,1,Success,JoiMart,18.0,6.19,364.0
890," Navlai Amla, Shikakai ,Reetha Powder For Hair care 300 g ",399.0,199.0,,,NAVLAI,300.0,g,1,Success,JoiMart,200.0,50.13,663.33
891, ST Goli Soda - Orange Flavor Goli Soda - Pack Of 6 || Low Sugar Orange Flavored Mocktail Drink In Modern Goli Soda Bottle ,420.0,399.0,,,JST,,none,6,Failed,JoiMart,21.0,5.0,
892," VAHDAM, Organic Turmeric + Ginger Tea | 15 Turmeric Herbal Tea Bags | Powerful Superfoods Blend ",199.0,169.0,,,VAHDAM TEAS PRIVATE LIMITED,,none,1,Failed,JoiMart,30.0,15.08,
893, Bevzilla Festive Gift Box Instant Coffee Sachets & Cafe Glass Pack With 25 Flavoured Coffee Sachets ,999.0,261.0,,,BEVZILLA,,none,1,Failed,JoiMart,738.0,73.87,
894, Bayar's Special Gold Filter Coffee 500 g ,360.0,360.0,,,BAYAR'S COFFEE,500.0,g,1,Success,JoiMart,0.0,0.0,720.0
895," Cambridge Tea Party Assorted Tulsi Green Tea 40 Bags, Detox Kahwa, Slim Orange Rose Hibiscus, Refresh Lemon Ginger Mint, Spa Lime Lemongrass ",300.0,249.0,,,CAMBRIDGE TEA PARTY,,none,1,Failed,JoiMart,51.0,17.0,
896," Nescafe In Sugar Free Coffee Sticks, 234 Gm ",1700.0,1400.0, Imported ,,NESCAFE,234.0,gm,1,Success,JoiMart,300.0,17.65,5982.91
897, SENSO Instant Tea Premix Masala Natural (10 sachets) ,140.0,110.0,,,SENSO,10.0,sachets,1,Success,JoiMart,30.0,21.43,11.0
898, Dhopabor Premium Tea -1.5 KG (3 x 500g Value Offer Packs)| High quality Assam CTC Chai| ,582.0,522.0,,,DHOPABOR,1.5,kg,1,Success,JoiMart,60.0,10.31,348.0
899, Cloud9 Fruttu Mango Fruit Juice 250 ml pack of 24 ,556.0,556.0,,,CLOUD 9,250.0,ml,24,Success,JoiMart,0.0,0.0,2224.0
900," Leeford Aqua Slim Green Tea for Weight Loss Pack of 2 (25 Tea Bags Each) - with Antioxidants and Nutrients, Helps to Boost Immunity and Improve Metabolism ",500.0,359.0,,,LEEFORD,25.0,tea bags,2,Success,JoiMart,141.0,28.2,14.36
901, Hitkary Aam Panna 750 ml ,199.0,169.0,,,HITKARY PHARMACY,750.0,ml,1,Success,JoiMart,30.0,15.08,225.33
902, 100% Organic Cranberry Juice ,800.0,649.0,,,RUS ORGANIC,,none,1,Failed,JoiMart,151.0,18.88,
903, Organic Sprouted Ragi Dry fruit Malt 800Gram (400G X 2) - Sugar Free-Health Mix / health drink for kids / health drink for Adults / women health drink / Millets Food / Dryfruit powder ,798.0,479.0,,,HEALTHY PANDA,800.0,gram,1,Success,JoiMart,319.0,39.97,598.75
904, HYDRATE Ionized Alkaline Water with Perfectly Balanced 8.5 pH & Essential Mineral Pack of 36(500 ml) ,2880.0,2475.0,,,HYDRATE,500.0,ml,36,Success,JoiMart,405.0,14.06,4950.0
905, NAMASYA Hotel & Tapri Special Assam CTC Dust Tea Blend Pouch | Superior Taste & Aroma (1kg) ,400.0,375.0,,,NAMASYA,1.0,kg,1,Success,JoiMart,25.0,6.25,375.0
906," BEVZILLA Instant Coffee Powder Mini Combo of Colombian Gold, Turkish Hazelnut, French Vanilla & English Butterscotch | Premium Arabica Instant Coffee | 25 Grams Each ",396.0,315.0,,,BEVZILLA,25.0,grams,1,Success,JoiMart,81.0,20.45,12600.0
907," C. SOMABHAI's Uday Gold CTC Leaf Tea - 1kg, Unique Blend of Assam and Dooars Black Tea Leaves - Kadak, Aromatic & Strong Chai patti ",400.0,384.0,,,C. SOMABHAI (QUALITY TEA),1.0,kg,1,Success,JoiMart,16.0,4.0,384.0
908," TEA VALLEY Gold 100 Percent Assam Tea Rich and Strong Taste Make Masala Tea, Ginger Tea, Cardamom Chai, 500 g (pack of 2) ",640.0,520.0,,,TEA VALLEY,500.0,g,2,Success,JoiMart,120.0,18.75,1040.0
