,Product name,MRP,Selling Price,Tag,PerUnitPrice,Brand
47," Alpino Organic Natural Peanut Butter Smooth 1 KG | Unsweetened | 30 G Protein | 100% Roasted Peanuts | No Added Sugar, Salt or Hydrogenated Oils | High Protein Peanut Butter Creamy | Gluten-Free | Vegan ", 549.00 ,448.00, sponsored ,None,ALPINO
48, Cadbury Celebrations Chocolate Gift Pack 59.8 g , 60.00 ,51.00,None,None,CADBURY
49, Kellogg's Fruit & Nut Muesli 750 g , 490.00 ,326.00,None,None,KELLOGG'S
50, Parle Platina Nutricrunch Digestive Cookies 1 kg , 300.00 ,150.00,None,None,PARLE
51, Parle Marie Biscuits 800 g , 178.00 ,89.00,None,None,PARLE
52, Indiyum Kaju Barfi 400g (200g X 2) , 520.00 ,369.00,None,None,INDIYUM
53, Cadbury Oreo Original Vanilla Creme Biscuits (Family Pack) 288.75 g , 99.00 ,69.00,None,None,OREO
54, LuvIt Goodies Chocolates Assorted Gift Pack| Best Gift for Diwali Celebration| Pack of 1 - 125.8g , 100.00 ,90.00,None,None,LUVIT
55, Maggi Pazzta Cheese Macaroni 75 g , 32.00 ,24.00,None,None,MAGGI
56, Britannia Tiger Krunch Chocochips Biscuits Combo Pack 400 g , 140.00 ,60.00,None,None,BRITANNIA
57, Lay's Spanish Tomato Tango Potato Chips 90 g , 50.00 ,40.00,None,None,LAY'S
58, Cadbury Oreo Original Vanilla Cream Sandwich Biscuits 43.75 g ,10.00,10.00,None,None,OREO
59," BTW Kaju Katli (Kaju Barfi / Burfi, Indian Mithai / Sweets Gift Pack / Box) Festive Gift Box 200g ", 260.00 ,215.00,None,None,BTW
60, Cadbury 5 Star Bites Home Treats Chocolate 191.9 g , 149.00 ,89.00,None,None,CADBURY
61, Act II Golden Sizzle Instant Popcorn 30 g ,10.00,10.00,None,None,ACT II
62, Cadbury Oreo Original Chocolatey Sandwich Biscuits 481.25 g , 159.00 ,96.00,None,None,CADBURY
63, Maggi Hot & Sweet Tomato Chilli Sauce 1 kg , 180.00 ,139.00,None,None,MAGGI
64, Nissin Geki Hot & Spicy Korean Veg Flavour Noodles 80 g , 49.00 ,32.00,None,None,NISSIN
65, Dabur Honey 1 kg , 475.00 ,349.00,None,None,DABUR
66, Bambino Instant Gulab Jamun Mix 175 Gms (Buy One Get One) , 145.00 ,135.00,None,None,BAMBINO
67, Haldiram Bhujiawala Kaju Katli 500 gram | kaju barfi | Kaju katri , 600.00 ,540.00,None,None,HALDIRAM BHUJIAWALA
68, Britannia 50-50 Maska Chaska Biscuits 300 g , 90.00 ,75.00,None,None,BRITANNIA
69, Top Ramen Masala Instant Noodles 360 g , 78.00 ,45.00,None,None,TOP RAMEN
70, Kit Kat Dessert Delight Truffle Chocolate 50 g , 65.00 ,44.00,None,None,KIT KAT
71, Wingreens Farms Premium Vey Mayo 800 g , 225.00 ,112.00,None,None,WINGREENS FARMS
72, Parle-G Original Glucose Biscuits 45 g ,5.00,5.00,None,None,PARLE
73, Cadbury Dairy Milk Silk Bubbly Chocolate 120 g , 185.00 ,108.00,None,None,CADBURY
74, Del Monte Tomato Ketchup 1 kg , 160.00 ,80.00,None,None,DEL MONTE
75, Britannia Bourbon The Original Chocolate Cream Biscuits 50 g ,10.00,10.00,None,None,BRITANNIA
76, Britannia Good Day Cashew Cookies 100 g , 25.00 ,22.00,None,None,BRITANNIA
77, Parle Monaco Salted Biscuits 200 g , 40.00 ,36.00,None,None,PARLE
78, Maggi 2-Minute Masala Noodles 140 g , 28.00 ,26.00,None,None,MAGGI
79, MyFitness Peanut Butter Chocolate Crunchy Peanut Butter 510 gms , 320.00 ,224.00,None,None,MYFITNESS PEANUT BUTTER
80, Unibic Choco Kiss Center Filled Cookies 75 g , 50.00 ,25.00,None,None,UNIBIC
81, Cadbury Dairy Milk Chocolate 24 g , 20.00 ,18.00,None,None,CADBURY
82, Saffola Active Honey 1 kg , 495.00 ,247.00,None,None,SAFFOLA
83, Parle Hide & Seek Chocolate Chip Cookies 400 g , 150.00 ,99.00,None,None,PARLE
84, Maggi Pazzta Masala Penne 69.5 g , 32.00 ,24.00,None,None,MAGGI
85, Orion Original Choco Pie Festive Gift Pack (2 Boxes) - 40 Choco Pies , 700.00 ,399.00,None,None,ORION
86, Kit Kat Dessert Delight Choco Pudding Chocolate 50 g , 65.00 ,44.00,None,None,KIT KAT
87, Britannia Marie Gold Biscuits 250 g , 40.00 ,36.00,None,None,BRITANNIA
88, Britannia NutriChoice Hi-Fibre Digestive Biscuits 100 g , 20.00 ,18.00,None,None,BRITANNIA
89, Kellogg's Chocos Variety Pack 168 g (Pack of 7) , 70.00 ,52.00,None,None,KELLOGG'S
90, Lay's Classic Salted Potato Chips 90 g , 60.00 ,48.00,None,None,LAY'S
91, Punjabi Ghasitaram Halwai Special White Mawa Peda Mithai Box (400gms) , 550.00 ,259.00,None,None,GHASITARAM'S
92, Dukes Bourbon Premium Sandwich Biscuits 135 g , 36.00 ,18.00,None,None,DUKES
93, Bikaji Masala Munch Soya Sticks 200 g , 80.00 ,40.00,None,None,BIKAJI
94, Del Monte Original Blend Tomato Ketchup 500 g , 95.00 ,47.00,None,None,DEL MONTE
95, Kellogg's Oats 900 g , 185.00 ,124.00,None,None,KELLOGG'S
96, Act II Classic Salted Instant Popcorn 30 g ,10.00,10.00,None,None,ACT II
97, Maggi 2-Minute Masala Instant Noodles 280 g , 56.00 ,51.00,None,None,MAGGI
98, Kellogg's Corn Flakes 1.2 kg , 490.00 ,327.00,None,None,KELLOGG'S
99, Bambino Premium Rasgulla Tin 1 Kg , 250.00 ,180.00,None,None,BAMBINO
100, Unibic Fruit & Nut Delight Cookies 500 g , 190.00 ,95.00,None,None,UNIBIC
101, Kissan Mixed Fruit Jam 700 g , 245.00 ,150.00,None,None,KISSAN
102, Brittania Vita Marie Gold 248 g , 45.00 ,40.00,None,None,MARIEGOLD
103, Haldiram's Aloo Bhujia 1 kg , 225.00 ,169.00,None,None,HALDIRAM’S NAGPUR
104, Sunfeast Glucose Plus+ Biscuits 1 kg , 140.00 ,86.00,None,None,SUNFEAST
105, Parle Krack Jack Biscuits 400 g , 80.00 ,70.00,None,None,PARLE
106, Cadbury Dairy Milk Family Pack Chocolate 130 g , 130.00 ,109.00,None,None,CADBURY
107, Cadbury Dairy Milk Crackle Chocolate 36 g , 45.00 ,38.00,None,None,CADBURY
108, Haldiram Bhujiawala Soan Papdi 1.5kg ( 3Box * 500 grams each) | Delicious Crispy & Flaky Premium Soan Papdi | Sweet Mithai | Sweets , 465.00 ,397.00,None,None,HALDIRAM BHUJIAWALA
109, Britannia Nice Time Coconut Biscuits 143 g , 25.00 ,23.00,None,None,BRITANNIA
110, Quaker Oats 1 kg , 199.00 ,179.00,None,None,QUAKER
111, Lal Sweets Mysore Pak Premium 200g Pack Of 2 || Made With Pure Desi Ghee|| Mysuru Pak , 699.00 ,399.00,None,None,LAL
112," HF, SURYA 800gm ASSORTED SOAN PAPDI (ELAICHI, ORANGE, CHOCO CHIP, COCONUT) | PACK OF 4; 200gm X 4 |Indian sweet ", 400.00 ,239.00,None,None,"HF, SURYA"
113, Ching's Secret Schezwan Chutney 250 g , 100.00 ,79.00,None,None,CHING'S SECRET
114, McVitie's Digestive Biscuits 959.1 g , 300.00 ,200.00,None,None,MCVITIE'S
115, Parle Monaco Classic Regular Biscuits 700 g , 120.00 ,85.00,None,None,PARLE
116, Ching's Secret Schezwan Chutney 600 g , 180.00 ,125.00,None,None,CHING'S SECRET
117, Ghasitaram's Kaju Katli 200g , 500.00 ,225.00,None,None,GHASITARAM'S
118, Bikaji Tana Bana Khatta Meetha 1 kg , 350.00 ,175.00,None,None,BIKAJI
119," Snickers Delicious & Nutritious Roasted Peanuts, Nougat and Caramel Delight 22g (Pack of 32) ", 640.00 ,480.00,None,None,SNICKERS
120, Snactac Masala Noodles 280 g , 80.00 ,40.00,None,None,SNACTAC
121, Dukes Waffy Choco Wafer Rolls 250 g , 180.00 ,90.00,None,None,DUKES
122, Parle Fab Bourbon Chocolate Cream Biscuits 150 g , 40.00 ,37.00,None,None,PARLE
123, Parle Happy Happy Choco-Chip Cookies 396 g , 150.00 ,75.00,None,None,PARLE
124, Britannia Good Day Cashew Cookies 200 g , 50.00 ,43.00,None,None,BRITANNIA
125, Parle 20-20 Gold Cashew Almond Cookies 600 g , 190.00 ,95.00,None,None,PARLE
126, Haldiram Bhujiawala Rasgulla 1.25Kg | Juicy Tasty With Sugar Syrup -1 Kg with 250 gram Free | Sweet mithai , 300.00 ,278.00,None,None,HALDIRAM BHUJIAWALA
127, Britannia Pure Magic Chocolush Choco Filled Cookie 75 g , 40.00 ,30.00,None,None,BRITANNIA
128, Cadbury Dairy Milk Silk Oreo Chocolate 60 g , 85.00 ,74.00,None,None,CADBURY
129, Britannia Good Day Chocochip Cookies 400 g , 140.00 ,74.00,None,None,BRITANNIA
130, Cadbury Oreo Original Chocolatey Sandwich Biscuits 918.75 g , 290.00 ,145.00,None,None,CADBURY
131, Britannia Bourbon 100 g (Buy 4 Get 1) ,100.00,100.00,None,None,BRITANNIA
132," Boomer Wrigley Super Bubble Gum, Strawberry Flavoured 850g ( Pack Of 2 ) ", 500.00 ,385.00,None,None,BOOMER
133, Parle Melody Chocolaty Toffee 391 g , 100.00 ,82.00,None,None,PARLE
134, Haldiram Bhujiawala Chatak Bhujia Namkeen 1Kg ,300.00,300.00,None,None,HALDIRAM BHUJIAWALA
135, Parle Hide & Seek Milano Chocolate Chip Biscuits 75 g , 40.00 ,30.00,None,None,PARLE
136, Sunfeast Marie Light Biscuits 1 kg , 150.00 ,99.00,None,None,SUNFEAST
137," Yogabar Dark Chocolate Peanut Butter 1 kg | Chocolate Peanut Butter | High Protein Peanuts butter with Anti-Oxidants | Crunchy , Chocolatey & Creamy Peanut Butters | 100%Vegan & No Preservatives ", 589.00 ,399.00,None,None,YOGABAR
138, Haldiram Bhujiawala Gulab Jamun 1.25 kg |Tasty and Healthy Juicy Sweet - 1 Kg 250 grams Free | Sweet mithai | Sweets , 300.00 ,280.00,None,None,HALDIRAM BHUJIAWALA
139, Kissan Mixed Fruit Jam 90 g , 60.00 ,55.00,None,None,KISSAN
140, Cadbury Oreo ChocoCreme Chocolatey Sandwich Biscuits 43.75 g ,10.00,10.00,None,None,OREO
141, Cadbury Chocobakes Chocofilled Cookies 300 g , 170.00 ,113.00,None,None,CADBURY
142, Maggi Pazzta Cheesy Tomato Twist 68.5 g , 32.00 ,24.00,None,None,MAGGI
143, LuvIt Goodies Chocolates Assorted Gift Pack | Gift Pack for Diwali Celebration | Pack of 5 -148.5 g Each , 700.00 ,499.00,None,None,LUVIT
144, Peppy Cheese Balls 60 g , 60.00 ,30.00,None,None,PEPPY
145, Britannia 50-50 Potazos Masti Masala Spicy Flavoured Crisps 71.5 g , 25.00 ,21.00,None,None,50-50
146, Maggi Rich Tomato Ketchup 970 g , 160.00 ,133.00,None,None,MAGGI
147, Britannia NutriChoice Hi-Fibre Digestive Biscuits 250 g , 70.00 ,59.00,None,None,BRITANNIA
148, Bikaji Falahari Mix 200 g , 80.00 ,53.00,None,None,BIKAJI
149, Lijjat Udad Papad 200 g , 77.00 ,69.00,None,None,LIJJAT
150, Ching's Secret Just Soak Veg Hakka Noodles 140 g , 30.00 ,22.00,None,None,CHING'S SECRET
151, Kellogg's Moons & Stars Chocos Cereal 1.2 kg , 600.00 ,260.00,None,None,KELLOGG'S
152, Parle Milk Shakti Biscuits 350 g , 100.00 ,50.00,None,None,PARLE
153, Dukes Nice Sugar Sprinkled Coconut Biscuits 145 g , 35.00 ,23.00,None,None,DUKES
154, Dabur Squeezy Honey 400 g (Buy 1 Get 1) , 399.00 ,263.00,None,None,DABUR
155, Snactac Bikaneri Bhujia 1 kg , 350.00 ,175.00,None,None,SNACTAC
156, Lay's American Style Cream & Onion Potato Chips 40 g , 20.00 ,18.00,None,None,LAY'S
157, Maggi Nutri-licious Masala Instant Veg Atta Noodles 72.5 g , 30.00 ,27.00,None,None,MAGGI
158, Zandu Pure Honey 500 g , 240.00 ,160.00,None,None,ZANDU
159, Wingreens Farm Traditional Recipe Pizza & Pasta Sauce 450 g , 149.00 ,74.00,None,None,WINGREENS FARMS
160, Haldiram's Kaju Katli 200 g X 1 Box , 374.00 ,329.00,None,None,"HALDIRAM""S BHUJIA (DE.)"
161, Best Farms Frozen Green Peas 500 g , 160.00 ,80.00,None,None,BEST FARMS
162, Bhujialalji Bikaneri Bhujia ( pack of 1) 1kg Rajasthani Bhujia , 280.00 ,199.00,None,None,BHUJIALALJI
163, Ferrero Rocher Chocolate Balls 300 g , 929.00 ,696.00,None,None,FERRERO ROCHER
164, Britannia Marie Gold Biscuits Combo Pack 585 g (Buy 4 Get 1 Free) ,88.00,88.00,None,None,MARIEGOLD
165, Nutella Ferrero Hazelnut Spread With Cocoa 350 g , 399.00 ,318.00,None,None,NUTELLA
166, Parle Milano Hide & Seek Choco Filled Cookies 250 g , 180.00 ,90.00,None,None,PARLE
167, Bambino Premium Vermicelli 850 g , 85.00 ,75.00,None,None,BAMBINO
168, Cadbury Dairy Milk Oreo Chunks Lickables Chocolate 20 g , 50.00 ,45.00,None,None,CADBURY
169," HF, Surya 400gm Soan Papdi (Pack of 2; 200g x 2) | Best Indian Sweet ", 200.00 ,149.00,None,None,"HF, SURYA"
170, Parle Fab Jam-In Cream Biscuits 150 g , 50.00 ,46.00,None,None,PARLE
171, Pulse Kaccha Aam Candy 209 g , 60.00 ,40.00,None,None,PASS PASS
172, Haldiram's Moong Dal 400 g , 105.00 ,85.00,None,None,HALDIRAM’S NAGPUR
173, Kellogg's Nuts Delight Muesli 1 kg , 810.00 ,415.00,None,None,KELLOGG'S
174, Lays American Style Cream & Onion Potato Chips 73 g , 30.00 ,27.00,None,None,LAY'S
175, Britannia NutriChoice Hi-Fibre 5 Grain Digestive Biscuits 200 g , 70.00 ,55.00,None,None,BRITANNIA
176, Sunfeast Active Marie Light Biscuits Family Pack 186 g , 30.00 ,27.00,None,None,SUNFEAST
177, Snactac Moong Dal 150 g , 72.00 ,36.00,None,None,SNACTAC
178, Maggi 2-Minute Special Masala Instant Noodles 70 g , 20.00 ,18.00,None,None,MAGGI
179, Sunfeast Yippee Cheese Pasta Treat 65 g , 28.00 ,18.00,None,None,SUNFEAST
180, Aarambh Oats 1 kg , 230.00 ,115.00,None,None,AARAMBH
181, Candzey Pan Banarsi Candy 100 g , 40.00 ,20.00,None,None,CANDZEY
182, Saffola Classic Instant Masala Oats 38 g , 17.00 ,15.00,None,None,SAFFOLA
183, MTR Vermicelli 850 g , 87.00 ,60.00,None,None,MTR
184, Parle Poppins 100 g , 30.00 ,22.00,None,None,PARLE
185, Orion Choco Pie 28 g (12 pcs) , 170.00 ,113.00,None,None,ORION
186, Knorr Tomato Chatpata Instant Cup-a-Soup 13.5 g ,10.00,10.00,None,None,KNORR
187, Cadbury Dairy Milk Maha Pack Chocolate 55 g , 50.00 ,45.00,None,None,CADBURY
188, Snactac Tasty Peanuts 150 g , 72.00 ,36.00,None,None,SNACTAC
189, Weikfield Macaroni Pasta 900 g , 120.00 ,89.00,None,None,WEIKFIELD
190, Snactac Aloo Bhujia 1 kg , 300.00 ,150.00,None,None,SNACTAC
191, Cadbury 5 Star 3D Chocolate 45 g , 35.00 ,24.00,None,None,CADBURY
192, Best Farms Frozen Green Peas 1 kg , 300.00 ,150.00,None,None,BEST FARMS
193, Haldiram's Mixture 350 g , 90.00 ,84.00,None,None,HALDIRAM’S NAGPUR
194, Nestle Classic Milk Chocolate 18 g ,10.00,10.00,None,None,NESTLE
195, Kissan Mixed Fruit Jam 200 g , 75.00 ,66.00,None,None,KISSAN
196, Sunfeast Mom's Magic Cashew & Almond Cookies 197 g , 45.00 ,41.00,None,None,SUNFEAST
197, Parle Fab! Bourbon Chocolate Sandwich Biscuits 500 g , 160.00 ,80.00,None,None,PARLE
198, Parle Monaco Classic Regular Salted Biscuits 400 g , 80.00 ,68.00,None,None,PARLE
199, Sunfeast Yippee Magic Masala Instant Noodles 480 g , 105.00 ,70.00,None,None,SUNFEAST
200, Snac tac Tomato Ketchup 950 g , 160.00 ,80.00,None,None,SNACTAC
201, Nestle Milkybar 42 g , 40.00 ,32.00,None,None,MILKYBAR
202, Bambino Roasted Vermicelli 850 g , 115.00 ,104.00,None,None,BAMBINO
203, Act II Chilli Surprise Instant Popcorn 30 g ,12.00,12.00,None,None,ACT II
204, Dukes Waffy Chocolate Wafers 60 g , 50.00 ,25.00,None,None,DUKES
205, MTR 3 Minute Breakfast Poha Mix 60 g , 27.00 ,18.00,None,None,MTR
206, Saffola Veggie Twist Instant Masala Oats 38 g , 17.00 ,15.00,None,None,SAFFOLA
207, Bambino Saon Papdi Butterscotch Flavour 400 Gms (Each 200 Gms X Pack of 2) , 180.00 ,149.00,None,None,BAMBINO
208, GONGLOO Homemade Rajasthani Green Chilli Pickle | Ready to Eat Hari Mirch ka Achar | High in Vitamin C & Fibre | Hygienically Packed | Rich in Antioxidants | Improves Digestion | 300 GM , 259.00 ,166.00,None,None,GONGLOO
209, Indiyum Kaju Barfi 200g , 260.00 ,205.00,None,None,INDIYUM
210, Britannia NutriChoice Seeds Biscuits 75 g , 25.00 ,21.00,None,None,NUTRI CHOICE
211, Haldiram Bhujiawala Navrattan Namkeen 800g | Delicious Spicy Flavour | Pack of 2 | 400 Grams Each , 260.00 ,220.00,None,None,HALDIRAM BHUJIAWALA
212, Veganic Organic Mixture Namkin | Delicious Namkeen with Peanut | Tea Time Snacks 400g , 299.00 ,199.00,None,None,VEGANIC
213, Bagrry's Original & Healthier Cornflakes Plus 800 g , 399.00 ,199.00,None,None,BAGRRY'S
214, Knorr Manchow Veg Instant Cup-a-Soup 11 g ,10.00,10.00,None,None,KNORR
215, Quaker Oats 400 g , 79.00 ,69.00,None,None,QUAKER
216, Cadbury Dairy Milk Silk Chocolate 60 g , 80.00 ,74.00,None,None,CADBURY
217, Dukes Waffy Orange Wafers 60 g , 50.00 ,25.00,None,None,DUKES
218, Sundrop Crunchy Peanut Butter 924 g , 285.00 ,256.00,None,None,SUNDROP
219, Unibic Choco Kiss Cookies 250 g , 160.00 ,72.00,None,None,UNIBIC
220, Chheda's Yellow Banana Chips 170 g , 100.00 ,59.00,None,None,CHHEDA'S
221, Britannia NutriChoice Orange Oats Cookies 75 g , 25.00 ,21.00,None,None,BRITANNIA
222, Mcvitie's Digestive Biscuits 200 g , 60.00 ,30.00,None,None,MCVITIE'S
223, Candzey Orange Slices Candy 100 g , 40.00 ,20.00,None,None,CANDZEY
224, Cadbury Dairy Milk Silk Fruit & Nut Chocolate 55 g , 85.00 ,74.00,None,None,CADBURY
225, Bambino Nutraawell Elbow Macaroni Pasta 850 g , 109.00 ,99.00,None,None,BAMBINO
226, Knorr Classic Thick Tomato Soup 53 g , 60.00 ,45.00,None,None,KNORR
227, Quaker Oats 1.5 kg , 292.00 ,208.00,None,None,QUAKER
228, Britannia Milk Bikis Milky Sandwich Biscuits 200 g , 50.00 ,46.00,None,None,BRITANNIA
229, Bagrry's White Oats 1 kg , 210.00 ,135.00,None,None,BAGRRY'S
230, Snactac Aloo Bhujia 150 g , 72.00 ,36.00,None,None,SNACTAC
231, Cadbury Chocobakes Choc Layered Cake 19 g ,10.00,10.00,None,None,CADBURY
232, Act II Golden Sizzle Popcorn 60 g (3 pcs) , 60.00 ,49.00,None,None,ACT II
233, Parle Hide & Seek Caffe Mocha Coffee & Chocolate Chip Cookies 100 g , 30.00 ,27.00,None,None,PARLE
234, Cadbury 5 Star Chocolate 40 g , 20.00 ,16.00,None,None,CADBURY
235, Ching's Secret Schezwan Instant Noodles 240 g , 80.00 ,45.00,None,None,CHING'S SECRET
236, Milkybar Chocolate 12.5 g ,10.00,10.00,None,None,MILKYBAR
237, Surabhi D-Lite Tomato Ketchup (No Onion No Garlic) 900 g , 135.00 ,67.00,None,None,SURABHI
238, Cadbury Dairy Milk Silk Chocolate 150 g , 175.00 ,150.00,None,None,CADBURY
239," Yogabar High Protein Muesli 850g | Protein Food with Choco Almond & Cranberry | Protein Breakfast Cereals | Premium Whey Protein Isolate | Added Almonds & Probiotics with Dark Chocolate Muesli, Nuts, Seeds & Dry Fruits | 100% Vegan & No Preservatives ", 825.00 ,599.00,None,None,YOGABAR
240, Dukes Waffy Vanilla Wafers 60 g , 50.00 ,25.00,None,None,DUKES
241, Knorr Sweet Corn Veg Instant Cup-a-Soup 10 g ,10.00,10.00,None,None,KNORR
242, Cadbury Fuse Chocolate 25 g , 20.00 ,18.00,None,None,CADBURY
243, Britannia Jimjam Cream Biscuits 92 g (Buy 4 Get 1) , 100.00 ,93.00,None,None,BRITANNIA
244, Snactac Masala Noodles 560 g (8 in 1 Pack) , 150.00 ,75.00,None,None,SNACTAC
245, Sunfeast Farmlite Digestive High Fibre Biscuits 100 g , 20.00 ,13.00,None,None,SUNFEAST FARMLITE
246, Cadbury Gold Choclairs 520 g (Pack of 100) , 200.00 ,180.00,None,None,CADBURY
247, Malkist Cheese Flavoured Cracker Biscuits (family pack) - 72g (Pack of 12 ) ,360.00,360.00,None,None,MALKIST
248, Mayora Malkist Chocolate Cracker Biscuits 144 g , 60.00 ,45.00,None,None,MALKIST
249, Dabur Hommade Tangy-Licious Imli Sauce 100 g , 35.00 ,17.00,None,None,HOMMADE
250, Candzey Chatpati Candy 100 g , 40.00 ,20.00,None,None,CANDZEY
251, Shree Misthan Kaju Besan Ladoo 400g , 280.00 ,175.00,None,None,SHREE MISTHAN
252," Winola Milk Choco Biscuit Balls- Chocolate Munchies, Chocolate Balls (1 kg) "," 1,000.00 ",304.00,None,None,WINOLA
253, Too Yum Aloo Chat Potato Stix 70 g , 60.00 ,30.00,None,None,TOO YUMM
254, Bambino Elbow Macaroni Pasta 400 g , 55.00 ,50.00,None,None,BAMBINO
255, Pintola All Natural Crunchy Peanut Butter 1kg , 449.00 ,408.00,None,None,PINTOLA
256, Britannia NutriChoice Digestive Zero Biscuits 100 g , 35.00 ,30.00,None,None,BRITANNIA
257, Dukes Choco Safari Chocolate 250 g , 160.00 ,99.00,None,None,DUKES
258, Knorr Classic Hot & Sour Vegetable Soup 41 g , 60.00 ,45.00,None,None,KNORR
259, Delight Foods Original Agra Dry Petha 350g Indian Sweets Mithai , 207.00 ,130.00,None,None,DELIGHT FOODS
