,Product name,MRP,Selling Price,Tag,PerUnitPrice,Brand,Quantity,Unit,Pack of,Conversion,Platform
38, Britannia Good Day Cashew Biscuits 1 Kg , 320.00 ,160.00,None,None,GOOD DAY,1,kg,1,Success,JoiMart
39, Britannia Classic Little Hearts Biscuits 75 g , 30.00 ,22.00,None,None,BRITANNIA,75,g,1,Success,JoiMart
40, Bingo Original Style Chilli Sprinkled Potato Chips 90 g , 50.00 ,33.00,None,None,BINGO,90,g,1,Success,JoiMart
41, LuvIt Chocwich White Crunchy Wafers with Layers of Rich White Chocolate | Pack of 2 - 740g Each , 800.00 ,642.00, sponsored ,None,LUVIT,740,g,2,Success,JoiMart
42, Haldiram Bhujiawala Chatak Bhujia Namkeen -800Gram (Pack of 2 *400 Grams each) , 260.00 ,240.00,None,None,HALDIRAM BHUJIAWALA,800,gram,2,Success,JoiMart
43, Haldiram's Bhujia Sev 1 kg , 260.00 ,190.00,None,None,HALDIRAM’S NAGPUR,1,kg,1,Success,JoiMart
44, Sunfeast Mom's Magic Cashew & Almond Biscuits 584 g , 130.00 ,78.00,None,None,SUNFEAST,584,g,1,Success,JoiMart
45, Britannia Good Day Cashew Cookies 600 g , 135.00 ,110.00,None,None,BRITANNIA,600,g,1,Success,JoiMart
46, Cadbury Dairy Milk Roast Almond Chocolate 36 g , 45.00 ,40.00,None,None,CADBURY,36,g,1,Success,JoiMart
47," Alpino Organic Natural Peanut Butter Smooth 1 KG | Unsweetened | 30 G Protein | 100% Roasted Peanuts | No Added Sugar, Salt or Hydrogenated Oils | High Protein Peanut Butter Creamy | Gluten-Free | Vegan ", 549.00 ,448.00, sponsored ,None,ALPINO,1,kg,1,Success,JoiMart
48, Cadbury Celebrations Chocolate Gift Pack 59.8 g , 60.00 ,51.00,None,None,CADBURY,59.8,g,1,Success,JoiMart
49, Kellogg's Fruit & Nut Muesli 750 g , 490.00 ,326.00,None,None,KELLOGG'S,750,g,1,Success,JoiMart
50, Parle Platina Nutricrunch Digestive Cookies 1 kg , 300.00 ,150.00,None,None,PARLE,1,kg,1,Success,JoiMart
51, Parle Marie Biscuits 800 g , 178.00 ,89.00,None,None,PARLE,800,g,1,Success,JoiMart
52, Indiyum Kaju Barfi 400g (200g X 2) , 520.00 ,369.00,None,None,INDIYUM,400,g,1,Success,JoiMart
53, Cadbury Oreo Original Vanilla Creme Biscuits (Family Pack) 288.75 g , 99.00 ,69.00,None,None,OREO,288.75,g,1,Success,JoiMart
54, LuvIt Goodies Chocolates Assorted Gift Pack| Best Gift for Diwali Celebration| Pack of 1 - 125.8g , 100.00 ,90.00,None,None,LUVIT,125.8,g,1,Success,JoiMart
55, Maggi Pazzta Cheese Macaroni 75 g , 32.00 ,24.00,None,None,MAGGI,75,g,1,Success,JoiMart
56, Britannia Tiger Krunch Chocochips Biscuits Combo Pack 400 g , 140.00 ,60.00,None,None,BRITANNIA,400,g,1,Success,JoiMart
57, Lay's Spanish Tomato Tango Potato Chips 90 g , 50.00 ,40.00,None,None,LAY'S,90,g,1,Success,JoiMart
58, Cadbury Oreo Original Vanilla Cream Sandwich Biscuits 43.75 g ,10.00,10.00,None,None,OREO,43.75,g,1,Success,JoiMart
59," BTW Kaju Katli (Kaju Barfi / Burfi, Indian Mithai / Sweets Gift Pack / Box) Festive Gift Box 200g ", 260.00 ,215.00,None,None,BTW,200,g,1,Success,JoiMart
60, Cadbury 5 Star Bites Home Treats Chocolate 191.9 g , 149.00 ,89.00,None,None,CADBURY,191.9,g,1,Success,JoiMart
61, Act II Golden Sizzle Instant Popcorn 30 g ,10.00,10.00,None,None,ACT II,30,g,1,Success,JoiMart
62, Cadbury Oreo Original Chocolatey Sandwich Biscuits 481.25 g , 159.00 ,96.00,None,None,CADBURY,481.25,g,1,Success,JoiMart
63, Maggi Hot & Sweet Tomato Chilli Sauce 1 kg , 180.00 ,139.00,None,None,MAGGI,1,kg,1,Success,JoiMart
64, Nissin Geki Hot & Spicy Korean Veg Flavour Noodles 80 g , 49.00 ,32.00,None,None,NISSIN,80,g,1,Success,JoiMart
65, Dabur Honey 1 kg , 475.00 ,349.00,None,None,DABUR,1,kg,1,Success,JoiMart
66, Bambino Instant Gulab Jamun Mix 175 Gms (Buy One Get One) , 145.00 ,135.00,None,None,BAMBINO,175,gms,1,Success,JoiMart
67, Haldiram Bhujiawala Kaju Katli 500 gram | kaju barfi | Kaju katri , 600.00 ,540.00,None,None,HALDIRAM BHUJIAWALA,500,gram,1,Success,JoiMart
68, Britannia 50-50 Maska Chaska Biscuits 300 g , 90.00 ,75.00,None,None,BRITANNIA,300,g,1,Success,JoiMart
69, Top Ramen Masala Instant Noodles 360 g , 78.00 ,45.00,None,None,TOP RAMEN,360,g,1,Success,JoiMart
70, Kit Kat Dessert Delight Truffle Chocolate 50 g , 65.00 ,44.00,None,None,KIT KAT,50,g,1,Success,JoiMart
71, Wingreens Farms Premium Vey Mayo 800 g , 225.00 ,112.00,None,None,WINGREENS FARMS,800,g,1,Success,JoiMart
72, Parle-G Original Glucose Biscuits 45 g ,5.00,5.00,None,None,PARLE,45,g,1,Success,JoiMart
73, Cadbury Dairy Milk Silk Bubbly Chocolate 120 g , 185.00 ,108.00,None,None,CADBURY,120,g,1,Success,JoiMart
74, Del Monte Tomato Ketchup 1 kg , 160.00 ,80.00,None,None,DEL MONTE,1,kg,1,Success,JoiMart
75, Britannia Bourbon The Original Chocolate Cream Biscuits 50 g ,10.00,10.00,None,None,BRITANNIA,50,g,1,Success,JoiMart
76, Britannia Good Day Cashew Cookies 100 g , 25.00 ,22.00,None,None,BRITANNIA,100,g,1,Success,JoiMart
77, Parle Monaco Salted Biscuits 200 g , 40.00 ,36.00,None,None,PARLE,200,g,1,Success,JoiMart
78, Maggi 2-Minute Masala Noodles 140 g , 28.00 ,26.00,None,None,MAGGI,140,g,1,Success,JoiMart
79, MyFitness Peanut Butter Chocolate Crunchy Peanut Butter 510 gms , 320.00 ,224.00,None,None,MYFITNESS PEANUT BUTTER,510,gms,1,Success,JoiMart
80, Unibic Choco Kiss Center Filled Cookies 75 g , 50.00 ,25.00,None,None,UNIBIC,75,g,1,Success,JoiMart
81, Cadbury Dairy Milk Chocolate 24 g , 20.00 ,18.00,None,None,CADBURY,24,g,1,Success,JoiMart
82, Saffola Active Honey 1 kg , 495.00 ,247.00,None,None,SAFFOLA,1,kg,1,Success,JoiMart
83, Parle Hide & Seek Chocolate Chip Cookies 400 g , 150.00 ,99.00,None,None,PARLE,400,g,1,Success,JoiMart
84, Maggi Pazzta Masala Penne 69.5 g , 32.00 ,24.00,None,None,MAGGI,69.5,g,1,Success,JoiMart
85, Orion Original Choco Pie Festive Gift Pack (2 Boxes) - 40 Choco Pies , 700.00 ,399.00,None,None,ORION,2,boxes,1,Success,JoiMart
86, Kit Kat Dessert Delight Choco Pudding Chocolate 50 g , 65.00 ,44.00,None,None,KIT KAT,50,g,1,Success,JoiMart
87, Britannia Marie Gold Biscuits 250 g , 40.00 ,36.00,None,None,BRITANNIA,250,g,1,Success,JoiMart
88, Britannia NutriChoice Hi-Fibre Digestive Biscuits 100 g , 20.00 ,18.00,None,None,BRITANNIA,100,g,1,Success,JoiMart
89, Kellogg's Chocos Variety Pack 168 g (Pack of 7) , 70.00 ,52.00,None,None,KELLOGG'S,168,g,7,Success,JoiMart
90, Lay's Classic Salted Potato Chips 90 g , 60.00 ,48.00,None,None,LAY'S,90,g,1,Success,JoiMart
91, Punjabi Ghasitaram Halwai Special White Mawa Peda Mithai Box (400gms) , 550.00 ,259.00,None,None,GHASITARAM'S,400,gms,1,Success,JoiMart
92, Dukes Bourbon Premium Sandwich Biscuits 135 g , 36.00 ,18.00,None,None,DUKES,135,g,1,Success,JoiMart
93, Bikaji Masala Munch Soya Sticks 200 g , 80.00 ,40.00,None,None,BIKAJI,200,g,1,Success,JoiMart
94, Del Monte Original Blend Tomato Ketchup 500 g , 95.00 ,47.00,None,None,DEL MONTE,500,g,1,Success,JoiMart
95, Kellogg's Oats 900 g , 185.00 ,124.00,None,None,KELLOGG'S,900,g,1,Success,JoiMart
96, Act II Classic Salted Instant Popcorn 30 g ,10.00,10.00,None,None,ACT II,30,g,1,Success,JoiMart
97, Maggi 2-Minute Masala Instant Noodles 280 g , 56.00 ,51.00,None,None,MAGGI,280,g,1,Success,JoiMart
98, Kellogg's Corn Flakes 1.2 kg , 490.00 ,327.00,None,None,KELLOGG'S,1.2,kg,1,Success,JoiMart
99, Bambino Premium Rasgulla Tin 1 Kg , 250.00 ,180.00,None,None,BAMBINO,1,kg,1,Success,JoiMart
100, Unibic Fruit & Nut Delight Cookies 500 g , 190.00 ,95.00,None,None,UNIBIC,500,g,1,Success,JoiMart
101, Kissan Mixed Fruit Jam 700 g , 245.00 ,150.00,None,None,KISSAN,700,g,1,Success,JoiMart
102, Brittania Vita Marie Gold 248 g , 45.00 ,40.00,None,None,MARIEGOLD,248,g,1,Success,JoiMart
103, Haldiram's Aloo Bhujia 1 kg , 225.00 ,169.00,None,None,HALDIRAM’S NAGPUR,1,kg,1,Success,JoiMart
104, Sunfeast Glucose Plus+ Biscuits 1 kg , 140.00 ,86.00,None,None,SUNFEAST,1,kg,1,Success,JoiMart
105, Parle Krack Jack Biscuits 400 g , 80.00 ,70.00,None,None,PARLE,400,g,1,Success,JoiMart
106, Cadbury Dairy Milk Family Pack Chocolate 130 g , 130.00 ,109.00,None,None,CADBURY,130,g,1,Success,JoiMart
107, Cadbury Dairy Milk Crackle Chocolate 36 g , 45.00 ,38.00,None,None,CADBURY,36,g,1,Success,JoiMart
108, Haldiram Bhujiawala Soan Papdi 1.5kg ( 3Box * 500 grams each) | Delicious Crispy & Flaky Premium Soan Papdi | Sweet Mithai | Sweets , 465.00 ,397.00,None,None,HALDIRAM BHUJIAWALA,1.5,kg,1,Success,JoiMart
109, Britannia Nice Time Coconut Biscuits 143 g , 25.00 ,23.00,None,None,BRITANNIA,143,g,1,Success,JoiMart
110, Quaker Oats 1 kg , 199.00 ,179.00,None,None,QUAKER,1,kg,1,Success,JoiMart
111, Lal Sweets Mysore Pak Premium 200g Pack Of 2 || Made With Pure Desi Ghee|| Mysuru Pak , 699.00 ,399.00,None,None,LAL,200,g,2,Success,JoiMart
112," HF, SURYA 800gm ASSORTED SOAN PAPDI (ELAICHI, ORANGE, CHOCO CHIP, COCONUT) | PACK OF 4; 200gm X 4 |Indian sweet ", 400.00 ,239.00,None,None,"HF, SURYA",800,gm,4,Success,JoiMart
113, Ching's Secret Schezwan Chutney 250 g , 100.00 ,79.00,None,None,CHING'S SECRET,250,g,1,Success,JoiMart
114, McVitie's Digestive Biscuits 959.1 g , 300.00 ,200.00,None,None,MCVITIE'S,959.1,g,1,Success,JoiMart
115, Parle Monaco Classic Regular Biscuits 700 g , 120.00 ,85.00,None,None,PARLE,700,g,1,Success,JoiMart
116, Ching's Secret Schezwan Chutney 600 g , 180.00 ,125.00,None,None,CHING'S SECRET,600,g,1,Success,JoiMart
117, Ghasitaram's Kaju Katli 200g , 500.00 ,225.00,None,None,GHASITARAM'S,200,g,1,Success,JoiMart
118, Bikaji Tana Bana Khatta Meetha 1 kg , 350.00 ,175.00,None,None,BIKAJI,1,kg,1,Success,JoiMart
119," Snickers Delicious & Nutritious Roasted Peanuts, Nougat and Caramel Delight 22g (Pack of 32) ", 640.00 ,480.00,None,None,SNICKERS,22,g,32,Success,JoiMart
120, Snactac Masala Noodles 280 g , 80.00 ,40.00,None,None,SNACTAC,280,g,1,Success,JoiMart
121, Dukes Waffy Choco Wafer Rolls 250 g , 180.00 ,90.00,None,None,DUKES,250,g,1,Success,JoiMart
122, Parle Fab Bourbon Chocolate Cream Biscuits 150 g , 40.00 ,37.00,None,None,PARLE,150,g,1,Success,JoiMart
123, Parle Happy Happy Choco-Chip Cookies 396 g , 150.00 ,75.00,None,None,PARLE,396,g,1,Success,JoiMart
124, Britannia Good Day Cashew Cookies 200 g , 50.00 ,43.00,None,None,BRITANNIA,200,g,1,Success,JoiMart
125, Parle 20-20 Gold Cashew Almond Cookies 600 g , 190.00 ,95.00,None,None,PARLE,600,g,1,Success,JoiMart
126, Haldiram Bhujiawala Rasgulla 1.25Kg | Juicy Tasty With Sugar Syrup -1 Kg with 250 gram Free | Sweet mithai , 300.00 ,278.00,None,None,HALDIRAM BHUJIAWALA,1.25,kg,1,Success,JoiMart
127, Britannia Pure Magic Chocolush Choco Filled Cookie 75 g , 40.00 ,30.00,None,None,BRITANNIA,75,g,1,Success,JoiMart
128, Cadbury Dairy Milk Silk Oreo Chocolate 60 g , 85.00 ,74.00,None,None,CADBURY,60,g,1,Success,JoiMart
129, Britannia Good Day Chocochip Cookies 400 g , 140.00 ,74.00,None,None,BRITANNIA,400,g,1,Success,JoiMart
130, Cadbury Oreo Original Chocolatey Sandwich Biscuits 918.75 g , 290.00 ,145.00,None,None,CADBURY,918.75,g,1,Success,JoiMart
131, Britannia Bourbon 100 g (Buy 4 Get 1) ,100.00,100.00,None,None,BRITANNIA,100,g,1,Success,JoiMart
132," Boomer Wrigley Super Bubble Gum, Strawberry Flavoured 850g ( Pack Of 2 ) ", 500.00 ,385.00,None,None,BOOMER,850,g,2,Success,JoiMart
133, Parle Melody Chocolaty Toffee 391 g , 100.00 ,82.00,None,None,PARLE,391,g,1,Success,JoiMart
134, Haldiram Bhujiawala Chatak Bhujia Namkeen 1Kg ,300.00,300.00,None,None,HALDIRAM BHUJIAWALA,1,kg,1,Success,JoiMart
135, Parle Hide & Seek Milano Chocolate Chip Biscuits 75 g , 40.00 ,30.00,None,None,PARLE,75,g,1,Success,JoiMart
136, Sunfeast Marie Light Biscuits 1 kg , 150.00 ,99.00,None,None,SUNFEAST,1,kg,1,Success,JoiMart
137," Yogabar Dark Chocolate Peanut Butter 1 kg | Chocolate Peanut Butter | High Protein Peanuts butter with Anti-Oxidants | Crunchy , Chocolatey & Creamy Peanut Butters | 100%Vegan & No Preservatives ", 589.00 ,399.00,None,None,YOGABAR,1,kg,1,Success,JoiMart
138, Haldiram Bhujiawala Gulab Jamun 1.25 kg |Tasty and Healthy Juicy Sweet - 1 Kg 250 grams Free | Sweet mithai | Sweets , 300.00 ,280.00,None,None,HALDIRAM BHUJIAWALA,1.25,kg,1,Success,JoiMart
139, Kissan Mixed Fruit Jam 90 g , 60.00 ,55.00,None,None,KISSAN,90,g,1,Success,JoiMart
140, Cadbury Oreo ChocoCreme Chocolatey Sandwich Biscuits 43.75 g ,10.00,10.00,None,None,OREO,43.75,g,1,Success,JoiMart
141, Cadbury Chocobakes Chocofilled Cookies 300 g , 170.00 ,113.00,None,None,CADBURY,300,g,1,Success,JoiMart
142, Maggi Pazzta Cheesy Tomato Twist 68.5 g , 32.00 ,24.00,None,None,MAGGI,68.5,g,1,Success,JoiMart
143, LuvIt Goodies Chocolates Assorted Gift Pack | Gift Pack for Diwali Celebration | Pack of 5 -148.5 g Each , 700.00 ,499.00,None,None,LUVIT,148.5,g,5,Success,JoiMart
144, Peppy Cheese Balls 60 g , 60.00 ,30.00,None,None,PEPPY,60,g,1,Success,JoiMart
145, Britannia 50-50 Potazos Masti Masala Spicy Flavoured Crisps 71.5 g , 25.00 ,21.00,None,None,50-50,71.5,g,1,Success,JoiMart
146, Maggi Rich Tomato Ketchup 970 g , 160.00 ,133.00,None,None,MAGGI,970,g,1,Success,JoiMart
147, Britannia NutriChoice Hi-Fibre Digestive Biscuits 250 g , 70.00 ,59.00,None,None,BRITANNIA,250,g,1,Success,JoiMart
148, Bikaji Falahari Mix 200 g , 80.00 ,53.00,None,None,BIKAJI,200,g,1,Success,JoiMart
149, Lijjat Udad Papad 200 g , 77.00 ,69.00,None,None,LIJJAT,200,g,1,Success,JoiMart
150, Ching's Secret Just Soak Veg Hakka Noodles 140 g , 30.00 ,22.00,None,None,CHING'S SECRET,140,g,1,Success,JoiMart
151, Kellogg's Moons & Stars Chocos Cereal 1.2 kg , 600.00 ,260.00,None,None,KELLOGG'S,1.2,kg,1,Success,JoiMart
152, Parle Milk Shakti Biscuits 350 g , 100.00 ,50.00,None,None,PARLE,350,g,1,Success,JoiMart
153, Dukes Nice Sugar Sprinkled Coconut Biscuits 145 g , 35.00 ,23.00,None,None,DUKES,145,g,1,Success,JoiMart
154, Dabur Squeezy Honey 400 g (Buy 1 Get 1) , 399.00 ,263.00,None,None,DABUR,400,g,1,Success,JoiMart
155, Snactac Bikaneri Bhujia 1 kg , 350.00 ,175.00,None,None,SNACTAC,1,kg,1,Success,JoiMart
156, Lay's American Style Cream & Onion Potato Chips 40 g , 20.00 ,18.00,None,None,LAY'S,40,g,1,Success,JoiMart
157, Maggi Nutri-licious Masala Instant Veg Atta Noodles 72.5 g , 30.00 ,27.00,None,None,MAGGI,72.5,g,1,Success,JoiMart
158, Zandu Pure Honey 500 g , 240.00 ,160.00,None,None,ZANDU,500,g,1,Success,JoiMart
159, Wingreens Farm Traditional Recipe Pizza & Pasta Sauce 450 g , 149.00 ,74.00,None,None,WINGREENS FARMS,450,g,1,Success,JoiMart
160, Haldiram's Kaju Katli 200 g X 1 Box , 374.00 ,329.00,None,None,"HALDIRAM""S BHUJIA (DE.)",200,g,1,Success,JoiMart
161, Best Farms Frozen Green Peas 500 g , 160.00 ,80.00,None,None,BEST FARMS,500,g,1,Success,JoiMart
162, Bhujialalji Bikaneri Bhujia ( pack of 1) 1kg Rajasthani Bhujia , 280.00 ,199.00,None,None,BHUJIALALJI,1,kg,1,Success,JoiMart
163, Ferrero Rocher Chocolate Balls 300 g , 929.00 ,696.00,None,None,FERRERO ROCHER,300,g,1,Success,JoiMart
164, Britannia Marie Gold Biscuits Combo Pack 585 g (Buy 4 Get 1 Free) ,88.00,88.00,None,None,MARIEGOLD,585,g,1,Success,JoiMart
165, Nutella Ferrero Hazelnut Spread With Cocoa 350 g , 399.00 ,318.00,None,None,NUTELLA,350,g,1,Success,JoiMart
166, Parle Milano Hide & Seek Choco Filled Cookies 250 g , 180.00 ,90.00,None,None,PARLE,250,g,1,Success,JoiMart
167, Bambino Premium Vermicelli 850 g , 85.00 ,75.00,None,None,BAMBINO,850,g,1,Success,JoiMart
168, Cadbury Dairy Milk Oreo Chunks Lickables Chocolate 20 g , 50.00 ,45.00,None,None,CADBURY,20,g,1,Success,JoiMart
169," HF, Surya 400gm Soan Papdi (Pack of 2; 200g x 2) | Best Indian Sweet ", 200.00 ,149.00,None,None,"HF, SURYA",400,gm,2,Success,JoiMart
170, Parle Fab Jam-In Cream Biscuits 150 g , 50.00 ,46.00,None,None,PARLE,150,g,1,Success,JoiMart
171, Pulse Kaccha Aam Candy 209 g , 60.00 ,40.00,None,None,PASS PASS,209,g,1,Success,JoiMart
172, Haldiram's Moong Dal 400 g , 105.00 ,85.00,None,None,HALDIRAM’S NAGPUR,400,g,1,Success,JoiMart
173, Kellogg's Nuts Delight Muesli 1 kg , 810.00 ,415.00,None,None,KELLOGG'S,1,kg,1,Success,JoiMart
174, Lays American Style Cream & Onion Potato Chips 73 g , 30.00 ,27.00,None,None,LAY'S,73,g,1,Success,JoiMart
175, Britannia NutriChoice Hi-Fibre 5 Grain Digestive Biscuits 200 g , 70.00 ,55.00,None,None,BRITANNIA,200,g,1,Success,JoiMart
176, Sunfeast Active Marie Light Biscuits Family Pack 186 g , 30.00 ,27.00,None,None,SUNFEAST,186,g,1,Success,JoiMart
177, Snactac Moong Dal 150 g , 72.00 ,36.00,None,None,SNACTAC,150,g,1,Success,JoiMart
178, Maggi 2-Minute Special Masala Instant Noodles 70 g , 20.00 ,18.00,None,None,MAGGI,70,g,1,Success,JoiMart
