,Grocery_Name,Discount_Price,MRP_Price,Brand_Name,Quantity
181,Elaichi Flavoured Tea,₹144,₹240,Tata Tea Chakra Gold,250 g 
182,"Green Tea - Ginger Mint & Lemon, Rich In Antioxidants",₹5250,₹7500,Tetley,12x140 g - Multipack
183,Club Soda - Evervess,₹20,₹20,Lehar,600 ml - Bottle
184,Mountain Dew,₹67,₹75,Mountain Dew,1.5 L 
185,100% Juice - Mixed Fruit,₹435,₹435,Tropicana,3x1 L - Multipack
186,Diabetes Care Specialised Nutrition Drink Vanilla,₹995,₹995,Ensure,400 g - Jar
187,Green Tea - Lemon & Honey,₹955,₹955,Twinings,200 g - (100 Bags x 2 g each)
188,"Fruit Juice - Delight, Pomegranate",₹250,₹250,Tropicana,2x1 L - Multipack
189,Mango Juice,₹170,₹198,Tropicana Slice,2x1.75 L - Multipack
190,100% Natural Cold Pressed Juice - Mango,₹427.8,₹500,Raw Pressery,2x1 L - Multipack
191,"Masala Tea - Spiced & Flavourful Assam Blend, Staple Free & Environment Friendly Bags",₹279,₹310,Tetley,100 g - (50 Bags x 2 g each)
192,Soft Drink,₹768,₹840,Mountain Dew,24x250 ml - Multipack
193,Sports Drink - Lemon Flavour,₹300,₹300,Gatorade,6x500 ml - Multipack
194,Chamomile Tea - Tulsi Honey,₹187.2,₹195,Organic India,43.5 g - (25 Bags x 1.7 g each)
195,"Juice - Fruit Power, Orange/Santra",₹349.2,₹390,Real,3X1 L - Multipack
196,Desh Ki Chai,0,0,Tata Tea Premium,250 g 
197,Energy Drink,₹180,₹180,Sting,6X250 ml - Multipack
198,Swing Juicier Drink - Mixed Fruit Medley,₹60,₹60,Paper Boat,6x150 ml - Multipack
199,"Guava Juice - Rich In Fibre, Vit C & E, 100% Fruit Pulp & 0% Concentrate",₹240.82,₹390,B Natural,1 L - (Pack of 3)
200,Long Leaf - Lemon Green Tea,₹142.6,₹155,Tetley,100 g 
201,Milo Cocoa-Malt Milk Beverage - Grab & Go Pack,₹202.5,₹270,Nestle ,6x180 ml - Multipack
202,Instant Coffee Premix,₹15,₹15,Narasus,18 g - Pouch
203,Mango Instant Drink Mix,₹300,₹300,Tang,2x500 g - Multipack
204,Fruit Power Juice - Pineapple,₹216,₹240,Real,12x 180 ml - Multipack
205,Cold Brew Coffee - 100% Arabica,₹575,₹575,Sleepy Owl,250 g - (Set of 5)
206,"Green Tea - Immune Tulsi, With Added Vitamin C, Natural Flavour",₹98.6,₹170,Tetley,30 g - (25 Bags x 1.2 g Each)
207,Fruit Power Juice - Apple,₹308.46,₹345,Real,3x1 L - Multipack
208,"Anar/Pomegranate Juice - With Low Sugar, No Added Preservatives",₹600,₹600,Paper Boat,200 ml - (Pack of 12)
209,"Junior - Health Drink, Chocolate - Specialized Nutrition For Kids",₹330,₹330,Horlicks,500 g 
210,"High Protein Drink - Chocolate, Protein+",₹1196,₹1300,Horlicks,2x400 g - Multipack
211,Syrup - Mojito Mint,₹895,₹895,Monin,700 ml - Bottle
212,Fine Long Leaf Tea,₹299.2,₹340,Tata Tea Gold Darjeeling,200 g - Box
213,Assam Tea,₹699,₹699,Twinings,200 g - (100 Bags x 2 g each)
214,Coconut Water - Rich In Electrolytes With Vitamin C,₹1200,₹1200,Cocomama,24x250 ml - Multipack
215,Coconut Milk,₹140,₹170,Coco mama,2 x 250 ml - Multipack
216,French Roast Home Espresso Dark Roasted Arabica Ground Coffee,₹470,₹470,Blue Tokai,250 g 
217,"Slurpy Mango Juice - Enriched With Vitamin D, No GMOs",₹120,₹120,Paperboat Swing,3x600 ml - Multipack
218,"Filter Coffee Decoction - Blended With Chicory, Roasted & Ground, No Added Preservatives, Artificial Flavours",₹80,₹80,Cothas Coffee,200 ml - Pouch
219,Cucumber Spinach Juice With No Added Sugar & No Added Preservatives,₹122,₹140,Real Activ,1 L 
220,Leaf Tea - Navchetan,₹181,₹200,Wagh Bakri,1 Kg 
221,Exotic Dark Hot Chocolate Drink Powder Mix,₹171.6,₹220,Hersheys ,250 g 
222,Green Tea Honey Lemon,₹170,₹170,Emperia,35 g - (25 Bags x 1.4 g Each)
223,Health Drink - Plus Orange,₹45,₹45,ORSL,200 ml 
224,"Soda - Fizz, Jeera Masala",₹95,₹95,Bindu,2 L - Bottle
225,Energy Drink - Sugar Free,₹2650,₹3000,RED BULL ,250 ml - (Pack of 24)
226,Sports Drink - Blue Bolt Flavour,₹300,₹300,Gatorade,6x500 ml - (Multipack)
227,"Gold Premium Freeze Dried Coffee - 100% Pure, Strong, Intense Aromatic",₹405.6,₹520,BRU,100 g 
228,"Green Tea - With Plain, Tulsi, Lemon & Honey, Travel Pack",₹19,₹40,Emperia,6.7 g - (5 Tea Bags x 1.34 g Each)
229,Apple Juice Based Drink,₹140,₹140,Appy Fizz,4x250 ml - Multipack
230,"Sparkling Coffee - Dark Roast, Carbonated Drink, Zero Sugar & Zero Calories",₹180,₹180,Paper Boat,3 x 600 ml - (Multipack)
231,"Instant Coffee Chicory Decoction - Ready To Use, Strong, Flavourful",₹165,₹200,BRU,200 ml 
232,Instant Tea Bag - Premix With Masala,₹150,₹150,Girnar,10 pcs 
233,Green Tea - Pure & Light,₹155,₹155,Lipton,100 g 
234,Infusion Bags - Tulsi Green Tea,₹206.4,₹215,Organic India,43.5 g - (25 Bags x 1.7 g each)
235,Green Tea - Detox / Desi Kahwa,₹330,₹330,Girnar,90.7 g - (36 Bags x 2.5 g each)
236,Green Tea - Regular,₹875,₹1250,Tetley,2x100 Teabags - Multipack
237,"Health Drink - Chocolate Flavour, Provides Complete Nutrition For Adults",₹1680,₹1680,Ensure,2 x 400 g - Multipack
238,Organic Chamomile Tea - Tulsi Honey,₹139,₹199,IndiSecrets,36 g - (20 Bags x 1.8 g each)
239,Original Adult Health & Nutritional Drink Mix For Recovery With High Protein,₹1160,₹1310,Protinex ,750 g - Carton
240,"Diabetic Care Formula Mix-Chocolate, Nutrition For Diabetes Management",₹1850,₹1850,ENSURE DIABETES CARE,2 x 400 g - Multipack
241,Coffee - Brownie Special,₹104,₹104,Bayars,200 g 
242,"Sugarcane Juice - Cold-Pressed, No Added Sugar, Preservative Free",₹325,₹445,Fresho Signature,5x250 ml - Multipack
243,Fruit Power Juice - Mixed Berries,₹107,₹130,Real,1 L 
244,"Diabetes Care - High In Fibre & Protein, Creamy Vanilla Flavour",₹665,₹740,Protinex ,400 g 
245,Tender Coconut Water,₹47,₹50,Cocojal,200 ml - Bottle
246,"Fruit Beverage - No Added Sugar, Low Calories, Peach",₹180,₹180,Paper Boat,3x600 ml - Multipack
247,Cappuccino,₹400,₹400,Nescafe ,2x100 g - Multipack
248,Syrup - Peach Tea,₹955,₹955,Monin,700 ml - Bottle
249,Cold Extracted Juice - Mango,₹216.6,₹240,Raw Pressery,4x200 ml - Multipack
250,Tea Blend With Rich Taste Natural Ingredients Improves Immunity Memory,₹472.5,₹630,Tata Tea Gold Care,1 Kg 
251,Premium Instant Coffee - 100% Coffee Blend,₹217.5,₹290,Tata Coffee Grand,100 g - Pouch
252,"SipNDigest - With Green Tea, Ginger, Tulsi & Rock Salt, Spiced Green Tea Bags",₹331.5,₹390,Lipton,50 pcs - (50 Bags x 1.8 g Each)
253,Zero Sparkling Water - Cumin,₹120,₹120,Paper Boat,2 x 600 ml - Multipack
254,High Protein Health Drink Chocolate,₹755,₹755,Ensure,400 g - Box
255,Tea - Tulsi & Ginger,₹216,₹225,Organic India,100 g 
256,Instant Energy Health Drink - Tangy Orange,₹676.4,₹760,Glucon-D,2 x 1 kg - (Get Free Sipper) (Multipack)
257,Fresh Filter Coffee - 60 Degree,₹237.5,₹250,Continental Malgudi,500 g 
258,Cold Extracted Juice - Sugarcane,₹288.8,₹320,Raw Pressery,4x250 ml - Multipack
259,Cold Extracted Juice - Guava Blend,₹273.6,₹320,Raw Pressery,4x250 ml - Multipack
260,"Wholesome Child Nutrition For Growth & Development - Chocolate, High Protein With DHA",₹1150,₹1150,Groviva,750 g - (2 Units x 375 g each)
261,Swing Juicier Drink - Slurpy Mango,₹60,₹60,Paper Boat,6x150 ml - Multipack
262,Instant Tea - Premix With Ginger,₹140,₹140,Girnar,10 pcs 
263,Mixed Fruit Cold Pressed Juice - 100% Natural,₹427.8,₹500,Raw Pressery,2x1 L - Multipack
264,This Cappuccino 3 In 1 Premix Instant Coffee,₹112.5,₹125,Continental,22 g - (Buy 5 Get 1 Free )
265,Fruit Juice - Masala Mixed Fruit,₹137.2,₹280,Real,2 x 1 L - Multipack
266,Tulsi Green Tea Ashwagandha - Stress Relieving & Refreshing,₹206.4,₹215,Organic India,50 g - (25 Teabags x 2 g Each)
267,"Instant Premix Tea - 3 In 1 Combo Pack With Masala,Ginger & Elaichi",₹150,₹160,Wagh Bakri,168 g - (12 Sachets x 14g Each)
268,"Zero Lemon Lime Sparkling Water - Carbonated Water, Sugar Free, No Calories",₹180,₹180,Paper Boat,3 x 600 ml - (Multipack)
269,"Elaichi Tea - Cardamom Flavoured, Assam Blend, Staple-Free, Environment Friendly Bags",₹279,₹310,Tetley,100 g - (50 Bags x 2 g each)
270,Original Sauerkraut,₹340,₹340,Bombucha,450 g 
271,"Yummy Guava Juice - Enriched With Vitamin D, No GMOs",₹120,₹120,Paperboat Swing,3x600 ml - Multipack
272,"Royale Chocolate Nutritious Health Drink - Vitamin C & A Supports Kids Immune, Clinically Proven For 2X Faster Growth Formula",₹93,₹124,Complan,200 g - Jar
273,"Fruit+ Beverage - Veggie,Orange & Carrot , No Added Sugar & Preservatives",₹284,₹320,Real Activ,2x1 L - Multipack
274,"Deccan Gold - Premium Filter Coffee, 80:20 Blend",₹285,₹285,PRISTINE,500 g 
275,Ultra Energy Drink - Zero Sugar,₹125,₹125,Monster,350 ml 
276,Fine Aroma Instant Coffee,₹1235,₹1300,Davidoff,2 x 100 g - Multipack
277,Soft Drink - Lemon,₹768,₹840,7 Up,24x250 ml - Multipack
278,"Fruit Juice - Pink Guava, Rich In Vitamin C",₹164.15,₹250,Real,2 x 1 L - Multipack
279,"Coffee - Chikamagalur Aroma Premium Fresh Filter Coffee, Using 100% German Machinery to Roast & Grind",₹159,₹159,Riseup,250 g 
280,Mango Passion Kombucha,₹1014.9,₹1194,Dad's Hack,330mlx6 - Multipack
281,Lil Champs Health Drink,₹682,₹682,Cadbury Bournvita,2 x 500 g - Multipack
282,Diabetes Care Specialized Nutrition Drink - Chocolate Flavour,₹540,₹540,Ensure,200 g 
283,"Instant Drink Mix - Orange, Multipack",₹500,₹500,Tang,2x750 g - Multipack
284,"Filter Coffee Decoction - Chicory Blend, Roasted & Ground, Smooth, No Preservatives",₹51,₹60,Cothas Coffee,100 ml - (Pack of 5)
285,"Instant Spiced Tea Mix - Rich Flavour & Aroma, Add Hot Water",₹393.6,₹480,Red Label,390 g - (30 Sachets x 13 g each)
286,"Street Chai Of India - Mumbai Cutting Chai, Tasting Notes Of Ginger & Lemongrass",₹116,₹145,Tata Tea Premium,250 g 
