,Product name,MRP,Discount,Tag,PerUnitPrice
302, Haldiram Bhujiawala Kashmiri Mixture 800g | Tasty And Spicy | Pack of 2 | 400 gram Each , 304.00 ,259.00,None,None
303, Saffola Veggie Twist Instant Masala Oats 500 g , 225.00 ,180.00,None,None
304, Crave Eatables Premium Gulab Jamun 1 kg , 299.00 ,149.00,None,None
305, Lijjat Punjabi Masala Special Papad 200 g , 89.00 ,80.00,None,None
306, Unibic Assorted Cookies 75 g (Pack of 6) , 180.00 ,113.00,None,None
307, Ghasitarams Gulab Jamun 1kg+ Rassogulla 1kg Combo (2 kg total) , 800.00 ,440.00,None,None
308, Parle Krackjack Butter Masala Biscuits 307.8 g , 130.00 ,65.00,None,None
309, Funfoods Veg Mayonnaise 100 g , 45.00 ,41.00,None,None
310, Maggi Nutri-licious Masala Veg Instant Atta Noodles 435 g , 168.00 ,143.00,None,None
311, SAMS White Cooking Vinegar 700 ml , 66.00 ,33.00,None,None
312, Healthy Treat Roasted 5 in 1 Super Seed Mix 150gm | Roasted Seeds Mix for eating | High Protein Snacks | Mixed Seeds for Weight Loss | Nutritious Roasted Super Seed Mix | A Delicious and Healthy Snack | Diet Food , 259.00 ,215.00,None,None
313, Parle Hide & Seek Almond Chocolate Chip Cookies 100 g , 30.00 ,27.00,None,None
314, Patanjali Honey 250 g , 110.00 ,90.00,None,None
315, Britannia Good Day Butter Cookies 600 g (Buy 4 Get 1) , 125.00 ,99.00,None,None
316, Pringles Sour Cream and Onion Potato Crisps 107 g , 115.00 ,99.00,None,None
317, Britannia Vita Marie Gold Biscuits 978 g , 155.00 ,130.00,None,None
318, Trimurti Kings Sweet Corn Frozen 500 g , 110.00 ,55.00,None,None
319, Alpenliebe Creamfills Center Filled Candy Butter Toffee 152 g (Pack of 40) , 50.00 ,45.00,None,None
320, Hershey's Chocolate Syrup 623 g , 230.00 ,180.00,None,None
321," Yogabar Instant Oats 1Kg | Premium Oats, Ready to Cook, Gluten Free Oats with High Fibre, 100% Whole Grain, Non-GMO, 1Kg ", 299.00 ,199.00,None,None
322," Uttam Besan ladoo 200 g Box, (pack of 4), Ready to Eat ", 320.00 ,266.00,None,None
323, BTW Kaju Katli 400g , 599.00 ,399.00,None,None
324, Ram Bandhu Udad Papad 200 g , 90.00 ,45.00,None,None
325, LANDMARK Landmark Mix Desi Mithai Box 250 Gram || Made with Pure Desi Ghee , 399.00 ,197.00,None,None
326, McCain Aloo Tikki 760 g , 225.00 ,150.00,None,None
327, Hey Grain Ragi & Oats Sugar Free Cookies - Pack of 2 , 250.00 ,225.00,None,None
328, MTR Rava Instant Idli Mix 1 kg , 250.00 ,169.00,None,None
329, Bhujialalji Bikaneri | Aloo bhujia | Khatta meetha | Navratna mix | Soya stick | Rajasthani Namkeen | indian Spices | Indian Tea Time Fresh & Mixture | Ready to eat | No Preservatives (Combo pack of 5) 150gm each , 256.00 ,230.00,None,None
330, Unibic Choco Chip Cookies 75 g , 30.00 ,25.00,None,None
331, Unibic Cashew Cookies 75 g , 30.00 ,23.00,None,None
332, Parle Rol . a . Cola Candy 100 g , 30.00 ,22.00,None,None
333, Unibic Choco Nut Cookies 75 g , 30.00 ,27.00,None,None
334, Ching's Secret Manchow Instant Soup 12 g ,30.00,30.00,None,None
335, Weikfield Cornflour Starch 100 g , 30.00 ,25.00,None,None
336, Ching's Secret Dark Soy Sauce 210 g , 60.00 ,54.00,None,None
337, Ching's Secret Hot Garlic Instant Noodles 240 g , 80.00 ,40.00,None,None
338, McCain Veggie Fingers 400 g , 155.00 ,130.00,None,None
339, Ching's Secret Hot & Sour Instant Soup 12 g ,10.00,10.00,None,None
340, Cadbury Bournvita Biscuits 400 g , 120.00 ,90.00,None,None
341, Unibic Choco Nut Cookies 500 g (5 x 100 g) , 190.00 ,95.00,None,None
342, Knorr Schezwan Sauce 200 g , 70.00 ,46.00,None,None
343, Britannia Treat Strawberry Creme Wafers Biscuits 55 g , 50.00 ,25.00,None,None
344, Haldiram Bhujiawala Desi Ghee Soan Papdi 500g | Crispy And Flaky Instant Ready To Eat | Sweet mithai | Diwali Sweets , 270.00 ,240.00,None,None
345, Haldiram's Khatta Meetha 1 kg , 200.00 ,155.00,None,None
346, Unibic Sugar Free Cashew Cookies 75 g , 60.00 ,40.00,None,None
347, Kissan Mixed Fruit Jam 500 g , 180.00 ,167.00,None,None
348, Snactac All In One Mixture 150 g , 72.00 ,36.00,None,None
349, Bikaji Kuch-Kuch All In One Mixture 1 kg , 320.00 ,220.00,None,None
350, Funfoods Original Veg Mayonnaise 875 g , 219.00 ,169.00,None,None
351, Maggi Pazzta Masala Penne Family Saver Pack 139 g , 62.00 ,57.00,None,None
352, Pulse Guava Candy 209 g , 60.00 ,40.00,None,None
353, 9am Mixed Fruit Jam (Pack of 2 - Each 450gm) , 360.00 ,175.00,None,None
354, Maggi Pazzta Cheese Macaroni (Family Saver Pack) 150 g , 62.00 ,57.00,None,None
355, Candzey Kacchi Kerry Candy 100 g , 40.00 ,20.00,None,None
356, Haldiram's Nagpur Lite Chiwda 200 g , 40.00 ,37.00,None,None
357, Cadbury Dairy Milk Hazelnut Bites 40 g , 75.00 ,52.00,None,None
358, Balaji Cream & Onion Potato Wafers 150 g , 40.00 ,36.00,None,None
359, Apis Himalaya Honey 1 kg (Buy 1 Get 1) , 599.00 ,425.00,None,None
360, Haldiram's Murukku 200 g , 65.00 ,60.00,None,None
361, Chheda's Salt & Pepper Banana Chips 170 g , 75.00 ,50.00,None,None
362, Cadbury Bournville Rich Cocoa Dark Chocolate 80 g , 100.00 ,90.00,None,None
363, Kinder Joy Blue Edition Surprise Chocolate 20 g , 45.00 ,41.00,None,None
364, Inchi Veg Hakka Noodles 150 g , 40.00 ,20.00,None,None
365, Parle Magix Orange Sandwich Biscuit 183.6 g , 60.00 ,30.00,None,None
366, Snactac Bikaneri Bhujia 150 g , 72.00 ,36.00,None,None
367," Shree Misthan Dodha Barfi (Burfi, Indian Mithai / Sweets Gift Pack / Box) Festive Gift Box 200g ", 250.00 ,189.00,None,None
368, Britannia Treat Choco Creme Wafers Biscuit 55 g , 50.00 ,25.00,None,None
369, Unibic Sugar Free Butter Cookies 75 g , 60.00 ,40.00,None,None
370, Cadbury Nutties 30 g , 45.00 ,41.00,None,None
371, Dabur Honey 250 g , 120.00 ,111.00,None,None
372, Munch Max Chocolate 42 g , 20.00 ,18.00,None,None
373, Cadbury Choclairs Gold 137.5 g (Pack of 25) , 59.00 ,53.00,None,None
374, Funfoods Original Veg Mayonnaise 250 g , 89.00 ,82.00,None,None
375, Momsy Premium Atta Biscuits Desi Ghee Pure Handmade Aata Biscuits And Cookies (450gm) , 499.00 ,246.00,None,None
376, Lijjat Udad Papad 500 g , 190.00 ,161.00,None,None
377, Weikfield Cocoa Powder 50 g , 70.00 ,60.00,None,None
378, Snactac Khatta Meetha 150 g , 72.00 ,36.00,None,None
379, Ching's Secret Green Chilli Sauce 190 g , 60.00 ,54.00,None,None
380, Alpino Natural Peanut Butter Crunch 1 KG , 449.00 ,350.00,None,None
381, Dukes Waffy Strawberry Wafer Rolls 250 g , 190.00 ,95.00,None,None
382, Add me Amla Murabba Vark Kesar Seed Less awla muraba 500G Pet Jar , 300.00 ,199.00,None,None
383, Cornitos Cheese And Herbs Nacho Crisps 75 g , 50.00 ,33.00,None,None
384, Sunfeast Dark Fantasy Choco Chip Cookies Family Pack 357.5 g (Pack of 5) , 140.00 ,70.00,None,None
385, Saffola Peppy Tomato Instant Masala Oats 38 g , 17.00 ,15.00,None,None
386, Mother's Recipe Mixed Pickle 1 kg , 240.00 ,200.00,None,None
387, Haldiram's Nagpur Tasty Nuts 200 g , 80.00 ,74.00,None,None
388, Weikfield Vanilla Flavour Custard Powder 100 g , 42.00 ,37.00,None,None
389, Jaiccha Ghasitaram Sweets-Sugarfree Assorted Mithai Box 200 gms , 451.00 ,359.00,None,None
390, Parle-G Gold Biscuits 200 g , 30.00 ,27.00,None,None
391, Top Ramen Curry Noodles 280 g , 100.00 ,93.00,None,None
392, Britannia NutriChoice Essentials Ragi Cookies 150 g , 70.00 ,58.00,None,None
393, KWALITY Choco Flakes | Richness of Chocolate | Zero% Maida | Source of Protein and Fibre | Made with Whole Wheat | Chocos - 1 Kg , 550.00 ,329.00,None,None
394, Sundrop Creamy Peanut Butter 924 g , 285.00 ,256.00,None,None
395, Maggi 2-Minutes Masala Instant Noodles (No Onion No Garlic) 70 g , 20.00 ,18.00,None,None
396, Bambino Roasted Vermicelli 425 g , 70.00 ,63.00,None,None
397, Unibic Snappers Cream n Onion Potato Crackers 75 g (Pack of 4) , 150.00 ,75.00,None,None
398, Haldiram's Mini Bhakharwadi 200 g , 65.00 ,60.00,None,None
399, Weikfield Baking Powder 100 g , 35.00 ,30.00,None,None
400, Bagrry's Fruit & Nut Crunchy Muesli With Cranberries 750 g , 540.00 ,365.00,None,None
401, Lotte Rich Cocoa Choco Pie 28 g (12 pcs) , 480.00 ,432.00,None,None
402, Bagrry's Original & Healthier Cornflakes Plus 1.2 kg , 437.00 ,218.00,None,None
403, GONGLOO Homemade Dry Amla Candy | Regulates Metabolism | High in Vitamin C & Fibre | Hygienically Packed | Rich in Antioxidants | Improves Immunity | 300 GM , 289.00 ,184.00,None,None
404, Cadbury Perk Double Chocolate 28 g ,10.00,10.00,None,None
405, Pringles Pizza Flavour Potato Crisps 107 g , 115.00 ,100.00,None,None
406, Kinder Joy Creamy Milky & Crunchy 19 g , 25.00 ,23.00,None,None
407, GHASITARAM'S Indian Cuisine Healthy & Tasty kaju Katli | Kaju Barfi - Delicious Sweets Gift For Rakhi Gifts | Ready With Pure & Natural Ingredients (100g) with Rakhi Tikka , 250.00 ,225.00,None,None
408, Unibic Oatmeal Digestive Cookies 600 g , 180.00 ,90.00,None,None
409, MTR Instant Dosa Mix 500 g , 135.00 ,90.00,None,None
410, Kellogg's Corn Flakes With Real Almond & Honey 1 kg , 615.00 ,460.00,None,None
411, Bikaji Bikaneri Bhujia 200 g , 60.00 ,49.00,None,None
412, Unibic Sugar Free Oatmeal Cookies 75 g , 60.00 ,40.00,None,None
413, Candzey Golgappa Candy 100 g , 40.00 ,20.00,None,None
414, Balaji Masala Masti Potato Wafers 150 g , 40.00 ,36.00,None,None
415, 90's Mill Falhari Roasted Kerala Yellow Banana Chips Tasty Yummy Snack Healthy Snack - 500gm , 799.00 ,281.00,None,None
416, Wingreens Farms Pizza & Pasta Sauce 180 g , 75.00 ,37.00,None,None
417, Snactac Khatta Meetha 1 kg , 300.00 ,150.00,None,None
418," Dharmasut Black Currant, Rose, Strawberry, Rajbhog, Pista Ice Cream Powder, 100 G Each (Combo Of 5) ", 500.00 ,389.00,None,None
419, Aashirvaad Instant Gulab Jamun Mix 160 g , 165.00 ,82.00,None,None
420, Hershey's Cocoa Spread With Almond 350 g , 320.00 ,220.00,None,None
421, Bagrry's Choco+ 3 Great Grains 1.2 kg , 560.00 ,280.00,None,None
422, Parle Fab Jam-In Mixed Fruit Sandwich Biscuits 495 g , 180.00 ,90.00,None,None
423, BTW Soan Papdi 400g ,280.00,280.00,None,None
424, MyFitness Peanut Butter High Protein Dark Chocolate Peanut Butter Crispy 510G Olympia Edition , 349.00 ,218.00,None,None
425, Haldiram Bhujiawala Chatak Bhujia Namkeen -1.2Kg (Pack of 3 *400 Grams each) , 390.00 ,350.00,None,None
426, Parle 20-20 Nice Sugar Sprinkled Coconut Biscuits 500 g , 150.00 ,75.00,None,None
427," Gits Instant Gulab Jamun Dessert Mix, Makes 40 per Pack, Pure Veg, Delicious Indian Dessert and Mithai, 600g (Pack of 3, 200g Each) ", 345.00 ,310.00,None,None
428, Knorr Classic Mixed Vegetable Soup 40 g , 60.00 ,45.00,None,None
429, Ching's Secret Schezwan Chutney 30 g ,10.00,10.00,None,None
430, Lijjat Moong Papad 200 g , 77.00 ,69.00,None,None
431," HF, Surya 400gm Soan Papdi |Best Indian Sweet |Flavoured with Cardamom ", 200.00 ,149.00,None,None
432, Knorr Hot & Sour Instant Cup-a-Soup 11 g ,10.00,10.00,None,None
433, Indiyum Besan Laddu 200g , 140.00 ,120.00,None,None
434, LuvIt Luscious Fruit & Nut Chocolate Bars| Deliciously Smooth Chocolates| Pack of 20 - 46g Each ," 1,500.00 ",789.00,None,None
435, Cadbury Celebrations 130.9 g + Aarvipure Assorted Flavored Chocolate Gift Box (8 Pcs) , 499.00 ,459.00,None,None
436, Weikfield Baking Soda 100 g , 32.00 ,29.00,None,None
437, Candzey Nimboo Masala Candy 100 g , 40.00 ,20.00,None,None
438, BTW Rasgulla 1 Kg , 325.00 ,276.00,None,None
439, Crave Eatables Bachubhai`s Premium Rasgulla 1 kg , 299.00 ,149.00,None,None
440, Alpenliebe Eclairs Plus Choco Caramel Chewy Toffee 136 g , 50.00 ,46.00,None,None
441, Popcorn & Company Popcorn Kernels -450 g , 200.00 ,135.00,None,None
442, Yogabar Super 100% Rolled Oats 1kg | Ideal Breakfast for Weight Loss | Gluten Free | Premium Oats | Healthy Protein Food & Breakfast cereal | High in Iron & Fibre | 100% Vegan & No Preservatives , 490.00 ,299.00,None,None
443, BTW Kaju Katli 1kg (200g X 5) ," 1,300.00 ",899.00,None,None
444, Baidyanath Honey 500 g , 240.00 ,120.00,None,None
445," Snac tac 3 in 1 Pineapple, Mango and Mixed Fruit Jam 100 g (Buy 2 Get 1 Free) ",90.00,90.00,None,None
446, Parle 20-20 Butter Cookies 200 g , 30.00 ,27.00,None,None
447, Parle Happy Happy Choco-Chip Cookies 60 g ,10.00,10.00,None,None
448, Act II Butter Delite Instant Popcorn 70 g , 35.00 ,32.00,None,None
449, Yogabar Dark Chocolate Oatmeal 1kg | Dark Chocolate Oats | Healthy Chocolate Protein Food & Breakfast Cereal | Gluten Free Oats | High in Fibre & Antioxidants | 100%Vegan & No Preservatives , 549.00 ,399.00,None,None
450, Unibic Oatmeal Digestive Cookies 150 g (Buy 1 Get 1) ,50.00,50.00,None,None
451, BTW Kaju Katli 400g (200g X 2) , 520.00 ,349.00,None,None
452, Saffola Eggless Mayonnaise With Milk Cream (Super Saver Pack) 700 g , 250.00 ,125.00,None,None
453, Cadbury Bournville Rich Cocoa Dark Chocolate 31 g , 50.00 ,46.00,None,None
454," Zandu Pure Honey || 100% Pure || No Added Sugar & Adulteration, 1KG ", 475.00 ,351.00,None,None
455, Sumeru Classiques Malabar Paratha 300 g , 129.00 ,116.00,None,None
456, Kellogg's Original Corn Flakes 275 g , 99.00 ,92.00,None,None
457, Parle Nutricrunch Honey & Oats Digestive Cookies 600 g , 180.00 ,90.00,None,None
458, Haldiram's Nagpur Rasgulla 1 kg , 225.00 ,209.00,None,None
459," UNIBIC Cookies, Assorted (750 g, Pk of 10) ", 300.00 ,280.00,None,None
460," Bhujialalji Aloo Bhujia | Namkeen made of potatoes,gram flour,Spices and herbs | Indian Tea Time Fresh & Healthy Snack Mixture | Ready to eat | No Preservatives | Crsipy & Light snacks (pack of 1) 1kg. ", 280.00 ,199.00,None,None
461, Shree Misthan Dry Petha 400g , 220.00 ,149.00,None,None
462," HF, Surya 400gm Choco Chip Soan Papdi (Pack of 2; 200gm x 2) | Best Indian Sweet ", 200.00 ,149.00,None,None
463, Snac tac Mixed Veg Tomato Insta Soup 13 g , 15.00 ,7.00,None,None
464, Lay's Classic Salted Potato Chips 73 g , 30.00 ,27.00,None,None
465, Monsoon Harvest Crunchy Dark Chocolate & Espresso Granola Bars 40 g , 50.00 ,25.00,None,None
466," Food Library The Magic of Nature Gourmet Diwali Food Gift Hamper Basket, 32.14 G (Set Of 14) "," 1,250.00 ",699.00,None,None
467, Kwality Muesli Fruit n Nut 1kg Jar , 599.00 ,349.00,None,None
468, Mother's Recipe Mixed Pickle 500 g , 149.00 ,74.00,None,None
469, Saffola Oats 500 g , 95.00 ,88.00,None,None
470, Shree Misthan Dodha Barfi 400g (200g X 2) , 500.00 ,349.00,None,None
471, McCain Potato Cheese Shotz 400 g , 240.00 ,216.00,None,None
472, Ghotaram Famous Namkeen Dal sev (Dalmoth)|Dalmoth Mixture Namkeen Snack|Dal Biji Mixture|Namkeen|Classic Taste of Rajasthani Flavour|Spicy & Savoury in Flavour|Evening Snacks-250*1Pack , 499.00 ,224.00,None,None
473," Rathi's Gulab Jamun And Rasgulla, 1000 Grams (Pack Of 2) ", 430.00 ,290.00,None,None
474, Quaker Oats| Rolled Oats| Natural Wholegrain| Breakfast cereals| Dalia Porridge| 1 Kg ,370.00,370.00,None,None
475, Mother's Recipe Mango Pickle 1 kg , 240.00 ,200.00,None,None
476, MANTOUSS Diwali dry fruits gift box/Diwali Gift hamper/Dry Fruits Diwali gift pack/Dry fruits gift pack-Decorated Basket+1 Jar of mixed dry fruits+Handmade diary+2 beautiful diya+4 Rangoli Colour+Diwali Card , 999.00 ,499.00,None,None
477, Funfoods Pasta & Pizza Sauce 325 g , 99.00 ,92.00,None,None
478, Top Ramen Curry Flat Instant Noodles 70 g , 25.00 ,23.00,None,None
479, Sunfeast Yippee Magic Masala Instant Noodles 25 g ,5.00,5.00,None,None
480, Snactac Navratan Mix 150 g , 72.00 ,36.00,None,None
481, Paper Boat Peanut Chikki 96 g (Family Pack) , 42.00 ,35.00,None,None
482, Jayashri Nandini Special Farsan 500 g , 155.00 ,77.00,None,None
483, Knorr Mast Masala Soupy Noodles 280 g (Pack of 4) , 80.00 ,74.00,None,None
484, Ching's Secret Tomato Instant Soup with Croutons 15 g ,10.00,10.00,None,None
485, Ferrero Rocher Moments Chocolate 92.8 g , 249.00 ,186.00,None,None
486, Archita Shudhi Gulab Jamun Powder Mix (Buy 2 Get 2 FREE) - Easy to cook & Delicious ,300.00,300.00,None,None
487, Bhikharam Chandmal - Kaju Cornflakes Mixture - Kaju Mixture - Mix Namkeen - Indian Snacks - 375Gm (Pack of 1) , 249.00 ,183.00,None,None
488, Disano Crunchy Peanut Butter 924 g , 285.00 ,199.00,None,None
489, MyFitness Peanut Butter Original crunchy Peanut Butter 1250 gms , 649.00 ,454.00,None,None
490, Pringles Original Potato Crisps 107 g , 115.00 ,99.00,None,None
491, Kellogg's Fruit & Nut Crunchy Muesli 500 g , 360.00 ,310.00,None,None
492, Pintola Choco Spread Crunchy Peanut Butter 350g , 199.00 ,185.00,None,None
493, Surabhi Classic Tomato Ketchup 900 g , 140.00 ,70.00,None,None
494, Momsy 100% Natural and Premium California Almonds| Quality Badam Giri| - Badam - Bold Size (250gm) , 799.00 ,364.00,None,None
495, Bounty Coconut Chocolate Bar Coconut Filled Chocolate Premium Chocolate for Sharing 57g (Pack of 12) , 840.00 ,587.00,None,None
496," Kesar Sweets| Special Rajasthani Paneer Sweet Ghevar in Beautiful Lehariya Gift Box- 300g, Pure Desi Ghee Mithai, Homemade Sweets Gifts Pack for Family, Friends & Staff ", 597.00 ,499.00,None,None
497, Parle 20-20 Gold Choco Chip Cookies 400 g , 150.00 ,75.00,None,None
498, Chheda's Masala Butter Chakli 100 g , 55.00 ,27.00,None,None
499, Maggi Hot & Sweet Tomato Chilli Sauce 80 g , 22.00 ,20.00,None,None
500, Suhana Chakali Bhajani Peeth 500 g , 150.00 ,105.00,None,None
501, MTR 3 Minute Breakfast Khatta Meetha Poha Mix 60 g , 27.00 ,25.00,None,None
502, LuvIt Crazy Pops | Button Shaped Treats | Gems | Loved by Kids | Colored Chocolaty Pop | Pack of 1 - 350g , 450.00 ,199.00,None,None
503, DiSano Filtered Apple Cider Vinegar 500 ml , 240.00 ,110.00,None,None
504, Cadbury Dairy Milk Silk Oreo Chocolate 130 g , 185.00 ,166.00,None,None
505, Sundrop Creamy Peanut Butter 200 g , 70.00 ,65.00,None,None
506, Weikfield Cornflour 500 g , 90.00 ,80.00,None,None
507, Wingreens Farms Thousand Island Dressing 180 g , 75.00 ,48.00,None,None
508, LANDMARK Sweet Touch Pure Kaju Katli (Kaju Burfi/Barfi)/Indian Mithai Box 400grms ," 1,200.00 ",475.00,None,None
509, Cadbury Oreo Strawberry Creme Biscuits 113.75 g , 35.00 ,32.00,None,None
510, Veeba Crunchy Peanut Butter 340 g , 169.00 ,99.00,None,None
511, Sams Veg Hakka Noodles 180 g (Buy 1 Get 1) ,42.00,42.00,None,None
512, Unibic Butter Cookies 75 g , 30.00 ,27.00,None,None
513, Saffola Active Honey 250 g , 99.00 ,79.00,None,None
514," Slurrp Farm Millet Noodles - No Maida, Not Fried, Foxtail Millet and Little Millet Noodles, 192 g each (Pack of 2) ",258.00,258.00,None,None
515, Delight Foods Original Agra Kesar Dry Petha 350g Indian Sweets Mithai , 217.00 ,140.00,None,None
516, Bikaji Moong Dal 200 g , 60.00 ,49.00,None,None
517, Kellogg's Original Corn Flakes 475 g , 195.00 ,181.00,None,None
518, Parle-G Gold Biscuits 500 g , 75.00 ,67.00,None,None
519, Bhujialalji Khatta Meetha | Namkeen Snacks Tasty & Crunchy Tea-time Namkeen | Indian Tea Time Fresh Healthy Snack Mixture | Ready to eat | No Preservatives | Crsipy & Light snacks | (pack of 1) 1kg. , 280.00 ,199.00,None,None
520, LuvIt Luscious Choco Spread | Smooth & Delicious | Made with Cocoa | Pack of 1 - 310g , 249.00 ,176.00,None,None
521, Yummiez Tandoori Paneer Nuggets 300 g , 195.00 ,123.00,None,None
522, Haldiram Bhujiawala Delicious Crispy & Flaky Premium Rose Soan Papdi - Pack of 3 (500 Grams) Each , 465.00 ,380.00,None,None
523, Bagrry's White Oats 100% Whole Grain 500 g , 99.00 ,84.00,None,None
524, McCain Variety Pack 550 g , 150.00 ,135.00,None,None
525, Chupa Chups Mixed Fruit Flavour Sour Bites 61.6 g , 36.00 ,33.00,None,None
526, 90's Mill Falhari Roasted Kerala Yellow Banana Chips Tasty Yummy Snack Healthy Snack- 200gm(Pack of 2x 100gm) , 599.00 ,225.00,None,None
527, Moment Delights MINI HEART gift pack , 120.00 ,99.00,None,None
528, Britannia Jimjam Cream Biscuits 92 g , 25.00 ,23.00,None,None
529, Momsy Premium Roasted & Salted Jumbo Size Pistachios Nut | Pista Dry Fruit | Super Crunchy (250gm) , 599.00 ,456.00,None,None
530, LANDMARK Sweets Chandrakala Sweet Pure Freshly Mithai Perfect for Holi Diwali Dussehra Festival Pooja Bhog , 340.00 ,188.00,None,None
531, McCain Aloo Tikki 400 g , 120.00 ,105.00,None,None
532, Kissan Twist Sweet & Spicy Tomato Sauce 425 g , 80.00 ,70.00,None,None
533, Cadbury Oreo Original Creme Biscuits 113.75 g , 35.00 ,32.00,None,None
534, Cadbury Bournville Cranberry Chocolate 80 g , 110.00 ,99.00,None,None
535," GHASITARAM'S Punjabi Halwai Diwali Special Mawa Peda Kesari with Free Plated Coin, 200gms ", 350.00 ,269.00,None,None
536," 90's mill Mixture Namkeen, Homemade and Ready to Eat, Spicy Namkeen, Namkeen And Snacks, 300GM ", 599.00 ,225.00,None,None
537, Maggi Hot & Sweet Tomato Chilli Sauce 500 g , 125.00 ,116.00,None,None
538," Food Library The Magic of Nature Assorted Snacks Chocolate Diwali Gift Hamper Basket For All Occasions, 20 G (Set Of 15) "," 1,200.00 ",850.00,None,None
539, Haldiram's Ready to Eats ( Combo Pack ) 1800 g ,640.00,640.00,None,None
540, Funfoods Veg Burger Mayonnaise 250 g , 90.00 ,83.00,None,None
541, Aarambh Muesli Fruit and Nuts 750 g , 480.00 ,240.00,None,None
542, Act II Classic Salted Instant Popcorn 90 g , 35.00 ,32.00,None,None
543, LuvIt Loca Chocolate Caramel with Nougat Bars| Pack of 2 - 815 g Each , 840.00 ,648.00,None,None
544," Taste Good Karela Biscuits High Fiber, Tasty and Healthy Sugar Free Snacks, 400 g - Pack of 4 ", 208.00 ,177.00,None,None
545, Lal Sweets Mysore Pak Signature 400g (Pack Of 1) || Made With Pure Desi Ghee || Mysuru Pak , 699.00 ,399.00,None,None
546, Britannia Treat Coconut Creme Wafers Biscuit 55 g , 50.00 ,25.00,None,None
547, Balaji Aloo Sev 400 g , 85.00 ,79.00,None,None
548, Kellogg's Moons & Stars Chocos 24 g ,30.00,30.00,None,None
549, KitKat Dessert Delight Rich Chocolate Fudge 150 g , 170.00 ,145.00,None,None
550, Unibic Milk Cookies 500 g , 160.00 ,76.00,None,None
551, Kellogg's Corn Flakes With Real Almond & Honey 300 g , 199.00 ,185.00,None,None
552, McVitie's Oat Cookies 120 g , 50.00 ,25.00,None,None
553, Veeba Eggless Mayonnaise 100 g , 45.00 ,35.00,None,None
554, Bonn Americana Hi-Fibre Digestive Cookies 1kg (495g x 2) , 250.00 ,165.00,None,None
555, Bonn Americana Premium Sandwich Bourbonn Cookies Family Pack 1kg , 300.00 ,179.00,None,None
556, Saffola Yummy Masala Oodles 184 g (Pack of 4) , 100.00 ,84.00,None,None
557, Nestle Munch Chocolate 18 g ,10.00,10.00,None,None
558, KOPIKO Cappuccino Coffee Candy - World's No 1 Coffee Candy - Pocket Pack -504g (24+1 Units X 6 Pieces in Each)(Pack of 1 ) ,240.00,240.00,None,None
559, Britannia NutriChoice Hi-Fibre Digestive Biscuits 150 g , 50.00 ,46.00,None,None
560, Cadbury Dairy Milk Silk Roast Almond Chocolate 58 g , 85.00 ,79.00,None,None
561, Bikaji Tana Tan Aloo Bhujia 200 g , 60.00 ,49.00,None,None
562, FERRERO ROCHER 24 Pcs Milk and Hazelnut Chocolate Truffles (300 g) ,929.00,929.00,None,None
563," Aakash Namkeen Ratlami Sev With Kali Mirch, Ajwain And Laung 900g ",260.00,260.00,None,None
564, Wrigley's Doublemint Peppermint Classic Gum 13 g ,10.00,10.00,None,None
565, Haldiram's Nagpur Boondi 200 g , 52.00 ,48.00,None,None
566, Parle-G Gold Biscuits 60 g ,10.00,10.00,None,None
567," LuvIt Choco Spread | Smooth & Delicious | Made with Cocoa | Best for Chocolate Bread, Cakes, Shakes, Dosa, Roti | Pack of 5 - 310g Each "," 1,245.00 ",529.00,None,None
568, Ram Bandhu Mixed Pickle 1 kg , 260.00 ,130.00,None,None
569, Candzey Mango Sweet Candy 100 g , 40.00 ,20.00,None,None
570, Haldiram Bhujiawala Bhujia Namkeen Snacks For Satisfying Hunger- 800 gm , 300.00 ,199.00,None,None
571, Dukes Creme 4 Fun Cream Biscuits 450 g (Pack of 3) ,70.00,70.00,None,None
572, Alpino Chocolate Peanut Butter Smooth 1 KG , 479.00 ,359.00,None,None
573, Cornitos Peri Peri Nacho Crisps 55 g , 35.00 ,28.00,None,None
574, Punjabi Ghasitaram Halwai Holi Special Sugarfree Dryfruit NutKhut Mithai Box (200gms) , 499.00 ,407.00,None,None
575, Trimurti King's Premium Frozen Sweet Corn 1 kg , 200.00 ,110.00,None,None
576, Wingreens Farms Cheesy Sauce 450 g , 199.00 ,87.00,None,None
577," Yogabar Fruit & Nut Muesli 700g | Healthy Protein Breakfast Cereal | Added Cranberry & Apricot with Seeds, Dry Fruits & Whole Grains | High in Iron & Fiber | 100%Vegan & No Preservatives ", 499.00 ,349.00,None,None
578, Yoga Bar Fruits Nuts & Seeds Muesli 400 g , 359.00 ,179.00,None,None
579, Act II Golden Sizzle Instant Popcorn 90 g , 36.00 ,33.00,None,None
580, Amul Rasmalai 500 g (Tub) , 230.00 ,165.00,None,None
581, Pickwick Strawberry Creamy Wafer Biscuits 75 g , 60.00 ,30.00,None,None
582, Haldiram's Nagpur Moong Dal 200 g , 55.00 ,48.00,None,None
583, LuvIt Luscious Dark Love Delights-Heart Shaped Dark Chocolate| Pack of 2 - 180g Each , 600.00 ,288.00,None,None
584, Ching's Secret Sweet Corn Veg Instant Soup 13 g ,10.00,10.00,None,None
585, Orion Real Orange Choco Pie 336 g , 180.00 ,120.00,None,None
586, Yoga Bar Dark Chocolate + Cranberry Muesli 400 g , 359.00 ,179.00,None,None
