Grocery_Name,MRP_Price,Discount_Price,Quantity,brand_name,price_per_unit,Total Disc,Percetage Disc,Platform,Converted Quantity,Unit,Price Per Unit(Kg)
Baidyanath Amla Juice : 1 Litre,220.0,175.0,1 L,Baidyanath,175.0,45.0,20.45,DMART,1.0,L,0.175
Real Fruit Power Mango : 1 Litre,115.0,95.0,1 L,Real,95.0,20.0,17.39,DMART,1.0,L,0.095
Real Activ Mixed Fruit : 1 Litre,155.0,105.0,1 L,Real,105.0,50.0,32.26,DMART,1.0,L,0.105
Raw Pressery Orange Juice : 1 Litre,350.0,247.0,1 L,Raw,247.0,103.0,29.43,DMART,1.0,L,0.247
Real Activ Apple : 1 Litre,155.0,95.0,1 L,Real,95.0,60.0,38.71,DMART,1.0,L,0.095
Tropicana Guava Delight : 1 Litre,115.0,75.0,1 L,Tropicana,75.0,40.0,34.78,DMART,1.0,L,0.075
Tropicana Litchi Delight : 1 Litre,123.0,99.0,1 L,Tropicana,99.0,24.0,19.51,DMART,1.0,L,0.099
Mogu Mogu Orange Juice Drink with Nata De Coco : 300 ml,70.0,56.0,300 ml,Mogu,0.19,14.0,20.0,DMART,300.0,ml,186.66666666666669
Real Fruit Power Masala Guava : 1 Litre,140.0,70.0,1 L,Real,70.0,70.0,50.0,DMART,1.0,L,0.07
Paper Boat Aamras Drink : 200 ml,35.0,25.0,200 ml,Paper,0.13,10.0,28.57,DMART,200.0,ml,125.0
O'cean Pink Fruit Drink - Guava Flavour : 500 ml,60.0,45.0,500 ml,O'cean,0.09,15.0,25.0,DMART,500.0,ml,90.0
Baidyanath Aloevera Juice : 1 Litre,250.0,200.0,1 L,Baidyanath,200.0,50.0,20.0,DMART,1.0,L,0.2
Raw Pressery Pomegranate Juice : 1 Litre,450.0,318.0,1 L,Raw,318.0,132.0,29.33,DMART,1.0,L,0.318
Baidyanath Karela Jamun Juice : 1 Litre,325.0,260.0,1 L,Baidyanath,260.0,65.0,20.0,DMART,1.0,L,0.26
Mogu Mogu Grape Juice Drink with Nata De Coco : 1 Litre,200.0,150.0,1 L,Mogu,150.0,50.0,25.0,DMART,1.0,L,0.15
Paper Boat Chilli Guava Drink : 200 ml,35.0,25.0,200 ml,Paper,0.13,10.0,28.57,DMART,200.0,ml,125.0
Paper Boat Aamras Drink : 1 Litre,140.0,99.0,1 L,Paper,99.0,41.0,29.29,DMART,1.0,L,0.099
Raw Pressery Sugarcane : 1 Litre,250.0,150.0,1 L,Raw,150.0,100.0,40.0,DMART,1.0,L,0.15
Paper Boat Jaljeera Drink : 200 ml,35.0,25.0,200 ml,Paper,0.13,10.0,28.57,DMART,200.0,ml,125.0
ICoco Lychee Flavoured Drink With Nata De Coco : 320 ml,70.0,59.0,320 ml,ICoco,0.18,11.0,15.71,DMART,320.0,ml,184.375
Red Bull Energy Drink Pack : 6x250 ml,700.0,569.0,6x250 ml,Red,0.18,131.0,18.71,DMART,1500.0,ml,379.3333333333333
Monster Energy Drink Tin : 350 ml,125.0,80.0,350 ml,Monster,0.23,45.0,36.0,DMART,350.0,ml,228.57142857142858
Sting Energy Drink : 250 ml,20.0,18.0,250 ml,Sting,0.07,2.0,10.0,DMART,250.0,ml,72.0
Cipla Prolyte ORS - Orange Flavour : 200 ml,29.4,20.0,200 ml,Cipla,0.1,9.4,31.97,DMART,200.0,ml,100.0
Cipla Prolyte ORS - Apple Flavour : 200 ml,29.4,20.0,200 ml,Cipla,0.1,9.4,31.97,DMART,200.0,ml,100.0
Yakult Light Health Drink : 5x65 ml,29.4,0.0,5x65 ml,Yakult,0.1,29.4,100.0,DMART,325.0,ml,0.0
Hurricane Berry Blast Energy Drink : 250 ml,60.0,49.0,250 ml,Hurricane,0.2,11.0,18.33,DMART,250.0,ml,196.0
Budweiser Beats Energy Drink : 250 ml,110.0,60.0,250 ml,Budweiser,0.24,50.0,45.45,DMART,250.0,ml,240.0
Hershey's Chocolate Syrup : 623 gms,230.0,195.0,623 gm,Hershey's,0.31,35.0,15.22,DMART,623.0,gm,313.0016051364366
Hamdard Rooh Afza Sharbat : 750 ml,170.0,156.0,750 ml,Hamdard,0.21,14.0,8.24,DMART,750.0,ml,208.0
Mapro Coolz Rose Sharbat : 1 Litre,252.0,182.0,1 L,Mapro,182.0,70.0,27.78,DMART,1.0,L,0.182
Kokan Gem Kokam Syrup : 1 Litre,180.0,90.0,1 L,Kokan,90.0,90.0,50.0,DMART,1.0,L,0.09
Mala's Rose Syrup : 1 Litre,230.0,150.0,1 L,Mala's,150.0,80.0,34.78,DMART,1.0,L,0.15
Mapro Restore Lemon Barley Water : 1 Litre,252.0,199.0,1 L,Mapro,199.0,53.0,21.03,DMART,1.0,L,0.199
Mala's Strawberry Crush : 1 Litre,240.0,150.0,1 L,Mala's,150.0,90.0,37.5,DMART,1.0,L,0.15
Mapro Whole Strawberry Crush : 1 Litre,360.0,260.0,1 L,Mapro,260.0,100.0,27.78,DMART,1.0,L,0.26
Mapro Litchi Crush : 1 Litre,252.0,182.0,1 L,Mapro,182.0,70.0,27.78,DMART,1.0,L,0.182
Mapro Orange Crush : 1 Litre,252.0,182.0,1 L,Mapro,182.0,70.0,27.78,DMART,1.0,L,0.182
Mapro Cocktail Mixology Kit : 750 ml,999.0,699.0,750 ml,Mapro,0.93,300.0,30.03,DMART,750.0,ml,932.0
Mapro Alphonso Mango Crush : 1 Litre,360.0,279.0,1 L,Mapro,279.0,81.0,22.5,DMART,1.0,L,0.279
Tang Orange Instant Drink Mix : 750 gms,250.0,190.0,750 gm,Tang,0.25,60.0,24.0,DMART,750.0,gm,253.33333333333334
Tang Lemon Instant Drink Mix : 500 gms,150.0,130.0,500 gm,Tang,0.26,20.0,13.33,DMART,500.0,gm,260.0
Jalani Jaljira : 150 gms,60.0,46.0,150 gm,Jalani,0.38,14.0,23.33,DMART,150.0,gm,306.6666666666667
Rasna Insta Orange Powder : 750 gms,300.0,150.0,750 gm,Rasna,0.2,150.0,50.0,DMART,750.0,gm,200.0
Rasna Insta Mango Powder : 750 gms,300.0,150.0,750 gm,Rasna,0.2,150.0,50.0,DMART,750.0,gm,200.0
Bisleri Packaged Drinking Water : 250 ml x 48 Units,288.0,249.0,250 ml x 48U,Bisleri,0.2,39.0,13.54,DMART,250.0,ml,996.0
Bisleri Packaged Drinking Water : 5 Litres,70.0,50.0,5 L,Bisleri,10.0,20.0,28.57,DMART,5.0,L,0.01
Bisleri Water : 1 Litre,20.0,13.0,1 L,Bisleri,13.0,7.0,35.0,DMART,1.0,L,0.013
Perrier Carbonated Mineral Water : 330 ml,165.0,140.0,330 ml,Perrier,0.42,25.0,15.15,DMART,330.0,ml,424.24242424242425
