Grocery_Name,MRP_Price,Discount_Price,Quantity,brand_name,price_per_unit,Total Disc,Percetage Disc,Platform,Converted Quantity,Unit,Price Per Unit(Kg)
Britannia Good Day Cashew Cookies : 600 gms,135.0,99.0,600 gm,Britannia,0.17,36.0,26.67,DMART,600.0,gm,165.0
Parle Hide & Seek Chocolate Chip Cookies : 350 gms,150.0,99.0,350 gm,Parle,0.28,51.0,34.0,DMART,350.0,gm,282.8571428571429
Karachi's Fruit Biscuits : 400 gms,170.0,125.0,400 gm,Karachi's,0.31,45.0,26.47,DMART,400.0,gm,312.5
Parle Nutricrunch Digestive Cookies : 1 kg,270.0,135.0,1 kg,Parle,135.0,135.0,50.0,DMART,1.0,kg,135.0
Sunfeast Dark Fantasy Yumfills Cake : 242 gms,170.0,78.0,242 gm,Sunfeast,0.32,92.0,54.12,DMART,242.0,gm,322.3140495867769
Sunfeast Mom's Magic Cashew & Almond : 584 gms,130.0,86.0,584 gm,Sunfeast,0.15,44.0,33.85,DMART,584.0,gm,147.26027397260276
Britannia Little Hearts Classic : 75 gms,30.0,22.0,75 gm,Britannia,0.29,8.0,26.67,DMART,75.0,gm,293.33333333333337
Britannia Nice Time Coconut Biscuits : 143 gms,25.0,23.0,143 gm,Britannia,0.16,2.0,8.0,DMART,143.0,gm,160.83916083916085
Britannia Good Day Chocochip Cookies : 400 gms,140.0,74.0,400 gm,Britannia,0.18,66.0,47.14,DMART,400.0,gm,185.0
Unibic Cashew Badam Cookies : 500 gms,150.0,75.0,500 gm,Unibic,0.15,75.0,50.0,DMART,500.0,gm,150.0
Malkist Cheese Flavoured Crunchy Layered Crackers : 138 gms,60.0,40.0,138 gm,Malkist,0.29,20.0,33.33,DMART,138.0,gm,289.85507246376807
Unibic Choco Chip Cookies : 500 gms,200.0,100.0,500 gm,Unibic,0.2,100.0,50.0,DMART,500.0,gm,200.0
Unibic Fruit & Nut Cookies : 500 gms,190.0,95.0,500 gm,Unibic,0.19,95.0,50.0,DMART,500.0,gm,190.0
Britannia NutriChoice Sugar Free Cracker Biscuits : 300 gms,50.0,45.0,300 gm,Britannia,0.15,5.0,10.0,DMART,300.0,gm,150.0
Parle 20-20 Gold Cashew Almond Cookies : 600 gms,160.0,80.0,600 gm,Parle,0.13,80.0,50.0,DMART,600.0,gm,133.33333333333334
Unibic Choco Kiss Cookies : 250 gms,160.0,80.0,250 gm,Unibic,0.32,80.0,50.0,DMART,250.0,gm,320.0
Britannia Tiger Krunch Chocochips Biscuits : 4x100 gms,140.0,70.0,4X100 gm,Britannia,0.32,70.0,50.0,DMART,400.0,gm,175.0
Unibic Snappers Potato Crackers - Cream N' Onion : 300 gms,150.0,75.0,300 gm,Unibic,0.25,75.0,50.0,DMART,300.0,gm,250.0
Unibic Snappers Potato Crackers - Indi Spice : 300 gms,150.0,75.0,300 gm,Unibic,0.25,75.0,50.0,DMART,300.0,gm,250.0
Malkist Chocolate Flavoured Crunchy Layered Crackers : 138 gms,60.0,45.0,138 gm,Malkist,0.33,15.0,25.0,DMART,138.0,gm,326.0869565217391
Unibic Choco Nut Cookies : 500 gms,190.0,95.0,500 gm,Unibic,0.19,95.0,50.0,DMART,500.0,gm,190.0
Unibic Danish Coconut Cookies : 300 gms,150.0,75.0,300 gm,Unibic,0.25,75.0,50.0,DMART,300.0,gm,250.0
Cadbury Chocobakes Choco Chip Cookies : 167 gms,80.0,59.0,167 gm,Cadbury,0.35,21.0,26.25,DMART,167.0,gm,353.29341317365265
McVitie's Ginger Cookies : 120 gms,50.0,25.0,120 gm,McVitie's,0.21,25.0,50.0,DMART,120.0,gm,208.33333333333334
Sunfeast Nice Sugar Sprinkled Biscuits : 142.8 gms,25.0,23.0,142.8 gm,Sunfeast,0.16,2.0,8.0,DMART,142.8,gm,161.0644257703081
Lotus Biscoff Biscuit : 250 gms,299.0,240.0,250 gm,Lotus,0.96,59.0,19.73,DMART,250.0,gm,960.0
Sunfeast Dark Fantasy Choco Chip Cookies : 350 gms,140.0,110.0,350 gm,Sunfeast,0.31,30.0,21.43,DMART,350.0,gm,314.2857142857143
Munchy's Cream Crackers : 300 gms,210.0,179.0,300 gm,Munchy's,0.6,31.0,14.76,DMART,300.0,gm,596.6666666666667
Munchy's Vege Crackers : 300 gms,210.0,165.0,300 gm,Munchy's,0.55,45.0,21.43,DMART,300.0,gm,550.0
Lotte Choco Pie Real Orange : 12x28 gms,180.0,90.0,12x28 gm,Lotte,0.55,90.0,50.0,DMART,336.0,gm,267.85714285714283
Britannia Good Day Cashew Cookies : 52.5 gms,10.0,9.0,52.5 gm,Britannia,0.17,1.0,10.0,DMART,52.5,gm,171.42857142857144
Malkist Sugar Crackers : 105 gms,50.0,40.0,105 gm,Malkist,0.38,10.0,20.0,DMART,105.0,gm,380.95238095238096
Malkist Cappuccino Flavoured Crunchy Layered Crackers : 144 gms,60.0,45.0,144 gm,Malkist,0.31,15.0,25.0,DMART,144.0,gm,312.5
Orion Choco Pie : 6 x 28 gms,90.0,64.0,6 x 28 gm,Orion,0.31,26.0,28.89,DMART,168.0,gm,380.9523809523809
Parle 20-20 Cashew Cookies : 150 gms,35.0,33.0,150 gm,Parle,0.28,2.0,5.71,DMART,150.0,gm,220.0
Britannia Good Day Harmony Biscuit: 110 gms,30.0,15.0,110 gm,Britannia,0.14,15.0,50.0,DMART,110.0,gm,136.36363636363637
Munchy's Wheat Crackers : 276 gms,210.0,165.0,276 gm,Munchy's,0.6,45.0,21.43,DMART,276.0,gm,597.8260869565216
Cookie Man Sugar Free Multigrain Protein Cookies : 200 gms,349.0,279.0,200 gm,Cookie,1.4,70.0,20.06,DMART,200.0,gm,1395.0
Orion O'Rice Cracker : 14x10.8 gms,165.0,130.0,14x10.8 gm,Orion,1.4,35.0,21.21,DMART,151.20000000000002,gm,859.7883597883596
Cookie Man Millet Jaggery Cookies : 200 gms,249.0,199.0,200 gm,Cookie,0.99,50.0,20.08,DMART,200.0,gm,995.0
Open Secret Un-Junked Chocolate Biscuits : 35 gms,20.0,10.0,35 gm,Open,0.29,10.0,50.0,DMART,35.0,gm,285.71428571428567
Open Secret Un-Junked Jeera Biscuits : 35 gms,20.0,10.0,35 gm,Open,0.29,10.0,50.0,DMART,35.0,gm,285.71428571428567
White Castle Butter Cookies : 400 gms,385.0,327.0,400 gm,White,0.82,58.0,15.06,DMART,400.0,gm,817.5
Open Secret Un-Junked Butter Biscuits : 35 gms,20.0,10.0,35 gm,Open,0.29,10.0,50.0,DMART,35.0,gm,285.71428571428567
Munchy's Sugar Crackers : 300 gms,210.0,185.0,300 gm,Munchy's,0.62,25.0,11.9,DMART,300.0,gm,616.6666666666667
Orion Real Strawberry Chocopie : 6 x 28 gms,90.0,72.0,6 x 28 gm,Orion,0.62,18.0,20.0,DMART,168.0,gm,428.57142857142856
Cookie Man Choco Chip Cookies Red Canister : 200 gms,240.0,192.0,200 gm,Cookie,0.96,48.0,20.0,DMART,200.0,gm,960.0
Parle-G Original Gluco Biscuits : 800 gms,100.0,82.0,800 gm,Parle-G,0.1,18.0,18.0,DMART,800.0,gm,102.5
Parle-G Gold Biscuits : 1 kg,140.0,105.0,1 kg,Parle-G,105.0,35.0,25.0,DMART,1.0,kg,105.0
Patanjali Doodh Biscuits : 800 gms,125.0,89.0,800 gm,Patanjali,0.11,36.0,28.8,DMART,800.0,gm,111.25
Britannia Milk Bikis Biscuits : 170.5 gms,25.0,23.0,170.5 gm,Britannia,0.13,2.0,8.0,DMART,170.5,gm,134.8973607038123
Patanjali Doodh Biscuits : 70 gms,10.0,9.0,70 gm,Patanjali,0.13,1.0,10.0,DMART,70.0,gm,128.57142857142856
Parle Milk Shakti Biscuits : 60 gms,10.0,9.0,60 gm,Parle,0.15,1.0,10.0,DMART,60.0,gm,150.0
Britannia Marie Gold Biscuits : 950 gms,140.0,98.0,950 gm,Britannia,0.1,42.0,30.0,DMART,950.0,gm,103.15789473684211
Britannia Vita Marie Gold Biscuits : 900 gms,155.0,125.0,900 gm,Britannia,0.14,30.0,19.35,DMART,900.0,gm,138.88888888888889
Sunfeast Marie Light Biscuit : 1 kg,150.0,99.0,1 kg,Sunfeast,99.0,51.0,34.0,DMART,1.0,kg,99.0
Parle Marie Biscuits : 800 gms,175.0,85.0,800 gm,Parle,0.11,90.0,51.43,DMART,800.0,gm,106.25
McVitie's Wholewheat Marie Biscuits : 195 gms,40.0,20.0,195 gm,McVitie's,0.1,20.0,50.0,DMART,195.0,gm,102.56410256410255
Britannia Marie Gold Biscuits : 68 gms,10.0,9.0,68 gm,Britannia,0.13,1.0,10.0,DMART,68.0,gm,132.35294117647058
Parle Monaco Classic Regular Biscuit : 700 gms,120.0,80.0,700 gm,Parle,0.11,40.0,33.33,DMART,700.0,gm,114.28571428571429
Parle Krackjack Biscuits : 700 gms,120.0,80.0,700 gm,Parle,0.11,40.0,33.33,DMART,700.0,gm,114.28571428571429
Britannia 50-50 Maska Chaska Biscuits : 300 gms,90.0,60.0,300 gm,Britannia,0.2,30.0,33.33,DMART,300.0,gm,200.0
Parle Monaco Cheeslings Classic : 300 gms,140.0,93.0,300 gm,Parle,0.31,47.0,33.57,DMART,300.0,gm,310.0
Parle Monaco Classic : 52.2 gms,10.0,9.0,52.2 gm,Parle,0.31,1.0,10.0,DMART,52.2,gm,172.41379310344826
Lotte Choco Pie : 504 gms,220.0,139.0,504 gm,Lotte,0.28,81.0,36.82,DMART,504.0,gm,275.7936507936508
Sunfeast Dark Fantasy Choco Fills Cookies : 300 gms,170.0,99.0,300 gm,Sunfeast,0.33,71.0,41.76,DMART,300.0,gm,330.0
Britannia Jim Jam Cream Biscuits : 138 gms,35.0,24.0,138 gm,Britannia,0.17,11.0,31.43,DMART,138.0,gm,173.91304347826085
Britannia Bourbon Sandwich Flavoured  Biscuits : 500 gms,100.0,65.0,500 gm,Britannia,0.13,35.0,35.0,DMART,500.0,gm,130.0
Bisky Bites Bourbon Sandwich Biscuits : 150 gms,36.0,23.0,150 gm,Bisky,0.15,13.0,36.11,DMART,150.0,gm,153.33333333333334
Cadbury Oreo Vanilla Flavour Crème Sandwich Biscuit : 288.75 gms,99.0,69.0,288.75 gm,Cadbury,0.24,30.0,30.3,DMART,288.75,gm,238.96103896103895
Bisky Bites Vanilla Magic Sandwich Biscuits : 300 gms,85.0,51.0,300 gm,Bisky,0.17,34.0,40.0,DMART,300.0,gm,170.0
Sunfeast Dark Fantasy Bourbon Biscuits : 120 gms,35.0,17.0,120 gm,Sunfeast,0.14,18.0,51.43,DMART,120.0,gm,141.66666666666669
Cadbury Oreo Chocolate Flavour Creme Sandwich Biscuit : 288.75 gms,99.0,66.0,288.75 gm,Cadbury,0.23,33.0,33.33,DMART,288.75,gm,228.57142857142856
Bisky Bites Chocolate Blast Sandwich Biscuits : 300 gms,85.0,51.0,300 gm,Bisky,0.17,34.0,40.0,DMART,300.0,gm,170.0
Sunfeast Dark Fantasy Choco Creme Biscuits : 92.5 gms,35.0,17.0,92.5 gm,Sunfeast,0.18,18.0,51.43,DMART,92.5,gm,183.78378378378378
Sunfeast Dark Fantasy Vanilla Creme Biscuits : 92.5 gms,35.0,17.0,92.5 gm,Sunfeast,0.18,18.0,51.43,DMART,92.5,gm,183.78378378378378
Cadbury Oreo Chocolate Crème Cream Sandwich Biscuit : 481.25 gms,159.0,99.0,481.25 gm,Cadbury,0.21,60.0,37.74,DMART,481.25,gm,205.71428571428572
Cadbury Bournvita Biscuits : 400 gms,120.0,90.0,400 gm,Cadbury,0.23,30.0,25.0,DMART,400.0,gm,225.0
Cadbury Chocobakes Choco Filled Cookies : 300 gms,170.0,99.0,300 gm,Cadbury,0.33,71.0,41.76,DMART,300.0,gm,330.0
Dukes Bourbon Biscuits : 135 gms,36.0,18.0,135 gm,Dukes,0.13,18.0,50.0,DMART,135.0,gm,133.33333333333331
Bisky Bites Bourbon Sandwich Biscuits : 500 gms,105.0,63.0,500 gm,Bisky,0.13,42.0,40.0,DMART,500.0,gm,126.0
Parle Hide & Seek Choco Rolls : 250 gms,170.0,85.0,250 gm,Parle,0.34,85.0,50.0,DMART,250.0,gm,340.0
Cadbury Oreo Strawberry Flavour Crème Sandwich Biscuit : 113.75 gms,35.0,30.0,113.75 gm,Cadbury,0.26,5.0,14.29,DMART,113.75,gm,263.7362637362637
Britannia Treat Jimjam Naughty Jam Biscuits : 57 gms,10.0,9.0,57 gm,Britannia,0.16,1.0,10.0,DMART,57.0,gm,157.89473684210526
Britannia Pure Magic Chocolush Cookies : 75 gms,40.0,32.0,75 gm,Britannia,0.43,8.0,20.0,DMART,75.0,gm,426.6666666666667
Bellie Cheese Cream Sandwich Biscuit : 190 gms,210.0,169.0,190 gm,Bellie,0.89,41.0,19.52,DMART,190.0,gm,889.4736842105264
Bisky Bites Vanilla Magic Sandwich Biscuits : 500 gms,135.0,82.0,500 gm,Bisky,0.16,53.0,39.26,DMART,500.0,gm,164.0
Meiji Hello Panda Vanilla Cream Biscuits : 42 gms,185.0,154.0,42 gm,Meiji,3.67,31.0,16.76,DMART,42.0,gm,3666.6666666666665
Meiji Hello Panda Cookies & Cream Biscuits : 42 gms,140.0,119.0,42 gm,Meiji,2.83,21.0,15.0,DMART,42.0,gm,2833.333333333333
Bisky Bites Choco Blast Sandwich Biscuits : 500 gms,135.0,82.0,500 gm,Bisky,0.16,53.0,39.26,DMART,500.0,gm,164.0
Cadbury Oreo Original Creme Sandwich Biscuit : 43.75 gms,10.0,9.0,43.75 gm,Cadbury,0.21,1.0,10.0,DMART,43.75,gm,205.71428571428572
Cadbury Oreo Strawberry Flavour Creme Sandwich Biscuit : 43.75 gms,10.0,9.0,43.75 gm,Cadbury,0.21,1.0,10.0,DMART,43.75,gm,205.71428571428572
Oreo Choco Creme Sandwich Biscuits : 43.75 gms,10.0,9.0,43.75 gm,Oreo,0.21,1.0,10.0,DMART,43.75,gm,205.71428571428572
Britannia Pure Magic Chocolush : 300 gms,170.0,115.0,300 gm,Britannia,0.38,55.0,32.35,DMART,300.0,gm,383.33333333333337
Cadbury Oreo Moments Gift Pack : 428.75 gms,200.0,145.0,428.75 gm,Cadbury,0.34,55.0,27.5,DMART,428.75,gm,338.1924198250729
Britannia NutriChoice Digestive Hi-Fibre Biscuits : 1 kg,179.0,134.0,1 kg,Britannia,134.0,45.0,25.14,DMART,1.0,kg,134.0
Sunfeast Farmlite 5 Grain Digestive Biscuit : 800 gms,240.0,120.0,800 gm,Sunfeast,0.15,120.0,50.0,DMART,800.0,gm,150.0
Britannia Nutri Choice Digestive Zero Biscuits : 100 gms,35.0,27.0,100 gm,Britannia,0.27,8.0,22.86,DMART,100.0,gm,270.0
Mcvitie's Digestive Biscuits : 959.1 gms,199.0,132.0,959.1 gm,Mcvitie's,0.14,67.0,33.67,DMART,959.1,gm,137.6290272130122
McVities Hobnobs Cookies With Choco Chips : 153.8 gms,75.0,60.0,153.8 gm,McVities,0.39,15.0,20.0,DMART,153.8,gm,390.1170351105331
McVities Hobnobs Cookies : 153.8 gms,65.0,55.0,153.8 gm,McVities,0.36,10.0,15.38,DMART,153.8,gm,357.60728218465533
Britannia NutriChoice Essentials Ragi Cookies : 150 gms,70.0,60.0,150 gm,Britannia,0.4,10.0,14.29,DMART,150.0,gm,400.0
Parle Real Elaichi Rusk : 400 gms,75.0,48.0,400 gm,Parle,0.12,27.0,36.0,DMART,400.0,gm,120.0
Royal Toast : 400 gms,69.0,47.0,400 gm,Royal,0.12,22.0,31.88,DMART,400.0,gm,117.5
Britannia Toastea Premium Bake Rusk : 400 gms,75.0,57.0,400 gm,Britannia,0.14,18.0,24.0,DMART,400.0,gm,142.5
Kwality Jeera Butter : 180 gms,50.0,40.0,180 gm,Kwality,0.22,10.0,20.0,DMART,180.0,gm,222.22222222222223
Kwality Maska Khari : 180 gms,60.0,50.0,180 gm,Kwality,0.28,10.0,16.67,DMART,180.0,gm,277.77777777777777
Royal Maska Khari : 200 gms,66.0,50.0,200 gm,Royal,0.25,16.0,24.24,DMART,200.0,gm,250.0
Tosita Wheat Khari : 200 gms,115.0,80.0,200 gm,Tosita,0.4,35.0,30.43,DMART,200.0,gm,400.0
Tosita Multi Grain Rusk : 200 gms,100.0,65.0,200 gm,Tosita,0.33,35.0,35.0,DMART,200.0,gm,325.0
Tosita Wheat Rusk : 200 gms,90.0,59.0,200 gm,Tosita,0.29,31.0,34.44,DMART,200.0,gm,295.0
Tosita Maska Khari : 150 gms,90.0,63.0,150 gm,Tosita,0.42,27.0,30.0,DMART,150.0,gm,420.0
Tosita Jeera Butter Bites : 200 gms,90.0,59.0,200 gm,Tosita,0.29,31.0,34.44,DMART,200.0,gm,295.0
Tosita Milk Rusk : 200 gms,85.0,55.0,200 gm,Tosita,0.28,30.0,35.29,DMART,200.0,gm,275.0
Tosita Jeera Khari : 200 gms,110.0,77.0,200 gm,Tosita,0.39,33.0,30.0,DMART,200.0,gm,385.0
Tosita Baby Rusk Cheddar Cheese : 150 gms,85.0,59.0,150 gm,Tosita,0.39,26.0,30.59,DMART,150.0,gm,393.33333333333337
Tosita Makhaniya Butter : 200 gms,85.0,55.0,200 gm,Tosita,0.28,30.0,35.29,DMART,200.0,gm,275.0
Dukes Waffy Choco Roll : 250 gms,180.0,90.0,250 gm,Dukes,0.36,90.0,50.0,DMART,250.0,gm,360.0
Dukes Waffy Chocolate Flavoured Wafer Biscuits : 60 gms,50.0,25.0,60 gm,Dukes,0.42,25.0,50.0,DMART,60.0,gm,416.6666666666667
Dukes Waffy Strawberry Flavoured Wafer Biscuits : 60 gms,50.0,25.0,60 gm,Dukes,0.42,25.0,50.0,DMART,60.0,gm,416.6666666666667
The Belgian Waffle Crisps Double Choco Crisps : 85 gms,120.0,90.0,85 gm,The,1.06,30.0,25.0,DMART,85.0,gm,1058.8235294117646
Dukes Waffy Vanilla Flavoured Wafer Biscuits : 60 gms,50.0,25.0,60 gm,Dukes,0.42,25.0,50.0,DMART,60.0,gm,416.6666666666667
Dukes Waffy Strawberry Roll : 250 gms,180.0,90.0,250 gm,Dukes,0.36,90.0,50.0,DMART,250.0,gm,360.0
The Belgian Waffle Classic Choco Crisps : 85 gms,120.0,90.0,85 gm,The,1.06,30.0,25.0,DMART,85.0,gm,1058.8235294117646
Britannia Treat Orange Cream Wafer : 55 gms,50.0,25.0,55 gm,Britannia,0.45,25.0,50.0,DMART,55.0,gm,454.54545454545456
Pickwick Creamy Wafer Biscuits - Strawberry : 75 gms,60.0,30.0,75 gm,Pickwick,0.4,30.0,50.0,DMART,75.0,gm,400.0
Britannia Treat Strawberry Cream Wafer : 55 gms,50.0,25.0,55 gm,Britannia,0.45,25.0,50.0,DMART,55.0,gm,454.54545454545456
Pickwick Creamy Wafer Biscuits - Chocolate : 75 gms,60.0,30.0,75 gm,Pickwick,0.4,30.0,50.0,DMART,75.0,gm,400.0
Loacker Quadratini Dark Chocolate Wafer Cookies : 125 gms,249.0,199.0,125 gm,Loacker,1.59,50.0,20.08,DMART,125.0,gm,1592.0
Pocky Double Choco Sticks : 47 gms,190.0,162.0,47 gm,Pocky,3.45,28.0,14.74,DMART,47.0,gm,3446.808510638298
Loacker Quadratini Chocolate Wafer Cookies : 125 gms,249.0,219.0,125 gm,Loacker,1.75,30.0,12.05,DMART,125.0,gm,1752.0
Loacker Quadratini Napolitaner Wafer Cookies : 125 gms,249.0,185.0,125 gm,Loacker,1.48,64.0,25.7,DMART,125.0,gm,1480.0
Pocky Chocolate Flavour Sticks : 47gms,190.0,162.0,47 gm,Pocky,3.45,28.0,14.74,DMART,47.0,gm,3446.808510638298
Loacker Quadratini Vanilla Wafer Cookies : 125 gms,249.0,199.0,125 gm,Loacker,1.59,50.0,20.08,DMART,125.0,gm,1592.0
Pocky Cookies & Cream Flavour Sticks : 40 gms,190.0,162.0,40 gm,Pocky,4.05,28.0,14.74,DMART,40.0,gm,4050.0
Meiji Lucky Stick Chocolate Biscuit : 45 gms,200.0,170.0,45 gm,Meiji,3.78,30.0,15.0,DMART,45.0,gm,3777.777777777778
Nabati Richoco Cocoa Cream Wafer Biscuits : 62 gms,20.0,18.0,62 gm,Nabati,0.29,2.0,10.0,DMART,62.0,gm,290.3225806451613
Nabati Richeese Cheese Cream Wafer Biscuits : 62 gms,20.0,18.0,62 gm,Nabati,0.29,2.0,10.0,DMART,62.0,gm,290.3225806451613
Parle Hide & Seek Choco Rolls : 120 gms,75.0,37.0,120 gm,Parle,0.31,38.0,50.67,DMART,120.0,gm,308.33333333333337
Nabati Pink Lava Cream Wafers Biscuits : 62 gms,20.0,18.0,62 gm,Nabati,0.29,2.0,10.0,DMART,62.0,gm,290.3225806451613
Nabati Coco Lava Coconut Flavoured Cream Wafer Biscuits : 62 gms,20.0,18.0,62 gm,Nabati,0.29,2.0,10.0,DMART,62.0,gm,290.3225806451613
Threptin Diskettes - Vanilla : 1 kg,1760.0,1455.0,1 kg,Threptin,1455.0,305.0,17.33,DMART,1.0,kg,1455.0
Threptin Biscuits Vanilla : 275 gms,485.0,385.0,275 gm,Threptin,1.4,100.0,20.62,DMART,275.0,gm,1400.0
Threptin Diskettes - Chocolate : 275 gms,485.0,385.0,275 gm,Threptin,1.4,100.0,20.62,DMART,275.0,gm,1400.0
Britannia NutriChoice Sugar Free Cracker Biscuits : 67 gms,10.0,9.0,67 gm,Britannia,0.13,1.0,10.0,DMART,67.0,gm,134.32835820895522
Nutrivalue Whole Ragi Health Vizkits Biscuits : 150 gms,95.0,75.0,150 gm,Nutrivalue,0.5,20.0,21.05,DMART,150.0,gm,500.0
Nutrivalue Dibeck Health Biscuits : 150 gms,95.0,70.0,150 gm,Nutrivalue,0.47,25.0,26.32,DMART,150.0,gm,466.6666666666667
Haldiram's Bhujia Sev : 1 kg,260.0,190.0,1 kg,Haldiram's,190.0,70.0,26.92,DMART,1.0,kg,190.0
Rajam Snacks Garlic Mixture : 800 gm,199.0,124.0,800 gm,Rajam,0.15,75.0,37.69,DMART,800.0,gm,155.0
Haldiram's Aloo Bhujia : 1 kg,225.0,169.0,1 kg,Haldiram's,169.0,56.0,24.89,DMART,1.0,kg,169.0
Chheda's Mix Farsan : 500 gms,180.0,79.0,500 gm,Chheda's,0.16,101.0,56.11,DMART,500.0,gm,158.0
Bikaji Bhujia : 1 kg,320.0,219.0,1 kg,Bikaji,219.0,101.0,31.56,DMART,1.0,kg,219.0
Haldiram's Moong Dal : 350 gms,105.0,85.0,350 gm,Haldiram's,0.24,20.0,19.05,DMART,350.0,gm,242.85714285714286
Haldiram's Khatta Meetha : 1 kg,200.0,155.0,1 kg,Haldiram's,155.0,45.0,22.5,DMART,1.0,kg,155.0
Bikaji Soya Sticks : 200 gms,80.0,40.0,200 gm,Bikaji,0.2,40.0,50.0,DMART,200.0,gm,200.0
Chheda's Farali Potato Chivda : 170 gms,85.0,50.0,170 gm,Chheda's,0.29,35.0,41.18,DMART,170.0,gm,294.11764705882354
Bikaneri Shree Ram Bhujia : 1 kg,340.0,149.0,1 kg,Bikaneri,149.0,191.0,56.18,DMART,1.0,kg,149.0
Haldiram's Panchratan Mixture : 150 gms,80.0,69.0,150 gm,Haldiram's,0.46,11.0,13.75,DMART,150.0,gm,460.0
Peppy Cheese Balls : 60 gms,60.0,30.0,60 gm,Peppy,0.5,30.0,50.0,DMART,60.0,gm,500.0
Sitashree Laxminarayan Cornflakes Chiwda : 250 gms,108.0,95.0,250 gm,Sitashree,0.38,13.0,12.04,DMART,250.0,gm,380.0
Sitashree Laxminarayan Best Chiwda : 500 gms,216.0,195.0,500 gm,Sitashree,0.39,21.0,9.72,DMART,500.0,gm,390.0
Chheda's Soya Snax : 170 gms,65.0,32.0,170 gm,Chheda's,0.19,33.0,50.77,DMART,170.0,gm,188.23529411764704
Peppy Tomato Discs : 60 gms,60.0,30.0,60 gm,Peppy,0.5,30.0,50.0,DMART,60.0,gm,500.0
Kurkure Masala Munch : 77 gms,20.0,18.0,77 gm,Kurkure,0.23,2.0,10.0,DMART,77.0,gm,233.76623376623377
Haldiram's Boondi : 150 gms,52.0,45.0,150 gm,Haldiram's,0.3,7.0,13.46,DMART,150.0,gm,300.0
Chheda's Golden Mix : 500 gms,180.0,90.0,500 gm,Chheda's,0.18,90.0,50.0,DMART,500.0,gm,180.0
Rajam Snacks Madras Mixture : 300 gms,107.0,63.0,300 gm,Rajam,0.21,44.0,41.12,DMART,300.0,gm,210.0
Sitashree Laxminarayan Best Potato Chiwda : 250 gms,114.0,99.0,250 gm,Sitashree,0.4,15.0,13.16,DMART,250.0,gm,396.0
Agrawal's 420 Ratlami Sev : 900 gms,250.0,159.0,900 gm,Agrawal's,0.18,91.0,36.4,DMART,900.0,gm,176.66666666666666
Haldiram's Soya Sticks : 400 gms,104.0,62.0,400 gm,Haldiram's,0.15,42.0,40.38,DMART,400.0,gm,155.0
Kurkure Green Chutney Style : 70 gms,20.0,18.0,70 gm,Kurkure,0.26,2.0,10.0,DMART,70.0,gm,257.1428571428571
Chheda's Mora Sev : 170 gms,55.0,41.0,170 gm,Chheda's,0.24,14.0,25.45,DMART,170.0,gm,241.17647058823528
Kurkure Chilli Chatka : 70 gms,20.0,18.0,70 gm,Kurkure,0.26,2.0,10.0,DMART,70.0,gm,257.1428571428571
Garden Diet Bhel : 140 gms,55.0,35.0,140 gm,Garden,0.25,20.0,36.36,DMART,140.0,gm,249.99999999999997
Agrawal's 420 Khatta Meetha Mix : 900 gms,250.0,125.0,900 gm,Agrawal's,0.14,125.0,50.0,DMART,900.0,gm,138.88888888888889
Garden Raita Boondi : 140 gms,55.0,46.0,140 gm,Garden,0.33,9.0,16.36,DMART,140.0,gm,328.57142857142856
Rajam Snacks Tikha Gathiya : 400 gms,143.0,71.0,400 gm,Rajam,0.18,72.0,50.35,DMART,400.0,gm,177.5
Garden Sabudana Chivda : 140 gms,55.0,35.0,140 gm,Garden,0.25,20.0,36.36,DMART,140.0,gm,249.99999999999997
Rajam Mix Farsan : 400 gms,143.0,71.0,400 gm,Rajam,0.18,72.0,50.35,DMART,400.0,gm,177.5
Charliee Masala Butter Chakli : 100 gms,76.0,37.0,100 gm,Charliee,0.37,39.0,51.32,DMART,100.0,gm,370.0
Taali Protein Cheese & Herbs Puffs : 74 gms,79.0,39.0,74 gm,Taali,0.53,40.0,50.63,DMART,74.0,gm,527.0270270270271
Taali Protein Masala Mania Puffs : 60 gms,79.0,39.0,60 gm,Taali,0.65,40.0,50.63,DMART,60.0,gm,650.0
Taali Protein Cream & Onion Puffs : 74 gms,79.0,39.0,74 gm,Taali,0.53,40.0,50.63,DMART,74.0,gm,527.0270270270271
Sun Schezwan Sticks : 150 gms,36.0,27.0,150 gm,Sun,0.18,9.0,25.0,DMART,150.0,gm,180.0
Tip Top Bombay Mixture : 180 gms,70.0,35.0,180 gm,Tip,0.19,35.0,50.0,DMART,180.0,gm,194.44444444444446
Chheda's Yellow Banana Chips : 170 gms,100.0,59.0,170 gm,Chheda's,0.35,41.0,41.0,DMART,170.0,gm,347.05882352941177
Chheda's Golden Potato Chips - Lightly Salted : 170 gms,85.0,50.0,170 gm,Chheda's,0.29,35.0,41.18,DMART,170.0,gm,294.11764705882354
Lay's American Style Cream & Onion : 90 gms,50.0,35.0,90 gm,Lay's,0.39,15.0,30.0,DMART,90.0,gm,388.8888888888889
Lay's India's Magic Masala Potato Chips : 90 gms,50.0,33.0,90 gm,Lay's,0.37,17.0,34.0,DMART,90.0,gm,366.6666666666667
Chheda's Long Masala Banana Chips : 170 gms,85.0,54.0,170 gm,Chheda's,0.32,31.0,36.47,DMART,170.0,gm,317.6470588235294
Pringles Potato Chips - Sour Cream & Onion : 107 gms,115.0,99.0,107 gm,Pringles,0.93,16.0,13.91,DMART,107.0,gm,925.2336448598131
