Grocery_Name,MRP_Price,Discount_Price,Quantity,brand_name,price_per_unit,Total Disc,Percetage Disc,Platform,Converted Quantity,Unit,Price Per Unit(Kg)
Satyam Sugar Bura : 500 gms,47,43,500 gm,Satyam,0.09,4,8.51,DMART,500.0,gm,86.0
Mawana Brown Sugar : 1 kg,130,118,1 kg,Mawana,118.0,12,9.23,DMART,1.0,kg,118.0
Premia Big Sakariya : 200 gms,20,12,200 gm,Premia,0.06,8,40.0,DMART,200.0,gm,60.0
Avanti Sugar Cubes : 126 Cubes,65,57,126 Cubes,Avanti,0.45,8,12.31,DMART,126.0,Cubes,0.4523809523809524
Mawana Caster Sugar : 1 kg,130,99,1 kg,Mawana,99.0,31,23.85,DMART,1.0,kg,99.0
Mawana White Sugar Sachet : 1 kg,160,120,1 kg,Mawana,120.0,40,25.0,DMART,1.0,kg,120.0
Mawana Brown Sugar Sachet : 1 kg,200,149,1 kg,Mawana,149.0,51,25.5,DMART,1.0,kg,149.0
Mawana Icing Sugar : 1 kg,140,110,1 kg,Mawana,110.0,30,21.43,DMART,1.0,kg,110.0
Mawana Breakfast Sugar : 1 kg,130,99,1 kg,Mawana,99.0,31,23.85,DMART,1.0,kg,99.0
Pitambari Ruchiyana Jaggery Powder - Chemical Free : 500 gms,85,42,500 gm,Pitambari,0.08,43,50.59,DMART,500.0,gm,84.0
Paawak Jaggery Cubes Jar : 500 gms,110,55,500 gm,Paawak,0.11,55,50.0,DMART,500.0,gm,110.0
24 Mantra Organic Jaggery Powder : 500 gms,80,66,500 gm,24,0.13,14,17.5,DMART,500.0,gm,132.0
Rasmalai Premium Desi Jaggery Pieces : 800 gms,100,78,800 gm,Rasmalai,0.1,22,22.0,DMART,800.0,gm,97.5
Satyam Jaggery : 500 gms,62,57,500 gm,Satyam,0.11,5,8.06,DMART,500.0,gm,114.0
Organic Tattva Jaggery Powder : 500 gms,90,65,500 gm,Organic,0.13,25,27.78,DMART,500.0,gm,130.0
Tur Dal Latur : 1 kg,291,225,1 kg,Tur,225.0,66,22.68,DMART,1.0,kg,225.0
Moong Dal : 1 kg,188,152,1 kg,Moong,152.0,36,19.15,DMART,1.0,kg,152.0
Premia Groundnut : 500 gms,137,104,500 gm,Premia,0.21,33,24.09,DMART,500.0,gm,208.0
Tur Dal Premium Gujarat : 1 kg,303,239,1 kg,Tur,239.0,64,21.12,DMART,1.0,kg,239.0
Chana Dal : 500 gms,74,53,500 gm,Chana,0.11,21,28.38,DMART,500.0,gm,106.0
Masoor Dal : 1 kg,135,108,1 kg,Masoor,108.0,27,20.0,DMART,1.0,kg,108.0
Premia Moong Whole : 500 gms,120,89,500 gm,Premia,108.0,31,25.83,DMART,500.0,gm,178.0
Moong Dal Chilti : 1 kg,203,154,1 kg,Moong,154.0,49,24.14,DMART,1.0,kg,154.0
DMart Healthy Choice Unpolished Toor Dal : 1 kg,333,235,1 kg,DMart,235.0,98,29.43,DMART,1.0,kg,235.0
Rajma Kashmiri Red : 500 gms,158,106,500 gm,Rajma,0.21,52,32.91,DMART,500.0,gm,212.0
Masoor Whole : 1 kg,127,98,1 kg,Masoor,98.0,29,22.83,DMART,1.0,kg,98.0
Matki : 1 kg,161,126,1 kg,Matki,126.0,35,21.74,DMART,1.0,kg,126.0
Rajma White : 500 gms,156,112,500 gm,Rajma,0.22,44,28.21,DMART,500.0,gm,224.0
Daliya : 500 gms,99,67,500 gm,Daliya,0.13,32,32.32,DMART,500.0,gm,134.0
Premia Chana Small : 500 gms,73,53,500 gm,Premia,0.13,20,27.4,DMART,500.0,gm,106.0
Vatana Green : 500 gms,108,75,500 gm,Vatana,0.15,33,30.56,DMART,500.0,gm,150.0
Udid (Urad) Dal Chilti : 500 gms,112,78,500 gm,Udid,0.16,34,30.36,DMART,500.0,gm,156.0
Udid (Urad) Black Whole : 500 gms,102,81,500 gm,Udid,0.16,21,20.59,DMART,500.0,gm,162.0
Rajma Red Small : 500 gms,129,99,500 gm,Rajma,0.2,30,23.26,DMART,500.0,gm,198.0
Premia Rajma Red Small : 500 gms,118,99,500 gm,Premia,0.2,19,16.1,DMART,500.0,gm,198.0
Premia Soyawadi : 200 gms,42,24,200 gm,Premia,0.12,18,42.86,DMART,200.0,gm,120.0
DMart Healthy Choice Unpolished Moong Dal : 1 kg,216,162,1 kg,DMart,162.0,54,25.0,DMART,1.0,kg,162.0
Chowli Big : 500 gms,77,56,500 gm,Chowli,0.11,21,27.27,DMART,500.0,gm,112.0
Chana Green : 500 gms,100,72,500 gm,Chana,0.14,28,28.0,DMART,500.0,gm,144.0
Mixed Pulses For Sprout : 500 gms,98,68,500 gm,Mixed,0.14,30,30.61,DMART,500.0,gm,136.0
Vatana Black : 500 gms,78,55,500 gm,Vatana,0.11,23,29.49,DMART,500.0,gm,110.0
DMart Healthy Choice Unpolished Chana Dal : 1 kg,152,106,1 kg,DMart,106.0,46,30.26,DMART,1.0,kg,106.0
Kulith (Horse Gram) : 500 gms,106,73,500 gm,Kulith,0.15,33,31.13,DMART,500.0,gm,146.0
Premia Soyabean : 500 gms,76,58,500 gm,Premia,0.12,18,23.68,DMART,500.0,gm,116.0
Dal - Rice Mix : 500 gms,71,57,500 gm,Dal,0.11,14,19.72,DMART,500.0,gm,114.0
Premia Sugar : 5 kgs,313,243,5 kg,Premia,48.6,70,22.36,DMART,5.0,kg,48.6
Premium Jaggery : 900 gms,90,64,900 gm,Premium,0.07,26,28.89,DMART,900.0,gm,71.11111111111111
Keshar Premium Natural Jaggery Jar : 900 gms,110,90,900 gm,Keshar,0.1,20,18.18,DMART,900.0,gm,100.0
Jaggery : 900 gms,90,64,900 gm,Jaggery,0.07,26,28.89,DMART,900.0,gm,71.11111111111111
Premia Sugar Crystals (Khadi Shakkar) : 200 gms,22,14,200 gm,Premia,0.07,8,36.36,DMART,200.0,gm,70.0
Premia Sugar Candy : 200 gms,31,17,200 gm,Premia,0.09,14,45.16,DMART,200.0,gm,85.0
Shree Annapurna Jaggery Powder : 1 kg,100,53,1 Kg,Shree,53.0,47,47.0,DMART,1.0,Kg,53.0
Premia Sakariya : 200 gms,22,12,200 gm,Premia,0.06,10,45.45,DMART,200.0,gm,60.0
Premia Big Sakariya : 200 gms,20,12,200 gm,Premia,0.06,8,40.0,DMART,200.0,gm,60.0
Premia Pithi Sugar : 500 gms,38,27,500 gm,Premia,0.05,11,28.95,DMART,500.0,gm,54.0
Wada Kolam Sorted Rice : 10 kgs,900,676,10 kg,Wada,67.6,224,24.89,DMART,10.0,kg,67.6
HMT Kolam Sorted Rice : 10 kgs,700,649,10 kg,HMT,64.9,51,7.29,DMART,10.0,kg,64.9
Ambemohar Rice : 5 kgs,650,508,5 kg,Ambemohar,101.6,142,21.85,DMART,5.0,kg,101.6
Eco Kolam Jirasar Sorted Rice : 10 kgs,550,510,10 kg,Eco,51.0,40,7.27,DMART,10.0,kg,51.0
Idli Rice : 1 kg,80,63,1 kg,Idli,63.0,17,21.25,DMART,1.0,kg,63.0
GB Surti Kolam Sorted Rice : 5 kgs,510,340,5 kg,GB,68.0,170,33.33,DMART,5.0,kg,68.0
Basmati Rice Mogra : 10 kgs,750,610,10 kg,Basmati,61.0,140,18.67,DMART,10.0,kg,61.0
Bhagar : 500 gms,126,79,500 gm,Bhagar,0.16,47,37.3,DMART,500.0,gm,158.0
Silky Kolam Rice : 1 kg,93,75,1 kg,Silky,75.0,18,19.35,DMART,1.0,kg,75.0
Basmati Rice Mini Mogra (Broken) : 10 kgs,650,488,10 kg,Basmati,48.8,162,24.92,DMART,10.0,kg,48.8
Basmati Rice : 1 kg,164,128,1 kg,Basmati,128.0,36,21.95,DMART,1.0,kg,128.0
Red Rice : 1 kg,87,69,1 kg,Red,69.0,18,20.69,DMART,1.0,kg,69.0
Mogra Basmati Rice : 1 kg,85,68,1 kg,Mogra,68.0,17,20.0,DMART,1.0,kg,68.0
Rice Basmati Wand : 5 kgs,800,628,5 kg,Rice,125.6,172,21.5,DMART,5.0,kg,125.6
IR Boiled Rice : 1 kg,63,55,1 kg,IR,55.0,8,12.7,DMART,1.0,kg,55.0
Masoori Boiled Rice : 1 kg,72,58,1 kg,Masoori,58.0,14,19.44,DMART,1.0,kg,58.0
Premia Poha Jada : 1 kg,78,65,1 kg,Premia,65.0,13,16.67,DMART,1.0,kg,65.0
Premia Poha Basmati : 500 gms,74,53,500 gm,Premia,0.11,21,28.38,DMART,500.0,gm,106.0
Premia Poha Patla : 500 gms,50,35,500 gm,Premia,0.07,15,30.0,DMART,500.0,gm,70.0
Miki Maize (Makai) Poha : 500 gms,42,38,500 gm,Miki,0.08,4,9.52,DMART,500.0,gm,76.0
Mamra (Puffed Rice) : 500 gms,60,39,500 gm,Mamra,0.08,21,35.0,DMART,500.0,gm,78.0
Kolhapuri Surati Kurmura : 500 gms,80,49,500 gm,Kolhapuri,0.1,31,38.75,DMART,500.0,gm,98.0
Premia Badam (Almonds) : 500 gms,524,393,500 gm,Premia,0.79,131,25.0,DMART,500.0,gm,786.0
Premia Regular Kaju (Cashews) - 320 : 500 gms,652,446,500 gm,Premia,0.89,206,31.6,DMART,500.0,gm,892.0
Premia Kismis Indian (Raisins) : 500 gms,178,124,500 gm,Premia,0.25,54,30.34,DMART,500.0,gm,248.0
Premia Akrod Magaj (Walnut Kernels) : 100 gms,255,158,100 gm,Premia,1.58,97,38.04,DMART,100.0,gm,1580.0
Premia Kaju Tukda (Cashews) : 200 gms,310,185,200 gm,Premia,0.93,125,40.32,DMART,200.0,gm,925.0
Date Crown Fard (Khajur) : 500 gms,288,185,500 gm,Date,0.37,103,35.76,DMART,500.0,gm,370.0
Akrod (Walnut) Whole : 1 kg,873,695,1 kg,Akrod,695.0,178,20.39,DMART,1.0,kg,695.0
Premia Kaju Special (Cashews) - 240 : 500 gms,662,492,500 gm,Premia,0.98,170,25.68,DMART,500.0,gm,984.0
Premia Anjeer (Figs) : 100 gms,232,156,100 gm,Premia,1.56,76,32.76,DMART,100.0,gm,1560.0
Premia Pista Plain (Pistachios) : 100 gms,394,237,100 gm,Premia,2.37,157,39.85,DMART,100.0,gm,2370.0
Premia Mixed Dry Fruits : 500 gms,361,270,500 gm,Premia,0.54,91,25.21,DMART,500.0,gm,540.0
Premia Red Dried Dates (Kharik) : 500 gms,361,267,500 gm,Premia,0.53,94,26.04,DMART,500.0,gm,534.0
Falcon UAE Dates Seedless (Khajur) : 500 gms,200,159,500 gm,Falcon,0.32,41,20.5,DMART,500.0,gm,318.0
Date Crown Bumaan Dates : 500 gms,150,75,500 gm,Date,0.15,75,50.0,DMART,500.0,gm,150.0
Emperor Royal Peacock Seeded Dates (Khajur) : 500 gms,125,93,500 gm,Emperor,0.19,32,25.6,DMART,500.0,gm,186.0
Wonderland Roasted & Salted California Pista : 400 gms,725,399,400 gm,Wonderland,1.0,326,44.97,DMART,400.0,gm,997.5
Premia Pista Salty (Pistachio) : 200 gms,455,295,200 gm,Premia,1.48,160,35.16,DMART,200.0,gm,1475.0
Emperor Dates - Deseeded Dates : 500 gms,150,120,500 gm,Emperor,0.24,30,20.0,DMART,500.0,gm,240.0
Premia Jardalu : 100 gms,112,73,100 gm,Premia,0.73,39,34.82,DMART,100.0,gm,730.0
Premia Kaju (210) Premium : 100 gms,197,114,100 gm,Premia,1.14,83,42.13,DMART,100.0,gm,1140.0
Premia Kismis Selected : 100 gms,108,76,100 gm,Premia,0.76,32,29.63,DMART,100.0,gm,760.0
Premia Black Dried Dates (Kharik) : 200 gms,175,110,200 gm,Premia,0.55,65,37.14,DMART,200.0,gm,550.0
Falcon Aqaba Dates : 500 gms,150,115,500 gm,Falcon,0.23,35,23.33,DMART,500.0,gm,230.0
Premia Akrod Whole : 200 gms,221,135,200 gm,Premia,0.68,86,38.91,DMART,200.0,gm,675.0
Falcon UAE Dates Seeded : 500 gms,165,119,500 gm,Falcon,0.24,46,27.88,DMART,500.0,gm,238.0
Emperor Dates - Dates with Seed : 500 gms,110,85,500 gm,Emperor,0.17,25,22.73,DMART,500.0,gm,170.0
Date Crown Khenaizi (Khajur) : 500 gms,252,185,500 gm,Date,0.37,67,26.59,DMART,500.0,gm,370.0
Falcon Zahdi Dates Seedless : 500 gms,160,121,500 gm,Falcon,0.24,39,24.38,DMART,500.0,gm,242.0
Falcon Zahdi Dates Seeded : 500 gms,125,105,500 gm,Falcon,0.21,20,16.0,DMART,500.0,gm,210.0
Premia Kismis Black (Raisins) : 200 gms,129,80,200 gm,Premia,0.4,49,37.98,DMART,200.0,gm,400.0
Premium Dry Fruit Box : 600 gms,950,599,600 gm,Premium,1.0,351,36.95,DMART,600.0,gm,998.3333333333334
Premium Dry Fruit Box : 400 gms,600,449,400 gm,Premium,1.12,151,25.17,DMART,400.0,gm,1122.5
Premia Jeera : 200 gms,158,142,200 gm,Premia,0.71,16,10.13,DMART,200.0,gm,710.0
Premia Green Elaichi : 50 gms,298,210,50 gm,Premia,4.2,88,29.53,DMART,50.0,gm,4200.0
Premia Kashmiri Chilli Powder Deluxe : 500 gms,470,313,500 gm,Premia,0.63,157,33.4,DMART,500.0,gm,626.0
Premia Badishep : 200 gms,162,105,200 gm,Premia,0.53,57,35.19,DMART,200.0,gm,525.0
Premia Extra Strong Hing Powder : 100 gms,190,99,100 gm,Premia,0.99,91,47.89,DMART,100.0,gm,990.0
Premia Black Pepper : 100 gms,162,111,100 gm,Premia,1.11,51,31.48,DMART,100.0,gm,1110.0
Premia Dhaniya : 400 gms,152,105,400 gm,Premia,0.26,47,30.92,DMART,400.0,gm,262.5
Premia Til White : 500 gms,168,126,500 gm,Premia,0.25,42,25.0,DMART,500.0,gm,252.0
Premia Green Elaichi Economy : 10 gms,39,30,10 gm,Premia,3.0,9,23.08,DMART,10.0,gm,3000.0
Premia Kashmiri Chilli Powder : 1 kg,880,608,1 kg,Premia,608.0,272,30.91,DMART,1.0,kg,608.0
Premia Cassia Taj : 100 gms,100,64,100 gm,Premia,0.64,36,36.0,DMART,100.0,gm,640.0
Premia Lukhnowi Badishep : 100 gms,80,56,100 gm,Premia,0.56,24,30.0,DMART,100.0,gm,560.0
Premia Dry Coconut : 500 gms,148,111,500 gm,Premia,0.22,37,25.0,DMART,500.0,gm,222.0
Premia Haldi Powder Deluxe : 200 gms,58,37,200 gm,Premia,0.18,21,36.21,DMART,200.0,gm,185.0
Premia Rai : 200 gms,31,23,200 gm,Premia,0.12,8,25.81,DMART,200.0,gm,115.0
Premia Dhania Powder Deluxe : 500 gms,105,72,500 gm,Premia,0.14,33,31.43,DMART,500.0,gm,144.0
Premia Ajma : 100 gm,64,42,100 gm,Premia,0.42,22,34.38,DMART,100.0,gm,420.0
Premia Khaskhas : 100 gms,252,181,100 gm,Premia,1.81,71,28.17,DMART,100.0,gm,1810.0
Premia Jeera Powder Deluxe : 100 gms,108,84,100 gm,Premia,0.84,24,22.22,DMART,100.0,gm,840.0
Premia Guntur Chilli : 100 gms,63,43,100 gm,Premia,0.43,20,31.75,DMART,100.0,gm,430.0
Premia Roasted Badishep : 100 gms,71,44,100 gm,Premia,0.44,27,38.03,DMART,100.0,gm,440.0
Premia Emli : 500 gms,138,98,500 gm,Premia,0.2,40,28.99,DMART,500.0,gm,196.0
Premia Coconut Powder : 200 gms,73,53,200 gm,Premia,0.27,20,27.4,DMART,200.0,gm,265.0
Premia Kasoori Methi : 100 gms,145,63,100 gm,Premia,0.63,82,56.55,DMART,100.0,gm,630.0
Premia Lawang : 20 gms,50,38,20 gm,Premia,1.9,12,24.0,DMART,20.0,gm,1900.0
Premia Rai Small : 200 gms,35,24,200 gm,Premia,0.12,11,31.43,DMART,200.0,gm,120.0
Premia Shaha Jeera : 50 gms,71,46,50 gm,Premia,0.92,25,35.21,DMART,50.0,gm,920.0
Premia Red Chilli Powder : 200 gms,92,43,200 gm,Premia,0.21,49,53.26,DMART,200.0,gm,215.0
Premia Star Anise (Badiyan) : 100 gms,152,114,100 gm,Premia,1.14,38,25.0,DMART,100.0,gm,1140.0
Premia Chilli Kashmiri : 100 gms,182,130,100 gm,Premia,1.3,52,28.57,DMART,100.0,gm,1300.0
Premia Black Pepper Powder : 100 gms,134,85,100 gm,Premia,0.85,49,36.57,DMART,100.0,gm,850.0
Premia Methi : 100 gms,20,14,100 gm,Premia,0.14,6,30.0,DMART,100.0,gm,140.0
Premia Chilli Guntur Stemless : 100 gms,77,51,100 gm,Premia,0.51,26,33.77,DMART,100.0,gm,510.0
Amchur Powder : 100 gms,40,28,100 gm,Amchur,0.28,12,30.0,DMART,100.0,gm,280.0
Premia Dhaniya Dal : 100 gms,47,31,100 gm,Premia,0.31,16,34.04,DMART,100.0,gm,310.0
Premia Jaipatri (Mace) : 20 gms,160,115,20 gm,Premia,5.75,45,28.12,DMART,20.0,gm,5750.0
Premia Dhania Jeera Mix Khandela : 200 gms,89,57,200 gm,Premia,0.28,32,35.96,DMART,200.0,gm,285.0
Premia Dhania Powder : 200 gms,49,31,200 gm,Premia,0.15,18,36.73,DMART,200.0,gm,155.0
Premia Garam Masala Powder Deluxe : 100 gms,73,46,100 gm,Premia,0.46,27,36.99,DMART,100.0,gm,460.0
Premia Bedgi Chilli : 100 gms,132,88,100 gm,Premia,0.88,44,33.33,DMART,100.0,gm,880.0
Premia Masala Elaichi : 100 gms,281,191,100 gm,Premia,1.91,90,32.03,DMART,100.0,gm,1910.0
Premia Alsi : 100 gms,15,10,100 gm,Premia,0.1,5,33.33,DMART,100.0,gm,100.0
Premia Malwani Masala Deluxe : 200 gms,120,77,200 gm,Premia,0.39,43,35.83,DMART,200.0,gm,385.0
Premia Tej Patta : 50 gms,29,13,50 gm,Premia,0.26,16,55.17,DMART,50.0,gm,260.0
Premia Ginger Powder : 100 gms,61,39,100 gm,Premia,0.39,22,36.07,DMART,100.0,gm,390.0
Premia Til Black : 100 gms,48,30,100 gm,Premia,0.3,18,37.5,DMART,100.0,gm,300.0
Premia Amsul Wet Kokam : 200 gms,107,65,200 gm,Premia,0.33,42,39.25,DMART,200.0,gm,325.0
Premia Sabja : 100 gms,58,43,100 gm,Premia,0.43,15,25.86,DMART,100.0,gm,430.0
Premia Dry Ginger (Sunth) : 100 gms,114,71,100 gm,Premia,0.71,43,37.72,DMART,100.0,gm,710.0
Premia Eating Soda : 200 gms,28,16,200 gm,Premia,0.08,12,42.86,DMART,200.0,gm,80.0
Premia Dinkh (Edible Gum) : 100 gms,47,31,100 gm,Premia,0.31,16,34.04,DMART,100.0,gm,310.0
Premia Jaifal : 4 Pieces,59,38,4 pcs,Premia,9.5,21,35.59,DMART,4.0,pcs,9.5
Premia Kokam Rind Lonavala : 100 gms,100,58,100 gm,Premia,0.58,42,42.0,DMART,100.0,gm,580.0
Premia Kalvanji : 100 gms,46,29,100 gm,Premia,0.29,17,36.96,DMART,100.0,gm,290.0
Premia Reshampatti Chilli Khandela : 500 gms,235,155,500 gm,Premia,0.31,80,34.04,DMART,500.0,gm,310.0
Premia Sunday Mix Masala : 200 gms,118,75,200 gm,Premia,0.38,43,36.44,DMART,200.0,gm,375.0
Premia Dagad Phool (Black Stone Flower) : 50 gms,77,43,50 gm,Premia,0.86,34,44.16,DMART,50.0,gm,860.0
Premia Nimbu Phool (Citric Acid) : 50 gms,18,11,50 gm,Premia,0.22,7,38.89,DMART,50.0,gm,220.0
Premia Halim : 100 gms,36,21,100 gm,Premia,0.21,15,41.67,DMART,100.0,gm,210.0
Premia Goda Masala : 100 gms,43,27,100 gm,Premia,0.27,16,37.21,DMART,100.0,gm,270.0
Wheat Lokwan (Lokvan) : 10 kgs,570,449,10 kg,Wheat,44.9,121,21.23,DMART,10.0,kg,44.9
Wheat Sihore : 10 kgs,570,465,10 kg,Wheat,46.5,105,18.42,DMART,10.0,kg,46.5
Wheat MP Sihore Premium : 10 kgs,900,634,10 kg,Wheat,63.4,266,29.56,DMART,10.0,kg,63.4
Premia Sabudana : 1 kg,104,89,1 kg,Premia,89.0,15,14.42,DMART,1.0,kg,89.0
Premia Maida : 500 gms,34,25,500 gm,Premia,89.0,9,26.47,DMART,500.0,gm,50.0
Nachni : 1 kg,89,67,1 kg,Nachni,67.0,22,24.72,DMART,1.0,kg,67.0
Lapsi Rava / Daliya : 500 gms,37,27,500 gm,Lapsi,0.05,10,27.03,DMART,500.0,gm,54.0
Bajari : 1 kg,69,46,1 kg,Bajari,46.0,23,33.33,DMART,1.0,kg,46.0
Makai For Popcorn : 200 gms,40,25,200 gm,Makai,0.13,15,37.5,DMART,200.0,gm,125.0
Premia Rice Atta : 1 Kg,64,52,1 kg,Premia,0.13,12,18.75,DMART,1.0,kg,52.0
Premia Sabudana Small : 500 gms,58,46,500 gm,Premia,0.09,12,20.69,DMART,500.0,gm,92.0
Idli Rava : 500 gms,35,24,500 gm,Idli,0.05,11,31.43,DMART,500.0,gm,48.0
Premia Jawari Atta : 500 gms,55,40,500 gm,Premia,0.05,15,27.27,DMART,500.0,gm,80.0
Swaad Refined Sunflower Oil : 1 Litre,150,101,1 L,Swaad,101.0,49,32.67,DMART,1.0,L,0.101
