,Sr.No.,Grocery_Name,Brand_Name,Rating,MRP_Price,Discount_Price,Total Disc,Percetage Disc,Quantity_upd,Price_per_unit(gm/ml/pc)
215,215.0,"Muesli - 20% Nuts Delight, Multigrain Breakfast Cereal, High In Iron & Fibre, Naturally Cholesterol Free",Kelloggs,4.1,790.0,529.0,261.0,33.04,1 kg,0.529
216,216.0,Durum Wheat Pasta - Fusilli,BORGES,4.2,598.0,309.46,288.54,48.25,1000 g,0.30945999999999996
217,217.0,Green Chilly Sauce,Ching's Secret,4.2,180.0,163.8,16.19999999999999,9.0,570 g,0.2873684210526316
218,218.0,Gulab Jamun,Haldiram's,4.0,675.0,675.0,0.0,0.0,3 kg,0.225
219,219.0,Marie Light Active - Original Biscuits,Sunfeast,4.1,90.0,81.0,9.0,10.0,558 g,0.14516129032258066
220,220.0,Masala Rava Idli Ready Mix,MTR,4.3,130.0,120.0,10.0,7.69,500 g ,0.24
221,221.0,Jim Jam Pops Biscuit,Britannia,4.5,100.0,85.0,15.0,15.0,350 g,0.24285714285714285
222,222.0,Treat - Crazy Pineapple Cream Biscuits,Britannia,4.1,120.0,114.0,6.0,5.0,768 g,0.1484375
223,223.0,Veggi Manchow Instant Cup Noodles,Nissin,4.1,120.0,116.4,3.5999999999999943,3.0,210 g,0.5542857142857143
224,224.0,Cranberry Dark Chocolate Bar,Cadbury Bournville,4.2,330.0,297.53,32.47000000000003,9.84,240 g,1.2397083333333332
225,225.0,Namkeen - All In One Mixture,Tasties,3.9,294.0,199.02,94.97999999999999,32.31,900 g,0.22113333333333335
226,226.0,"Banana Chocochip Pancake Mix - No Maida, Eggless Instant Healthy Breakfast",Slurrp Farm,4.2,447.0,415.71,31.29000000000002,7.0,450 g,0.9238
227,227.0,Chocos,Kelloggs,4.2,515.0,515.0,0.0,0.0,1.15 Kg,0.44782608695652176
228,228.0,"Minute Fresh Dosa Batter - No Added Preservatives, Soda, Colours Or Flavours, Authentic Taste",MTR FOODS,3.9,85.0,71.0,14.0,16.47,850 g,0.08352941176470588
229,229.0,Polo - The Mint With The Hole,Nestle,4.3,5.0,5.0,0.0,0.0,12 g ,0.4166666666666667
230,230.0,"Daily Pasta - Made From Durum Wheat, Elbow",Bambino,4.2,150.0,75.0,75.0,50.0,500 g,0.15
231,231.0,Fatafat Bhel,Haldiram's,4.2,270.0,270.0,0.0,0.0,390 g,0.6923076923076923
232,232.0,3 Minute Breakfast Vegetable Upma,MTR,4.0,81.0,69.0,12.0,14.81,180 g,0.38333333333333336
233,233.0,Crispello Chocolate Bar,Cadbury Dairy Milk,4.2,105.0,96.73,8.269999999999996,7.88,105 g,0.9212380952380953
234,234.0,"Bites - Almond, Roasted & Chocolate Coated",Cadbury Dairy Milk,4.1,225.0,190.35,34.650000000000006,15.4,120 g,1.58625
235,235.0,Mixed Vegetable Cup A Soup - No Added Preservatives,Knorr,4.2,10.0,10.0,0.0,0.0,9.5 g,1.0526315789473684
236,236.0,Roasted Vermicelli,BB Royal,4.0,130.0,74.0,56.0,43.08,800 g,0.0925
237,237.0,Crackle Chocolate Bar,Cadbury Dairy Milk,4.2,360.0,335.16,24.839999999999975,6.9,288 g,1.16375
238,238.0,Coconut Barfi Mithai / Sweet - Made With Desi Ghee,Tasties,4.1,199.0,85.0,114.0,57.29,200 g,0.425
239,239.0,Miniatures Chocolate,Snickers,4.3,199.0,169.15,29.849999999999994,15.0,180 g ,0.9397222222222222
240,240.0,Happy Happy Choco-Chip Cookies,Parle,4.2,140.0,70.0,70.0,50.0,396 g,0.17676767676767677
241,241.0,"Chocolate Bar - Bar One, Nougat & Caramel Filled",Nestle,4.2,20.0,20.0,0.0,0.0,38 g,0.5263157894736842
242,242.0,Namkeen - Tasty Nut Masala Coated,Tasties,3.9,294.0,159.0,135.0,45.92,900 g,0.17666666666666667
243,243.0,Fruit & Nut Chocolate Bar,Cadbury Dairy Milk,4.2,540.0,502.74,37.25999999999999,6.9,480 g,1.047375
244,244.0,Peanut Filled Chocolate Bar,Snickers,4.4,11520.0,9792.0,1728.0,15.0,12960 g,0.7555555555555555
245,245.0,Candy - Melody Chocolaty,Parle,4.3,100.0,100.0,0.0,0.0,391 g ,0.2557544757033248
246,246.0,Murukku,Haldiram's,4.1,65.0,65.0,0.0,0.0,200 g ,0.325
247,247.0,Waffy Wafers - Chocolate Flavoured Creamy & Crunchy,Dukes,4.1,50.0,25.0,25.0,50.0,60 g ,0.4166666666666667
248,248.0,Chocolate,Cadbury Dairy Milk,4.2,300.0,276.36,23.639999999999986,7.88,330 g,0.8374545454545455
249,249.0,"Chocos - Variety Pack, With Protein & Fibre",Kelloggs,4.2,210.0,186.0,24.0,11.43,525 g,0.35428571428571426
250,250.0,"Khova - Unsweetened, Creamy Texture, Milky Aroma",Milky Mist,3.8,95.0,95.0,0.0,0.0,200 g ,0.475
251,251.0,Spiced Chicken Instant Cup Noodles,Nissin,4.1,150.0,133.86,16.139999999999986,10.76,210 g,0.6374285714285715
252,252.0,Baking Soda,Weikfield,4.2,32.0,32.0,0.0,0.0,100 g ,0.32
253,253.0,Marie Biscuits,Parle,4.1,175.0,87.5,87.5,50.0,800 g,0.109375
254,254.0,Happala,Anil,4.0,80.0,80.0,0.0,0.0,200 g ,0.4
255,255.0,Badam Laddoo - Made In Pure Ghee,Daadi's,3.4,380.0,190.0,190.0,50.0,400 g,0.475
256,256.0,Durum Wheat Pasta - Spaghetti,HappyChef,4.3,350.0,182.36,167.64,47.9,1000 g,0.18236000000000002
258,258.0,Power Up Instant Atta Noodles,Sunfeast YiPPee!,4.1,112.0,89.6,22.400000000000006,20.0,280 g ,0.32
259,259.0,"Oats Multigrain Rolled Oats Wholegrain - High Protein & Fibre For Weight Loss, Dalia Porridge",Quaker,4.4,350.0,280.0,70.0,20.0,1200 g,0.23333333333333334
261,261.0,"Wheat Chapathi - Soft, Tasty & Highly Nutritious, Just Heat",Asal,4.0,40.0,40.0,0.0,0.0,200 g,0.2
262,262.0,Microwave Popcorn - Butter Lovers Flavor,ACT II,4.2,450.0,426.0,24.0,5.33,594 g,0.7171717171717171
263,263.0,Makka Popcorn - Corn Kernels,4700BC,4.1,40.0,38.0,2.0,5.0,200 g,0.19
264,264.0,"Essentials Oats Cookies (No Added Sugar & Diabetic Friendly),",Britannia NutriChoice,4.2,140.0,118.27,21.730000000000004,15.52,300 g,0.3942333333333333
265,265.0,"Peanut Chikki - Made With jaggery, Healthy Snack, Protein Rich",SDA,3.9,85.0,85.0,0.0,0.0,200 g ,0.425
266,266.0,Appalam - No 6,Ambika,3.8,60.0,60.0,0.0,0.0,100 g,0.6
267,267.0,Elbow Macaroni,BB Royal,4.0,120.0,74.0,46.0,38.33,800 g,0.0925
268,268.0,Choco Pie - Chocolate Coated Soft Biscuit,Orion,4.2,340.0,244.8,95.19999999999999,28.0,336 g ,0.7285714285714286
269,269.0,Mast Masala Soupy Noodles,Knorr,4.2,60.0,60.0,0.0,0.0,210 g,0.2857142857142857
270,270.0,"Oats - Tasty Evening Snack, Fibre Rich, Classic Masala",Saffola,4.2,449.0,368.18,80.82,18.0,1 kg ,0.36818
271,271.0,Potato Chips - Sizzlin Hot,Lays,4.3,20.0,20.0,0.0,0.0,40 g,0.5
272,272.0,"Multigrain Energy Bar - Chocolate Chunk Nut, Healthy, High In Protein & Fibre",Yoga Bar,4.1,40.0,35.0,5.0,12.5,38 g,0.9210526315789473
273,273.0,Papad - Urad,Lijjat,4.1,366.0,366.0,0.0,0.0,1 kg ,0.366
274,274.0,Namkeen - Masala Kaju,Haldiram's,4.1,100.0,100.0,0.0,0.0,70 g,1.4285714285714286
275,275.0,Dharwad Peda,Lal sweets Pvt Ltd,3.8,130.0,130.0,0.0,0.0,200 g ,0.65
276,276.0,Treat Strawberry Wafers,Britannia Treat,4.2,100.0,50.0,50.0,50.0,110 g,0.45454545454545453
277,277.0,Mysore Pak Prem,Lal,4.2,250.0,250.0,0.0,0.0,400 g,0.625
278,278.0,"Natural Peanut Butter - Crunchy, Unsweetened",Pintola,4.0,425.0,384.0,41.0,9.65,1 kg,0.384
279,279.0,Farmlite 5 Grain Digestive Biscuit - High Fibre,Sunfeast,4.2,240.0,120.12,119.88,49.95,800 g,0.15015
280,280.0,"Waffy Wafers - Vanilla Flavoured, Creamy & Crunchy",Dukes,4.2,50.0,25.0,25.0,50.0,60 g ,0.4166666666666667
281,281.0,"0% Added Sugar Millet Muesli, High Protein, Rich In Fibre",Tata Soulfull,4.0,529.0,343.85,185.14999999999998,35.0,700 g,0.49121428571428577
282,282.0,Rice Sevai,Manna,4.3,89.0,71.2,17.799999999999997,20.0,200 g ,0.35600000000000004
283,283.0,Bounce Biscuits - Elaichi Creme Cookies,Sunfeast,4.1,60.0,57.0,3.0,5.0,348 gm,0.16379310344827586
284,284.0,Farmlite Biscuit - Oats And Chocolate,Sunfeast,4.3,130.0,103.87,26.129999999999995,20.1,300 g,0.34623333333333334
285,285.0,Chocolate Syrup,Hersheys,4.3,300.0,285.0,15.0,5.0,600 g,0.475
286,286.0,Namkeen Green Chutney Style,Kurkure,4.1,10.0,10.0,0.0,0.0,36 g,0.2777777777777778
287,287.0,Good Day Chunkies Chocolate Cookies,Britannia,4.2,80.0,60.0,20.0,25.0,120 g,0.5
288,288.0,Yummiez Nuggets - Chicken,Godrej Yummiez,4.0,350.0,325.0,25.0,7.14,500 g ,0.65
289,289.0,"Dinamita Tortilla Chips - Fiery Crunchy, Nachos, Snacks, Lime & Chilli Flavour",Doritos,4.0,90.0,72.0,18.0,20.0,168 g,0.42857142857142855
290,290.0,Namkeen - Corn Flakes Mixture,Townbus,4.0,10.0,10.0,0.0,0.0,30 g,0.3333333333333333
291,291.0,Motichoor Laddu Mithai / Sweet - Made With Desi Ghee,Tasties,4.1,199.0,125.0,74.0,37.19,200 g,0.625
292,292.0,"Minute Fresh Idli Batter - ConviPack, No Added Soda, Preservatives, Flavours Or Colours, Authentic Taste",MTR FOODS,3.6,85.0,71.0,14.0,16.47,750 g,0.09466666666666666
293,293.0,Bourbon - The Original Biscuits,Britannia,4.1,75.0,72.0,3.0,4.0,300 g,0.24
294,294.0,Durum Wheat Pasta - Mini Penne Rigate,BORGES,4.3,320.0,165.6,154.4,48.25,700 g,0.23657142857142857
295,295.0,"Masala Oats - Tasty Evening Snack, Fibre Rich, Curry & Pepper",Saffola,4.2,207.0,182.16,24.840000000000003,12.0,500 g,0.36432
296,296.0,Roasted Peanuts - Classic Salted,JABSONS,4.1,70.0,70.0,0.0,0.0,160 g ,0.4375
297,297.0,Chocolate Gift Pack,Cadbury Celebrations,4.0,1200.0,900.0,300.0,25.0,59.8 g ,15.050167224080269
298,298.0,Premium Laddoo - Besan,Lal,3.9,250.0,250.0,0.0,0.0,400 g,0.625
299,299.0,Cheese Licks,Bisk Farm,4.2,35.0,35.0,0.0,0.0,150 g ,0.23333333333333334
300,300.0,"American Pistachios - Roasted & Salted, 100% Natural, Premium, No Additives",Grocery Farm,4.3,399.0,279.3,119.69999999999999,30.0,200 g,1.3965
301,301.0,Cocoa Powder,HappyChef,4.2,65.0,58.5,6.5,10.0,50 g,1.17
302,302.0,Classic Chocolate,Nestle,4.2,20.0,20.0,0.0,0.0,34 g ,0.5882352941176471
303,303.0,Red Chilli Sauce,Ching's Secret,4.2,180.0,163.8,16.19999999999999,9.0,600 g,0.273
304,304.0,Chicken Instant Noodles,MAGGI,4.2,72.0,72.0,0.0,0.0,284 g ,0.2535211267605634
305,305.0,Crunchy Granola Almonds & Cranberries,Kelloggs,4.3,380.0,350.0,30.0,7.89,460 g,0.7608695652173914
306,306.0,"Butter Murukku - Fresh, Crunchy, South Indian Snack",Modern Kitchens,3.9,60.0,51.0,9.0,15.0,150 g,0.34
307,307.0,"Honey Active - From Sundarban Forest, 100% Pure, No Sugar Adulteration",Saffola,4.0,475.0,370.5,104.5,22.0,1 kg ,0.3705
308,308.0,Ready Mix - Vermicelli Payasam,MTR,4.3,75.0,75.0,0.0,0.0,180 g ,0.4166666666666667
309,309.0,Glucose Biscuits,Sunfeast,4.1,50.0,47.5,2.5,5.0,480 g,0.09895833333333333
310,310.0,Namkeen - Ratlami Sev,Haldiram's,4.1,141.0,141.0,0.0,0.0,450 g,0.31333333333333335
311,311.0,Chocolate Wafers,Britannia Treat,4.2,100.0,50.0,50.0,50.0,120 g,0.4166666666666667
312,312.0,Mayonnaise - Eggless Spout,Del Monte,4.2,438.0,298.02,139.98000000000002,31.96,1800 g,0.16556666666666667
313,313.0,Classic Corn Flakes,BB Royal,4.2,340.0,189.0,151.0,44.41,900 g,0.21
314,314.0,Soan Papdi - Real Cardamom,GRB,4.2,70.0,70.0,0.0,0.0,200 g ,0.35
315,315.0,Pickle - Mango,Mother's Recipe,4.1,149.0,108.77,40.230000000000004,27.0,500 g ,0.21753999999999998
317,317.0,Instant Popcorn - Tomato Chilli,ACT II,4.2,198.0,198.0,0.0,0.0,354 g,0.559322033898305
318,318.0,Durum Wheat Pasta - Spaghetti,BORGES,4.3,299.0,154.73,144.27,48.25,500 g ,0.30945999999999996
319,319.0,French Fries,Amul Happy Treats,3.9,180.0,180.0,0.0,0.0,850 g,0.21176470588235294
320,320.0,Peanut & Caramel Filled Chocolate Bar,Cadbury Fuse,4.2,320.0,288.51,31.49000000000001,9.84,360 g,0.8014166666666667
321,321.0,Milkybar White Chocolate,Nestle,4.1,40.0,32.0,8.0,20.0,42 g ,0.7619047619047619
322,322.0,Chocolate Bar,Cadbury Dairy Milk Silk,4.1,525.0,514.5,10.5,2.0,450 g,1.1433333333333333
323,323.0,Original Potato Chips - Classic Salted Flavoured,Pringles,4.2,230.0,207.0,23.0,10.0,214 g,0.9672897196261683
324,324.0,"Real Mayonnaise - Eggless Extra Creamy, World's No. 1 Brand",Hellmanns,4.3,90.0,82.8,7.200000000000003,8.0,250 g,0.3312
325,325.0,Fruit & Nut Dark Chocolate Bar,Cadbury Bournville,4.2,300.0,270.48,29.519999999999982,9.84,240 g,1.127
326,326.0,Nissin Geki - Hot & Spicy Korean Chicken Flavour,Nissin,4.2,294.0,220.5,73.5,25.0,80 g ,2.75625
327,327.0,Instant Popcorn - Magic Butter Flavour,ACT II,4.1,10.0,10.0,0.0,0.0,30 g,0.3333333333333333
328,328.0,Assorted Choco Treats,Lindberg,4.1,549.0,375.0,174.0,31.69,200 g ,1.875
329,329.0,Phalhari Chiwda Namkeen - Sweet & Salty,Haldiram's,4.2,47.0,47.0,0.0,0.0,200 g ,0.235
330,330.0,Namkeen - Phalhari Chiwda,Haldiram's,4.1,10.0,10.0,0.0,0.0,45 g ,0.2222222222222222
331,331.0,"Waffy Wafers - Strawberry Flavoured, Creamy & Crunchy",Dukes,4.2,50.0,25.0,25.0,50.0,60 g ,0.4166666666666667
332,332.0,Samosa Patti,Switz,4.2,100.0,82.0,18.0,18.0,50 Sheets,1.64
333,333.0,"Fruit N Nut, Dark Chocolate- 55% Rich In Cocoa",Amul,4.3,110.0,110.0,0.0,0.0,150 g ,0.7333333333333333
334,334.0,Masala - Chutney Powder,MTR,4.1,155.0,145.0,10.0,6.45,200 g ,0.725
335,335.0,"Veggie Fingers - Veggie Delight With Corn, Carrot & Peas",McCain,4.1,155.0,155.0,0.0,0.0,400 g,0.3875
336,336.0,Namkeen - Bhel Puri,Haldiram's,4.2,100.0,94.0,6.0,6.0,300 g ,0.31333333333333335
337,337.0,"Little Millet Noodles - No Maida, Not Fried",Slurrp Farm,3.9,387.0,387.0,0.0,0.0,576 g,0.671875
338,338.0,Rice Papad - Jeera,Mother's Recipe,4.1,25.0,25.0,0.0,0.0,75 g,0.3333333333333333
339,339.0,"Essentials Ragi Cookies - No Added Sugar & Diabetic Friendly, High Dietary Fibre",Britannia NutriChoice,4.1,70.0,61.6,8.399999999999999,12.0,150 g,0.4106666666666667
340,340.0,Pazzta Masala Penne - Made With 100% Suji/Rawa,MAGGI,4.2,54.0,46.0,8.0,14.81,139 g ,0.33093525179856115
341,341.0,"Badam Drink Mix - Real Badam, Elaichi & Kesar",MTR,4.2,260.0,220.0,40.0,15.38,450 g,0.4888888888888889
342,342.0,"Oats Cookies Milk Almond,",Britannia NutriChoice,4.1,75.0,60.56,14.439999999999998,19.25,225 g,0.2691555555555556
343,343.0,Super Snack - Cream & Onion,MR. MAKHANA,4.0,49.0,46.55,2.450000000000003,5.0,27.5 g,1.6927272727272726
345,345.0,Namkeen - Green Chutney Rajasthani Style,Kurkure,4.1,60.0,60.0,0.0,0.0,270 g,0.2222222222222222
346,346.0,"Sugar Free Biscuits - Cream Cracker, Crunchy, Teatime Snack",Bisk Farm,4.2,45.0,45.0,0.0,0.0,300 g ,0.15
347,347.0,Veggie Stix - Sour Cream & Onion,Too Yumm!,4.2,60.0,55.2,4.799999999999997,8.0,135 g,0.4088888888888889
348,348.0,Ultra Thin Banana Wafers - Classic Salt,A-1 Chips,4.2,110.0,110.0,0.0,0.0,180 g,0.6111111111111112
349,349.0,Gulab Jamun,MTR,4.0,270.0,230.0,40.0,14.81,1 kg ,0.23
350,350.0,"Biscuits - Rich Marie, Light & Crunchy, Teatime Snack",Bisk Farm,4.2,40.0,37.6,2.3999999999999986,6.0,300 g ,0.12533333333333332
351,351.0,Rich Dry Fruit Collection Chocolate Gift Pack,Cadbury Celebrations,4.0,1100.0,971.52,128.48000000000002,11.68,177 g ,5.4888135593220335
352,352.0,Caramel Cookie Chocolate Bar,Twix,4.2,210.0,189.0,21.0,10.0,150 g,1.26
353,353.0,Farmlite Biscuit - Oats & Raisins,Sunfeast,4.2,195.0,152.49,42.50999999999999,21.8,450 g,0.3388666666666667
354,354.0,Organic - Apple Cider Vinegar,Bragg,4.2,2480.0,2108.0,372.0,15.0,1892 ml,1.1141649048625792
355,355.0,Golden Wheat Crisps - Methi Khakhra,Daadi's,4.1,80.0,80.0,0.0,0.0,180 g ,0.4444444444444444
356,356.0,Cocoa Powder Mix,Cadbury,4.2,530.0,423.47,106.52999999999997,20.1,300 g,1.4115666666666669
357,357.0,Bagrry`S Crunchy Muesli With Almonds  Raisins & Honey - 40 750 g Pouch,Bagrrys,4.2,490.0,357.7,132.3,27.0,750 g ,0.4769333333333333
358,358.0,"Dark Fantasy - Yumfills, Rich Chocolate Pie Cake",Sunfeast,4.2,170.0,85.06,84.94,49.96,242 g,0.35148760330578516
359,359.0,Potato Chips - Sour Cream & Onion Flavoured,Pringles,4.2,230.0,207.0,23.0,10.0,214 g,0.9672897196261683
360,360.0,"Waffy Wafers - Pineapple Flavoured, Creamy & Crunchy",Dukes,4.2,50.0,25.0,25.0,50.0,60 g,0.4166666666666667
361,361.0,Appalam,Mother's Recipe,4.1,50.0,45.0,5.0,10.0,100 g ,0.45
362,362.0,"Hashtags - Spicy Masala, Unique Flavour, Crispy",Bingo,4.2,30.0,28.33,1.6700000000000017,5.57,58 g ,0.48844827586206896
363,363.0,Pickle - Mango Sliced,MTR,4.1,149.0,149.0,0.0,0.0,500 g ,0.298
364,364.0,Namkeen - Salted Banana Chips,Tasties,4.1,594.0,516.0,78.0,13.13,900 g,0.5733333333333334
365,365.0,Gulab Jamun Instant Mix,Aashirvaad,4.0,280.0,154.0,126.0,45.0,500 g ,0.308
366,366.0,"Oats - Low In Sodium, Soluble Fibre, Reduce Cholesterol",Kelloggs,4.3,180.0,146.0,34.0,18.89,900 g,0.1622222222222222
367,367.0,Milano Cookies - Centre Filled With Mixed Berries,Parle,4.3,120.0,90.0,30.0,25.0,225 g,0.4
368,368.0,"All Rounder - Thin, Light & Crunchy Potato Biscuit With Chatpata Masala Flavour",Sunfeast,4.1,75.0,71.25,3.75,5.0,75 g ,0.95
369,369.0,"Minute Fresh Signature Dosa Batter - Made From Red Rice, No Added Preservatives, Soda",MTR FOODS,3.9,90.0,81.0,9.0,10.0,850 g,0.09529411764705882
370,370.0,Ragi Sticks - Achari Masala,GoodDiet,3.7,125.0,69.25,55.75,44.6,150 g,0.46166666666666667
371,371.0,Roasted Vermicelli - Made From Wheat,Aashirvaad,4.2,59.0,55.46,3.539999999999999,6.0,400 g,0.13865
372,372.0,"Cuppa Noodles - Masala, 70 g, Pack of 3",MAGGI,4.0,150.0,150.0,0.0,0.0,210 g,0.7142857142857143
373,373.0,Nice - Sugar Sprinkled Biscuits,Sunfeast,4.1,75.0,71.25,3.75,5.0,428.40000000000003 g,0.16631652661064425
374,374.0,Cookies - Hide N Seek Milano,Parle,4.2,240.0,180.0,60.0,25.0,450 g,0.4
375,375.0,Instant Gojjavalakki Mix,Sanketi Adukale,4.4,109.0,109.0,0.0,0.0,250 g,0.436
376,376.0,"Original Special K - Low Fat, High In B Group Vitamins, Source Of Protein & Fibre, Breakfast Cereals",Kelloggs,4.2,470.0,447.25,22.75,4.84,935 g,0.4783422459893048
377,377.0,Sliced Black Olives,Del Monte,4.1,330.0,300.3,29.69999999999999,9.0,450 g ,0.6673333333333333
378,378.0,"Tata Sampann Dry Fruits & Nuts Mix (Contains Almonds, Black Raisins, Cashews, Cranberries, Green raisins, and Pistachio kernels), 100% Premium Hand-picked Dry Fruits & Nuts, up to 20 Quality Parameters Tested",Tata Sampann,4.3,285.0,234.61,50.389999999999986,17.68,200 g,1.1730500000000001
379,379.0,Chef'S Special - Tomato Ketchup,VEEBA,4.1,99.0,84.15,14.849999999999994,15.0,900 g,0.0935
380,380.0,"Playz Puffcorn - Yummy Cheese, Namkeen",Kurkure,3.9,100.0,63.75,36.25,36.25,160 g,0.3984375
381,381.0,Chocos Crunchy Bites,Kelloggs,4.2,410.0,382.5,27.5,6.71,750 g,0.51
382,382.0,Good Day Cookies - Rich Butter,Britannia,4.1,150.0,142.5,7.5,5.0,720 g,0.19791666666666666
383,383.0,Ragi Idli & Dosa Batter,Batter Box,4.0,100.0,100.0,0.0,0.0,1 Kg,0.1
384,384.0,Signature Minute Fresh Akki Rotti - Heat & Eat,MTR,3.4,95.0,90.0,5.0,5.26,420 g,0.21428571428571427
385,385.0,"Peanut Chikki Nice - Made With jaggery, Healthy Snack, Protein Rich",SDA,3.9,85.0,85.0,0.0,0.0,200 g ,0.425
386,386.0,"Masala Oats - Karara Crunch, Classic Masala, Tasty Recipe",Saffola,4.1,212.0,169.6,42.400000000000006,20.0,500 g,0.3392
387,387.0,Quinoa Puffs - Onion Masala,GoodDiet,3.9,125.0,69.25,55.75,44.6,150 g,0.46166666666666667
388,388.0,Oreo Chocolate Bar,Cadbury Dairy Milk Silk,4.2,525.0,499.06,25.939999999999998,4.94,390 g,1.2796410256410256
389,389.0,Wild Honey,24 Mantra Organic,4.0,580.0,452.4,127.60000000000002,22.0,1000 g,0.45239999999999997
390,390.0,"Khatta Meetha - Premium Quality, Guilt-free Snack, Authentic Taste",Haldiram's,3.9,200.0,180.0,20.0,10.0,1 kg ,0.18
391,391.0,"Dark Chocolate - Single Origin, India",Amul,4.2,160.0,80.0,80.0,50.0,125 g,0.64
392,392.0,"Choco Ragi Puff - Healthy Snacks For Kids, School Tiffin & Travel Friendly",Slurrp Farm,3.9,200.0,190.0,10.0,5.0,160 g,1.1875
393,393.0,"Aam Papad -  Fruit Bar, No Added Preservatives & Colours",Paper Boat,4.1,225.0,202.5,22.5,10.0,270 g ,0.75
394,394.0,Yummiez Pepper & Herb Chicken Sausages,Godrej Yummiez,4.0,180.0,170.0,10.0,5.56,250 g ,0.68
395,395.0,Jack Fruit Chips,A-1 Chips,4.0,130.0,130.0,0.0,0.0,200 g,0.65
396,396.0,Organic Wild Honey,BB Royal,3.9,798.0,450.0,348.0,43.61,1000 g,0.45
397,397.0,Expressions Gift Box - Assorted Chocolate Truffles,Lindberg,4.2,499.0,299.0,200.0,40.08,185 g ,1.6162162162162161
398,398.0,Sugar Free Cashew Cookies,UNIBIC,4.1,360.0,324.0,36.0,10.0,450 g,0.72
399,399.0,Namkeen - Handmade Bhujia Sev,Tasties,4.0,294.0,193.02,100.97999999999999,34.35,900 g,0.21446666666666667
400,400.0,Sugar Free Dark Chocolate,Amul,4.2,140.0,140.0,0.0,0.0,150 g,0.9333333333333333
401,401.0,Pastalicious Penne - 100% Durum Wheat Semolina,Disano,3.9,260.0,119.0,141.0,54.23,800 g,0.14875
402,402.0,Super Snack - Piri Piri Paradise,MR. MAKHANA,4.0,49.0,46.55,2.450000000000003,5.0,27.5 g,1.6927272727272726
403,403.0,"Thenkuzhal Muruku - Namkeen Snack, No Transfats Or Cholesterol, Evening Snack",Townbus,4.4,65.0,65.0,0.0,0.0,170 g ,0.38235294117647056
404,404.0,"Pancake Mix - Chocolate Flavour, Makes Soft & Fluffy Pancakes",Pillsbury,4.1,53.0,26.5,26.5,50.0,80 g,0.33125
405,405.0,Quinoa Puffs - Spicy Garlic,GoodDiet,3.8,125.0,61.97,63.03,50.42,150 g,0.41313333333333335
406,406.0,Honey - Zero Adulteration,BB Royal,,365.0,149.0,216.0,59.18,500 g ,0.298
407,407.0,"Bars Choco Almond 10 g Daily Protein Bar With Real Almond, Sugar Free Healthy Protein Snacks",RiteBite Max Protein,4.2,450.0,427.5,22.5,5.0,50 g ,8.55
408,408.0,"Poppins Candy - Fruit Flavoured Rolls, Tangy & Crunchy",Parle,4.2,30.0,22.5,7.5,25.0,100 g,0.225
409,409.0,Chewy Fruit Candies - Original,Skittles,4.2,10.0,10.0,0.0,0.0,9 g,1.1111111111111112
410,410.0,Instant Khatta Meetha Poha With Millets,Aashirvaad,3.9,108.0,81.0,27.0,25.0,240 g,0.3375
412,412.0,No-Onion No-Garlic Tomato Sauce,Kissan,4.0,130.0,118.0,12.0,9.23,850 g ,0.1388235294117647
413,413.0,Pazzta Cheesy Tomato Twist - Made With 100% Suji/Rawa,MAGGI,4.1,32.0,32.0,0.0,0.0,68.5 g,0.46715328467153283
414,414.0,Banana Chips,A-1 Chips,4.0,140.0,133.0,7.0,5.0,250 g,0.532
415,415.0,Khara Groundnuts,Sanjay,3.8,75.0,75.0,0.0,0.0,200 g,0.375
416,416.0,Flavored Center Chocolate - Blueberry & Acai,Brookside,4.1,320.0,294.4,25.600000000000023,8.0,200 g,1.472
417,417.0,Tamarind Date Chutney,Mother's Recipe,4.2,120.0,108.0,12.0,10.0,400 g,0.27
418,418.0,"Tortilla Wrap - For Rolls, Wraps & Tacos",Habanero,4.0,555.0,555.0,0.0,0.0,990 g,0.5606060606060606
419,419.0,Vermicelli - Roasted,Azad,4.2,52.0,52.0,0.0,0.0,200 g ,0.26
420,420.0,Ribbon Pakoda,Townbus,4.1,55.0,55.0,0.0,0.0,135 g,0.4074074074074074
421,421.0,Corn Flakes With Real Strawberry Puree,Kelloggs,4.2,325.0,325.0,0.0,0.0,575 g,0.5652173913043478
422,422.0,Almond Treat Premium Chocolate Bar,Cadbury Temptations,4.3,330.0,297.53,32.47000000000003,9.84,216 g,1.3774537037037036
423,423.0,"Sprouted Ragi Powder, 100% Natural Ragi/Nachni, No Sugar, No Salt, No Milk",Slurrp Farm,4.0,900.0,837.0,63.0,7.0,750 g,1.116
424,424.0,Namkeen - Navratan Mix,Haldiram's,4.3,60.0,60.0,0.0,0.0,200 g ,0.3
425,425.0,"Muesli - Fruits, Nuts & Seeds, Healthy, Rich In Protein, Breakfast Cereal",Yoga Bar,4.3,359.0,299.01,59.99000000000001,16.71,400 g,0.747525
426,426.0,Kerala Banana Chips - Made In Coconut Oil,Tasties Origins,4.1,125.0,90.0,35.0,28.0,150 g ,0.6
427,427.0,Pickle - Lime,MTR,4.1,155.0,155.0,0.0,0.0,500 g ,0.31
428,428.0,ChocoChip Cookies,Cadbury Chocobakes,4.1,160.0,144.26,15.740000000000009,9.84,334 g,0.4319161676646706
429,429.0,Hifi Cookies - Biscuits - Butter,Sunfeast,4.3,5.0,5.0,0.0,0.0,35 g ,0.14285714285714285
