,Sr.No.,Grocery_Name,Brand_Name,Rating,MRP_Price,Discount_Price,Total Disc,Percetage Disc,Quantity_upd,Price_per_unit(gm/ml/pc)
430,430.0,Butter Popcorn,ACT II,4.1,50.0,40.0,10.0,20.0,100 g,0.4
431,431.0,Original Rava Dosa Ready Mix,MTR,4.1,140.0,140.0,0.0,0.0,500 g ,0.28
432,432.0,"Veg Hakka Noodles - Zero Fat, Free From Additives",Ramyeon,4.0,200.0,200.0,0.0,0.0,1 kg,0.2
433,433.0,"Crunchy Chicken Nuggets, Non-Veg Snack, Ready To Cook",ITC Master Chef,3.9,650.0,487.5,162.5,25.0,1 kg ,0.4875
434,434.0,Roasted High Protein - Mixture,GoodDiet,3.7,100.0,76.0,24.0,24.0,120 g,0.6333333333333333
435,435.0,Munch Maha Choco Taste - Wafer Chocolate,Nestle,4.0,5.0,5.0,0.0,0.0,8.9 g,0.5617977528089887
436,436.0,"Choco Deck - Mini Delights, Assorted, Home Pack",Fabelle,4.2,600.0,296.98,303.02,50.5,420 g,0.7070952380952381
437,437.0,"International Cream Of Broccoli Soup - With Real Vegetables, No Preservatives",Knorr,4.0,70.0,64.4,5.599999999999994,8.0,50 g,1.288
438,438.0,"Gourmet Potato Chips - Thai Sweet Chilli, Crispy",Lays,4.1,100.0,72.0,28.0,28.0,160 g,0.45
439,439.0,Funfoods Pasta Pizza Sauce,Dr. Oetker,4.1,198.0,148.0,50.0,25.25,630 g,0.23492063492063492
440,440.0,Bounce Biscuits - Pineapple Creme Cookies,Sunfeast,4.2,60.0,57.0,3.0,5.0,456 g,0.125
441,441.0,Biscuits,Cadbury Bournvita,4.2,105.0,94.75,10.25,9.76,360 g,0.26319444444444445
442,442.0,Kerala Pappadam - Handmade,Jimmy's,3.8,32.0,32.0,0.0,0.0,50 g,0.64
443,443.0,Groundnut - Broken,Sanjay,4.1,79.0,79.0,0.0,0.0,200 g,0.395
444,444.0,Breakfast Mix - Multigrain Dosa,MTR,4.2,170.0,170.0,0.0,0.0,500 g ,0.34
445,445.0,Coconut Ghee Burfi,Daadi's,4.1,150.0,150.0,0.0,0.0,200 g,0.75
446,446.0,Mars Caramel Miniatures Chocolate Pack - 130 GM,Mars,4.2,169.0,143.65,25.349999999999994,15.0,130 g ,1.105
447,447.0,Heinz Tomato Ketchup,Heinz,4.3,165.0,156.75,8.25,5.0,900 g,0.17416666666666666
448,448.0,Peanut Chikki With Jaggery,IndiSecrets,3.7,75.0,45.0,30.0,40.0,100 g ,0.45
449,449.0,Biscuit - Spicy,Bisk Farm,4.0,70.0,70.0,0.0,0.0,400 g,0.175
450,450.0,Chocos Fills,Kelloggs,4.2,410.0,390.0,20.0,4.88,500 g,0.78
451,451.0,Pancake Mix - Original,Betty Crocker,4.2,450.0,382.5,67.5,15.0,1 kg ,0.3825
452,452.0,Monaco Cheeslings - Classic,Parle,4.1,140.0,113.96,26.040000000000006,18.6,300 g,0.37986666666666663
453,453.0,"Chocolate Pancake Mix - No Maida, Eggless Instant Healthy Breakfast",Slurrp Farm,4.1,447.0,415.71,31.29000000000002,7.0,450 g,0.9238
454,454.0,"Nutricrunch Digestive Cookies - Rich In Antioxidants, Fibre & Iron, Crispy, Crunchy",Parle Platina,4.1,270.0,135.0,135.0,50.0,1 kg,0.135
455,455.0,Top Biscuits - Butter Munch,Bisk Farm,4.1,30.0,30.0,0.0,0.0,150 g ,0.2
456,456.0,"Pancake Mix - Butterscotch Flavour, Makes Soft & Fluffy Pancakes",Pillsbury,4.0,53.0,26.5,26.5,50.0,80 g,0.33125
457,457.0,Sesame Chikki Bar,24 Mantra Organic,4.1,60.0,60.0,0.0,0.0,99 g,0.6060606060606061
458,458.0,Appalam No 4,Atish Papad,3.9,51.0,51.0,0.0,0.0,150 g,0.34
459,459.0,Roasted Almond Barks - Snacking Chocolate,Lindberg,4.3,215.0,179.0,36.0,16.74,75 g,2.3866666666666667
460,460.0,Millet Idly & Dosa Batter,Batter Box,4.1,105.0,105.0,0.0,0.0,1 Kg,0.105
461,461.0,Froot Loops - Crunchy Multigrain Cereal,Kelloggs,4.0,398.0,348.0,50.0,12.56,570 g,0.6105263157894737
462,462.0,3 Minute Breakfast - Khatta Meetha Poha,MTR,4.1,81.0,69.0,12.0,14.81,180 g,0.38333333333333336
463,463.0,Dry Fruit Chikki,Paper Boat,4.0,30.0,27.0,3.0,10.0,25 g,1.08
464,464.0,Beanz - Baked Beans In Tomato Sauce,Heinz,4.3,150.0,150.0,0.0,0.0,415 g,0.3614457831325301
465,465.0,Pizza & Pasta Sauce,Knorr,4.1,60.0,60.0,0.0,0.0,200 g,0.3
466,466.0,Chana Jor Garam,Haldiram's,4.1,40.0,40.0,0.0,0.0,200 g ,0.2
467,467.0,Namkeen - Aloo Bhujia,Tasties,4.0,294.0,211.02,82.97999999999999,28.22,900 g,0.23446666666666668
468,468.0,Appalam - No 2,Ambika,3.9,140.0,140.0,0.0,0.0,285 g ,0.49122807017543857
469,469.0,Frozen Rasmalai,Amul,3.6,230.0,230.0,0.0,0.0,500 g,0.46
470,470.0,"Almond Cookies - Chocolate & Badam. Healthy biscuits- no added maida, 18 cookies",Open Secret,4.1,315.0,277.2,37.80000000000001,12.0,225 g,1.232
471,471.0,"Multigrain Variety Energy Bar - Chocolate, Vanilla Almonds, Cashew Orange & Nuts & Seeds",Yoga Bar,4.1,400.0,368.0,32.0,8.0,38 g ,9.68421052631579
472,472.0,"Chocos Fills - Double Chocolaty, Multigrain, High In Protein & B Vitamins, 0% Maida, Anytime Snack",Kelloggs,4.2,99.0,94.0,5.0,5.05,160 g,0.5875
473,473.0,Biscuits,Cadbury Bournvita Biscuits,4.3,225.0,192.06,32.94,14.64,750 g,0.25608000000000003
474,474.0,"Multigrain Energy Bar - Nuts & Seeds, Healthy Snack, High In Protein & Fibre",Yoga Bar,4.0,40.0,35.0,5.0,12.5,38 g,0.9210526315789473
475,475.0,Papad - Potato,Mother's Recipe,4.0,102.0,102.0,0.0,0.0,225 g,0.4533333333333333
476,476.0,Potato Chips - Masala,Sanjay,3.5,50.0,50.0,0.0,0.0,90 g,0.5555555555555556
477,477.0,Spread - Cocoa with Almond,Hersheys,4.1,525.0,498.75,26.25,5.0,405 g,1.2314814814814814
478,478.0,"Ragi Bites Choco Fills - No Maida, Calcium & Protein From Dal",Tata Soulfull,4.1,698.0,488.6,209.39999999999998,30.0,1000 g,0.48860000000000003
479,479.0,Khatta Meetha,Tasties,4.1,15.0,11.0,4.0,26.67,60 g,0.18333333333333332
480,480.0,Chocolate - Lindor Assorted,Lindt,3.1,800.0,720.0,80.0,10.0,200 g,3.6
481,481.0,Potato Cheese Shotz - Crunchy Nuggets Of Potatoes & Cheese,McCain,3.8,240.0,240.0,0.0,0.0,400 g,0.6
482,482.0,Dessert Mix - Gulab Jamun,Gits,4.3,240.0,192.0,48.0,20.0,300 g,0.64
483,483.0,Multigrain Chips - Sour Cream & Onion,GoodDiet,3.8,125.0,69.25,55.75,44.6,150 g,0.46166666666666667
484,484.0,Rich Tomato Sauce - No Onion & No Garlic,MAGGI,4.2,175.0,175.0,0.0,0.0,970 g ,0.18041237113402062
485,485.0,Pazzta Mushroom Penne - Made With 100% Suji/Rawa,MAGGI,4.1,32.0,32.0,0.0,0.0,68.5 g,0.46715328467153283
486,486.0,"Valentine Special Gift Pack, Heart Pop",Cadbury Dairy Milk Silk,4.4,870.0,870.0,0.0,0.0,750 g,1.16
487,487.0,Namkeen - Bikaneri Bhujia,Bikaji,4.1,320.0,288.0,32.0,10.0,1 kg ,0.288
488,488.0,Nacho Crisps - Cheese And Herbs,Cornitos,4.2,180.0,165.6,14.400000000000006,8.0,300 g,0.5519999999999999
489,489.0,Kisses - Almonds Chocolate,Hersheys,4.2,280.0,244.72,35.28,12.6,200 g,1.2236
490,490.0,Veggie Burger Patty,McCain,3.9,135.0,135.0,0.0,0.0,360 g ,0.375
491,491.0,"Munchiez Ragi Chips - Masala Twist, Cone Shaped, High In Calcium",Saffola,4.2,60.0,51.0,9.0,15.0,80 g,0.6375
492,492.0,Fruit Biscuits - Pure Vegetarian,Karachi Bakery,3.9,170.0,161.5,8.5,5.0,400 g ,0.40375
493,493.0,Dry Yeast,HappyChef,4.0,45.0,39.0,6.0,13.33,25 g,1.56
494,494.0,Yummiez Chicken Burger Patty,Godrej Yummiez,4.2,200.0,175.0,25.0,12.5,300 g,0.5833333333333334
495,495.0,"Large Prawns - Soft & Juicy, Super Safe Frozen Prawns",ITC Master Chef,4.1,275.0,253.0,22.0,8.0,200 g,1.265
496,496.0,Fiery Chilli Instant Noodles,Top Ramen,4.1,60.0,60.0,0.0,0.0,240 g ,0.25
497,497.0,"All Rounder - Thin, Light & Crunchy Potato Biscuit With Cream & Herb Flavour",Sunfeast,4.1,150.0,135.0,15.0,10.0,75 g ,1.8
498,498.0,Cookies - Daily Digestive Oatmeal,UNIBIC,4.0,50.0,50.0,0.0,0.0,150 g ,0.3333333333333333
499,499.0,"Atta Hakka Noodles - Whole Wheat, Zero Fat, Free From Additives",Ramyeon,4.0,210.0,210.0,0.0,0.0,1 kg,0.21
500,500.0,Super Snack - Pudina Party,MR. MAKHANA,4.0,49.0,49.0,0.0,0.0,25 g,1.96
501,501.0,"Osmania Biscuits - Healthy, Crispy, No Preservatives",Karachi Bakery,3.9,160.0,152.0,8.0,5.0,400 g,0.38
502,502.0,Whipping Cream,Amul,4.0,258.0,258.0,0.0,0.0,1 L ,0.258
503,503.0,Potato Chips - Kashmiri Chilli,Too Yumm!,4.2,60.0,54.0,6.0,10.0,156 g,0.34615384615384615
504,504.0,"Cappuccino Coffee Candy - Worlds No 1 Coffee Candy, Party Pack",KOPIKO,4.3,100.0,100.0,0.0,0.0,297.5 g ,0.33613445378151263
505,505.0,Badam Halwa,Haldiram's,3.8,50.0,50.0,0.0,0.0,200 g ,0.25
506,506.0,Rava Idli Instant Mix - Easy To Make In 3 Steps,Aashirvaad,3.9,300.0,162.0,138.0,46.0,1 kg ,0.162
507,507.0,Chocolate Flavoured Cracker Biscuits - Family Pack,Malkist,4.4,300.0,300.0,0.0,0.0,720 g ,0.4166666666666667
508,508.0,Desi Popz Tangy Imli Candy,Go Desi,4.0,150.0,150.0,0.0,0.0,30 pcs,5.0
509,509.0,Cocoa Powder - Rich & Decadent Pure Cocoa Powder,Weikfield,4.2,180.0,170.0,10.0,5.56,150 g ,1.1333333333333333
510,510.0,Doodh Peda Mithai / Sweet - Made With Desi Ghee,Tasties,4.0,199.0,149.0,50.0,25.13,200 g,0.745
511,511.0,Breakfast Mix - Rice Idli,MTR,4.2,120.0,105.0,15.0,12.5,500 g ,0.21
512,512.0,"Custard Powder - Vanilla Flavour, Makes Smooth & Creamy Custard, Contains Quality Ingredients, Best For Fruit Salads & Puddings",Weikfield,4.2,35.0,32.0,3.0,8.57,100 g ,0.32
513,513.0,Nutri-Licious Masala Veg Atta Noodles With Spinach - Rich In Iron & Fibre,MAGGI,4.1,112.0,112.0,0.0,0.0,290 g ,0.38620689655172413
514,514.0,"Corn Flakes - Real Almond Honey, Breakfast Cereals, High In Vitamin B1, B2, B3, B6 & C, Iron, Trial Pack",Kelloggs,4.2,99.0,99.0,0.0,0.0,170 g ,0.5823529411764706
515,515.0,Breakfast Mix - Khaman Dhokla,MTR,4.1,65.0,65.0,0.0,0.0,160 g ,0.40625
516,516.0,"Foxtail Millet Noodles - No Maida, Not Fried",Slurrp Farm,3.8,387.0,359.91,27.089999999999975,7.0,576 g,0.62484375
517,517.0,"Chocolate - Rich & Creamy, Natoons, Suprise Toy Inside",Kinder Joy,4.2,130.0,104.0,26.0,20.0,59 g ,1.7627118644067796
518,518.0,Strawberry Conserve,HappyChef,4.3,209.0,129.0,80.0,38.28,330 g,0.39090909090909093
519,519.0,Truffle Treats Gift Box - Assorted Chocolates,Lindberg,4.2,459.0,279.0,180.0,39.22,168 g ,1.6607142857142858
520,520.0,Mast Jeera - The Spicy Jeera Biscuits,Bisk Farm,4.3,50.0,50.0,0.0,0.0,200 g ,0.25
521,521.0,Ready To Eat - Vegetable Pulao,MTR,3.9,130.0,130.0,0.0,0.0,250 g ,0.52
522,522.0,"Nachos Sizzlin' Hot Crunchy Chips - Snacks, Party Pack",Doritos,4.0,100.0,72.0,28.0,28.0,156 g,0.46153846153846156
523,523.0,100% Pure Afghani Black Raisins Seedless | Kali Kishmish | Kali Draksh | Dry Fruits | Flavourful & Delicious Snack | Source of Potassium & Dietary Fibre,Tata Sampann,4.2,175.0,144.06,30.939999999999998,17.68,200 g,0.7203
524,524.0,Muesli With 20% Nuts Delight,Kelloggs,4.2,345.0,310.5,34.5,10.0,500 g ,0.621
525,525.0,Snack Mix - Khaman Dhokla,Gits,4.2,70.0,61.6,8.399999999999999,12.0,180 g ,0.3422222222222222
526,526.0,Secret Chilli Vinegar,Chings,4.3,50.0,50.0,0.0,0.0,170 ml ,0.29411764705882354
527,527.0,Mithai Sweet Gavvalu Shells - Crispy,Tasties Origins,4.0,109.0,65.0,44.0,40.37,150 g ,0.43333333333333335
528,528.0,Secret Hot Garlic Instant Noodles,Chings,4.1,80.0,75.2,4.799999999999997,6.0,240 g ,0.31333333333333335
529,529.0,Sugar Free Chewing Gum - Spearmint,Orbit,4.1,200.0,180.0,20.0,10.0,88 g,2.0454545454545454
530,530.0,"Gluten Free Steel Cut Oats - Rich In Iron & Fibre, 100% Wholegrain",True Elements,4.2,600.0,492.0,108.0,18.0,1.5 kg ,0.328
531,531.0,"Cornflakes Mixture - Namkeen, No Transfats Or Cholesterol, Evening Teatime Snack",Townbus,4.4,55.0,55.0,0.0,0.0,135 g ,0.4074074074074074
532,532.0,Cup Noodles Italiano,Nissin Food,4.1,150.0,133.86,16.139999999999986,10.76,210 g,0.6374285714285715
533,533.0,"Chicken Seekh Kebab - Non-Veg Frozen Snack, Ready To Cook",ITC Master Chef,4.0,350.0,288.75,61.25,17.5,500 g,0.5775
534,534.0,Mixture - Panchratan,Haldiram's,4.2,160.0,160.0,0.0,0.0,300 g,0.5333333333333333
535,535.0,Pure Honey - No Added Sugar,ZANDU,4.1,475.0,351.5,123.5,26.0,1 kg,0.3515
536,536.0,Max Choco Coated Crunchy Wafer - Sweet,NESTLE MUNCH,4.3,20.0,18.0,2.0,10.0,42 g,0.42857142857142855
537,537.0,Filo Pastry Sheets - Thin,Switz,4.0,450.0,405.0,45.0,10.0,450 g,0.9
538,538.0,"Hashtags - Potato Chips, Cream & Onion, Unique Flavour, Crispy",Bingo,4.0,30.0,28.33,1.6700000000000017,5.57,58 g ,0.48844827586206896
539,539.0,"Soan Cake - Regular, Traditional Delicacy/Sweets, Dessert, For Celebrations, Special Ocassions",GRB,3.8,50.0,50.0,0.0,0.0,100 g ,0.5
540,540.0,Tropical Orange - Dark Chocolate Infused With Orange Extracts From Netherlands,Amul,4.3,1400.0,1400.0,0.0,0.0,1500 g,0.9333333333333333
542,542.0,Eggless Mayonnaise Chef's Special,VEEBA,4.3,215.0,189.2,25.80000000000001,12.0,875 g ,0.2162285714285714
543,543.0,Snack Bar - Almond & Oats,UNIBIC,4.1,240.0,180.0,60.0,25.0,180 g,1.0
544,544.0,Spring Rolls Sheets - 8x8,Switz,4.0,220.0,190.0,30.0,13.64,40 pcs,4.75
545,545.0,Fruit & Nut Cookies - Zero Cholesterol & No Trans Fat,UNIBIC,4.1,300.0,150.0,150.0,50.0,600 g,0.25
546,546.0,Chilli Tomato Sauce,Kissan,4.2,115.0,115.0,0.0,0.0,500 g ,0.23
547,547.0,Cookies - Pista Badam,UNIBIC,4.2,150.0,135.0,15.0,10.0,450 g,0.3
548,548.0,Bagrry`S White Oats - With 100% Whole Grains 500 g Carton,Bagrrys,4.2,105.0,78.75,26.25,25.0,500 g ,0.1575
549,549.0,Nacho Crisps - Peri Peri,Cornitos,4.1,170.0,156.4,13.599999999999994,8.0,300 g,0.5213333333333333
550,550.0,Puff Sheet Squares,UNROLL,4.2,286.0,286.0,0.0,0.0,550 g,0.52
551,551.0,Party Snack,Tong Garden,4.4,700.0,665.0,35.0,5.0,1000 g,0.665
552,552.0,Chewing Gum - Peppermint,Doublemint,4.2,10.0,10.0,0.0,0.0,13 g ,0.7692307692307693
553,553.0,Bagrry`S Crunchy Muesli 30% Fruit & Nut With Cranberries - 750 g Pouch,Bagrrys,3.9,540.0,410.4,129.60000000000002,24.0,750 g ,0.5472
554,554.0,Magic Masala Instant Noodles,Sunfeast YiPPee!,4.2,112.0,98.56,13.439999999999998,12.0,480 g ,0.20533333333333334
555,555.0,Special Silk Selects Gift Pack,Cadbury Celebrations,4.1,1050.0,927.36,122.63999999999999,11.68,233 g ,3.9800858369098715
556,556.0,Puliogare Powder,GRB,4.2,70.0,70.0,0.0,0.0,100 g ,0.7
557,557.0,Appalam - No 3,Ambika,4.2,130.0,130.0,0.0,0.0,225 g ,0.5777777777777777
558,558.0,Mixture,Haldiram's,4.1,176.0,176.0,0.0,0.0,700 g,0.25142857142857145
559,559.0,"YiPPee! Pasta Treat - Cheesy & Soft Suji/Rawa Pasta, Cheese",Sunfeast,4.1,56.0,44.95,11.049999999999997,19.73,130 g,0.3457692307692308
560,560.0,"Geki Cheese - Hot & Spicy, Korean Cheese Flavour",Nissin,4.2,294.0,209.47,84.53,28.75,80 g ,2.618375
561,561.0,"Rolled Oats - High Fibre, Protein Rich Breakfast Cereal, Wholegrain Breakfast",Bagrrys,4.1,490.0,289.0,201.0,41.02,1.2 kg ,0.24083333333333334
562,562.0,Cookies - Chocolate Chip,UNIBIC,4.1,330.0,297.0,33.0,10.0,900 g,0.33
563,563.0,"Bars Choco Berry, 10 g Protein Bar - Sugar Free Healthy Protein Snacks",RiteBite Max Protein,4.2,360.0,342.0,18.0,5.0,50 g ,6.84
564,564.0,Tapioca Chips Chilly,A-1 Chips,3.9,40.0,38.0,2.0,5.0,80 g,0.475
565,565.0,Vermicelli,BB Royal,4.0,100.0,65.0,35.0,35.0,800 g,0.08125
566,566.0,Kimchi,Bombucha,3.9,450.0,450.0,0.0,0.0,450 g,1.0
568,568.0,"Ready To Eat Noodles - Instant, Chicken Flavour",Wai Wai,4.4,90.0,83.7,6.299999999999997,7.0,420 g ,0.1992857142857143
569,569.0,Instant Veggie Upma With Vegetables,Aashirvaad,3.5,108.0,81.0,27.0,25.0,240 g,0.3375
570,570.0,Cornflakes With Real Almond & Honey,BB Royal,4.0,410.0,249.0,161.0,39.27,650 g,0.3830769230769231
571,571.0,Rice Papad - Ajwain,Mother's Recipe,4.2,25.0,25.0,0.0,0.0,75 g ,0.3333333333333333
572,572.0,Onion Sandige Papad,SDA PAPPADS,3.8,48.0,48.0,0.0,0.0,100 g,0.48
573,573.0,No Added Sugar Muesli With Real Fruits & Nuts - High Protein Breakfast,True Elements,4.1,695.0,590.75,104.25,15.0,1 kg ,0.59075
574,574.0,Premium Selections Chocolates Gift Pack,Cadbury Celebrations,3.9,700.0,618.24,81.75999999999999,11.68,268 g ,2.3068656716417912
575,575.0,"Nutrichoice Herbs Biscuits - 0% Maida, Rich In Vitamins & Minerals",Britannia,4.1,75.0,63.75,11.25,15.0,300 g,0.2125
576,576.0,Wheat Chapati,iD,3.8,75.0,75.0,0.0,0.0,350 g,0.21428571428571427
577,577.0,Shell Pasta,Keya,4.3,300.0,243.0,57.0,19.0,800 g,0.30375
578,578.0,Bounce Biscuits - Choco Creme Cookies,Sunfeast,4.1,30.0,28.5,1.5,5.0,180 g,0.15833333333333333
579,579.0,Wafers Potato Chips - Piri Piri,Parle,3.9,60.0,36.15,23.85,39.75,110 g,0.3286363636363636
580,580.0,Sugar Free Oatmeal Cookies,UNIBIC,4.1,360.0,324.0,36.0,10.0,450 g,0.72
581,581.0,Kesar Peda,Lal sweets Pvt Ltd,3.2,135.0,135.0,0.0,0.0,200 g ,0.675
582,582.0,Namkeen - Dal Biji,Haldiram's,4.0,100.0,100.0,0.0,0.0,300 g,0.3333333333333333
583,583.0,Juzt Jelly - Strawberry Flavour,ALPENLIEBE,4.3,200.0,200.0,0.0,0.0,592 g,0.33783783783783783
584,584.0,Namkeen - All In One,Haldiram's,4.1,150.0,150.0,0.0,0.0,450 g,0.3333333333333333
585,585.0,Papad - Pani Puri,Atish,4.1,55.0,55.0,0.0,0.0,200 g ,0.275
586,586.0,Instant Soup Noodles - Chicken Flavour,Indomie,4.2,64.0,60.8,3.200000000000003,5.0,140 g,0.4342857142857143
587,587.0,Original Bajji Bonda Snack Mix,MTR,4.2,65.0,65.0,0.0,0.0,200 g ,0.325
588,588.0,Chana Plain Namkeen,Kiara Foods,3.6,60.0,60.0,0.0,0.0,250 g,0.24
589,589.0,Penne Pasta,Keya,4.2,300.0,243.0,57.0,19.0,800 g,0.30375
590,590.0,Pure Bee Honey,Hintz,5.0,775.0,775.0,0.0,0.0,500 g ,1.55
591,591.0,Fancy Papad,SDA PAPPADS,4.0,48.0,48.0,0.0,0.0,200 g,0.24
592,592.0,American Style Cream & Onion Potato Chips - 40% Less,Too Yumm!,4.2,70.0,46.9,23.1,33.0,90 g,0.5211111111111111
593,593.0,"Townbus Thatai Nippattu - Namkeen Savoury Snack, No Transfats Or Cholesterol, Evening Snack",Townbus,3.6,65.0,65.0,0.0,0.0,170 g ,0.38235294117647056
594,594.0,"Cheesy Peezy - Popped Lotus Seeds, Roasted In Olive Oil, Super Snack",MR. MAKHANA,4.1,120.0,114.0,6.0,5.0,75 g ,1.52
595,595.0,Multigrain Chips - Dahi Papdi Chaat,Too Yumm!,4.1,35.0,28.0,7.0,20.0,75 g (65+10) ,0.37333333333333335
596,596.0,"Corn Mixture - Enriched With Dry Fruits, Fresh, Crispy, No Preservatives",Modern Kitchens,4.2,70.0,59.5,10.5,15.0,170 g,0.35
597,597.0,Besan Laddoo Mithai / Sweet - Made With Dry Fruits & Desi Ghee,Tasties,3.7,220.0,115.0,105.0,47.73,200 g,0.575
598,598.0,Krackjack Butter Masala Biscuits,Parle,4.1,130.0,65.0,65.0,50.0,307.8 g,0.2111760883690708
599,599.0,Super Snack - Lime & Chilli,MR. MAKHANA,4.0,49.0,46.55,2.450000000000003,5.0,27.5 g,1.6927272727272726
600,600.0,Roast Almond Chocolate Bar,Cadbury Dairy Milk Silk,4.2,555.0,527.58,27.41999999999996,4.94,429 g,1.2297902097902098
601,601.0,Aralu Sandige Homemade Appalams/Papad - Fry & Eat,SDA PAPPADS,3.7,58.0,58.0,0.0,0.0,100 g ,0.58
602,602.0,3 Minute Breakfast Seviyan Upma,MTR,4.1,65.0,65.0,0.0,0.0,160 g,0.40625
603,603.0,Taco Shells - 10 cm,Cornitos,3.5,120.0,108.0,12.0,10.0,12 pcs,9.0
604,604.0,"Choco Crunch Breakfast Cereal-Ragi Stars & Moons, Healthy Millet,No Maida/Sugar",Slurrp Farm,4.3,598.0,568.1,29.899999999999977,5.0,800 g,0.710125
605,605.0,"Ragi Bites Combo Pack - Choco Fills, Vanilla Fills & Strawberry Fills",Tata Soulfull,4.2,99.0,94.05,4.950000000000003,5.0,140 g ,0.6717857142857143
606,606.0,"Thinz - Almond, Light & Crispy, Teatime Snack",Bisk Farm,4.2,10.0,10.0,0.0,0.0,50 g ,0.2
607,607.0,Chatpata Dal Namkeen,Haldiram's,4.1,47.0,47.0,0.0,0.0,200 g ,0.235
608,608.0,Ready To Eat - Jeera Rice,MTR,3.8,110.0,110.0,0.0,0.0,250 g ,0.44
609,609.0,Coffy Bite Classic,Lotte,4.3,5.0,5.0,0.0,0.0,23 g,0.21739130434782608
610,610.0,Vermicelli Roasted,Bambino,4.1,25.0,25.0,0.0,0.0,180g ,0.1388888888888889
611,611.0,Treat Wafers Coconut,Britannia Treat,4.2,100.0,50.0,50.0,50.0,55 g ,0.9090909090909091
612,612.0,Minute Pepper Rasam,MTR,4.2,40.0,40.0,0.0,0.0,60 g ,0.6666666666666666
613,613.0,Palada Payasam Mix,Double Horse,4.0,85.0,68.0,17.0,20.0,300 g ,0.22666666666666666
614,614.0,"Variety Pack - Chilli Garlic Potato, Smiles and Masala Fries",McCain,4.1,150.0,150.0,0.0,0.0,550 g ,0.2727272727272727
615,615.0,Funfoods Veg Mayonnaise Classic,Dr. Oetker,4.1,178.0,142.0,36.0,20.22,490 g,0.2897959183673469
616,616.0,Sugar Free Chewing Gum - Mixed Fruit,Orbit,4.2,200.0,190.0,10.0,5.0,88 g,2.159090909090909
617,617.0,Honey,Patanjali,4.2,350.0,350.0,0.0,0.0,1 kg,0.35
618,618.0,Whole Wheat Khakhra Methi,Tasties,3.9,80.0,75.0,5.0,6.25,180 g,0.4166666666666667
619,619.0,Sago Papad,Dnv,4.3,50.0,47.5,2.5,5.0,100 g,0.475
620,620.0,"Popz - Chocolatey Crunch, Choco Fills, Multigrain Munchies",Sundrop,4.2,60.0,56.0,4.0,6.67,140 g,0.4
621,621.0,Pasta Treat - Masala,Sunfeast,4.1,140.0,119.0,21.0,15.0,325 g,0.36615384615384616
622,622.0,"Harmony Biscuit - Crunchy, Zero Trans Fat, Ready To Eat",Britannia Good Day,4.2,30.0,25.5,4.5,15.0,110 g ,0.2318181818181818
623,623.0,"Cheese & Herbs Puff - Healthy Snacks For Kids, School Tiffin & Travel Friendly",Slurrp Farm,3.6,200.0,176.0,24.0,12.0,160 g,1.1
624,624.0,Rusk - Suji & Elaichi,Tasties,3.7,110.0,74.1,35.900000000000006,32.64,400 g,0.18525
625,625.0,"Kerala Banana Chips - Peri Peri Flavour, Thin & Crispy, Zero Cholesterol",Beyond Snack,4.0,95.0,85.5,9.5,10.0,125 g,0.684
626,626.0,Handmade Papad - Urad Punjabi Masala,Tasties,4.1,85.0,45.0,40.0,47.06,200 g,0.225
627,627.0,Papad - Curd Chilly,Balaji foods,3.7,40.0,40.0,0.0,0.0,100 g,0.4
628,628.0,Creamfills - Butter Toffee,ALPENLIEBE,4.3,150.0,150.0,0.0,0.0,456 g,0.32894736842105265
629,629.0,Potato Chips - Indian Masala,Too Yumm!,4.2,100.0,80.0,20.0,20.0,260 g,0.3076923076923077
630,630.0,Hand Murukku Special,A-1 Chips,3.9,120.0,120.0,0.0,0.0,250 g,0.48
631,631.0,"Namkeen - Ompudi/ Nylon Sev, Authentic, Traditional, Flavours, Savoury Snack",Tasties Origins,3.9,315.0,207.0,108.0,34.29,450 g,0.46
632,632.0,Soan Papdi - Coconut,Haldiram's,4.2,75.0,75.0,0.0,0.0,250 g ,0.3
633,633.0,"Masala Oats - Tasty Evening Snack, Fibre Rich, Peppy Tomato",Saffola,4.2,215.0,189.2,25.80000000000001,12.0,500 g,0.37839999999999996
634,634.0,Nutty Tuxedo Chocolate Gourmet Popcorn,4700BC,4.3,225.0,202.5,22.5,10.0,150 g ,1.35
635,635.0,"Breath Mint - With The Hole, Refreshing",Polo,4.3,10.0,10.0,0.0,0.0,24 g ,0.4166666666666667
636,636.0,Instant Rava Idli Mix,Bambino,4.1,120.0,120.0,0.0,0.0,500 g ,0.24
637,637.0,Kaju - Salted,Haldiram's,4.1,50.0,50.0,0.0,0.0,35 g ,1.4285714285714286
638,638.0,Onion Ring Papad,SDA PAPPADS,4.2,50.0,50.0,0.0,0.0,200 g,0.25
639,639.0,Premium Pumpkin Seeds - All Natural,Happilo,4.3,550.0,467.5,82.5,15.0,400 g,1.16875
640,640.0,"Biscotti - Almond, Gluten free",GoodDiet,3.5,225.0,175.0,50.0,22.22,150 g,1.1666666666666667
641,641.0,Karare - Noodle Masala,Too Yumm!,4.2,60.0,57.0,3.0,5.0,240 g,0.2375
642,642.0,Chilli Cheesy Nuggets,McCain,4.0,240.0,240.0,0.0,0.0,400 g,0.6
643,643.0,Hide & Seek Chocolate & Almonds,Parle,4.1,30.0,22.5,7.5,25.0,100 g,0.225
