,Grocery_Name,Brand_Name,Rating,Discount_Price,MRP_Price,Quantity
609,"Tata Salt Super Lite Iodized Salt - 30 % Less Sodium, 1 Kg (PACK OF 2)",bb Combo,4.2,₹120.9,₹130,2 x 1 Kg - Multipack
610,Roasted & Salted Pumpkin Seeds,Cornitos,4.2,₹37.6,₹40,30 g - Pouch
611,Chana Dal,24 Mantra Organic,4,₹264,₹300,3x500 g - Multipack
612,Almond/Badam - Sonora,BB Royal,3.8,₹171,₹180,100 g - Pouch
613,"Coriander/Dhaniya Powder - Exotic, Pure Spices, For Cooking",Catch,4.1,₹142.5,₹190,500 g - Pouch
614,Cashew/Godambi - Broken,BB Royal,3.9,₹441,₹750,500 g - Pouch
615,Olive Oil - Extra Virgin,Del Monte,4.3,₹1769.26,₹2200,2x500 ml - Multipack
616,Soya chunks,Fortune,4.2,₹101.24,₹120,2x200 g - Multipack
617,Sunflower Oil - Cold Pressed,Pro Nature,4.2,₹219.6,₹244,500 ml
618,Organic Toor Dal/Togari Bele,Tata Sampann,4.2,₹351.5,₹370,1 kg
619,Jowar Flour,24 Mantra Organic,4,₹189,₹210,3x500 g - Multipack
620,Sundrop Super Lite Advanced - Sunflower Oil Pet,Sundrop,4.3,₹185,₹185,1 L - Bottle
621,Masala - Chicken,Aachi,4.2,₹25.5,₹30,50 g - pouch
622,Mustard Oil,Patanjali,4.2,₹140,₹140,1 L
623,Organic Maida,Organic Tattva,4,₹55.25,₹65,500 g - Pouch
624,Organic Cold Pressed Coconut Oil,GoodDiet,4.2,₹325,₹495,500 ml
625,Refined Sunflower Oil,Emami Healthy & Tasty,4.2,₹666.26,₹775,5 L - Can
626,"Organic - Urad Dal/Uddina Bele, Black (Split)",BB Royal,4,₹187,₹210,1 kg
627,Cooking Soda,Tata I Shakti,4.2,₹82,₹82,1 Kg - Pouch
628,Sabu Dana,Dnv,4.1,₹96,₹96,500 g
629,"Sona Masoori - Premium, Light Weight & Aromatic",Daawat,3.8,₹356.27,₹412,5 kg
630,Rice Puttupodi,Elite,4.2,₹105,₹105,1 kg - Pillow Pouch
631,Soya Chunks,Fortune,4.2,₹150,₹200,1 kg - Pouch
632,Masala - Lemon Rice Powder,MTR,4.1,₹21,₹25,50 g
633,Masala - Garam,Mdh,4.1,₹84,₹84,100 g - Carton
634,"Basmati Rice/Basmati Akki - Royale, Authentic Biryani",Kohinoor,4.2,₹690,₹1125,5 kg
635,White Peas/Matar,BB Super Saver,0,₹106,₹160,1 kg
636,Dry Mango Powder,BB Royal,4.1,₹37,₹80,100 g
637,Sonamasuri Hand Pounded,Organic Tattva,3.6,₹523.6,₹595,5 kg - Pouch
638,Besan/Kadale Hittu,Fortune,4.1,₹55.46,₹80,500 g - Pouch
639,"Magic Cube - Vegetarian Masala, Adds Flavour To A Variety Of Dishes",MAGGI,4.2,₹35,₹35,40 g - (Pack of 10)
640,Kashmiri Mirch Powder,Catch,4.2,₹212.5,₹250,2x100 g - Multipack
641,"Coconut Milk Powder - Fresh Aroma, No Preservatives",MAGGI,4.3,₹125,₹125,100 g - Carton
642,Puffed Rice/Kadle Puri - Pesticide Free,Safe Harvest,4.1,₹106.4,₹112,500 g
643,"Sprouted Ragi Powder, 100% Natural Ragi/Nachni, No Sugar, No Salt, No Milk",Slurrp Farm,4,₹837,₹900,3x250 g - Multipack
644,Saffron,Everest,4,₹340,₹340,1 g - Carton
645,Roasted Chana Whole with skin,BB Royal,4.1,₹79,₹100,500 g - Pouch
646,Urad Dal White Whole,24 Mantra Organic,4,₹409.2,₹465,3x500 g - Multipack
647,Organic - Maize flour/Makka Atta,BB Royal,0,₹75,₹89,1 kg
648,Extra Virgin Olive Oil,La Espanola,4.2,₹1159,₹1799,1 L - Glass Bottle
649,Unpolished Masoor Dal - Split,Tata Sampann,4.1,₹83.42,₹86,500 g
650,Unpolished Brown Rice/Akki,Safe Harvest,3.9,₹446.25,₹525,5 kg
651,Virgin Groundnut Oil,Patanjali,4.1,₹220,₹220,1 L - Pouch
652,Satrangi Mix Mouth Freshener,BB Royal,4.1,₹54,₹80,100 g
653,Sprouted Ragi Flour/Ragi Hittu,Manna,4,₹231.2,₹289,1 kg
654,100% Natural & Pure Coconut Oil - Unrefined,Nature Way,4.1,₹292.5,₹325,1 L
655,Organic - Besan/Kadale Hittu,BB Royal,4,₹63,₹76,500 g
656,Organic Tur/Toor Dal/Togari Bele - Unpolished,BB Royal,0,₹453,₹559,2 kg
657,"Raisins/Ona Drakshi - Black, With Seeds",BB Royal,0,₹51,₹60,100 g - Pouch
658,Poppy Seed,Dnv,4.2,₹465.5,₹490,200 g - Pouch
659,Organic - Brown Top Millet,BB Royal,4,₹105.45,₹111,500 g
660,Hand Pound Rice/Akki,BB Royal,0,₹66,₹80,1 kg - Pouch
661,Amla Dry Fruit,Fresho Signature,3.6,₹112.1,₹130,2x50 g - Multipack
662,"Prunes - Dried & Pitted, Premium Californian",Happilo,4.1,₹513.3,₹590,2x200 g - Multipack
663,Double Beans - White,BB Royal,4,₹79,₹80,200 g - Pouch
664,Turmeric Powder/Arisina Pudi,Catch,4.1,₹247.5,₹330,1 Kg - Pouch
665,Idli Sooji/Rava,BB Super Saver,3.7,₹89,₹110,2 kg
666,Fenugreek/Methi,Super Saver,4.2,₹17,₹20,100 g
667,Black Salt/Kala Namak - Powder,BB Royal,4.2,₹9,₹15,100 g
668,Organic - Bajra Atta,BB Royal,3.9,₹33,₹50,500 g
669,Basmati Rice - Pulav Premium,BB Royal,4.1,₹272.26,₹340,2x1 Kg - Multipack
670,Coconut Milk Powder,Kpl Shudhi,4.2,₹640,₹640,1 kg - Pouch
671,Dry Red Chilli - Whole,Dnv,4,₹60.8,₹64,100 g - Pouch
672,Palakadan Unda Matta Rice,Double Horse,3.9,₹691.6,₹728,10 kg
673,Premium International Queen Kalmi Dates,Happilo,4.1,₹339.15,₹450,350 g
674,Natural Tomato Paste,Indira's,4.6,₹139,₹139,450 g
675,Jowar Whole,BB Royal,0,₹138,₹180,2 kg
676,Powder - Turmeric,Aachi,4.1,₹138.55,₹163,500 g - Pouch
677,100% Pure Premium Walnuts,Tata Sampann,0,₹354.56,₹402,200 g
678,Chemba Puttu Podi,Double Horse,4,₹129,₹129,1 kg
679,"Coriander Powder - Perfect Colour, Smell & Taste",Eastern,3.9,₹172,₹172,2x250 g - Multipack
680,Methi/ Fenugreek Seeds,Organic Tattva,4.1,₹34,₹40,100 g - Pouch
681,"Govind Bhog Rice/Akki - Premium, Aromatic",BONGO BHOG,3.9,₹170.62,₹190,1 kg - Pouch
682,Desi Ghee,BB Popular,0,₹1233,₹1440,1 L - (Pack of 2)
683,Sabji Masala,Everest,4.2,₹56,₹56,100 g - Carton
684,Organic - Bajra Wild/ Pearl Millet,BB Royal,4.1,₹140,₹172,2x1 kg - Multipack
685,Basmati Rice/Basmati Akki - Traditional,Daawat,4,₹1050,₹1050,5 kg - Pouch
686,Canola Oil,BORGES,4.4,₹1751.5,₹3000,5 L - Bottle
687,Turmeric Powder/Arisina Pudi,BB Royal,4.1,₹101,₹200,500 g
688,Gum,BB Royal,3,₹36,₹60,100 g
689,Quinoa,India Gate,4.2,₹225,₹225,500 g - 0
690,Pav Bhaji Masala,Everest,4.3,₹78.96,₹84,100 g - Carton
691,Chironji,BB Royal,3.7,₹274,₹300,100 g
692,Appam Idiyappam Pathiri,Double Horse,4.1,₹49.5,₹55,500 g - Pouch
693,White Poha - Pesticide Free,Safe Harvest,4,₹59.8,₹65,500 g
694,Urad Dal White Split,24 Mantra Organic,4.1,₹382.8,₹435,3x500 g - Multipack
695,Salted Sunflower Seeds,Tong Garden,4.2,₹360,₹360,12x30 g - Multipack
696,Baskati - Rice,BB Royal,4.3,₹360,₹450,5 kg
697,Idly Rice,24 Mantra Organic,4.1,₹216,₹240,2x1 kg - Multipack
698,7 Grain Atta/Multigrain,24 Mantra Organic,4.3,₹440,₹550,5x1 kg - Multipack
699,Dates/Kharjura - Red,BB Royal,3.3,₹130,₹300,500 g
700,Masala - Shahi Biryani,Everest,4.3,₹332,₹332,200 g
701,Hing,Mdh,4.1,₹110,₹110,10 g - Carton
702,Olive Oil- Pure Olive Oil- Ideal for Indian Dishes- Imported from Spain,Figaro,4.3,₹405.56,₹599,250 ml - Bottle
703,Organic - Rice/Akki Surti Kolam,BB Royal,0,₹1016,₹1149,10 kg
704,Organic Seeds - Ajwain/Om Kalu,Organic Tattva,4.2,₹76.5,₹90,100 g - Pouch
705,Organic - Jeera/Jeeraga Samba Rice,BB Royal,0,₹1213,₹1399,10 kg
706,Jaggery/Bella Powder - Pesticide Free,Safe Harvest,3.9,₹65.6,₹80,500 g
707,Organic Desi Cow Ghee - Rich Aroma,AKSHAYAKALPA,3.9,₹660,₹660,300 ml - Bottle
708,Muskmelon/Kharbooja -Seeds,BB Royal,0,₹68,₹80,50 g - Pouch
709,Premium Californian Almonds Roasted & Salted,Happilo,4.1,₹482.4,₹670,2x200 g - Multipack
710,Brown Rice Weight Watcher,India Gate,4.1,₹139.52,₹152,1 kg - Jar
711,"Paneer Masalas Mixed - Variety Pack, Kadhai Paneer, Mutter Paner, Palak Paneer, Ready In 15 Minutes",MTR,4.1,₹20,₹30,36 g - (3 N x 12 g each)
712,"Chatpata Chat Masala Powder - Spices & Herbs Blend, For Fruits, Salads",Catch,4.2,₹56.25,₹75,100 g - Carton
713,Kuttu Atta,BB Royal,0,₹106,₹135,500 g
714,"Black Pepper - Whole, Rich In Antioxidants, Treats Cold & Cough",Zoff,4.3,₹95.2,₹170,100 g
715,Ghee/Tuppa,RKG AGMARK GHEE,4.2,₹870,₹870,1 L - Pet Jar
716,"Organic - Green Moong Dal/Dal, Split",BB Royal,3.9,₹173,₹179,1 kg
717,Himalayan Pink Salt Powder,Ramyeon,4.5,₹99,₹130,1 kg
718,Organic Arhar/Tur Dal,Aashirvaad,3.9,₹182,₹260,1 kg
719,Pizza Oregano - Seasoning For Italian & Home-Cooked Food,Keya,4.3,₹79,₹79,35 g
720,Powder - Cumin,Eastern,4.2,₹81.5,₹95,100 g - Pouch
721,"Xpert - Total Balance Oil, Blend Of Rice Bran, Soyabean & Flaxseeds, Rich In Omega 3",Fortune,4.3,₹666,₹800,5 L
722,Bajra,BB Royal,4,₹62,₹80,1 kg - Pouch
723,"Magic Cube - Chicken Masala, Adds Flavour To A Variety Of Dishes",MAGGI,4.3,₹40,₹40,40 g - (Pack of 10)
724,Lite - Cooking Oil,Sundrop,4.2,₹190,₹190,1 L - Pet Bottle
725,Organic - Urad Black Whole,BB Royal,3.9,₹92,₹126,500 g
726,"Urad Black, Split Dal - Desi, Unpolished Mature Pulses For Easy Cooking & Rich Flavour",BB Royal,4,₹88,₹90,500 g - Pouch
727,Powder - Coriander,Sakthi,4.2,₹68.4,₹76,200 g - Pouch
728,100% Natural Premium Californian Inshell Walnut,Happilo,3.7,₹428.38,₹575,500 g
729,Extra Light Olive Oil for Indian Cooking - Deep Frying & Baking,La Espanola,4.3,₹2159,₹3199,2 L - Bottle
730,Agmarked-Cow ghee,Heritage,4.7,₹359.9,₹390,500 ml - Jar
731,Palm Candy - Made From Palm Sugar,mypalm,4.1,₹110,₹110,250 g
732,Stone Flower,BB Royal,0,₹78,₹90,50 g
733,Organic Moong Dal/Dhuli,Organic Tattva,4.2,₹228,₹285,1 kg - Pouch
734,Sprinkler- Oregano Pizza Italian,Keya,4.3,₹113.05,₹119,80 g - Canister
735,"California Almonds - Premium, Roasted & Lightly Salted, Protein Packed",BB Royal,0,₹120,₹150,100 g - Standy Ziplock Pouch
736,Organic - Saunf/Sompu,Pro Nature,3.7,₹87.5,₹125,100 g - Pouch
737,Powder - Puliyogare,Sanketi Adukale,4.1,₹125,₹125,200 g
738,Green Sweetener With Stevia Pellets,Sugar Free,4.2,₹495.88,₹550,2x300 pcs - Multipack
739,Organic Coconut Oil - Cold Pressed,Forgreen,3.9,₹439,₹439,1 L - Bottle
740,Matta Broken,Double Horse,4.2,₹83,₹83,1 kg - Pouch
741,Ragi Special Huri Hittu,Indira's,4,₹145,₹145,400 g - Pouch
742,Flax Seeds,24 Mantra Organic,4.2,₹152,₹160,2x200 g - Multipack
743,"Piri-Piri Mix - Spicy Tangy Seasoning, Sprinkler For Snacks, Marinades",SNAPIN,4.2,₹9.5,₹10,12 g
744,Organic - Ponni Raw Rice/Akki,BB Royal,0,₹744,₹949,10 kg
745,Organic - Green Peas/Ona Batani,BB Royal,3.9,₹95,₹149,500 g
746,Salted Peanuts,Tong Garden,4.2,₹644,₹700,2x400 g - Multipack
747,Instant Idiyappam,Double Horse,4.1,₹49,₹49,100 g - Pouch
748,Wheat Broken/Dalia/Lapsi Rava,BB Super Saver,3.8,₹57,₹70,1 kg
749,"Olive Oil - Pure, Classic",BORGES,4.5,₹1162.5,₹1350,1 L - Bottle
750,Just Berries,Fresho Signature,3.9,₹218.5,₹250,2x50 g - Multipack
751,Red Rice Poha - Thick,Tata Sampann,4,₹61.74,₹63,500 g
752,Filtered Groundnut Oil,Gemini,4.2,₹1149,₹1250,5 L - Jar
753,"Idli Karam Podi - Chutney Powder, Source Of Protein",MTR,4.2,₹35,₹45,100 g
754,Tamarind/Hunisehannu - Pesticide Free,Safe Harvest,4,₹165.55,₹215,500 g
755,Powder - Black Pepper,MTR,4.2,₹165,₹165,100 g - Pouch
756,Dhaniya/ Coriander - Whole,Organic Tattva,4.1,₹59.5,₹70,100 g - Pouch
757,Organic Moong Dal/Hesaru Bele,Tata Sampann,4.3,₹266,₹280,1 kg
758,Organic - Coriander Powder,BB Royal,4,₹120,₹149,500 g
759,Bajra Flour,BB Royal,3.8,₹69,₹100,1 kg
760,Jeera/Jeerige - Pesticide Free,Safe Harvest,4.1,₹240,₹240,200 g
761,Multimillet (Multigrain) Atta,Manna,4.2,₹101.4,₹169,1 kg - Pouch
762,Roasted Bengal Gram/Chana Dal,24 Mantra Organic,4,₹316.8,₹360,3x500 g - Multipack
763,Kasuri Methi,Eastern,4.2,₹25,₹25,25 g
764,Til/Ellu - Nylon,BB Royal,3.8,₹212,₹250,500 g
765,Paneer Chilli Masala,Ching's Secret,4.1,₹100,₹100,10 x 20 g - Multipack
766,Organic - Rice Rava,BB Royal,0,₹40,₹45,500 g
767,Besan/Kadale Hittu - Fine,Tata Sampann,4.2,₹32,₹32,200 g
768,"Kashmiri Walnuts Premium Kernel - Whole, Rich In Fibre, Protein, Zero Cholesterol",BB Royal,3.5,₹641,₹1000,500 g - Airtight Pack. Freshness Locked
769,"Dates - Red, With Seeds",BB Royal,3.3,₹236,₹300,1 kg
770,Natura Sweet Drops Sweetener,Sugar Free,4.2,₹246.96,₹280,2x10 ml - Multipack
771,Ragi/nachni Flour,BB Popular,3.7,₹56,₹100,1 kg - Pouch
772,Organic Wheat Dalia,Organic Tattva,4,₹59.5,₹70,500 g - Pouch
773,Organic - Wheat Flour,Phalada Pure & Sure,3.9,₹327.75,₹345,5 kg - Pouch
774,Xpert Pro Sugar Conscious Edible Oil - Blend Of Rice Bran & Sesame Oil,Fortune,4.1,₹417,₹540,3 x 1 L - Multipack
775,Organic - Nutmeg/Jayikayi,BB Royal,4.1,₹38,₹39,20 g
776,Turmeric Powder,24 Mantra Organic,4.1,₹102,₹130,2x200 g - Multipack
777,Rice Bran Oil,Emami Healthy & Tasty,4.4,₹116.52,₹140,1 L - Pouch
778,100% Pure Afghani Black Raisins Seedless | Kali Kishmish | Kali Draksh | Dry Fruits | Flavourful & Delicious Snack | Source of Potassium & Dietary Fibre,Tata Sampann,4.2,₹144.06,₹175,200 g
779,Refined - Sunflower Oil,Sunrich,4.2,₹330,₹402,3x1 L - Multipack
780,Healthy Organic Gluten Free Quinoa Grains,GoodDiet,4.1,₹139,₹225,250 g
781,Organic Sulphurless Sugar/Sakkare,24 Mantra Organic,4.1,₹135,₹135,1 kg - Pouch
782,Boiled Rice/Beyisida Akki - Rajabogham,BB Royal,0,₹607,₹800,10 kg
783,Nature's Super Foods - Ragi Flour/Ragi Hittu,Aashirvaad,4.1,₹85,₹100,1 kg - Pouch
784,"A2 Desi Hallikar Cow Ghee - Vedic Bilona Churned From Curd, 1 L Each",Anveshan,4.2,₹3716.28,₹4320,2x1 L - Multipack
785,Aval - Red,Double Horse,3.8,₹78,₹78,500 g - Pouch
786,Khandsari Sugar/Sakkare - Pesticide Free,Safe Harvest,3.9,₹120.69,₹149,1 kg
787,Chilli Flakes - Red,Keya,4.3,₹96.03,₹99,40 g - Bottle
788,Oil - Mustard (Kachi Ghani),Dhara,4.9,₹162.4,₹165,1 L - Carton
789,"Turkish Apricots - Premium & Hand Picked, 100% Natural",Grocery Farm,4.8,₹244.3,₹349,200 g
790,Masala - Tea,Everest,4.2,₹126,₹126,100 g - Carton
791,Lite Oil,Sundrop,4.3,₹1154.3,₹1190,5 L - Can
792,Salt/Uppu,Saffola,4.2,₹37.5,₹50,1 kg - Pouch
793,Low GI 7 White Rice - Diabetic Friendly/Akki,Sugar Watchers,4.2,₹1663.2,₹1890,2 x 5 kg - Multipack
794,"Fenugreek Seeds - Rich In Vitamins, Lowers Cholesterol",Zoff,3.8,₹20.5,₹50,100 g
795,"Afghan Dried Figs - Premium & Hand Picked, 100% Natural",Grocery Farm,3.3,₹419.3,₹599,200 g
796,Hing - Enhances Flavour & Aroma,Catch,4.1,₹206.25,₹275,100 g - Plastic Bottle
797,Organic - Garlic Powder - Dehydrated,BB Royal,3.9,₹18,₹29,50 g
798,Masoor Malka/Red Whole,BB Royal,0,₹230,₹320,2 kg
799,Pani Puri Masala,Everest,4.2,₹40,₹40,50 g - Carton
800,Spring Rolls Sheets - 8x8,Switz,4,₹190,₹220,2x20 pcs - Multipack
801,Basmati Rice/Basmati Akki - Super,India Gate,4.1,₹825.01,₹1120,5 kg - Bag
802,Flaxseed Hull Powder - Lignans,Health 1st,0,₹945,₹945,150 g - (30 Sachets x 5 g each)
803,"Chilli Powder - Perfect Colour, Smell & Taste",Eastern,4.2,₹335,₹335,500 g
804,"Star Anise - Whole, Rich In Vitamins, Relieve Menopause Symptoms",Zoff,3.8,₹31.3,₹70,20 g
805,Amla Masti,BB Royal,3.7,₹156,₹220,280 g - No
806,Bellar Dal/Avarebele - Split,BB Royal,0,₹64,₹65,200 g
807,Organic - Mustard/Sasive/Rai Big,BB Royal,4.1,₹39,₹49,200 g
808,Idly Rava,24 Mantra Organic,4,₹55,₹55,500 g - Pouch
809,Daliya,Patanjali,4.1,₹30,₹30,500 g
810,"Puliyogare Masala - Natural Tamarind, Authentic South Indian Taste",Tata Sampann,4.9,₹63,₹70,100 g
811,Super Garam Masala,Eastern,4.4,₹94.5,₹105,200 g - Pouch
812,Boiled Rice Rajabogham Deluxe,BB Royal,4,₹1464,₹1820,26 kg - Yes
813,Sabudana,Vijay,5,₹63.7,₹65,500 g
814,Sprinklers - Black Pepper,Catch,4.3,₹195,₹195,100 g - can
815,Coriander Powder,Aashirvaad,4,₹167.9,₹230,500 g
816,Organic - Mixed Dal,BB Royal,4.1,₹185,₹200,1 kg
817,Virgin Cold Pressed Groundnut Oil,Chekko,0,₹2046,₹2200,5 L
818,"Chekku Gingelly/Sesame Oil - Argemone Oil Free, No Preservatives, For Cooking Use",RAS CHEKKU OIL,0,₹967.1,₹1018,2 l
819,Organic - Black Rice/Akki,BB Royal,0,₹106,₹139,500 g
820,Organic Seeds - Cumin,Organic Tattva,4.2,₹171,₹180,100 g - Pouch
821,Semi Brown Rice,24 Mantra Organic,4,₹1003,₹1180,2x5 kg - Multipack
822,Bengali Sona Masoor Dal,BB Royal,4.1,₹198,₹260,1 kg - Pouch
823,"Fenugreek Seeds - Aids In Weight Loss, Great For Hair & Skin",Sri Sri Tattva,3.9,₹30,₹30,100 g
824,Basmati Rice - Golden Sella (Parboiled),BB Royal,3.8,₹207.77,₹250,2x1 kg - Multipack
825,Hazelnut,BB Royal,0,₹194,₹200,100 g - Pouch
826,Pitted Prunes,REGENCY,4.2,₹236,₹295,240 g
827,Vanaspati,Dalda,4.2,₹75.6,₹83,500 ml - Pouch
828,Black Salt Sprinklers - Adds Flavour & Aroma,Catch,4.2,₹45,₹45,200 g - can
829,Organic Powder - Jaggery/Bella,Pro Nature,4,₹60.2,₹86,400 g - Pouch
830,Soya Granules - High Protein,Nutrela,4,₹179,₹210,1 kg - Poly Pack
831,Whole Wheat Atta/Godihittu - Pesticide Free,Safe Harvest,3.8,₹317.55,₹365,5 kg
832,Palm Jaggery - Eco Box,mypalm,4.1,₹220,₹220,500 g
833,Masala - Chana,Mdh,4.1,₹780,₹780,10x100 g - Multipack
834,Gold Maida/Processed Wheat Flour,Vijay,4,₹63.7,₹65,1 kg
835,Amchur Powder,Catch,4.1,₹135,₹180,2x100 g - Multipack
836,Chilli Powder,24 Mantra Organic,4.1,₹165,₹210,3x100 g - Multipack
837,Premium Roasted & Salted Californian Pistachios,Happilo,3.8,₹804.75,₹925,500 g
838,Cardamom Powder,SNAPIN,4,₹179.1,₹199,45 g
839,"Biryani Masala - Perfect Colour, Smell & Taste",Eastern,4,₹137.28,₹176,2x100 g - Multipack
840,Kismiss,24 Mantra Organic,4.1,₹70,₹70,100 g - Pouch
841,Virgin Groundnut Oil,Patanjali,4.1,₹225,₹225,1 L - Bottle
842,Premium Cow Ghee - For Better Digestion & Immunity,Sri Sri Tattva,4,₹3380,₹3380,4x1 L - (Multipack)
843,Kashmiri Mirch Powder - Traditionally Sundried & Cleaned,Aashirvaad,4.1,₹112,₹140,100 g
844,Red Chilli Flakes,HappyChef,4.3,₹69,₹99,60 g
845,Bengali Sona Moong Dal,BB Royal,4.2,₹198,₹280,1 kg - Pouch
846,Organic Cardamom Powder,BB Royal,3.5,₹89,₹91,20 g
847,Black Chia Seeds,GoodDiet,4.3,₹149,₹225,150 g
848,"Kashmiri Red Chilli Powder with Natural Oils, Natural Red Colour",Tata Sampann,4,₹140,₹140,100 gm
849,"Premium Cranberries - Californian, Sliced Dried & Sweet",Happilo,4.1,₹98,₹100,2x35 g - Multipack
850,Dhania - Dal,BB Royal,0,₹85,₹120,200 g
851,Hing - Compounded Asafoetida,BB Royal,4.1,₹70,₹80,50 g
852,"Walnuts/Akhrot - Rich In Antioxidant & Omega 3, Cholesterol Free",Everyday Four,4.6,₹465,₹465,200 g - Box
853,Whole Wheat Atta,Sri Sri Tattva,4,₹315,₹315,5 kg
854,Seeds Mix,Fresho Signature,4,₹62.98,₹130,2x50 g - Multipack
855,Rajgira Ke Atta - Gluten Free,Graminway,4.1,₹105,₹105,450 g
856,Chilli Powder,Aashirvaad,3.8,₹360,₹400,500 g
857,Organic - Broken Rice/Akki,BB Royal,0,₹59,₹79,1 kg
858,Olive Oil - Pomace,Disano,4.3,₹1439.86,₹2790,2x1 L - Multipack
859,Dry Ginger/Adrak,BB Royal,0,₹79,₹80,100 g
860,"Low GI 7-Grain Atta, Diabetic Friendly Atta, Multigrain, High Fibre",Sugar Watchers,4.3,₹1487.2,₹1690,2 x 5 kg - Multipack
861,Low GI Rice,24 Mantra Organic,4.6,₹495,₹720,3x2 kg - Multipack
862,Powder - Haldi,Mdh,4.1,₹160,₹160,500 g - Pouch
863,"A2 Desi Cow Ghee - Vedic Bilona Method, Traditional Curd Churned",Auric,4.6,₹1044,₹1200,500 ml - Glass Jar
864,Dry Ginger Powder,BB Royal,4.1,₹68,₹80,100 g
865,"Himalayan Cow Ghee - Original, Pure & Natural",Himalayan Natives,3.7,₹832.75,₹949,1 L
866,Pulses Combo Pack - Unpolished Toor Dal/Arhar Dal & Unpolished Chana Dal,Tata Sampann,3.8,₹394.2,₹438,2 pcs - (1 kg each)
867,Rock Salt/Sendha Namak - For A Healthy Life,Sri Sri Tattva,4.2,₹480,₹480,4x1 kg - (Multipack)
868,Organic - Mace Whole/Javitri,BB Royal,4.2,₹98,₹99,20 g
869,Foxtail Millet - Kaon/Kang/Kangni/Kakum/Navani/Korralu/Korra/Thinai,Manna,4.2,₹141.75,₹189,500 g
870,Cold Pressed Kachi Ghani Mustard Cooking Oil,BB Royal Organic,4,₹890.01,₹1350,3x1L - Multipack
871,Nirmal Virgin Coconut Oil - Narrow Neck,Klf,4.6,₹200,₹220,250 ml
872,Organic - Cinnamon/Chakke Powder,BB Royal,4.1,₹143,₹149,200 g
873,"Organic Groundnut Oil - Cold Pressed, Rich In Vitamin A, D & E",Phalada Pure & Sure,3.5,₹1805,₹1900,5 L
874,Double Beans - Red,BB Royal,4.2,₹109,₹110,200 g - Pouch
875,Kashmiri Lal Mirch (Sweet Red Chilli),JK,4.3,₹110,₹110,100 g
876,Easy Idiyappam Powder,Double Horse,3.5,₹62,₹62,500 g - Pouch
877,Natureâ€™s Superfoods Multi Millet Mix - Rich In Dietary Fibre,Aashirvaad,4.2,₹136,₹160,1 kg - Pouch
878,Organic - Sesame,Pro Nature,3.9,₹134.9,₹142,200 g - Pouch
879,Green Chana,BB Royal,3.8,₹96,₹170,500 g - Pouch
880,Turmeric Powder/Arisina Pudi,Eastern,4.3,₹84,₹110,2x250 g - Multipack
881,Organic - Jaggery/Bella Powder,Turn Organic,4.1,₹90,₹90,500 g - Pouch
882,Veg Manchurian Masala,Chings,4.1,₹50,₹50,5 x 20 g - Multipack
883,"Refined Groundnut Oil, Primio",Rro,4.3,₹255,₹255,1 L - Bottle
884,Organic - Barley Flour/Jave Godhi,BB Royal,3.9,₹59,₹78,500 g
885,Pizza Oregano Spice Mix,HappyChef,4.3,₹69,₹99,75 g
886,"Pure & Unrefined Cold Pressed Sesame Gingelly Oil - Naturally, Cholesterol Free, With Rich Aroma & Flavour",Tata Simply Better,0,₹551.65,₹649,1 L
887,Gold Fried Gram/ Roasted Channa,Vijay,4,₹84,₹84,500 g
888,Bandhani Hing/Compounded Asafoetida - Strong Flavour & Aroma,Tata Sampann,4.1,₹250.8,₹285,100 g
889,Organic Seeds - Mustard/Sasive,Pro Nature,4.2,₹75.6,₹84,200 g - Pouch
890,Kodo Millet - Kodra/Varagu/Arikelu/Hark/Varigu,Manna,4,₹151.2,₹189,500 g
891,Organic Watermelon Seeds/Kallangadi Bija,BB Royal,4,₹144,₹161,100 g
892,Roasted Rava,Elite,4.2,₹75,₹75,1 kg - Pillow Pouch
893,Rajma Masala - Enhances Flavour,Catch,4.1,₹61.5,₹82,100 g - Carton
894,Jaya Boiled Rice,BB Royal,0,₹270,₹300,5 kg - Bag
895,Chunky Chat,Mdh,4.2,₹85,₹85,100 g - Carton
896,Premium Pumpkin Seeds - All Natural,Happilo,4.3,₹467.5,₹550,2x200 g - Multipack
897,Virgin Cold Pressed Sesame Oil,Chekko,0,₹2892.75,₹3045,5 L
898,"Lashkari Kollam Premium Rice - Light Weight, Easy To Digest, Soft Texture",Sri Sri Tattva,4.4,₹90,₹90,1 kg
899,Broken Wheat - Daliya,Elite,4,₹42,₹42,500 g - Pillow Pouch
900,"Rice - Jeerasar, New Rice/Nava Chokha, Guj 17",BB Popular,3.9,0,0,25 kg
901,"Apricots - Dried, Premium Turkish",Happilo,4,₹649.7,₹730,2x200 g - Multipack
902,Basmati Rice - Everyday,BB Royal,3.6,₹737.75,₹990,2x5 Kg - Multipack
903,Red Poha,24 Mantra Organic,4,₹171,₹190,2x500 g - Multipack
904,Masala - Sambhar,Everest,4.2,₹160,₹160,200 g
905,Mix - Chicken Biryani,Mother's Recipe,4.3,₹135,₹165,3x100 g - (Multipack)
906,Turmeric Powder/Arisina Pudi,Sakthi,4.2,₹64.8,₹72,200 g - Pouch
907,Soya Chunks - Nano,Double Horse,4.1,₹67,₹67,200 g - 0
908,Wheat - Sihor,BB Royal,0,₹45,₹70,1 kg
909,"Coconut Milk Powder - Rich In Vitamins & Minerals, Thick, Tasty",KLF Coconad,4.5,₹850,₹850,1 Kg
