,Grocery_Name,Brand_Name,Rating,Discount_Price,MRP_Price,Quantity
305,"Cashew/Godambi - Whole,Standy Ziplock Pouch",BB Royal,3.8,₹864,₹2000,500 gm - (Pack of 500x2)
306,"Almond/Badam - Californian, Giri Bold",BB Royal,3.9,₹1024,₹1500,1 kg - Pouch
307,White Poha - Thin,Tata Sampann,3.8,₹55.86,₹57,500 g
308,Poppy Seed,JK,4.3,₹618,₹618,250 g
309,Chana Dal,BB Super Saver,4,₹54,₹63,500 g
310,Jeera/Gobind Bhog Rice/Akki,Super Saver,0,₹491,₹600,5 kg
311,Mustard/Sasive/Rai - Big,BB Popular,4.1,₹32,₹60,200 g
312,Palakkad Red Matta Boiled Rice - Vadi,BB Royal,0,₹373,₹400,5 kg - Pouch
313,Organic - Bay Leaf/Lavangada Ele,BB Royal,4.1,₹11,₹13,20 g
314,Active Refined Cooking oil | Blended Rice Bran & SoyaBean oil | Pro Weight Watchers,Saffola,4.4,₹649,₹805,5 L - Jar
315,Masala - Vangibath Powder,MTR,4.2,₹155,₹155,200 g - Pouch
316,"Green Moong/Hesaru Kaalu - Split, Chilka",BB Royal,3.9,₹164,₹200,1 kg - Pouch
317,"Extra Virgin Olive Oil- 100% Natural and Cold Extracted- Perfect for Salad, Paratha, Marinade - Imported from Spain",Figaro,4.3,₹1473.99,₹1999,1 L - Pet Bottle
318,Organic Kodo Millet - Varagu Rice,BB Royal,3.9,₹70,₹79,500 g
319,Active Oil,Oleev,4.1,₹730.12,₹747,3x1 L - Multipack
320,HMT Kolam Raw Rice/Akki,Super Saver,0,₹78,₹90,1 kg
321,Organic Tamarind/Hunisehannu,BB Royal,0,₹179,₹180,500 g
322,Cold Pressed Pure Mustard Oil,Dabur,4.2,₹432.14,₹620,2 x 1 L - Multipack
323,Oil - Mustard (Kachi Ghani),Dhara,4.1,₹142.06,₹170,1 L - Bottle
324,Fennel/Saunf/Sompu - Small,BB Popular,0,₹62,₹80,100 g
325,Powder - Sambar,Sakthi,4.2,₹125.4,₹132,200 g - Pouch
326,Poha/Avalakki/Aval/Chivda - Thin,BB Popular,3.8,₹77,₹80,1 kg
327,Organic - Poha,BB Royal,0,₹164,₹238,2x1 kg - Multipack
328,Dal Powder/Paruppu Podi - Rich In Taste & Flavour,BB Royal,3.8,₹40,₹60,100 g
329,Chana - Kabuli/Kabuli Kadale,BB Royal,0,₹49,₹58,200 g - Pouch
330,A2 Desi Cow Ghee,Fresho Organic,0,₹699,₹1500,500 ml
331,Dry Coconut/Gadi/Gola,BB Royal,3.1,₹207,₹250,500 g
332,Gold Low Calorie Sweetener,Sugar Free,4.2,₹144,₹150,100 g - Jar
333,Turmeric Powder/Arisina Pudi,Aashirvaad,4.1,₹149.4,₹180,500 g
334,Organic Sona Masoori Semi Brown Rice/Akki - Handpounded,BB Royal,0,₹745,₹949,10 Kg
335,Ginger Garlic Paste,Smith & Jones,4.2,₹188,₹200,4 x200 g - Multipack
336,Hommade - Tomato Puree,Dabur,4.2,₹77,₹81,3x200 g - Multipack
337,Mustard Oil - Kachi Ghani,Dalda,4.2,₹136.62,₹165,1 L - Bottle
338,Plain Puffed Rice/Kadle Puri/Murmure,BB Royal,0,₹39,₹40,200 g - Pouch
339,Coriander Powder,MTR,4.1,₹74,₹86,250 Gm
340,Organic - Barnyard Millet/Kudiraivali Rice,BB Royal,4,₹315,₹399,2 kg
341,"Organic - Urad Dal/Uddina Bele, White (Split), Unpolished",BB Royal,4,₹177.2,₹210,1 kg
342,Dates/Kharjura - Desert King,Lion,4,₹247,₹247,500 gm - Cup
343,Ajwain/Om Kalu - Whole,BB Popular,4.1,₹45,₹50,100 g
344,Gingelly/Sesame Cooking Oil,BB Royal Organic,3.8,₹459,₹600,1 L - Spout Pack
345,Ananas Flower/Ananas Huvu,BB Royal,4,₹159,₹200,100 g
346,Buffalo Ghee/Tuppa - Special Grade with Milk Fat,Heritage,4.2,₹342.21,₹370,500 ml - Pouch
347,"Pista - California, Roasted & Salted",Super Saver,3.7,₹258,₹385,200 g
348,Organic - Turmeric Powder/Arisina Pudi,BB Royal,4.1,₹49,₹61,200 g
349,"Refined Sunflower Oil - with Vitamins A, D & E",Freedom,4.2,₹125.4,₹144,1 L - Bottle
350,Coconut Powder - Desiccated,BB Royal,4,₹67,₹100,200 g
351,"Jaggery - Rich In Iron, Treats Anemia",Super Saver,3.9,₹73,₹90,1 kg
352,Jeera Powder,Catch,4.1,₹202.5,₹270,2x100 g - Multipack
353,Organic - Kasuri Methi,BB Royal,4.1,₹129,₹129,200 g
354,Watermelon Seeds/Kallangadi Bija,BB Royal,4,₹119,₹160,100 g
355,Seeds - Flax,BB Royal,4.1,₹29,₹60,200 g
356,Fenugreek Seeds,24 Mantra Organic,4.1,₹49.2,₹56,2x100 g - Multipack
357,Groundnut Oil,24 Mantra Organic,4,₹1262.1,₹1485,3x1 L - Multipack
358,"Cashews - Whole, 100% Natural Premium",Happilo,4.1,₹502.5,₹670,2x200 g - Multipack
359,Khus Khus/Posta Dana,Super Saver,4,₹214,₹350,100 g
360,Heart Oil - Vegetable,Sundrop,4.2,₹416.13,₹429,3 L - Jar
361,Turmeric Powder/Arisina Pudi,Everest,4.2,₹180,₹180,500 g - Pouch
362,Tamarind Paste,Mother's Recipe,4.2,₹156,₹156,3X200 g - Multipack
363,Soya Chunks,BB Royal,3.8,₹25,₹55,200 g
364,GTS Original Vada Colum Raw Rice,Bullet,3.5,₹2427.6,₹3240,30 kg - Bag
365,Green Pumpkin Seeds/Kumbalakayi Bija,BB Royal,4,₹81,₹100,100 g - Pouch
366,Moong Dal,BB Super Saver,4,₹273,₹360,2 kg
367,Powder - Black Pepper,Everest,4.2,₹148,₹148,100 g - Carton
368,"Refined Sunflower Oil - with Vitamins A, D & E",Freedom,4.3,₹598,₹720,5 L - Can
369,"Cow Ghee - Intense Aroma & Flavour, Rich Texture, Immunity Booster",Aashirvaad Svasti,4.1,₹1384.74,₹1570,2x1 L - Multipack
370,Pure Ghee,Amul,4.1,₹1240,₹1240,2 x 1 L - Multipack
371,Masala - Garam,MTR,4.3,₹44,₹55,50 g - Pouch
372,"Poppy Seed - Gluten Free, No Preservatives",Zoff,3,₹377.37,₹860,200 g
373,"Olive Oil- Pure Olive Oil-Daily Cooking Oil- Perfect for Indian Dishes- Curries, Gravy- Imported from Spain",Figaro,4.4,₹1415.7,₹1670,1 L - Tin
374,"100% Pure California Almonds Whole - Premium Quality Badam Giri, Rich In Protein, Magnesium, Phosphorus, & Dietary Fibre, Premium Nuts & Dry Fruits",Tata Sampann,3.9,₹1078.39,₹1310,1 kg - Pouch
375,Wheat - Whole,BB Royal,3.8,₹274,₹350,5 kg - Bag
376,Oil - Primio Refined Groundnut,Rro,5,₹1275,₹1275,5 L - Can
377,Green Moong Whole/Sabut,BB Popular,4,₹75,₹85,500 g - Pouch
378,"Pista - Irani, Roasted & Salted",BB Royal,0,₹917,₹1250,500 g
379,Ponni Raw - Rice ( 6 + Months  Old),BB Popular,4,₹1482,₹1690,26 kg - (6 + Months Old)
380,"Urad Balck, Whole - Desi, Unpolished Mature Pulses For Easy Cooking & Rich Flavour",BB Royal,3.9,₹31,₹40,200 g - Pouch
381,Poha/Avalakki/Aval - Thick,BB Popular,3.9,₹64,₹80,1 kg - Pouch
382,Bansi Sooji,Vijay,3.9,₹63.7,₹65,1 kg
383,Coconut Oil - Virgin (Cold Pressed),Maxcare,4.3,₹330,₹375,500 ml
384,Organic - Barley,BB Royal,4,₹149,₹150,1 kg
385,"Garam Masala - With Natural Oils, Crafted By Chef Sanjeev Kapoor",Tata Sampann,4.2,₹85.28,₹104,100 g
386,Chilli/Mirchi Powder,BB Royal,4.1,₹178,₹300,500 g
387,Seeds - Sunflower,BB Royal,3.9,₹82,₹100,200 g
388,Organic - Puffed Rice/Kadle Puri,BB Royal,3.6,₹42,₹45,200 g
389,Wheat Flour (Atta),Organic Tattva,3.8,₹300,₹375,5 kg - Pouch
390,Urad Dal/Uddina Bele - Split,BB Super Saver,4,₹329,₹380,2 kg
391,Organic - Flax Seeds,BB Royal,4.1,₹34,₹50,200 g
392,Mustard Big,24 Mantra Organic,4.1,₹60.8,₹64,2x100 g - Multipack
393,Cloves/Lavanga,BB Royal,4.2,₹39,₹40,20 g
394,"Organic - Green Moong/Hesaru Kaalu, Whole",BB Royal,4,₹153,₹179,1 kg
395,Popcorn Seeds,BB Royal,4,₹119,₹150,1 kg
396,Total Refined Cooking oil | Blended Rice Bran & Safflower oil | Helps Manage Cholesterol,Saffola,4.1,₹899,₹1100,5 L - Jar
397,Masala - Spicy Sambar Powder,MTR,4.3,₹115,₹130,200 g
398,Organic - Puffed Rice/Kadle Puri,24 Mantra Organic,3.9,₹45,₹45,200 g - Pouch
399,"Sambar Powder - 100% Natural, Spice Blend, No Preservatives",Eastern,4.2,₹112,₹112,250 g - Pouch
400,Organic - Red Poha Medium,BB Royal,4,₹104,₹125,1 kg
401,Cardamom Green/Elakki,BB Popular,3.9,₹149,₹250,50 g - Pouch
402,"Organic - Red Masoor Dal/Mysore Bele, Unpolished",BB Royal,4,₹285,₹349,2 kg
403,Organic Cashew/Godambi - Whole,BB Royal,0,₹449,₹750,500 g
404,Sugar - Low GI,BB Gooddiet,4,₹196,₹280,4x500 g - Multipack
405,Corn Flour/ Starch,BB Royal,4,₹39,₹50,500 g - Pouch
406,Jaggery Powder,24 Mantra Organic,4,₹204,₹240,3x500 g - Multipack
407,Gingelly Oil - Tilnad 100% Pure,Klf,4.1,₹410.97,₹420,1000 ml - Pouch
408,Masoor Dal,BB Super Saver,4,₹204,₹280,2 kg - PP
409,Ragi - Huri Hittu,Indira's,4.3,₹75,₹75,400 g - Pouch
410,"Gold Atta - 100% MP Sharbati Wheat, 12-Hour Softness, High Fibre Atta",Pillsbury,4.1,₹550,₹702,2 x 5 kg - Multipack
411,Bansi Sooji,Super Saver,4,₹54,₹70,1 kg
412,"Corn Starch Powder Cornflour - Gluten Free Product, Makes A Smooth Paste",Weikfield,4.2,₹90,₹90,500 g - Carton
413,Organic Sunflower Seeds/Suryakanti Bija,BB Royal,4,₹100,₹130,200 g
414,Fennel/Saunf/Sompu - Small,BB Royal,0,₹83,₹90,100 g
415,"100% Premium Pistachios Roasted & Salted - Premium Quality Pista, Rich In Protein, Phosphorus, & Dietary Fibre, Premium Nuts & Dry Fruits",Tata Sampann,3.9,₹311.05,₹345,200 g - Pouch
416,Pomace Olive Oil - For All Types Of Cooking,Oleev,4.2,₹2411.89,₹3999,5 L
417,Organic - Quinoa,BB Royal,3.9,₹598,₹699,2 kg
418,Bansi Rava - Made From Durum Wheat,Aashirvaad,4.1,₹62.7,₹66,1 kg
419,Saffola Total 1L- Pack of 3,Saffola,4.2,₹507,₹600,3 x 1 L - Multipack
420,Organic Sona Masoori White Rice/Akki,BB Royal,0,₹763,₹949,10 kg
421,Basmati Rice/Basmati Akki - Rozana,Fortune,3.9,₹96,₹130,1 kg - Pouch
422,Samba Wheat Broken,Double Horse,4.2,₹115,₹115,500 g - Pouch
423,Coriander/Dhania Powder,BB Royal,4,₹116,₹200,500 g
424,Cumin/Jeera - Whole,Super Saver,4.2,₹392,₹500,500 g
425,"Masoor Black, Whole",BB Royal,3.9,₹26,₹35,200 g - Pouch
426,Oil - Mustard (Kachi Ghani),Dhara,4.2,₹812,₹825,5 L - Can
427,Hommade - Ginger Garlic Paste,Dabur,4.1,₹82.8,₹100,2x200 g - Multipack
428,Organic Fried Gram/Huri Kadale,BB Royal,3.9,₹34,₹37,200 g
429,Cloves/Lavanga,BB Popular,4.1,₹162,₹180,100 g
430,Premium Diwali Gift Box,BB Royal,0,₹320,₹449,"300 g - (Almonds, Raisins, Cashews, Apricots, 75 g each)"
431,Asafoetida - Crystal,Ssp,4.2,₹260,₹260,10 g - Jar
432,Pure Desi Cow Ghee,Fresho,3.8,₹149,₹205,200 ml - Jar
433,Tasty Refined Cooking oil | Blended Rice bran & Corn oil | Pro Fitness Conscious,Saffola,4.3,₹729,₹755,5 L - Jar
434,Urad Gota/Whole,BB Popular,3.9,₹166,₹200,1 kg - Pouch
435,"100% Pure Premium Raisins Seedless - Premium Quality Kishmish, Source Of Potassium, Premium Dry Fruits",Tata Sampann,4,₹90.85,₹103,200 g - Pouch
436,Poha/Avalakki - Thick,Super Saver,0,₹61.75,₹80,1 kg
437,Organic - Red Chilli - Whole,BB Royal,3.8,₹282,₹399,500 g
438,"Refined Sunflower Oil - Trans Fat Free, Healthy Cooking Oil",Fiona,4.1,₹566.72,₹666,5 L - Jar
439,Mix Dal,BB Royal,4,₹126,₹240,1 kg - Pouch
440,Powder - Sambar,Aachi,4.1,₹39.95,₹47,100 g - Pouch
441,Pure Ghee,Amul,4.1,₹1270,₹1270,2 x 1 L - Multipack
442,Gold - Pro Healthy Lifestyle Edible Oil,Saffola,4.1,₹644,₹750,2x2 L - Multipack
443,Besan Flour,Vijay,4.3,₹60.76,₹62,500 g
444,Indian Raisins/Ona Drakshi,BB Royal,4,₹269,₹600,1 kg
445,Organic - Jaggery,BB Royal,0,₹180,₹218,2x800 g - Multipack
446,Sabudana - White Small,BB Royal,0,₹133,₹150,1 kg - Pouch
447,Unpolished Moong Dal Chilka,Tata Sampann,4.1,₹105.73,₹109,500 g - Pouch
448,Kasuri Methi,Catch,4.2,₹71.76,₹92,2x50 g - Multipack
449,Masala - Chat,Everest,4.2,₹148.52,₹158,200 g
450,Ponni Boiled - Rice,BB Royal,0,₹67,₹75,1 kg - (12 - 17 Months Old)
451,"Xpert - Total Balance Oil, Blend Of Rice Bran, Soyabean & Flaxseeds, Rich In Omega 3",Fortune,4.2,₹129,₹160,1 L - Pouch
452,Kitchen King Masala,Everest,4.2,₹39.48,₹42,50 g - Carton
453,Powder - Kutilal Red Chilli,Everest,4.2,₹68,₹68,100 g - Pouch
454,"100% Natural & Pure Gingelly Oil - Unrefined, Cold-Pressed",Nature Way,4.1,₹437,₹460,1 L
455,Raw Rice/Akki - Kolam,BB Royal,3.6,₹359,₹400,5 kg - Bag
456,Soya - Chunks,Nutrela,4.2,₹156.22,₹210,1 kg - 0
457,Broken Rice,BB Royal,3.9,₹49,₹50,1 kg - Pouch
458,Dates Syrup,Lion,4.2,₹378,₹378,1 kg
459,Basmati Rice/Basmati Akki - Brown (Quick Cooking),Daawat,4.3,₹161.25,₹185,1 kg - Jar
460,Ginger Garlic Paste,Catch,4.2,₹75,₹100,2x200 g - Multipack
461,Natural Jaggery/Bella Powder,Forgreen,4.1,₹159,₹159,1 kg
462,Sweet Care - Low GI Sugar,Parry's,4.2,₹40,₹60,500 g
463,White Puttu Podi,Double Horse,4.2,₹69,₹69,1 kg - Pouch
464,Oil - Heart Pouch,Sundrop,4.2,₹600,₹600,3x1 L - Multipack
465,Organic - Sooji/Rava,BB Royal,0,₹129,₹169,2 kg
466,Refined Oil - Sunflower,Mr. Gold,4.2,₹109.88,₹125,1 L - Pouch
467,Powder - Chilly (Kashmiri),Mdh,4.2,₹46.06,₹49,50 g - Carton
468,Olive Pomace Oil,Leonardo,4.2,₹1424.74,₹2699,3 L - Tin
469,Olive Pomace Oil,Leonardo,4.2,₹359.61,₹399,500 ml - Bottle
470,Moth/Patanga Huruli - Whole,BB Royal,3.9,₹74,₹100,500 g - Pouch
471,Biryani Basmati Rice/Basmati Akki - Extra Long,BB Royal,4.1,₹731.09,₹910,5 kg - Pouch
472,Organic Rajma/Capparadavare Chitra,BB Royal,4,₹216,₹240,1 kg
473,Jaggery/Bella - Cubes,BB Royal,0,₹60,₹80,400 g
474,Anjeer - Figs,Super Saver,3.9,₹246,₹400,200 g
475,Organic - Masoor Black Whole,BB Royal,4,₹147,₹189,1 kg
476,Powder - Cumin,Everest,4.2,₹127.84,₹136,100 g - Carton
477,Cold Pressed Virgin Coconut Oil,Chekko,4.3,₹408.03,₹469,1 L
478,Green Peas/Matar,BB Super Saver,4,₹154,₹240,1 kg
479,Powder - Dry Mango,Everest,4.2,₹96,₹96,100 g - Carton
480,Premium Dried Afghani Anjeer,Happilo,3.8,₹871.2,₹990,2x200 g - Multipack
481,"Sunflower Oil - Cold Pressed, Zero Cholesterol, 100% Natural",Natureland Organics,4.1,₹1657.5,₹1950,5 l
482,Cashew/Godambi - Split,BB Popular,3.9,₹855,₹1500,1 kg
483,Basmati Rice/Basmati Akki - Mogra/Broken,India Gate,3.8,₹361.85,₹415,5 kg - Bag
484,Organic Suji,Organic Tattva,4,₹48,₹60,500 g - Pouch
485,Kachi Ghani Mustard Oil,Emami Healthy & Tasty,4.2,₹143.75,₹160,1 L - Bottle
486,Cooking Soda,BB Royal,4.1,₹18,₹30,100 g
487,Surti Kolam Raw Rice/Akki,Super Saver,0,₹755,₹800,10 kg
488,Seeds - Sabja,BB Royal,4.1,₹99,₹160,200 g
489,Hing - Yellow,Everest,4,₹240,₹240,100 g - Bottle
490,Super Garam Masala - Adds Flavour & Aroma,Catch,4.1,₹46.75,₹55,100 g - Pouch
491,Akki Tari,Vijay,4.2,₹56.84,₹58,1 kg
492,Cardamom/Elaichi - Green,Super Saver,3.2,₹179,₹240,50 g
493,Asafoetida Cake,LG,4.2,₹91,₹91,50 g - Box
494,Sesame/Till - White,Super Saver,4,₹31,₹40,100 g
495,Chicken Kabab Powder,Teju,4.4,₹150,₹150,500 g
496,Organic - Whole Wheat Atta,BB Royal,0,₹504,₹698,2x5 kg - Multipack
497,Rajma/Capparadavare - Red,BB Royal,4,₹216,₹240,1 kg - Pouch
498,Tamarind Concentrate,Indira's,4.4,₹67.68,₹72,150 g - 0
499,Chhole Masala,Everest,4.2,₹78.96,₹84,100 g - Carton
500,Masala Paste - Puliogare Paste,MTR,4.2,₹100,₹100,200 g - 0
501,Refined Oil - Rice Bran (Natural Oryzanol & Vitamin E),Dhara,4.1,₹363.12,₹480,3x1 L - Multipack
502,Asafoetida - Special,Ssp,4.4,₹442,₹442,10 g - Jar
503,S&J Pasta Masala,Smith & Jones,4.2,₹5,₹5,7g - Pouch
504,Unpolished Kala Chana,Tata Sampann,4,₹111,₹149,1 kg - Pouch
505,Groundnut,Safe Harvest,3.9,₹125.16,₹149,500 g
506,Chiroti/Barik Sooji,BB Super Saver,4,₹56,₹60,1 kg
507,Premium International Omani Dates,Happilo,4,₹450.18,₹549,680 g
508,Olive Oil - Extra Virgin,Disano,4.3,₹1230.84,₹2190,2x500 ml - Multipack
509,Seeds - Chia,BB Royal,4.4,₹223,₹400,500 g
510,Rice Powder,Elite,4.1,₹84,₹84,1 kg - Pillow Pouch
511,Sonamasuri Brown Rice,24 Mantra Organic,4,₹885,₹1180,2x5 kg - Multipack
512,Red Chilli Powder/Menasina Pudi,Catch,4.1,₹225,₹300,500 g - Pouch
513,Organic Cashew Split - 2 Pieces,BB Royal,4.3,₹115,₹160,100 g
514,"American Pistachios - Roasted & Salted, 100% Natural, Premium, No Additives",Grocery Farm,4.3,₹279.3,₹399,200 g
515,Basmati Rice/Basmati Akki - Biryani Special,Fortune,4.2,₹763.98,₹1050,5 kg - Pouch
516,"Groundnut Oil - Filtered, Rich In Antioxidants & Vitamins, Chemical Free",Sunpure,4.3,₹204.52,₹210,1 L
517,Organic - Red Raw Rice/Akki,BB Royal,3.9,₹91,₹110,1 kg
518,"Organic Cow Ghee - Rich In Aroma, No Pesticide Residues & Antibiotics",Aashirvaad Svasti,4.3,₹652.5,₹725,500 ml - Jar
519,Misri / Sugar/Sakkare Diamond,BB Royal,0,₹27,₹40,200 g
520,Organic - Dosa Rice,BB Royal,3.9,₹337,₹449,5 Kg
521,Super Saver Ponni Raw Rice,Super Saver,4.9,₹1458,₹1620,26 kg - Bag
522,"Organic Misri - Whole, Sugar/Sakkare Candy",BB Royal,0,₹16,₹23,100 g
523,Brown Sugar/Sakkare,Organic Tattva,4,₹136,₹160,1 kg - Pouch
524,Saffron/Kesar,BB Royal,4,₹208,₹400,1 g
525,Samba Wheat Broken - Fine,Double Horse,4.1,₹117,₹117,500 g - Pouch
526,Gobind Bhog Rice,BB Royal,3.5,₹1977,₹2600,20 kg
527,Soya Bean,BB Royal,0,₹23,₹40,200 g - Pouch
528,Raw Peanut,24 Mantra Organic,3.9,₹598.4,₹680,2x1 kg - Multipack
529,"Chilli Flakes - Natural,Spicy Sprinkler For Pizza, Pasta, Snacks",SNAPIN,4.3,₹9.5,₹10,7 g
530,Organic - Ajwain/Om Kalu,BB Royal,4.1,₹261.25,₹275,500 g
531,Roasted Sooji - Pesticide Free,Safe Harvest,4,₹88.92,₹114,1 kg
532,Organic - Horse Gram/Hurali Kaalu,BB Royal,0,₹169,₹189,1 kg
533,"Oregano Pizza Seasoning - Italian Herbs Blend  Adds Flavour for Snacks, Marinades",SNAPIN,4.3,₹9.5,₹10,10 g
534,Organic Cinnamon/Chakke Bark,Pro Nature,4,₹63,₹70,50 g - Pouch
535,Aval/Poha Red Thick,BB Royal,0,₹94,₹150,1 kg
536,Masala - Garam,Aachi,4.2,₹33.15,₹39,50 g - Pouch
537,Organic - Jowar/Sorghum Millet,BB Royal,0,₹87,₹110,1 kg
538,Premium Diwali Gift Box,BB Royal,4,₹151,₹199,"150 g - (Almonds, Raisins, Cashews, 50 g each)"
539,Masala - Tomato Rice Powder,MTR,4.2,₹21,₹25,50 g
540,Organic - Roasted Chana Dal/Kadale Bele,Pro Nature,4,₹111.6,₹124,500 g - Pouch
541,Sona Masoori Boiled - Rice,BB Royal,0,₹48,₹75,1 kg - Pouch
542,Barley/Jau,BB Royal,3.9,₹14,₹15,100 g - Pouch
543,Arhar/Toor Dal,Organic Tattva,3.9,₹250.75,₹295,1 kg - Pouch
544,Organic - Cardamom/Elaichi Black,BB Royal,4,₹48,₹59,20 g
545,Marathi Moggu,BB Royal,0,₹77,₹100,50 g
546,"Prasadam Makhana Fox Nuts - Big Size Phool Makhana, Rich In Protein, Indian Snacks",Farmley,4.3,₹119.2,₹149,100 g
547,Soya Health Refined Soyabean Oil,Fortune,4.2,₹114,₹130,1 L - Pouch
548,Secret Chowmein Hakka Noodles Masala,Chings,4.1,₹10,₹10,20 g
549,Black Pepper Powder,BB Royal,4,₹121,₹135,100 g
550,SuperLite Advanced - Sunflower Oil,Sundrop,3.7,₹1340,₹1340,5 L - Can
551,Cumin/Jeera,24 Mantra Organic,4,₹459,₹510,3x100 g - Multipack
552,Premium Seedless Green Raisins,Happilo,4.1,₹280.5,₹330,2x250 g - Multipack
553,"Organic Sunflower Oil - Rich In Health Benefits, Cold Pressed",Phalada Pure & Sure,3.1,₹1710,₹1800,5 L
554,Shahjeera,BB Royal,4.1,₹101,₹120,100 g
555,Xpert Pro Immunity Oil - Blend Of Rice Bran & Sunflower Oil,Fortune,4.5,₹119,₹150,1 L - Pouch
556,"Big Fennel - Whole, Rich In Vitamin C & Antioxidants",Zoff,3.9,₹58,₹90,100 g
557,Turmeric - Sticks,BB Royal,4,₹39,₹40,100 g
558,Basmati Rice/Basmati Akki - Sehat Mini Mogra,Daawat,3.7,₹549,₹620,10 kg
559,Extra Light Olive Oil,Disano,4.4,₹672.14,₹1095,500 ml
560,100% Natural Premium Whole Cashews - Value Pack,Happilo,3.6,₹992,₹1550,1 kg
561,Chilli - Cherry/Gundu With Stem,BB Royal,3.9,₹315,₹500,500 g
562,Groundnut Oil,Sunpure,4.1,₹409.04,₹420,2 X 1 ltr - Multipack
563,Wheat Flour (Atta/Godihittu),Super Saver,0,₹392.26,₹475,10 kg - Pouch
564,Organic Powder - Jaggery/Bella,Organic Tattva,4,₹72,₹90,500 g - Pouch
565,"Walnut/Akhrot - Kernels, Quarters",Super Saver,3.7,₹211,₹300,200 g
566,Chana Sattu Refreshing Drink Powder,Manna,4.1,₹151.2,₹189,500 g
567,Bandhani Hing,Patanjali,4.1,₹50,₹50,25 g
568,Atta/Godihittu - Chakki Fresh,Vivatta,4.1,₹249.98,₹360,5 kg - Pouch
569,Organic - Cashew/Godambi Broken,BB Royal,0,₹103,₹170,100 g
570,Ragi Flour,24 Mantra Organic,4.1,₹175.5,₹195,3x500 g - Multipack
571,Lobia Dal - Black Eyes Peas,BB Royal,3.9,₹81,₹90,500 g - Pouch
572,Double Roasted Rava,Elite,4.2,₹105,₹105,1 kg - Pillow Pouch
573,100% Pure California Almonds/Badam - Whole,Tata Sampann,4.8,₹234.47,₹275,200 g
574,Ponni Boiled Rice - Super Premium,BB Royal,0,₹1732,₹2080,26 kg - Bag
575,"Pure & Unrefined Cold Pressed Groundnut Oil - Naturally, Cholesterol Free, With A Real Rich Aroma & Flavour",Tata Simply Better,0,₹400,₹500,1 L
576,Sesame Oil,Patanjali,4.1,₹360,₹360,1 L - Bottle
577,Mace/Javitri,BB Royal,4.1,₹194,₹250,50 g
578,Red Raw Rice/Akki,BB Popular,3.9,₹79,₹80,1 kg
579,"Pistachios - Roasted & Salted, Premium Iranian",Happilo,4.1,₹655.7,₹790,2x200 g - Multipack
580,Bay Leaf/Lavangada Ele,BB Royal,4.2,₹9,₹10,20 g
581,Kalonji/Mangraila,BB Royal,4.2,₹24,₹40,50 g
582,Organic Dal - Green Moong Whole//Hesaru Kaalu,24 Mantra Organic,4.1,₹250,₹250,1 kg - Pouch
583,Coconut Oil - Nirmal Cold Press Virgin,Klf,4.3,₹174.99,₹195,250 ml - Bottle
584,Masala - Chicken,Everest,4.2,₹182,₹182,200 g
585,Salted Puffed Rice/Kadle Puri/Murmure,BB Royal,4,₹57,₹80,500 g - Pouch
586,"Bellar Dal/Avarekalu - Whole, Brown",BB Royal,4.2,₹52,₹60,200 g
587,Organic Chilli Powder/Menasina Pudi,BB Royal,4,₹223,₹275,500 g
588,Organic - Saunf/Sompu,BB Royal,3.9,₹160,₹165,200 g
589,"Tata Sampann Dry Fruits & Nuts Mix (Contains Almonds, Black Raisins, Cashews, Cranberries, Green raisins, and Pistachio kernels), 100% Premium Hand-picked Dry Fruits & Nuts, up to 20 Quality Parameters Tested",Tata Sampann,4.3,₹234.61,₹285,200 g
590,Raisins/Kishmish - Indian,Super Saver,4.1,₹145,₹225,500 g
591,"Chat Masala Powder - Sprinkler, Used As Seasoning",Catch,4.2,₹42.3,₹45,50 g - Can
592,Coconut Powder - Desiccated,BB Popular,4,₹61,₹80,200 g
593,Coconad - Coconut Milk Powder,Klf,4.2,₹87.11,₹98,100 g
594,Mustard Small,24 Mantra Organic,4.1,₹108.3,₹114,3x100 g - Multipack
595,Powder - Chilli,Sakthi,4.2,₹91,₹135,200 g - Pouch
596,Tamarind/Hunisehannu,Eastern,3.9,₹63,₹63,200 g
597,"Cumin Seeds - Highly Nutritious, Increase Appetite, Boosts Overall Health",Sri Sri Tattva,4.4,₹120,₹120,100 g
598,Organic Seeds - Black Mustard/Sasive,Organic Tattva,4.2,₹34,₹40,100 g - Pouch
599,Sampann Unpolished Rajma/Capparadavare,Tata Sampann,3.9,₹120.28,₹124,500 g
600,Tur Dal,Safe Harvest,4,₹202.5,₹225,1 kg
601,Organic Khapli Wheat/Emmer Flour - 100% Natural,Jiwa,4.2,₹175,₹245,1 kg
602,Saunf/Sompu - Sweet,Top,4.3,₹37,₹38,100 g - Pouch
603,Basmati Rice/Basmati Akki - Premium,BB Royal,4,₹598.54,₹700,5 kg
604,Powder - Pure Chilli,Aachi,4.1,₹265.2,₹312,500 g - Pouch
605,"Extra Light Tasting Olive Oil- Deep Frying- Neutral Taste-Deep Fry, Shallow Fry -Italian",Bertolli,4.4,₹661.5,₹1000,500 ml - Bottle
606,Basmati Rice/Basmati Akki - Pulav,Daawat,4.1,₹696.25,₹820,5 kg - Pouch
607,Healthy Nutmix - Premium International,Happilo,3.9,₹605.9,₹730,2x200 g - Multipack
608,Salt/Uppu - Free Flow,AKAR,4.1,₹18.21,₹25,1 kg - Pouch
