,Grocery_Name,Discount_Price,MRP_Price,Brand_Name,Quantity
237,Whole Wheat Atta,₹325.6,₹370,24 Mantra Organic,5 kg - Pouch
238,"Organic - Sona Masoori Semi Brown Rice, Hand-Pounded",₹710,₹950,BB Royal,2x5 kg - Multipack
239,100% Natural Premium Californian Almonds - Value Pack,₹899.1,₹1350,Happilo,1 kg 
240,Masala - Rasam Powder,₹119,₹135,MTR,200 g - Pouch
241,Kabuli Chana/Kabuli Kadale,₹32,₹50,BB Super Saver,200 g 
242,Active - Goodness Of Olive Oil,₹1395,₹1395,Oleev,5 L - Jar
243,Anjeer/Figs/Atti Hannu,₹416,₹600,BB Royal,200 g 
244,"Cow's Pure Ghee - Source Of Calcium, Boosts Overall Health",₹3575,₹3575,Sri Sri Tattva,5 L - Tin
245,Cashew/Godambi - Split,₹464,₹900,BB Royal,500 g 
246,Refined - Sunflower Oil,₹577.5,₹725,Dhara ,5 L - Can
247,Organic - Idly/Idli Rice/Akki,₹66,₹88,BB Royal,1 kg 
248,Rice Flour/Akki Hittu,₹45,₹55,BB Super Saver,1 kg 
249,Basmati Rice - Super,₹138.86,₹220,Daawat,1 kg - Pouch
250,"Pistachios - Roasted & Salted, Premium Californian",₹659.66,₹790,Happilo,2x200 g - Multipack
251,Mustard Oil,₹145,₹145,Patanjali,1 L - Bottle
252,Unpolished Urad Dal - Split,₹217.28,₹224,Tata Sampann,1 kg 
253,"100% Pure Premium Cashews Whole - Premium Quality Kaju, Rich In Protein, Magnesium, & Phosphorus, Premium Nuts & Dry Fruits|",₹1100.85,₹1170,Tata Sampann,1 kg - Pouch
254,Powder - Kashmirilal,₹255,₹255,Everest,200 g 
255,Organic - Foxtail Millet / Italian (Thinai Rice),₹226.1,₹279,BB Royal,2 kg 
256,"Cashews - Whole, 100% Natural Premium",₹469,₹670,Happilo,2x200 g - Multipack
257,Organic - Jowar Flour/Jolada Hittu,₹133,₹179,BB Royal,2 kg 
258,Organic - Cloves/Lavanga,₹48,₹49,BB Royal,20 g 
259,Sona Masoori Steam Rice/Akki,₹1199,₹1375,Super Saver,25 kg 
260,"Walnuts - Kernels, Premium 100% Natural Kashmiri",₹609.7,₹910,Happilo,2x200 g - Multipack
261,Soya - Mini Chunk,₹57,₹60,Nutrela,200 g - 0
262,Pure Cow Ghee,₹1440,₹1450,Gowardhan,2 x 1 L - Multipack
263,Walnut/Akhrot- Kernels,₹163,₹200,BB Royal,100 g - Vacuum Packed
264,Jaggery/Bella Powder/Nattu Sakkarai,₹44,₹60,BB Royal,500 g 
265,Rajma/Capparadavare - White/Chitra,₹44,₹55,BB Royal,200 g - Pouch
266,"Dry Dates/Kharjura - Chuwara, Kharik",₹72,₹80,BB Royal,100 g - Pouch
267,Organic - Ragi Flour/Ragi Hittu,₹34.2,₹41,BB Royal,500 g 
268,White Peas/Bili Batani,₹112,₹180,BB Royal,1 kg - Pouch
269,Tur/Arhar Dal,₹510.4,₹580,24 Mantra Organic,2x1 kg - Multipack
270,Chana Dal,₹218,₹250,BB Super Saver,2 kg 
271,"Masala-Ae-Magic - Seasoning With Aromatic Roasted Spices, Enhances Flavour",₹51,₹60,MAGGI ,6 g - (Pack of 12)
272,Bombay Sooji,₹68.6,₹70,Vijay,1 kg 
273,Super Saver Palakkad Red Matta Boiled Rice,₹63,₹70,Super Saver,1 kg 
274,Masala - Garam,₹200,₹200,Everest,200 g 
275,Poppy Seed,₹618,₹618,JK,250 g 
276,Sonamasuri Rice,₹1203.6,₹1770,24 Mantra Organic,3x5 kg - Multipack
277,Gold Palmolein Oil,₹96,₹125,RUCHI,893 g - Pouch
278,Double Roasted Rava,₹110,₹110,Double Horse,1 kg 
279,"Multigrain Atta - 7 Grains, High Fibre Flour, High Protein Atta",₹550.5,₹734,Pillsbury,2 x 5 kg - Multipack
280,Ghee/Tuppa,₹375,₹450,Milky Mist,500 ml - Pet Jar
281,Refined Palmolein Oil - Imported,₹91.53,₹101,Palmpure,1 L 
282,Palakkad Red Matta Boiled Rice - Vadi,₹1599,₹1875,BB Royal,25 kg - Bag
283,Medium Poha,₹86.24,₹88,Vijay,1 kg 
284,Dates/Kharjura - Desert King,₹247,₹247,Lion,500 gm - Cup
285,Tilnad Sesame Oil,₹422.52,₹430,Klf ,1 L 
286,Brown Chana,₹75.96,₹130,BB Super Saver,1 kg 
287,Idli/Idly Rice,₹513,₹600,BB Popular,10 kg 
288,"Jaggery - Rich In Iron, Treats Anemia",₹72,₹90,Super Saver,1 kg 
289,Sugar,₹369.6,₹435,24 Mantra Organic,3x1 kg - Multipack
290,Besan/Kadale Hittu,₹93,₹130,BB Super Saver,1 kg 
291,Organic - Urad Whole Gota Unpolished,₹96,₹111,BB Royal,500 g 
292,Coriander Seeds/Kottambari Beeja,₹110,₹200,BB Popular,500 g 
293,Mustard Oil - Kachi Ghani,₹147.84,₹165,Dalda ,1 L - Bottle
294,Rice Bran Oil - Physically Refined,₹198,₹290,Sunpure ,2 X 1 ltr - Multipack
295,Organic - Ragi Whole/Finger Millet,₹131.1,₹160,BB Royal,2x1 kg - Multipack
296,Oil - Mustard (Kachi Ghani),₹136.43,₹170,Dhara ,1 L - Bottle
297,Moong Dal,₹219,₹360,BB Super Saver,2 kg 
298,Sugar Release Control Atta/Godihittu,₹338.8,₹385,Aashirvaad,5 kg 
299,Asafoetida - Powder,₹310,₹310,Ssp,10 g - Jar
300,"Green Moong/Hesaru Kaalu - Split, Chilka",₹169,₹200,BB Royal,1 kg - Pouch
301,Organic Toor Dal/Togari Bele,₹247,₹260,Tata Sampann,1 kg 
302,Cow Ghee/Tuppa,₹2925,₹2925,Patanjali,5 L 
303,Jeera/Gobind Bhog Rice/Akki,₹486,₹600,Super Saver,5 kg 
304,Masala - Vangibath Powder,₹155,₹155,MTR,200 g - Pouch
305,Powder - Sambar,₹118.8,₹132,Sakthi,200 g - Pouch
306,Buffalo Ghee/Tuppa - Special Grade with Milk Fat,₹342.21,₹370,Heritage,500 ml - Pouch
307,Organic - Rice Flour,₹106,₹198,BB Royal,2x1 kg - Multipack
308,Turmeric Powder/Arisina Pudi,₹149.4,₹180,Aashirvaad,500 g 
309,Organic Kodo Millet - Varagu Rice,₹65.55,₹79,BB Royal,500 g 
310,Broken Rice,₹48,₹50,BB Royal,1 kg - Pouch
311,Cold Pressed Pure Mustard Oil,₹432.14,₹620,Dabur,2 x 1 L - Multipack
312,Chana - Kabuli/Kabuli Kadale,₹231,₹250,BB Royal,1 kg - Pouch
313,Rajma/Capparadavare - Kashmiri,₹39,₹40,BB Royal,200 g - Pouch
314,Jeera Powder,₹197.1,₹270,Catch,2x100 g - Multipack
315,Organic - Barnyard Millet/Kudiraivali Rice,₹296.4,₹399,BB Royal,2 kg 
316,Groundnut Oil,₹1262.1,₹1485,24 Mantra Organic,3x1 L - Multipack
317,"Pista - California, Roasted & Salted",₹250,₹385,Super Saver,200 g 
318,Ginger Garlic Paste,₹188,₹200,Smith & Jones,4 x200 g - Multipack
319,Sabudana - White Small,₹129,₹150,BB Royal,1 kg - Pouch
320,Himalayan Pink Rock Salt/Uppu - Crystal,₹99,₹110,GoodDiet,1 kg 
321,Raw Rice/Akki - Kolam,₹304,₹400,BB Royal,5 kg - Bag
322,Organic - Channa Dal Unpolished,₹53,₹77,BB Royal,500 g 
323,Gingelly Oil,₹379.71,₹415,Kpl Shudhi,1 L - Bottle
324,"Pista - Irani, Roasted & Salted",₹970,₹1250,BB Royal,500 g 
325,GTS Original Vada Colam Raw Rice,₹900.9,₹1080,Bullet,10 kg 
326,Fennel/Saunf/Sompu - Small,₹63,₹80,BB Popular,100 g 
327,Heart Oil - Vegetable,₹416.13,₹429,Sundrop,3 L - Jar
328,"Figaro Extra Virgin Olive Oil- 100% Natural and Cold Extracted- Perfect for Salad, Paratha, Marinade - Imported from Spain- 1L Bottle",₹1261.49,₹1999,Figaro,1 L - Pet Bottle
329,"Figaro Olive Oil- Pure Olive Oil-Daily Cooking Oil- Perfect for Indian Dishes- Curries, Gravy- Imported from Spain- 2L Tin",₹2624.99,₹2999,Figaro,2 L - Tin
330,Powder - Cumin,₹71.25,₹75,MTR,100 g - Pouch
331,Rice Bran Oil Physically Refined,₹116.55,₹143,Freedom,1 L - Pouch
332,Chilli/Mirchi Powder,₹178,₹300,BB Royal,500 g 
333,Cardamom/Elaichi - Green,₹187,₹250,BB Royal,50 g 
334,Chilli Powder/Menasina Pudi,₹273.35,₹355,Tata Sampann,500 g 
335,Gingelly/Sesame Cooking Oil,₹459,₹600,BB Royal Organic,1 L - Spout Pack
336,GTS Original Vada Colum Raw Rice,₹2558.5,₹3240,Bullet,30 kg - Bag
337,Bansi Sooji,₹63.7,₹65,Vijay,1 kg 
338,"Refined Sunflower Oil - with Vitamins A, D & E",₹125.4,₹144,Freedom,1 L - Bottle
339,Coriander Powder,₹74,₹86,MTR,250 Gm 
340,Turmeric Powder/Arisina Pudi,₹165,₹165,Everest,500 g - Pouch
341,Premium Natural Californian Almonds,₹421,₹550,Happilo,2x200 g - Multipack
342,Active Refined Cooking oil | Blended Rice Bran & SoyaBean oil | Pro Weight Watchers,₹535,₹805,Saffola,5 L - Jar
343,Poha/Avalakki - Thick,₹70,₹80,Super Saver,1 kg 
344,Khus Khus/Posta Dana,₹218,₹350,Super Saver,100 g 
345,Coconut Powder - Desiccated,₹170,₹250,BB Royal,500 g 
346,"100% Pure California Almonds Whole - Premium Quality Badam Giri, Rich In Protein, Magnesium, Phosphorus, & Dietary Fibre, Premium Nuts & Dry Fruits",₹1078.39,₹1310,Tata Sampann,1 kg - Pouch
347,"Double Roasted Suji Rava - Less Moisture, More Quantity, Made From MP Wheat",₹69.3,₹77,Aashirvaad,1 kg 
348,Organic - Bay Leaf/Lavangada Ele,₹11,₹13,BB Royal,20 g 
349,Schezwan Fried Rice Masala,₹100,₹100,Chings,10 x 20 g - Multipack
350,Organic - Turmeric Powder/Arisina Pudi,₹43.7,₹61,BB Royal,200 g 
351,Organic - Quinoa,₹566.2,₹599,BB Royal,2 kg 
352,Watermelon Seeds/Kallangadi Bija,₹120,₹160,BB Royal,100 g 
353,Seeds - Flax,₹29,₹60,BB Royal,200 g 
354,Fennel/Saunf/Sompu - Small,₹171,₹180,BB Royal,200 g 
355,Organic - Kasuri Methi,₹82,₹100,BB Royal,100 g 
356,Pure Desi Cow Ghee,₹149,₹205,Fresho,200 ml - Jar
357,Poha/Avalakki/Aval - Thick,₹34,₹40,BB Popular,500 g - Pouch
358,Coconut Milk - UHT Natural,₹300,₹300,Kara,4x200 ml - Multi Pack
359,Wheat Flour (Atta),₹300,₹375,Organic Tattva,5 kg - Pouch
360,"Organic - Urad Dal/Uddina Bele, White (Split), Unpolished",₹168.34,₹210,BB Royal,1 kg 
361,Tamarind Paste,₹156,₹156,Mother's Recipe,3X200 g - Multipack
362,Ponni Raw - Rice ( 6 + Months  Old),₹1497,₹1690,BB Popular,26 kg - (6 + Months Old)
363,Mustard/Sasive/Rai - Big,₹32,₹60,BB Popular,200 g 
364,Fenugreek Seeds,₹49.2,₹56,24 Mantra Organic,2x100 g - Multipack
365,Masala - Garam,₹44,₹55,MTR,50 g - Pouch
366,Jaggery Powder,₹204,₹240,24 Mantra Organic,3x500 g - Multipack
367,Indian Raisins/Ona Drakshi,₹408,₹600,BB Royal,1 kg 
368,Green Pumpkin Seeds/Kumbalakayi Bija,₹84,₹100,BB Royal,100 g - Pouch
369,Kuttu Atta,₹103,₹135,BB Royal,500 g 
370,Green Moong Whole/Sabut,₹147,₹170,BB Popular,1 kg - Pouch
371,Seeds - Sunflower,₹84,₹100,BB Royal,200 g 
372,"A2 Desi Cow Ghee - Bilona Churned, Light On Gut, Lab-Tested, Clarified Butter",₹507.5,₹580,Anveshan,250 ml - Bottle
373,Popcorn Seeds,₹23,₹35,BB Royal,200 g - Pouch
374,Masala - Spicy Sambar Powder,₹115,₹130,MTR,200 g 
375,"Cow Ghee - Intense Aroma & Flavour, Rich Texture, Immunity Booster",₹1307.81,₹1570,Aashirvaad Svasti,2x1 L - Multipack
376,A2 Desi Cow Ghee,₹729,₹1500,Fresho Organic,500 ml 
377,Organic Sunflower Seeds/Suryakanti Bija,₹95,₹130,BB Royal,200 g 
378,White Poha - Thin,₹55.86,₹57,Tata Sampann,500 g 
379,Organic Sona Masoori White Rice/Akki,₹730,₹949,BB Royal,10 kg 
380,Poha/Avalakki/Aval/Chivda - Thin,₹76,₹80,BB Popular,1 kg 
381,Organic Tamarind/Hunisehannu,₹309.7,₹339,BB Royal,1 kg 
382,Sona Masoori Raw Rice (12 + Months Old),₹1499,₹1820,BB Royal,26 kg - Bag
383,Organic - Red Chilli - Whole,₹110.2,₹169,BB Royal,200 g 
384,"Rice/Akki - Steam, Sona Masoori",₹54,₹70,BB Popular,1 kg - Pouch
385,Oil - Heart Pouch,₹600,₹600,Sundrop,3x1 L - Multipack
386,Basmati Rice/Basmati Akki - Mogra/Broken,₹361.83,₹415,India Gate,5 kg - Bag
387,Mix Dal,₹84,₹120,BB Royal,500 g - Pouch
388,Cumin/Jeera - Whole,₹199,₹500,Super Saver,500 g 
389,"Poppy Seed - Gluten Free, No Preservatives",₹377.37,₹860,Zoff,200 g 
390,"Organic Mustard Seeds - Whole, Big",₹96,₹96,24 Mantra,3X100 g - Multipack
391,Corn Flour/ Starch,₹67,₹90,BB Royal,1 kg 
392,Refined Oil - Groundnut,₹220,₹220,Safal,1 L - Pouch
393,Gold - Pro Healthy Lifestyle Edible Oil,₹432,₹540,Saffola,3X1 L - Multipack
394,Olive Oil - Extra Virgin,₹978,₹1300,Del Monte ,2x250 ml - Multipack
395,"Refined Sunflower Oil - with Vitamins A, D & E",₹566.5,₹720,Freedom,5 L - Can
396,Organic - Flax Seeds,₹76.95,₹115,BB Royal,500 g 
397,"Refined Sunflower Oil - Trans Fat Free, Healthy Cooking Oil",₹520,₹750,Fiona ,5 L - Jar
398,Urad Dal/Uddina Bele - Split,₹53,₹190,BB Super Saver,1 kg 
399,"Urad Balck, Whole - Desi, Unpolished Mature Pulses For Easy Cooking & Rich Flavour",₹164,₹180,BB Royal,1 kg 
400,Cardamom Green/Elakki,₹175,₹250,BB Popular,50 g - Pouch
401,Total Refined Cooking oil | Blended Rice Bran & Safflower oil | Helps Manage Cholesterol,₹899,₹1100,Saffola,5 L - Jar
402,"Garam Masala - With Natural Oils, Crafted By Chef Sanjeev Kapoor",₹69.7,₹85,Tata Sampann,100 g 
403,Organic - Red Poha Medium,₹47.5,₹65,BB Royal,500 g 
404,Coconut Oil - Virgin (Cold Pressed),₹330,₹375,Maxcare,500 ml 
405,Extra Light Olive Oil for Indian Cooking - Deep Frying & Baking,₹2055,₹3199,La Espanola,2 L - Bottle
406,Organic - Puffed Rice/Kadle Puri,₹35,₹35,24 Mantra Organic,200 g - Pouch
407,Organic - Green Moong Whole/Hesaru Kaalu,₹331.55,₹355,BB Royal,2 kg 
408,Gold Low Calorie Sweetner,₹288,₹300,Sugar Free,500 Pellets 
409,"Sambar Powder - Perfect Colour, Smell & Taste",₹90,₹90,Eastern,2x100 g - Multipack
410,Urad Gota/Whole,₹318,₹400,BB Popular,2 kg - Pouch
411,Tasty Refined Cooking oil | Blended Rice bran & Corn oil | Pro Fitness Conscious,₹729,₹755,Saffola,5 L - Jar
412,Surti Kolam Raw Rice/Akki,₹279,₹400,Super Saver,5 kg 
413,Chiroti/Barik Sooji,₹26,₹33,BB Super Saver,500 g 
414,Organic - Barley,₹133,₹150,BB Royal,1 kg 
415,Steam Rice/Akki - Kolam,₹1249,₹2000,BB Royal,25 kg - Bag
416,Ragi - Huri Hittu,₹75,₹75,Indira's,400 g - Pouch
417,Ananas Flower/Ananas Huvu,₹173,₹200,BB Royal,100 g 
418,Unpolished Kala Chana,₹111,₹145,Tata Sampann,1 kg - Pouch
419,Organic - Jaggery/Bella,₹47.5,₹55,BB Royal,400 g 
420,Soya Chunks,₹26,₹55,BB Royal,200 g 
421,"Gold Atta - 100% MP Sharbati Wheat, 12-Hour Softness, High Fibre Atta",₹526.5,₹702,Pillsbury,2 x 5 kg - Multipack
422,Premium International Omani Dates,₹422.73,₹549,Happilo,680 g 
423,Natural Jaggery/Bella Powder,₹119,₹119,Forgreen,1 kg 
424,Oil - Mustard (Kachi Ghani),₹812,₹825,Dhara ,5 L - Can
425,Active Oil,₹747,₹747,Oleev,3x1 L - Multipack
426,Moth/Patanga Huruli - Whole,₹29,₹40,BB Royal,200 g - Pouch
427,Unpolished Moong Dal Chilka,₹95.04,₹99,Tata Sampann,500 g - Pouch
428,Cashew/Godambi - Split,₹749,₹1500,BB Popular,1 kg 
429,Saffola Total 1L- Pack of 3,₹507,₹600,Saffola,3 x 1 L - Multipack
430,Hing - Yellow,₹188,₹200,Everest,100 g - Bottle
431,Kitchen King Masala,₹39.48,₹42,Everest,50 g - Carton
432,Powder - Black Pepper,₹148,₹148,Everest,100 g - Carton
433,Organic Rajma/Capparadavare Chitra,₹202,₹269,BB Royal,1 kg 
434,Organic - Ajwain/Om Kalu,₹99.75,₹112,BB Royal,200 g 
435,Dates Syrup,₹390,₹390,Lion,1 kg 
436,Gingelly Oil - Tilnad 100% Pure,₹375.25,₹395,Klf ,1000 ml - Pouch
437,Iodized Crystal Salt/Uppu,₹19.58,₹22,Aashirvaad,1 kg 
438,Ajwain/Om Kalu - Whole,₹49,₹50,BB Popular,100 g 
439,Cornflour,₹28.2,₹30,Weikfield,100 g - Carton
440,Organic - Poha Medium,₹38,₹60,BB Royal,500 g 
441,Pure Ghee,₹1270,₹1270,Amul,2 x 1 L - Multipack
442,Rozana Dubar Basmati Rice,₹95.99,₹130,Fortune ,1 kg - Pouch
443,Bansi Sooji,₹54,₹70,Super Saver,1 kg 
444,Asafoetida Cake,₹91,₹91,LG,50 g - Box
445,Cardamom/Elaichi - Green,₹304,₹480,Super Saver,100 g 
446,"Groundnut Oil - Filtered, Rich In Antioxidants & Vitamins, Chemical Free",₹210,₹210,Sunpure ,1 L 
447,"Organic Cow Ghee - Rich In Aroma, No Pesticide Residues & Antibiotics",₹725,₹725,Aashirvaad Svasti,500 ml - Jar
448,Ponni Boiled - Rice,₹279,₹350,BB Royal,5 kg - (12 - 17 Months Old)
449,Masoor Dal/Mysore Bele,₹49,₹70,BB Super Saver,500 g 
