,Grocery_Name,Discount_Price,MRP_Price,Brand_Name,Quantity
288,Namkeen - All in One,₹10,₹10,Haldiram's,38 g - Pouch
289,Potato Chips - Sour Cream & Onion Flavoured,₹202.4,₹230,Pringles,2x107 g - Multipack
290,"2 Minute Instant Noodles - Veggie Masala, Made With Quality Spices, Rich In Fibre",₹60,₹60,MAGGI ,248 g - Pouch
291,Instant Gojjavalakki Mix,₹109,₹109,Sanketi Adukale,250 g 
292,Bagrry`S Crunchy Muesli With Almonds  Raisins & Honey - 40 750 g Pouch,₹357.7,₹490,Bagrrys,750 g - Pouch
293,Chocolate Syrup,₹541.2,₹660,Hersheys ,3x623 g - Multipack
294,"Veg Mayonnaise - Eggless, World's No.1 Brand",₹180,₹195,Hellmanns,800 g 
295,Makka Popcorn - Corn Kernels,₹38,₹40,4700BC,200 g 
296,"Cookies - Assorted Flavours, Tasty Teatime Snack",₹225,₹300,UNIBIC,75 g - (Pack of 10)
297,Chocolate,₹276.36,₹300,Cadbury Dairy Milk,6x55 g - Multipack
298,Veggi Manchow Instant Cup Noodles,₹133.86,₹150,Nissin,3x70 g - Multipack
299,"Oats Cookies Milk Almond,",₹57,₹75,Britannia NutriChoice ,3x 75 g - Multipack
300,Yummiez Nuggets - Chicken,₹300,₹350,Godrej Yummiez,500 g - Pouch
301,Bourbon - The Original Biscuits,₹72,₹75,Britannia,3x100 g - Multi Pack
302,"Oats - Tasty Evening Snack, Fibre Rich, Masala & Coriander",₹159.9,₹195,Saffola,500 g 
303,"Essentials Oats Cookies (No Added Sugar & Diabetic Friendly),",₹115.2,₹150,Britannia NutriChoice ,2x 150 g - Multipack
304,Crispello Chocolate Bar,₹96.73,₹105,Cadbury Dairy Milk,3x35 g - Multipack
305,"Masala Oats - Tasty Evening Snack, Fibre Rich, Curry & Pepper",₹169.74,₹207,Saffola,500 g 
306,Mysore Pak Prem,₹250,₹250,Lal,400 g 
307,"Dinamita Tortilla Chips - Fiery Crunchy, Nachos, Snacks, Lime & Chilli Flavour",₹72,₹90,Doritos,3 x 56g - Multipack
308,Microwave Popcorn - Butter Lovers Flavor,₹426,₹450,ACT II,6x99 g - Multipack
309,"Badam Drink Mix - Real Badam, Elaichi & Kesar",₹220,₹260,MTR,450 g 
310,"Minute Fresh Signature Dosa Batter - Made From Red Rice, No Added Preservatives, Soda",₹80,₹90,MTR FOODS,850 g 
311,Chicken Noodles,₹72,₹72,MAGGI ,284 g - Pouch
312,"Waffy Wafers - Vanilla Flavoured, Creamy & Crunchy",₹25,₹50,Dukes ,60 g - Pouch
313,Ragi Idli & Dosa Batter,₹100,₹100,Batter Box,1 Kg 
314,Marie Biscuits,₹87.5,₹175,Parle,800 g 
315,Namkeen - All In One Mixture,₹199.02,₹294,Tasties,6x150 g - Multipack
316,"Chocolate Pancake Mix - No Maida, Eggless Instant Healthy Breakfast",₹415.71,₹447,Slurrp Farm,3x150 g - Multipack
317,Organic Wild Honey,₹450,₹798,BB Royal,2x500 g - Multipack
318,Roasted Peanuts - Classic Salted,₹70,₹70,JABSONS,160 g - Pouch
319,Miniatures Chocolate,₹169.15,₹199,Snickers,180 g - Pouch
320,Instant Popcorn - Chilly Surprise,₹30,₹30,ACT II,3x30 g - Multipack
321,Chocolate Wafers,₹50,₹100,Britannia Treat,2x60 g - Multipack
322,Fruit & Nut Dark Chocolate Bar,₹249.9,₹300,Cadbury Bournville,3 x 80 g - Multipack
323,Rice Sevai,₹71.2,₹89,Manna,200 g - Pouch
324,Boondi,₹104,₹104,Haldiram's,2x150 g - Multipack
325,Treat - Crazy Pineapple Cream Biscuits,₹114,₹120,Britannia,12x64 g - Multipack
326,Pickle - Mango,₹142.35,₹219,Mother's Recipe,1 kg - Jar
327,Farmlite Biscuit - Oats & Raisins,₹168.66,₹195,Sunfeast,3x150 g 
328,"Butter Murukku - Fresh, Crunchy, South Indian Snack",₹51,₹60,Modern Kitchens,150 g 
329,Namkeen - Ratlami Sev,₹141,₹141,Haldiram's,3x150 g - Multipack
330,Chocolate Bar,₹514.5,₹525,Cadbury Dairy Milk Silk,3x150 g - Multipack
331,French Fries,₹180,₹180,Amul Happy Treats,2x425 g - Multipack
332,"Waffy Wafers - Pineapple Flavoured, Creamy & Crunchy",₹25,₹50,Dukes ,60 g 
333,Red Chilli Sauce,₹163.8,₹180,Ching's Secret,3x200 g - Multipack
334,"Tata Sampann Dry Fruits & Nuts Mix (Contains Almonds, Black Raisins, Cashews, Cranberries, Green raisins, and Pistachio kernels), 100% Premium Hand-picked Dry Fruits & Nuts, up to 20 Quality Parameters Tested",₹234.61,₹285,Tata Sampann,200 g 
335,Ultra Thin Banana Wafers - Classic Salt,₹110,₹110,A-1 Chips,180 g 
336,Wild Honey,₹452.4,₹580,24 Mantra Organic,2x500 g - Multipack
337,Pazzta Masala Penne - Made With 100% Suji/Rawa,₹46,₹54,MAGGI ,"139 g - Family Saver Pack, Pouch"
338,"Chocolate Bar - Bar One, Nougat & Caramel Filled",₹20,₹20,Nestle ,38 g 
339,Classic Corn Flakes,₹169,₹340,BB Royal,900 g 
340,Golden Wheat Crisps - Methi Khakhra,₹80,₹80,Daadi's,180 g - Pouch
341,"Essentials Ragi Cookies - No Added Sugar & Diabetic Friendly, High Dietary Fibre",₹60,₹75,Britannia NutriChoice ,150 g 
342,Jack Fruit Chips,₹130,₹130,A-1 Chips,200 g 
343,"Veggie Fingers - Veggie Delight With Corn, Carrot & Peas",₹155,₹155,McCain,400 g 
344,Cheese Licks,₹28,₹35,Bisk Farm,150 g - Pouch
345,"Peanut Chikki Nice - Made With jaggery, Healthy Snack, Protein Rich",₹85,₹85,SDA ,200 g - POUCH
346,Super Snack - Cream & Onion,₹46.55,₹49,MR. MAKHANA,25 g 
347,Bounce Biscuits - Elaichi Creme Cookies,₹57,₹60,Sunfeast,6x58 gm - Multipack
348,Milkybar White Chocolate,₹32,₹40,Nestle ,42 g - Box
349,Chewy Fruit Candies - Original,₹10,₹10,Skittles,9 g 
350,Mayonnaise - Eggless Spout,₹298.02,₹438,Del Monte ,2x900 g - Multipack
351,Mixture - Panchratan,₹160,₹160,Haldiram's,2x150 g - Multipack
352,Farmlite Biscuit - Oats And Chocolate,₹114.86,₹130,Sunfeast,2x150 g - Multipack
353,Namkeen - Green Chutney Rajasthani Style,₹60,₹60,Kurkure,3x90 g - Multipack
354,Namkeen Green Chutney Style,₹10,₹10,Kurkure,36 g 
355,Miniatures Coconut Filled Chocolates,₹4059.6,₹4776,Bounty,24x170 g - Multipack
356,Dharwad Peda,₹130,₹130,Lal sweets Pvt Ltd,200 g - Carton
357,"Oats - Low In Sodium, Soluble Fibre, Reduce Cholesterol",₹135.2,₹180,Kelloggs,900 g 
358,Corn Flakes With Real Strawberry Puree,₹252,₹315,Kelloggs,575 g 
359,"Wheat Chapathi - Soft, Tasty & Highly Nutritious, Just Heat",₹40,₹40,Asal,200 g 
360,Pickle - Lime,₹155,₹155,MTR,500 g - Jar
361,"Multigrain Energy Bar - Chocolate Chunk Nut, Healthy, High In Protein & Fibre",₹240,₹400,Yoga Bar,38 g - (Pack of 10)
362,Baking Soda,₹32,₹32,Weikfield,100 g - Jar
363,Glucose Biscuits,₹47.5,₹50,Sunfeast,5x96 g - Multipack
364,Chocos Crunchy Bites,₹370.5,₹398,Kelloggs,2x 375 g - Multipack
365,Sugar Free Cashew Cookies,₹324,₹360,UNIBIC,6x75 g - Multipack
366,Original Potato Chips - Classic Salted Flavoured,₹202.4,₹230,Pringles,2x107 g - Multipack
367,Namkeen - Masala Kaju,₹100,₹100,Haldiram's,2x35 g - Multipack
368,Instant Popcorn - Magic Butter Flavour,₹10,₹10,ACT II,30 g 
369,Oreo Chocolate Bar,₹527.58,₹555,Cadbury Dairy Milk Silk,3 x 130 g - Multipack
370,"Chicken - Momos, Original",₹572,₹650,Prasuma,2 x 24 pcs - Multipack
371,Choco Flakes,₹239,₹390,BB Royal,2x375 g - Multipack
372,"All Rounder - Thin, Light & Crunchy Potato Biscuit With Chatpata Masala Flavour",₹71.25,₹75,Sunfeast,75 g - (Pack of 3)
373,"Sugar Free Biscuits - Cream Cracker, Crunchy, Teatime Snack",₹45,₹45,Bisk Farm,300 g - Pouch
374,"Little Millet Noodles - No Maida, Not Fried",₹387,₹387,Slurrp Farm,3x192 g - Multipack
375,"Cuppa Noodles - Masala, 70 g, Pack of 3",₹150,₹150,MAGGI ,3x70 g - Multipack
376,"Choco Ragi Puff - Healthy Snacks For Kids, School Tiffin & Travel Friendly",₹190,₹200,Slurrp Farm,8x20 g - Multipack
377,Phalhari Chiwda Namkeen - Sweet & Salty,₹47,₹47,Haldiram's,200 g - Pouch
378,Namkeen - Phalhari Chiwda,₹10,₹10,Haldiram's,45 g - Pouch
379,Khara Groundnuts,₹75,₹75,Sanjay ,200 g 
380,Ribbon Pakoda,₹55,₹55,Townbus,135 g 
381,Nissin Geki - Hot & Spicy Korean Chicken Flavour,₹220.5,₹294,Nissin,80 g - (Pack of 6)
382,Treat Wafers Orange,₹50,₹100,Britannia Treat,2 x 55 g - (Multipack)
383,Cocoa Powder,₹47,₹65,HappyChef,50 g 
384,Appalam,₹45,₹50,Mother's Recipe,100 g - Pouch
385,"Waffy Wafers - Strawberry Flavoured, Creamy & Crunchy",₹25,₹50,Dukes ,60 g - Pouch
386,Sugar Free Butter Cookies,₹324,₹360,UNIBIC,6x75 g - Multipack
387,Instant Veggie Upma With Vegetables,₹81,₹108,Aashirvaad,4X60 g - Multipack
388,Banana Chips,₹140,₹140,A-1 Chips,250 g 
389,Masala - Chutney Powder,₹145,₹155,MTR,200 g - Pouch
390,Ready Mix - Vermicelli Payasam,₹75,₹75,MTR,180 g - Pouch
391,"Chocolate - Rich & Creamy, Natoons, Suprise Toy Inside",₹98.8,₹130,Kinder Joy,59 g - (Pack of 3)
392,Honey - Zero Adulteration,₹79,₹210,BB Royal,225 g - (Get 15% Extra)
393,"Khova - Unsweetened, Creamy Texture, Milky Aroma",₹95,₹95,Milky Mist,200 g - Pouch
394,Veggie Stix - Sour Cream & Onion,₹55.2,₹60,Too Yumm!,3x45 g - Multipack
395,Cocoa Powder Mix,₹423.47,₹530,Cadbury,2x150 g - Multipack
396,"Biscuits - Rich Marie, Light & Crunchy, Teatime Snack",₹40,₹40,Bisk Farm,300 g - Pouch
397,Mithai Shankarpali Sweet - Crispy,₹65,₹109,Tasties Origins,150 g 
398,Pancake Mix - Original,₹195,₹260,Betty Crocker,500 g - Carton
399,"Bars Choco Almond 10 g Daily Protein Bar With Real Almond, Sugar Free Healthy Protein Snacks",₹427.5,₹450,RiteBite Max Protein,50 g - (Pack of 6)
400,Mars Caramel Miniatures Chocolate Pack - 130 GM,₹143.65,₹169,Mars ,130 g - Pouch
401,"Pancake Mix - Chocolate Flavour, Makes Soft & Fluffy Pancakes",₹26.5,₹53,Pillsbury,80 g 
402,"Poppins Candy - Fruit Flavoured Rolls, Tangy & Crunchy",₹22.5,₹30,Parle,100 g 
403,"Crunchy Chicken Nuggets, Non-Veg Snack, Ready To Cook",₹487.5,₹650,ITC Master Chef,1 kg - (55 pcs)
404,"Gourmet Potato Chips - Thai Sweet Chilli, Crispy",₹72,₹100,Lays,2x80 g - Multipack
405,Rice Papad - Jeera,₹24,₹24,Mother's Recipe,75 g 
406,3 Minute Breakfast - Khatta Meetha Poha,₹72,₹81,MTR,3 x 60 g - Multipack
407,Spread - Cocoa with Almond,₹499.2,₹640,Hersheys ,2x300 g - Multipack
408,Kaju Katri,₹435,₹435,Amul,500 g 
409,Quinoa Puffs - Spicy Garlic,₹95,₹125,GoodDiet,5x30 g - (Multipack)
410,Groundnut - Broken,₹79,₹79,Sanjay ,200 g 
411,"Sprouted Ragi Powder, 100% Natural Ragi/Nachni, No Sugar, No Salt, No Milk",₹837,₹900,Slurrp Farm,3x250 g - Multipack
412,Pazzta Cheesy Tomato Twist - Made With 100% Suji/Rawa,₹32,₹32,MAGGI ,68.5 g 
413,Roasted Almond Barks - Snacking Chocolate,₹155,₹215,Lindberg,75 g 
414,Chips - West Indies Hot N Sweet Chili,₹5,₹5,Lays,12 g 
415,Butter Popcorn,₹40,₹50,ACT II,2 x 50 g - Multipack
416,Nice - Sugar Sprinkled Biscuits,₹71.25,₹75,Sunfeast,3x142.8 g - (Multipack)
417,No-Onion No-Garlic Tomato Sauce,₹118,₹130,Kissan,850 g - Doy Pack
418,Milk Bikis Classic Biscuits - Zero Trans Fat,₹50,₹50,Britannia,288 g 
419,Durum Wheat Pasta - Mini Penne Rigate,₹140,₹320,BORGES,2x350 g - Multipack
420,Potato Chips - Cream & Onion,₹71.25,₹100,Bingo,2x100 g - Multipack
421,"Biscafe - Super Thin Coffee Crackers, Sugar Sprinkled Biscuits (Pack Of 3)",₹72,₹90,Britannia,3 x 100 g - Multipack
422,Kerala Banana Chips - Made In Coconut Oil,₹109,₹125,Tasties Origins,150 g - Pouch
423,Ready To Eat - Bisibele Bhath,₹115,₹115,MTR,300 g - Carton
424,Power Up Instant Atta Noodles,₹56,₹112,Sunfeast YiPPee!,280 g - (Pack of 4)
425,Chocos Fills,₹370,₹410,Kelloggs,2x250 g - (Multipack)
426,Super Snack - Peri Peri Paradise,₹46.55,₹49,MR. MAKHANA,25 g 
427,Yummiez Pepper & Herb Chicken Sausages,₹160,₹170,Godrej Yummiez,250 g - Pouch
428,Froot Loops - Crunchy Multigrain Cereal,₹348,₹398,Kelloggs,2x285 g - Multipack
429,Monaco Cheeslings - Classic,₹113.96,₹140,Parle,2 x 150 g - Multipack
430,Namkeen - Handmade Bhujia Sev,₹217.02,₹294,Tasties,6x150 g - Multipack
431,"Multigrain Variety Energy Bar - Chocolate, Vanilla Almonds, Cashew Orange & Nuts & Seeds",₹240,₹400,Yoga Bar,38 g - (Pack of 10)
432,Masala Oats Noodles - Source Of Fibre & Iron,₹118,₹118,MAGGI ,294 g - Pouch
433,Dry Fruit Chikki,₹30,₹30,Paper Boat,25 g 
434,Roasted Vermicelli - Made From Wheat,₹55.46,₹59,Aashirvaad,400 g 
435,Milk Cake,₹130,₹130,Lal,200 g 
436,"Hashtags - Spicy Masala, Unique Flavour, Crispy",₹22.5,₹30,Bingo,58 g - Pouch
437,Beanz - Baked Beans In Tomato Sauce,₹150,₹150,Heinz,415 g 
438,Appalam - No 6,₹80,₹80,Ambika,100 g 
439,"Baking Powder - Double Action Baking Powder, For Light & Fluffy Cakes, Pastries, Naans, Dhoklas, Cookies",₹90,₹90,Weikfield,400 g - Jar
440,ChocoChip Cookies,₹117.6,₹160,Cadbury Chocobakes,2x167 g - Multipack
441,Minute Pepper Rasam,₹40,₹40,MTR,60 g - (Pack of 4)
442,"Thenkuzhal Muruku - Namkeen Snack, No Transfats Or Cholesterol, Evening Snack",₹65,₹65,Townbus,170 g - Stand Pouch
443,"Muesli - Dark Chocolate & Cranberry, Healthy, Rich In Protein, Breakfast Cereal",₹15,₹30,Yoga Bar,40 g 
444,Heinz Tomato Ketchup,₹156.75,₹165,Heinz,900 g 
445,Almond Treat Premium Chocolate Bar,₹297.53,₹330,Cadbury Temptations,3 x 72 g - Multipack
446,Ragi Sticks - Achari Masala,₹95,₹125,GoodDiet,5x30 g - (Multipack)
447,Mad Angles - Tomato Madness,₹55.2,₹60,Bingo,3x66 g - Multipack
448,20g Whey Protein Bar - Double Chocolate Caramel,₹436,₹556,GoodDiet,4x65 g - (Multipack)
449,Muesli With 20% Nuts Delight,₹470,₹470,Kelloggs,750 g - Pouch
450,Sliced Black Olives,₹300.3,₹330,Del Monte ,450 g - Jar
451,Soan Papdi - Coconut,₹75,₹75,Haldiram's,250 g - Pouch
452,Signature Minute Fresh Akki Rotti - Heat & Eat,₹90,₹95,MTR,420 g 
453,Whipping Cream,₹258,₹258,Amul,1 L - Carton
454,Aloo Tikki,₹236.25,₹315,McCain,1.24 Kg 
455,Millet Idly & Dosa Batter,₹105,₹105,Batter Box,1 Kg 
456,Original Rava Dosa Ready Mix,₹140,₹140,MTR,500 g - Pouch
457,"Khatta Meetha - Premium Quality, Guilt-free Snack, Authentic Taste",₹200,₹200,Haldiram's,1 kg - Pouch
458,Pazzta Mushroom Penne - Made With 100% Suji/Rawa,₹32,₹32,MAGGI ,68.5 g 
459,Chocolate - Lindor Assorted,₹720,₹800,Lindt,200 g 
460,"Almond Cookies - Chocolate & Badam. Healthy biscuits- no added maida, 18 cookies",₹277.2,₹315,Open Secret,3x75 g - Multipack
461,"All Bran Wheat Flakes - High In Iron, Naturally Cholesterol Free",₹265,₹265,Kelloggs,440 g - Carton
462,Biscuit - Spicy,₹70,₹70,Bisk Farm,2x200 g - Multipack
463,"Nutricrunch Digestive Cookies - Rich In Antioxidants, Fibre & Iron, Crispy, Crunchy",₹135,₹270,Parle Platina,1 kg 
464,Pickle - Mango Sliced,₹149,₹149,MTR,500 g - Jar
465,Mango Jam,₹180,₹180,Kissan,490 g - Jar
466,Namkeen - Aloo Bhujia,₹211.02,₹294,Tasties,6x150 g - Multipack
467,Caramel Cookie Chocolate Bar,₹189,₹210,Twix,3x50 g - Multipack
468,Fruit Biscuits - Pure Vegetarian,₹153,₹170,Karachi Bakery ,400 g - Carton
469,"Thick Tomato Soup - 100% Real Vegetables, No Added Preservatives",₹54,₹60,Knorr,51 g 
470,Cookies - Hide N Seek Milano,₹180,₹240,Parle,6x75 g - (Multipack)
471,Desi Popz Tangy Imli Candy,₹150,₹150,Go Desi,3 x 10pcs - Multipack
472,Chef'S Special - Tomato Ketchup,₹81.18,₹99,VEEBA,900 g 
473,Chips - Banana Salted,₹90,₹90,Balaji foods,200 g 
474,Namkeen - Moong Dal,₹190,₹210,Haldiram's,2x350 g - Multipack
475,"Chocos Fills - Double Chocolaty, Multigrain, High In Protein & B Vitamins, 0% Maida, Anytime Snack",₹94,₹99,Kelloggs,160 g 
476,Instant Rava Idli Mix,₹120,₹120,Bambino,500 g - Pouch
477,"Coconut Milk Powder - Fresh Aroma, No Preservatives",₹125,₹125,MAGGI ,100 g - Carton
478,Delhi Rasgulla,₹126.1,₹130,Haldiram's,500 g - Tin
479,Biscuits,₹94.75,₹105,Cadbury Bournvita,3 x 120 g - Multipack
480,"Munchiez Ragi Chips - Masala Twist, Cone Shaped, High In Calcium",₹18.75,₹25,Saffola,45 g 
481,Namkeen - Salted Banana Chips,₹516,₹594,Tasties,6x150 g - (Multipack)
482,"Bites - Hazelnut, Roasted & Chocolate Coated",₹158.62,₹225,Cadbury Dairy Milk,3 x 40 g - Multipack
483,Funfoods Pasta Pizza Sauce,₹148,₹198,Dr. Oetker,2 x 315 g - Multipack
484,Peanut Chikki With Jaggery,₹42,₹75,IndiSecrets,100 g - (4 x 25 g each)
485,Potato Cheese Shotz,₹135,₹150,McCain,250 g 
486,Lollipop - Cream Orange & Strawberry & Caramel Flavour,₹225,₹300,ALPENLIEBE,384 g - (48 pcs)
487,Munch Maha Choco Taste - Wafer Chocolate,₹5,₹5,Nestle ,8.9 g 
488,"International Cream Of Broccoli Soup - With Real Vegetables, No Preservatives",₹63,₹70,Knorr,50 g 
489,Namkeen - Navratan Mix,₹60,₹60,Haldiram's,200 g - Pouch
490,Nutri-Licious Masala Veg Atta Noodles With Spinach - Rich In Iron & Fibre,₹112,₹112,MAGGI ,290 g - (4 N x 72.5 g each)
491,"Muesli - Fruits, Nuts & Seeds, Healthy, Rich In Protein, Breakfast Cereal",₹15,₹30,Yoga Bar,40 g 
492,"Choco Deck - Mini Delights, Assorted, Home Pack",₹296.98,₹600,Fabelle,3 x 140 g - Multipack
493,2-Minute Spicy Manchurian Noodles,₹20,₹20,MAGGI ,61 g 
494,Pizza & Pasta Sauce,₹30.6,₹60,Knorr,200 g 
495,"Tortilla Wrap - For Rolls, Wraps & Tacos",₹510.6,₹555,Habanero,3x330 g - Multipack
496,Gulab Jamun Instant Mix,₹154,₹280,Aashirvaad,500 g - Pouch
497,Paratha Puff,₹190,₹220,Switz,2x5 pcs - Multipack
498,Multigrain Chips - Sour Cream & Onion,₹95,₹125,GoodDiet,5x30 g - (Multipack)
499,Pastalicious Penne - 100% Durum Wheat Semolina,₹119,₹260,Disano,2x400 g - Multipack
500,"Multigrain Energy Bar - Nuts & Seeds, Healthy Snack, High In Protein & Fibre",₹24,₹40,Yoga Bar,38 g 
501,Namkeen - Khatta Meetha,₹193.02,₹294,Tasties,6x150 g - Multipack
502,Biscuits,₹192.06,₹225,Cadbury Bournvita Biscuits,3x250 g - Multipack
503,Nacho Crisps - Cheese And Herbs,₹165.6,₹180,Cornitos,2x150 g - Multipack
504,Vermicelli - Roasted,₹52,₹52,Azad ,200 g - Pouch
505,Milano Cookies - Centre Filled With Mixed Berries,₹90,₹120,Parle,3x75 g - Multipack
506,Roasted Salt Groundnut,₹79,₹79,Sanjay ,200 g 
507,"Veg Hakka Noodles - Zero Fat, Free From Additives",₹200,₹200,Ramyeon,1 kg 
508,Quinoa Puffs - Onion Masala,₹95,₹125,GoodDiet,5x30 g - (Multipack)
509,Top Biscuits - Butter Munch,₹30,₹30,Bisk Farm,150 g - Pouch
510,"NutriChoice Oats Cookies - Chocolate & Almonds, Fibre Rich, Healthy Snack",₹120,₹150,Britannia,(6 x 75 g) - Multipack
511,Kitkat Chunky Milk Chocolate Bar,₹130,₹140,Nestle ,2 x 40 g - Multipack
512,"Ragi Bites Choco Fills - No Maida, Calcium & Protein From Dal",₹488.6,₹698,Tata Soulfull,2 x 500g - Multipack
513,Appalam No 4,₹51,₹51,Atish Papad ,150 g 
514,Gulab Jamun,₹230,₹270,MTR,1 kg - Tin
515,Papad - Pani Puri,₹55,₹55,Atish ,200 g - Pouch
516,"Gluten Free Steel Cut Oats - Rich In Iron & Fibre, 100% Wholegrain",₹480,₹600,True Elements,1.5 kg - Pouch
517,"Waffy Choco Flavoured Rolls - Crunchy, Crispy",₹150,₹300,Dukes ,300 g 
518,Sesame Chikki Bar,₹60,₹60,24 Mantra Organic,3 x 33 g - Multipack
519,Bagrry`S Crunchy Muesli 30% Fruit & Nut With Cranberries - 750 g Pouch,₹405,₹540,Bagrrys,750 g - Pouch
520,"Cheesy Peezy - Popped Lotus Seeds, Roasted In Olive Oil, Super Snack",₹114,₹120,MR. MAKHANA,75 g - Pouch
521,"Bars Choco Berry, 10 g Protein Bar - Sugar Free Healthy Protein Snacks",₹342,₹360,RiteBite Max Protein,50 g - (Pack of 6)
522,Tamarind Date Chutney 200 g,₹108,₹120,Mother's Recipe,2 x 200 g - Multipack
523,Papad - Potato,₹102,₹102,Mother's Recipe,3x75 g - (Multipack)
524,Chana Jor Garam,₹40,₹40,Haldiram's,200 g - Pouch
525,"Valentine Special Gift Pack, Heart Pop",₹975,₹975,Cadbury Dairy Milk Silk,3x250 g - Multipack
526,Sago Papad,₹47.5,₹50,Dnv,100 g 
527,Breakfast Mix - Upma,₹96,₹110,MTR,2x160 g - Multipack
528,Samosa Patti,₹100,₹120,Switz,2x25 Sheets - Multipack
529,Dairy Milk Chocolate Bar - Crispello,0,0,Cadbury Dairy Milk,105 g 
