,Grocery_Name,Discount_Price,MRP_Price,Brand_Name,Quantity
284,"Ginger Zing Tea - Flavoured, Assam Blend, Staple-Free, Environment Friendly Bags",₹3348,₹3720,Tetley,12x100 g - Multipack
285,"Karela Jamun Juice, 1 Litre - Ayurvedic Juice to Help Maintain Healthy Sugar Levels - 100% Natural - No Added Sugar",₹320,₹320,Sri Sri Tattva,1 L 
286,Syrup - Mojito Mint,₹895,₹895,Monin,700 ml - Bottle
287,Aloe Vera and Amla Juice,₹800,₹1000,Kapiva,2x 1 L - Multipack
288,"Wholesome Child Nutrition For Growth & Development - Mango, High Protein With DHA",₹680,₹680,Groviva,400 g 
289,Tulsi Ginger Turmeric Tea - Stress Relieving & Harmonizing,₹187.2,₹195,Organic India,47.5 g - (25 Teabags x 1.9g each)
290,"Instant Drink Mix - Orange, Multipack",₹500,₹500,Tang,2x750 g - Multipack
291,Natural Extracts Refreshing Taste Aroma,₹285,₹285,Tata Tea Premium Teaveda,500 g - Box
292,"Yummy Guava Juice - Enriched With Vitamin D, No GMOs",₹120,₹120,Paperboat Swing,3x600 ml - Multipack
293,Instant Energy Health Drink - Regular,₹365.5,₹430,Glucon-D,2 x 1 kg - (Multipack)
294,Wellnezz Jamun Juice,₹129,₹149,Real Activ,1 L 
295,"Gold Premium Freeze Dried Coffee - 100% Pure, Strong, Intense Aromatic",₹416,₹520,BRU,100 g 
296,IQ+ Maternal Nutrition With DHA Health Drink - Vanilla Delight Flavour,₹565,₹565,SimMom,400 g 
297,"Activ Beetroot & Carrot Juice - Helps Gut Health, No Added Sugars & Preservative",₹210.11,₹320,Real,2 x 1 L - Multipack
298,Amla Juice,₹280,₹280,Patanjali,2x1 L - Multipack
299,Instant Energy Health Drink - Tangy Orange,₹179.4,₹195,Glucon-D,450 g - Refill
300,Aamras Mango Fruit Juice,₹231.84,₹280,Paper Boat,2x1 L - Multipack
301,Tea - Spicy Ginger,₹155,₹155,Taj Mahal,50 g - (25 Bags x 2 g each)
302,Quick Filter,₹159.9,₹195,Tata Coffee,100 g - Tin
303,Noni Juice,₹1198.4,₹1498,Kapiva,2x 1 L - Multipack
304,"Vedic Kadha Herbal Tea - Supports Immune Function, Rich In Vitamin C",₹420,₹600,Vahdam ,2 g - (50 Bags x 2 g Each)
305,"Wholesome Child Nutrition For Growth & Development - Vanilla, High Protein With DHA",₹1250,₹1250,Groviva,750 g - (2 Units x 375 g each)
306,Cuban Watermelon Mojito Kombucha - Probiotic,₹160,₹160,Borecha,330 ml 
307,"Kesar Badam Nutritious Health Drink - Vitamin C & A Supports Kids Immune, Clinically Proven For 2X Faster Growth Formula",₹350.4,₹365,Complan,500 g - Jar
308,Speciale Coffee,₹560,₹560,Continental,200 g - Jar
309,Mango Instant Drink Mix,₹300,₹300,Tang,2x500 g - Multipack
310,"Badam Almond Drink Mix - Rich In Protein & Vitamins, No Artificial Flavours",₹127.2,₹159,Manna,200 g - Carton
311,Syrup - Lemon Tea With Natural Extracts,₹395,₹395,Monin,250 ml - Bottle
312,Organic Green Tea - Divine Tulsi,₹165,₹185,Eco Valley ,42.5 g - (25 Bags x 1.7 g)
313,"Cold Extracted Juice - Basics, Mango",₹285,₹300,Raw Pressery,5x200 ml - Multipack
314,Green Tea - Detox / Desi Kahwa,₹330,₹330,Girnar,90.7 g - (36 Bags x 2.5 g each)
315,Syrup - Strawberry,₹895,₹895,Monin,700 ml - Bottle
316,Get Slim Juice,₹840,₹840,Kapiva,2x 1 L - Multipack
317,This Hazelnut 3 In 1 Premix Instant Coffee,₹112.5,₹125,Continental,22 g - (Buy 5 Get 1 Free)
318,Non-Alcoholic Beer Bottle - Malt Flavour,₹99,₹99,Barbican ,330 ml 
319,"Premium Instant Coffee - French Vanilla, Freeze Dried",₹495,₹495,Sleepy Owl,100 g 
320,Tea - Tulsi & Ginger,₹216,₹225,Organic India,100 g 
321,Instant Coffee Premix,₹15,₹15,Narasus,18 g - Pouch
322,"Easy Pour Coffee - Nutty & Chocolatey, Medium-Dark Roast, Attikan Estate",₹250,₹250,Blue Tokai,55 g - (5 Sachets x 11 g each)
323,"Litchi Juice - Nata De Coco, Natural, Healthy Drink",₹30,₹30,ALPHA 8,200 ml 
324,Continental Speciale,₹100,₹200,Continental,50 g - Pouch
325,"100% Fruit Juice - Nimbu Pani, No Added Sugar",₹192,₹240,Storia,6x200 ml - Multipack
326,"Premium Leaf Tea, Rich Aroma & Taste, Assam Long Leaf",₹184,₹230,Tata Tea Chakra Gold,250 g 
327,"Ragi Malt - Rich In Protein & Calcium, Natural & Healthy",₹179.1,₹199,Manna,200 g - Carton
328,Syrup - Milk Booster,₹300,₹400,Hersheys ,2x450 g - Multipack
329,Fruit Power Juice - Guava/Amrud,₹261.9,₹360,Real,3X1 L - Multipack
330,Assorted Tulsi Infusions With 4 Exotic Flavours,₹99,₹199,IndiSecrets,25.5 g 
331,Instant Tea - Premix With Cardamom,₹140,₹140,Girnar,10 pcs 
332,"Orange Juice - Rich In Fibre, Vitamin C & E, 100% Indian Fruit & 0% Concentrate, 1 litre",₹312,₹390,B Natural,1 L - (Pack of 3)
333,"Nutrition & Health Drink - Improves Concentration & Memory, Pista Badam Flavour",₹672,₹700,Complan,2x500 g - Multipack
334,Tulsi Green Tea Ashwagandha - Stress Relieving & Refreshing,₹206.4,₹215,Organic India,50 g - (25 Teabags x 2 g Each)
335,"Wholesome Child Nutrition For Growth & Development - Strawberry, High Protein With DHA",₹680,₹680,Groviva,400 g 
336,Mango Passion Kombucha,₹1014.9,₹1194,Dad's Hack,330mlx6 - Multipack
337,Flavoured Black Tea - Earl Grey,₹79,₹159,Emperia,20 g - (10 Bags x 2 g Each)
338,"Vedic Green Tea - Detox Kahwa, 8 Real Ayurvedic Herbs & Rock Salt, Improves Digestion",₹206.25,₹275,Dabur,62.5 g - (25 Bags x 2.5 g Each)
339,Instant Energy Health Drink - Nimbu Pani,₹304,₹380,Glucon-D,1 kg - Refill
340,English Breakfast Tea,₹195,₹195,Typhoo,50 g - (25 Bags x 2 g each)
341,"Real Activ Fruit + Veggie Orange & Carrot Beverage, With No Added Sugars/Preservative -1L",₹284,₹320,Real Activ,2x1 L - Multipack
342,Ginger Lime Kombucha,₹1014.9,₹1194,Dad's Hack,330mlx6 - Multipack
343,"Cold Extracted Juice - Basics, Guava",₹380,₹400,Raw Pressery,5x250 ml - Multipack
344,Flavoured Green Tea - Jasmine,₹79,₹159,Emperia,20 g - (10 Bags X 2 g Each)
345,Pure Peppermint Tea,₹335,₹335,Twinings,50 g - (25 Bags x 2 g each)
346,Non Alcoholic Beer - Malt,₹465,₹534,Coolberg,6x330 ml - Multipack
347,"High Protein Drink - Vanilla, Protein+",₹1235,₹1300,Horlicks,2x400 g - Multipack
348,Espresso 57 Intense Instant Coffee,₹1235,₹1300,Davidoff,2 x 100 g - Multipack
349,"Kaju Butterscotch Milkshake - With Zinc, Vitamin A & D Added, Supports Immunity",₹360,₹480,Cavins,2x1 L - Multipack
350,Organic Tea - Tulsi Ginger & Turmeric,₹139,₹199,IndiSecrets,36 g - (20 Bags x 1.8 g each)
351,"Mother's Plus, Kesar",₹589,₹620,Horlicks,400 g 
352,Non Alcoholic Beer - Peach,₹519,₹594,Coolberg,6x330 ml - Multipack
353,Flavoured Tea - Lemon,₹999,₹999,Twinings,200 g - (100 Bags x 2 g each)
354,"Fruit Juice - Mosambi, Rich In Vitamin C",₹227.36,₹260,Real,2 x 1 L - Multipack
355,Tea - Kadak Care,₹249,₹335,Emperia,500 g 
356,Lemon Juice With Natural Lemons,₹470,₹470,Keya,2 x 500 ml - (Multipack)
357,"Sparkling Water - Green Apple, Carbonated Water, Zero Sugar/Calories",₹171,₹180,Paper Boat,3 x 600 ml - (Multipack)
358,Fruits 'N Bits Drink - Mixed Fruit,₹165.75,₹195,B Natural,3x300 ml - Multipack
359,"Instant Spiced Tea Mix - Rich Flavour & Aroma, Add Hot Water",₹408,₹480,Red Label,390 g - (30 Sachets x 13 g each)
360,"Juice - Tomato, Rich In Vitamin C",₹207.76,₹250,Real,2 x 1 L - Multipack
361,Syrup - Peach Tea,₹955,₹955,Monin,700 ml - Bottle
362,Cranberry Flavoured Cooler - Ready To Serve Beverage,₹117,₹130,B Natural,1 L 
363,"Street Chai Of India - Kolkata Street Chai, Tasting Notes Of Nutmeg, Cardamom & Ginger",₹116,₹145,Tata Tea Premium,250 g 
364,"Original Ginger Ale - Naturally Light , Botanical Mixer",₹190,₹190,Sepoy & Co.,2x200 ml - Multipack
365,"Ojasvita Chocolate Powder, 1Kg - Drink Mix for Sharp Mind & Healthy Body",₹580,₹580,Sri Sri Tattva,1 kg - Tin
366,"Spiced Grapefruit Tonic Water - Natural Quinine,  Balanced Botanical Mixer, Low Calories",₹95,₹95,Sepoy & Co.,200 ml 
367,Tulsi Tea - Sweet Lemon,₹186.24,₹194,Organic India,45 g - (25 Bags x 1.8 g each)
368,Non-Alcoholic Beer,₹540,₹540,Budweiser 0.0,6 x 330 ml - Multipack
369,"Apple Carrot Beetroot Juice - Cold-Pressed, No Added Sugar, Preservative Free",₹342.72,₹450,Fresho Signature,3x250 ml - Multipack
370,Club Soda - From The Makers Of Bailley,₹40,₹40,Bombay 99,250 ml - Can
371,"Coffee - Insta Strong, Coffee Blended with Chicory",₹251,₹251,Narasus,100 g - Bottle
372,"Filter Coffee - Special Ghee Roasted With 30% Chicory Blend, Refreshing, Aromatic",₹157.5,₹175,Fresh Coffee ToDay,250 g - Pouch
373,Non Alcoholic Green Apple Beer - Refreshing Flavour,₹90,₹90,Budweiser 0.0,330 ml - Can
374,Bombay Cutting Chai Premium Chai Tea,₹539.1,₹599,TGL Co.,200 g - Pouch
375,Green Tea Light & Delightful,₹170,₹170,Emperia,32.5 g - (25 Bags x 1.3 g Each)
376,Classic Instant Coffee Pouch,₹816,₹1360,LEVISTA,2x100 g - Multipack
377,Green Tea - Tulsi Natura,₹312.8,₹340,Lipton,2x25 pcs - Multipack
378,"Iced Tea - Peach, Refreshing & Flavourful, Instant Drink",₹135,₹150,Blue Bird,400 g 
379,"Deccan Gold - Premium Filter Coffee, 80:20 Blend",₹285,₹285,PRISTINE,500 g 
380,"Vedic Suraksha Green Tea - Immunity Booster, With The Goodness Of 5 Ayurvedic Herbs",₹516.04,₹679,Dabur,150 g - (100 Bags x 1.5 g each)
381,Syrup - Blue Curacao,₹955,₹955,Monin,700 ml - Bottle
382,English Breakfast Tea,₹899,₹899,Twinings,200 g - (100 Bags x 2 g each)
383,"Non-Alcoholic Beer Bottle - Malt Beverage, Pomegranate Flavour",₹102,₹120,Barbican ,330 ml 
384,Fruit Juice - Masala Guava,₹137.2,₹280,Real,2 x 1 L - Multipack
385,Instant Coffee - Extra Strong,₹880,₹880,Narasus,1 Kg 
386,Neem Juice,₹300.14,₹349,Kapiva,1 L 
387,Sharbat-E-Azam,₹161.5,₹170,Dabur,750 ml 
388,Non Alcoholic Wine White,₹650,₹650,Carl Jung,700 ml 
389,Gooseberry Unjunked Energy Drink,₹20,₹20,Open Secret,250 ml - Bottle
390,"Swing Juicer Drink - Lush Lychee, Thick & Flavourful, Ready To Serve",₹20,₹20,Paperboat Swing,250 ml - Pouch
391,Vegan Protein Powder For Men & Women - Kesar Badam Flavour,₹566.4,₹960,Auric,36 g - (8 Sachets)
392,Mixed Fruit Cold Pressed Juice - 100% Natural,₹465,₹500,Raw Pressery,2x1 L - Multipack
393,Syrup - Green Apple,₹695,₹695,Monin,700 ml - Bottle
394,Sicilian Lemon & Lime Kombucha - Probiotic,₹160,₹160,Borecha,330 ml 
395,Ultra Energy Drink - Zero Sugar,₹125,₹125,Monster,350 ml 
396,Pomegranate Mint Kombucha,₹1014.9,₹1194,Dad's Hack,330mlx6 - Multipack
397,"Organic Tulsi Green Tea - Jasmine, Stress Relieving",₹206.4,₹215,Organic India,45 g - (25 Bags x 1.8 g each)
398,Clear & Light Green Tea,₹562.5,₹625,Lipton,1.3 g - (100 Bags x 1.3 g Each)
399,Aloe Vera Juice,₹538.2,₹598,Kapiva,2x1 L - Multipack
400,Hot Brew Coffee - Original (20 Bags x 15 g each),₹700,₹700,Sleepy Owl,300 g - Multipack
401,Royal Cup Tea,₹290,₹290,Girnar,500 g 
402,Coconut Water,₹900,₹900,Mojoco,6 x 1 L - Multipack
403,"Mama Health & Nutritional Drink Mix - For Pregnant & Breastfeeding Mothers, Chocolate Flavour",₹550,₹610,Protinex ,400 g - Jar
404,Fruit Power Juice - Peach,₹202,₹220,Real,2x1 L - Multipack
405,Sri Sri Tattva - Health Drink -  Ojasvita Strawberry PETjar,₹505,₹505,Sri Sri Tattva,1 kg - Tin
406,Syrup - Triple Sec,₹955,₹955,Monin,700 ml - Bottle
407,"100% Fruit Juice - Pomegranate/Anar, Rich In Vitamin C, No Added Sugar & No Preservatives",₹120.7,₹170,Storia,750 ml - Pet Bottle
408,"Black Alkaline Drinking - Hydrating, Rich In Essential Minerals",₹60,₹60,evocus,250 ml 
409,Water-based Electrolyte Drink,₹60,₹60,Alkalen,1000 ml 
410,Green Tea & Mint,₹314,₹314,Twinings,50 g - (25 Bags x 2 g each)
411,"Organic Green Tea - Sunny Lemony, Grown In Nilgiris, Zero Calories, Rich In Antioxidants, Rich In Vitamin C",₹165,₹185,Eco Valley ,42.5 g - (25 Bags x 1.7 g)
412,Syrup - Strawberry,₹456,₹480,Hersheys ,2x623 g - Multipack
413,Non Alcoholic Beer - Strawberry,₹411,₹474,Coolberg,6x330 ml - Multipack
414,Rooibos Herbal Tea - Helps To Detox The System,₹750,₹750,Teamonk,2 g - (50 Bags x 2 g Each)
415,10% Extra Strong Leaves - Special Blend Black Tea,₹335,₹335,Tata Tea Agni,1.5 kg - Pouch
416,Silver Oak Medium Roast French Press Arabica Ground Coffee,₹470,₹470,Blue Tokai,250 g 
417,Cold Extracted Juice - Grapefruit,₹900,₹1000,Raw Pressery,2x1 L - Multipack
418,Classic Cold Coffee - Liquid Concentrate,₹380,₹500,Tata Coffee,400 ml - (20 Sachets x 20 ml)
419,Premium Tea - Strong Flavour With Long Lasting Taste,₹620.5,₹730,Tata Tea Chakra Gold,1 kg - Pouch
420,Sukku Coffee,₹92,₹92,Narasus,200 g 
421,Green Tea - Honey Lemon,₹114,₹150,WaghBakri,37.5 g - (25 Bags x 1.5 g each)
422,Aloe Vera Triphala Juice,₹170,₹170,Sri Sri Tattva,500 ml 
423,First Flush Darjeeling Black Tea - With Intense Fruity Flavour,₹499.5,₹999,Dorje,250 g 
424,FRUTORS - Orange,₹39.9,₹42,Real,200 ml 
425,Assam Dust Tea,₹260,₹260,Tata Tea Agni,1 kg 
426,Organic Tea,₹215,₹215,Phalada Pure & Sure,250 g 
427,Spiced Tea,₹300,₹300,WaghBakri,500 g 
428,Chamomile Mint Citrus Green Tea - Rich In Antioxidants & Helps Boost Immunity,₹420,₹600,Vahdam ,2 g - (50 Bags x 2g Each)
429,Non Alcoholic Beer - Ginger,₹465,₹534,Coolberg,6x330 ml - Multipack
430,Hibiscus Lime Kombucha,₹260,₹260,Bombucha,500 ml - Bottle
431,Syrup - Grenadine,₹895,₹895,Monin,700 ml - Bottle
432,Tea - Fresh Lemon,₹160,₹160,Taj Mahal,50 g - (25 Bags x 2 g each)
433,Infusion Tea - Tulsi Mulethi,₹187.2,₹195,Organic India,45 g - (25 Bags x 1.8 g each)
434,Detox Green Tea With Moroccan Mint & Tulsi,₹187,₹220,Roshi,42.5 g - (25 Bags x 1.7 g Each)
435,Tulsi  Green Tea - Classic,₹254.4,₹265,Organic India,100 g 
436,Orange Juice With Aloe Vera,₹120,₹120,Alo Frut,1 L 
437,Lactogrow Nutritious Milk Drink For Growing Children - Immunity System Functioning & Growth,₹390,₹390,Nestle ,400 g - Bag-In-Box
438,South Indian Filter Blend - Medium Dark Roast Ground,₹440,₹440,Blue Tokai,250 g 
439,High Protein Health Drink Vanilla,₹880,₹880,Ensure,400 g - Box
440,Instant Coffee - Strong,₹783.75,₹825,Continental,1 Kg - Pouch
441,"Premium Sparkling Mixer - Mint Mojito, Carbonated Water",₹240,₹300,Schweppes,4x300 ml - Multipack
442,Syrup - Peach Tea with Natural Tea Extracts,₹395,₹395,Monin,250 ml - Bottle
443,"Organic Tulsi Green Tea - Pomegranate, Stress Relieving",₹206.4,₹215,Organic India,50 g - (25 Bags x 2 g each)
444,Drink - Energy,₹1500,₹1500,Monster,12x350 ml - Multipack
445,"Mint Tonic Water - Natural Quinine, Balanced Botanical Mixer, Low Calories",₹190,₹190,Sepoy & Co.,2x200 ml - Multipack
446,Kiwi Juice With Aloe Vera,₹240,₹240,Alo Frut,2 x 1 L - (Multipack)
447,"Coffee - Dhivyam Premium, Coarse Ground Filter Coffee",₹264,₹264,Narasus,500 g - Pouch
448,"Earthy Hazelnut Bold Instant Coffee - Arabica & Robusta Blend, Strong & Smooth",₹325,₹325,Country Bean,50 g - Bottle
449,Swing Juicier Drink - Yummy Guava,₹60,₹60,Paper Boat,6x125 ml - Multipack
450,"Wine - Red, De-Alcoholised, Selection",₹650,₹650,Carl Jung,750 ml 
451,Filter Coffee - 80:20 Blend,₹144,₹160,Vs Mani & Co.,200 g 
452,Amla Juice - No Added Sugar,₹260,₹260,Sri Sri Tattva,1 L 
453,"Coffee - Chikamagalur Aroma Ribbon Filter Coffee, Using 100% German Machinery to Roast & Grind",₹141,₹141,Riseup,250 g 
454,Tulsi Cinnamon Giloy Tea - Stress Relieving & Immunity Enhancing,₹187.2,₹195,Organic India,80 g - (25 Teabags x 2g each)
455,"Organic Health Mix - Rich In Iron, Fibre, Protein, No Sugar, For Kids & Adults",₹499,₹499,TummyFriendly Foods,800 g 
456,Wheat Grass Juice - Daily Fitness Essential,₹320,₹320,Sri Sri Tattva,1 L 
457,Green Tea - Lemon Zest,₹340,₹340,Lipton,2x25 pcs - Multipack
458,"Go Grains Multigrain Instant Drink Mix - For Growth & Immunity, Chocolate Flavour",₹244.3,₹349,Manna,400 g 
459,Green Tea - Honey Lemon,₹155,₹155,Lipton,100 g 
460,Aloe Vera Juice,₹280,₹280,Sri Sri Tattva,1 L 
461,Morning Motivation Instant Coffee - 100% Arabica Beans,₹495.88,₹539,TGL Co.,100 g - Bottle
462,Orange,₹20,₹20,Fanta,250 ml - Bottle
463,Advanced Nutrition For Diabetes & Pre-Diabetes - Vanilla,₹780,₹780,Vidavance,400 g - Jar
464,Non Alcoholic Beer - Mint,₹519,₹594,Coolberg,6x330 ml - Multipack
465,Non Alcoholic Beer - Cranberry,₹519,₹594,Coolberg,6x330 ml - Multipack
466,Easy Pour Coffee Brew Bags Mixed Bag Light To Dark Roast,₹400,₹400,Blue Tokai,110 g - (10 Sachets x 11 g each)
467,Breakfast Fusion -  Blend of Arabica & Robusta Coffee Beans,₹180,₹200,TGL Co.,200 g 
468,"Mixed Veggies Juice - Rich In Calcium & Vitamins, Refreshing Drink",₹40,₹40,Arka,200 ml 
469,"Renergee Shakti Sugar Free Instant Millet Nutrimix - Gluten Free, Provides Energy",₹25,₹25,GRAMI SUPERFOODS,0
470,"Indian Tonic Water -  Natural Quinine, Balanced Botanical Mixer, Low Calories",₹95,₹95,Sepoy & Co.,200 ml 
471,"Golden Matcha Tea - Gourmet Green Tea, Antioxidant Rich",₹499,₹499,Sprig,50 g 
472,Non-Alcoholic Wine - Billabong Red,₹700,₹700,Patritti,750 ml - Bottle
473,Aloe Vera and Garcinia Juice,₹1138.1,₹1198,Kapiva,2 x 1 L - Multipack
474,"Ginger Mint Herbal Green Tea - Cleans The System, Improves Digestion",₹349.3,₹499,Vahdam ,2 g - (50 Bags x 2 g Each)
475,Classic Colada Mocktails - Authentic Rich & Exotic,₹60,₹60,&Stirred,250 ml 
476,Apple Juice Based Drink,₹35,₹35,Appy Fizz,600 ml - Bottle
477,Ayush Kwath - Immunity Booster,₹176.64,₹184,Organic India,80 g - (25 Teabags x 3.2g each)
478,"Organic Japanese Matcha Tea Powder, Ceremonial Grade",₹551.08,₹599,TGL Co.,25 g - Bottle
479,Cold Brew Coffee  - Assorted,₹575,₹575,Sleepy Owl,250 g - (5 Bags x 50 g each)
480,Original Tulsi Tea,₹216,₹225,Organic India,100 g 
481,"Autumn Flush Darjeeling Black Tea - With Intense Flavour, Buttery Texture",₹349.5,₹699,Dorje,250 g 
482,Kadak Masala Chai Instant Tea Premix Tea,₹367.08,₹399,TGL Co.,196 g - (14 Sachets x 14 g each)
483,Instant Coffee - Speciale,₹400,₹400,Continental,200 g 
484,Orange Kombucha - Probiotic,₹160,₹160,Borecha,330 ml 
485,Tea - Camomile,₹335,₹335,Twinings,25 g - (25 Bags x 1 g each)
486,"Plant Protein Powder - CafÃ© Mocha Flavour, For Women, Gut-Friendly Probiotics",₹2324.25,₹3099,Tata GoFit,1 kg - (40 Serves)
487,Honey Lemon Green Tea Bags,₹202.5,₹225,Vahdam ,30 g - (15 Pyramid Bags x 2 g each)
488,"Creamy Vanilla Bold Instant Coffee - 100% Arabica, Rich, Strong & Smooth",₹325,₹325,Country Bean,50 g - Bottle
489,"Non Alcoholic Premium Mixer - Long Island Tea, Refreshing Flavour, Taste",₹161.5,₹190,Bacardi MIX'R,500 ml 
490,Instant Tea Bag - Premix With Saffron,₹220,₹220,Girnar,10 pcs 
491,Fruit Juice - Aloe Vera Kiwi,₹194,₹240,Real,2 x 1 L - (Multipack)
492,"High Protein Nuts & Turmeric Hearty Milk Mix - No Sugar, With Oats, Organic Jowar, Nut Blend Powder",₹312,₹400,Timios,250 g - Box
493,"Instant Coffee Premix - With Chichory - Just Add Hot Water, Ready In 10 Sec",₹374,₹399,Jawai,500 g 
494,Black Tea Natural Flavour Rich In Taste,₹164,₹200,Tata Tea Gold Saffron,250 g 
495,Earl Grey Tea,₹955,₹955,Twinings,200 g - (100 Bags x 2 g each)
496,Karela Jamun Juice,₹798,₹798,Kapiva,2x 1 L - Multipack
497,Kadak Masala Chai Tea Bag,₹229.08,₹249,TGL Co.,64 g - (16 Bags x 4 g each)
498,"Turmeric Spiced Herbal Tea - Supports Immune Function, Improves Energy",₹349.3,₹499,Vahdam ,2 g - (50 Bags x 2 g Each)
499,"Blue Lagoon Iced Tea With Lemongrass, Butterfly Peaflower & Kaffir Lime",₹350,₹350,Karma Kettle,40 g - (20 Bags x 2 g each)
500,Darjeeling Black Tea Bags,₹256.68,₹279,TGL Co.,37.5 g - (25 Bags x 1.5 g each)
501,"Magic Milk Mix - Chocolate Swirl, High In Protein, Fibre & Iron, Sugar-Free",₹299,₹299,Slurrp Farm,250 g 
502,"High Protein Berry Full Hearty Milk Mix - No Sugar, With Oats, Organic Jowar, Strawberry Powder",₹304.2,₹390,Timios,250 g - Box
503,"Filter Coffee Bags - Arabica Beans Blend, Antioxidants Rich",₹350,₹350,Sleepy Owl,100 g - (Pack of 10)
504,"iStrong Women's Health Drink - Fortified With Iron, Caramel Flavour",₹186.75,₹249,Manna,200 g 
505,Soft Drink,₹22,₹25,Pepsi,250 ml - Can
506,"Energy Drink - Tropical Flavour, Yellow Edition",₹500,₹500,RED BULL ,4x250 ml - Multipack
507,Sugar Free Juice - Lemon Squash,₹338,₹338,Diabetics Dezire,700 ml 
508,Tonic Water - From The Makers Of Bailley,₹55,₹55,Bombay 99,250 ml - Can
509,"Nilgiris Green Tea - Anicca Chamomile, Helps To Feel Relaxed & Calm",₹750,₹750,Teamonk,2 g - (50 Bags x 2 g Each)
510,"Street Chai Of India - Purani Dilli Ki Mithai Chai, Tasting Notes Of Pista, CardamomÂ & Condensed Milk",₹116,₹145,Tata Tea Premium,250 g 
511,Original Chai Tea Powder,₹186.75,₹249,Dorje,250 g 
512,Pomegranate Delight,0,0,Tropicana,500 ml 
