,Grocery_Name,Discount_Price,MRP_Price,Brand_Name,Quantity
651,Virgin Groundnut Oil,₹220,₹220,Patanjali,1 L - Pouch
652,Satrangi Mix Mouth Freshener,₹54,₹80,BB Royal,100 g 
653,Sprouted Ragi Flour/Ragi Hittu,₹231.2,₹289,Manna,1 kg 
654,100% Natural & Pure Coconut Oil - Unrefined,₹292.5,₹325,Nature Way,1 L 
655,Organic - Besan/Kadale Hittu,₹63,₹76,BB Royal,500 g 
656,Organic Tur/Toor Dal/Togari Bele - Unpolished,₹453,₹559,BB Royal,2 kg 
657,"Raisins/Ona Drakshi - Black, With Seeds",₹51,₹60,BB Royal,100 g - Pouch
658,Poppy Seed,₹465.5,₹490,Dnv,200 g - Pouch
659,Organic - Brown Top Millet,₹105.45,₹111,BB Royal,500 g 
660,Hand Pound Rice/Akki,₹66,₹80,BB Royal,1 kg - Pouch
661,Amla Dry Fruit,₹112.1,₹130,Fresho Signature,2x50 g - Multipack
662,"Prunes - Dried & Pitted, Premium Californian",₹513.3,₹590,Happilo,2x200 g - Multipack
663,Double Beans - White,₹79,₹80,BB Royal,200 g - Pouch
664,Turmeric Powder/Arisina Pudi,₹247.5,₹330,Catch,1 Kg - Pouch
665,Idli Sooji/Rava,₹89,₹110,BB Super Saver,2 kg 
666,Fenugreek/Methi,₹17,₹20,Super Saver,100 g 
667,Black Salt/Kala Namak - Powder,₹9,₹15,BB Royal,100 g 
668,Organic - Bajra Atta,₹33,₹50,BB Royal,500 g 
669,Basmati Rice - Pulav Premium,₹272.26,₹340,BB Royal,2x1 Kg - Multipack
670,Coconut Milk Powder,₹640,₹640,Kpl Shudhi,1 kg - Pouch
671,Dry Red Chilli - Whole,₹60.8,₹64,Dnv,100 g - Pouch
672,Palakadan Unda Matta Rice,₹691.6,₹728,Double Horse,10 kg 
673,Premium International Queen Kalmi Dates,₹339.15,₹450,Happilo,350 g 
674,Natural Tomato Paste,₹139,₹139,Indira's,450 g 
675,Jowar Whole,₹138,₹180,BB Royal,2 kg 
676,Powder - Turmeric,₹138.55,₹163,Aachi,500 g - Pouch
677,100% Pure Premium Walnuts,₹354.56,₹402,Tata Sampann,200 g 
678,Chemba Puttu Podi,₹129,₹129,Double Horse,1 kg 
679,"Coriander Powder - Perfect Colour, Smell & Taste",₹172,₹172,Eastern,2x250 g - Multipack
680,Methi/ Fenugreek Seeds,₹34,₹40,Organic Tattva,100 g - Pouch
681,"Govind Bhog Rice/Akki - Premium, Aromatic",₹170.62,₹190,BONGO BHOG,1 kg - Pouch
682,Desi Ghee,₹1233,₹1440,BB Popular,1 L - (Pack of 2)
683,Sabji Masala,₹56,₹56,Everest,100 g - Carton
684,Organic - Bajra Wild/ Pearl Millet,₹140,₹172,BB Royal,2x1 kg - Multipack
685,Basmati Rice/Basmati Akki - Traditional,₹1050,₹1050,Daawat,5 kg - Pouch
686,Canola Oil,₹1751.5,₹3000,BORGES,5 L - Bottle
687,Turmeric Powder/Arisina Pudi,₹101,₹200,BB Royal,500 g 
688,Gum,₹36,₹60,BB Royal,100 g 
689,Quinoa,₹225,₹225,India Gate,500 g - 0
690,Pav Bhaji Masala,₹78.96,₹84,Everest,100 g - Carton
691,Chironji,₹274,₹300,BB Royal,100 g 
692,Appam Idiyappam Pathiri,₹49.5,₹55,Double Horse,500 g - Pouch
693,White Poha - Pesticide Free,₹59.8,₹65,Safe Harvest,500 g 
694,Urad Dal White Split,₹382.8,₹435,24 Mantra Organic,3x500 g - Multipack
695,Salted Sunflower Seeds,₹360,₹360,Tong Garden,12x30 g - Multipack
696,Baskati - Rice,₹360,₹450,BB Royal,5 kg 
697,Idly Rice,₹216,₹240,24 Mantra Organic,2x1 kg - Multipack
698,7 Grain Atta/Multigrain,₹440,₹550,24 Mantra Organic,5x1 kg - Multipack
699,Dates/Kharjura - Red,₹130,₹300,BB Royal,500 g 
700,Masala - Shahi Biryani,₹332,₹332,Everest,200 g 
701,Hing,₹110,₹110,Mdh,10 g - Carton
702,Olive Oil- Pure Olive Oil- Ideal for Indian Dishes- Imported from Spain,₹405.56,₹599,Figaro,250 ml - Bottle
703,Organic - Rice/Akki Surti Kolam,₹1016,₹1149,BB Royal,10 kg 
704,Organic Seeds - Ajwain/Om Kalu,₹76.5,₹90,Organic Tattva,100 g - Pouch
705,Organic - Jeera/Jeeraga Samba Rice,₹1213,₹1399,BB Royal,10 kg 
706,Jaggery/Bella Powder - Pesticide Free,₹65.6,₹80,Safe Harvest,500 g 
707,Organic Desi Cow Ghee - Rich Aroma,₹660,₹660,AKSHAYAKALPA,300 ml - Bottle
708,Muskmelon/Kharbooja -Seeds,₹68,₹80,BB Royal,50 g - Pouch
709,Premium Californian Almonds Roasted & Salted,₹482.4,₹670,Happilo,2x200 g - Multipack
710,Brown Rice Weight Watcher,₹139.52,₹152,India Gate,1 kg - Jar
711,"Paneer Masalas Mixed - Variety Pack, Kadhai Paneer, Mutter Paner, Palak Paneer, Ready In 15 Minutes",₹20,₹30,MTR,36 g - (3 N x 12 g each)
712,"Chatpata Chat Masala Powder - Spices & Herbs Blend, For Fruits, Salads",₹56.25,₹75,Catch,100 g - Carton
713,Kuttu Atta,₹106,₹135,BB Royal,500 g 
714,"Black Pepper - Whole, Rich In Antioxidants, Treats Cold & Cough",₹95.2,₹170,Zoff,100 g 
715,Ghee/Tuppa,₹870,₹870,RKG AGMARK GHEE,1 L - Pet Jar
716,"Organic - Green Moong Dal/Dal, Split",₹173,₹179,BB Royal,1 kg 
717,Himalayan Pink Salt Powder,₹99,₹130,Ramyeon,1 kg 
718,Organic Arhar/Tur Dal,₹182,₹260,Aashirvaad,1 kg 
719,Pizza Oregano - Seasoning For Italian & Home-Cooked Food,₹79,₹79,Keya,35 g 
720,Powder - Cumin,₹81.5,₹95,Eastern,100 g - Pouch
721,"Xpert - Total Balance Oil, Blend Of Rice Bran, Soyabean & Flaxseeds, Rich In Omega 3",₹666,₹800,Fortune ,5 L 
722,Bajra,₹62,₹80,BB Royal,1 kg - Pouch
723,"Magic Cube - Chicken Masala, Adds Flavour To A Variety Of Dishes",₹40,₹40,MAGGI ,40 g - (Pack of 10)
724,Lite - Cooking Oil,₹190,₹190,Sundrop,1 L - Pet Bottle
725,Organic - Urad Black Whole,₹92,₹126,BB Royal,500 g 
726,"Urad Black, Split Dal - Desi, Unpolished Mature Pulses For Easy Cooking & Rich Flavour",₹88,₹90,BB Royal,500 g - Pouch
727,Powder - Coriander,₹68.4,₹76,Sakthi,200 g - Pouch
728,100% Natural Premium Californian Inshell Walnut,₹428.38,₹575,Happilo,500 g 
729,Extra Light Olive Oil for Indian Cooking - Deep Frying & Baking,₹2159,₹3199,La Espanola,2 L - Bottle
730,Agmarked-Cow ghee,₹359.9,₹390,Heritage,500 ml - Jar
731,Palm Candy - Made From Palm Sugar,₹110,₹110,mypalm,250 g 
732,Stone Flower,₹78,₹90,BB Royal,50 g 
733,Organic Moong Dal/Dhuli,₹228,₹285,Organic Tattva,1 kg - Pouch
734,Sprinkler- Oregano Pizza Italian,₹113.05,₹119,Keya,80 g - Canister
735,"California Almonds - Premium, Roasted & Lightly Salted, Protein Packed",₹120,₹150,BB Royal,100 g - Standy Ziplock Pouch
736,Organic - Saunf/Sompu,₹87.5,₹125,Pro Nature,100 g - Pouch
737,Powder - Puliyogare,₹125,₹125,Sanketi Adukale,200 g 
738,Green Sweetener With Stevia Pellets,₹495.88,₹550,Sugar Free,2x300 pcs - Multipack
739,Organic Coconut Oil - Cold Pressed,₹439,₹439,Forgreen,1 L - Bottle
740,Matta Broken,₹83,₹83,Double Horse,1 kg - Pouch
741,Ragi Special Huri Hittu,₹145,₹145,Indira's,400 g - Pouch
742,Flax Seeds,₹152,₹160,24 Mantra Organic,2x200 g - Multipack
743,"Piri-Piri Mix - Spicy Tangy Seasoning, Sprinkler For Snacks, Marinades",₹9.5,₹10,SNAPIN,12 g 
744,Organic - Ponni Raw Rice/Akki,₹744,₹949,BB Royal,10 kg 
745,Organic - Green Peas/Ona Batani,₹95,₹149,BB Royal,500 g 
746,Salted Peanuts,₹644,₹700,Tong Garden,2x400 g - Multipack
747,Instant Idiyappam,₹49,₹49,Double Horse,100 g - Pouch
748,Wheat Broken/Dalia/Lapsi Rava,₹57,₹70,BB Super Saver,1 kg 
749,"Olive Oil - Pure, Classic",₹1162.5,₹1350,BORGES,1 L - Bottle
750,Just Berries,₹218.5,₹250,Fresho Signature,2x50 g - Multipack
751,Red Rice Poha - Thick,₹61.74,₹63,Tata Sampann,500 g 
752,Filtered Groundnut Oil,₹1149,₹1250,Gemini,5 L - Jar
753,"Idli Karam Podi - Chutney Powder, Source Of Protein",₹35,₹45,MTR,100 g 
754,Tamarind/Hunisehannu - Pesticide Free,₹165.55,₹215,Safe Harvest,500 g 
755,Powder - Black Pepper,₹165,₹165,MTR,100 g - Pouch
756,Dhaniya/ Coriander - Whole,₹59.5,₹70,Organic Tattva,100 g - Pouch
757,Organic Moong Dal/Hesaru Bele,₹266,₹280,Tata Sampann,1 kg 
758,Organic - Coriander Powder,₹120,₹149,BB Royal,500 g 
759,Bajra Flour,₹69,₹100,BB Royal,1 kg 
760,Jeera/Jeerige - Pesticide Free,₹240,₹240,Safe Harvest,200 g 
761,Multimillet (Multigrain) Atta,₹101.4,₹169,Manna,1 kg - Pouch
762,Roasted Bengal Gram/Chana Dal,₹316.8,₹360,24 Mantra Organic,3x500 g - Multipack
763,Kasuri Methi,₹25,₹25,Eastern,25 g 
764,Til/Ellu - Nylon,₹212,₹250,BB Royal,500 g 
765,Paneer Chilli Masala,₹100,₹100,Ching's Secret,10 x 20 g - Multipack
766,Organic - Rice Rava,₹40,₹45,BB Royal,500 g 
767,Besan/Kadale Hittu - Fine,₹32,₹32,Tata Sampann,200 g 
768,"Kashmiri Walnuts Premium Kernel - Whole, Rich In Fibre, Protein, Zero Cholesterol",₹641,₹1000,BB Royal,500 g - Airtight Pack. Freshness Locked
769,"Dates - Red, With Seeds",₹236,₹300,BB Royal,1 kg 
770,Natura Sweet Drops Sweetener,₹246.96,₹280,Sugar Free,2x10 ml - Multipack
771,Ragi/nachni Flour,₹56,₹100,BB Popular,1 kg - Pouch
772,Organic Wheat Dalia,₹59.5,₹70,Organic Tattva,500 g - Pouch
773,Organic - Wheat Flour,₹327.75,₹345,Phalada Pure & Sure,5 kg - Pouch
774,Xpert Pro Sugar Conscious Edible Oil - Blend Of Rice Bran & Sesame Oil,₹417,₹540,Fortune ,3 x 1 L - Multipack
775,Organic - Nutmeg/Jayikayi,₹38,₹39,BB Royal,20 g 
776,Turmeric Powder,₹102,₹130,24 Mantra Organic,2x200 g - Multipack
777,Rice Bran Oil,₹116.52,₹140,Emami Healthy & Tasty,1 L - Pouch
778,100% Pure Afghani Black Raisins Seedless | Kali Kishmish | Kali Draksh | Dry Fruits | Flavourful & Delicious Snack | Source of Potassium & Dietary Fibre,₹144.06,₹175,Tata Sampann,200 g 
779,Refined - Sunflower Oil,₹330,₹402,Sunrich,3x1 L - Multipack
780,Healthy Organic Gluten Free Quinoa Grains,₹139,₹225,GoodDiet,250 g 
781,Organic Sulphurless Sugar/Sakkare,₹135,₹135,24 Mantra Organic,1 kg - Pouch
782,Boiled Rice/Beyisida Akki - Rajabogham,₹607,₹800,BB Royal,10 kg 
783,Nature's Super Foods - Ragi Flour/Ragi Hittu,₹85,₹100,Aashirvaad,1 kg - Pouch
784,"A2 Desi Hallikar Cow Ghee - Vedic Bilona Churned From Curd, 1 L Each",₹3716.28,₹4320,Anveshan,2x1 L - Multipack
785,Aval - Red,₹78,₹78,Double Horse,500 g - Pouch
786,Khandsari Sugar/Sakkare - Pesticide Free,₹120.69,₹149,Safe Harvest,1 kg 
787,Chilli Flakes - Red,₹96.03,₹99,Keya,40 g - Bottle
788,Oil - Mustard (Kachi Ghani),₹162.4,₹165,Dhara ,1 L - Carton
789,"Turkish Apricots - Premium & Hand Picked, 100% Natural",₹244.3,₹349,Grocery Farm,200 g 
790,Masala - Tea,₹126,₹126,Everest,100 g - Carton
791,Lite Oil,₹1154.3,₹1190,Sundrop,5 L - Can
792,Salt/Uppu,₹37.5,₹50,Saffola,1 kg - Pouch
793,Low GI 7 White Rice - Diabetic Friendly/Akki,₹1663.2,₹1890,Sugar Watchers,2 x 5 kg - Multipack
794,"Fenugreek Seeds - Rich In Vitamins, Lowers Cholesterol",₹20.5,₹50,Zoff,100 g 
795,"Afghan Dried Figs - Premium & Hand Picked, 100% Natural",₹419.3,₹599,Grocery Farm,200 g 
796,Hing - Enhances Flavour & Aroma,₹206.25,₹275,Catch,100 g - Plastic Bottle
797,Organic - Garlic Powder - Dehydrated,₹18,₹29,BB Royal,50 g 
798,Masoor Malka/Red Whole,₹230,₹320,BB Royal,2 kg 
799,Pani Puri Masala,₹40,₹40,Everest,50 g - Carton
800,Spring Rolls Sheets - 8x8,₹190,₹220,Switz,2x20 pcs - Multipack
801,Basmati Rice/Basmati Akki - Super,₹825.01,₹1120,India Gate,5 kg - Bag
802,Flaxseed Hull Powder - Lignans,₹945,₹945,Health 1st,150 g - (30 Sachets x 5 g each)
803,"Chilli Powder - Perfect Colour, Smell & Taste",₹335,₹335,Eastern,500 g 
804,"Star Anise - Whole, Rich In Vitamins, Relieve Menopause Symptoms",₹31.3,₹70,Zoff,20 g 
805,Amla Masti,₹156,₹220,BB Royal,280 g - No
806,Bellar Dal/Avarebele - Split,₹64,₹65,BB Royal,200 g 
807,Organic - Mustard/Sasive/Rai Big,₹39,₹49,BB Royal,200 g 
808,Idly Rava,₹55,₹55,24 Mantra Organic,500 g - Pouch
809,Daliya,₹30,₹30,Patanjali,500 g 
810,"Puliyogare Masala - Natural Tamarind, Authentic South Indian Taste",₹63,₹70,Tata Sampann,100 g 
811,Super Garam Masala,₹94.5,₹105,Eastern,200 g - Pouch
812,Boiled Rice Rajabogham Deluxe,₹1464,₹1820,BB Royal,26 kg - Yes
813,Sabudana,₹63.7,₹65,Vijay,500 g 
814,Sprinklers - Black Pepper,₹195,₹195,Catch,100 g - can
815,Coriander Powder,₹167.9,₹230,Aashirvaad,500 g 
816,Organic - Mixed Dal,₹185,₹200,BB Royal,1 kg 
817,Virgin Cold Pressed Groundnut Oil,₹2046,₹2200,Chekko,5 L 
818,"Chekku Gingelly/Sesame Oil - Argemone Oil Free, No Preservatives, For Cooking Use",₹967.1,₹1018,RAS CHEKKU OIL,2 l 
819,Organic - Black Rice/Akki,₹106,₹139,BB Royal,500 g 
820,Organic Seeds - Cumin,₹171,₹180,Organic Tattva,100 g - Pouch
821,Semi Brown Rice,₹1003,₹1180,24 Mantra Organic,2x5 kg - Multipack
822,Bengali Sona Masoor Dal,₹198,₹260,BB Royal,1 kg - Pouch
823,"Fenugreek Seeds - Aids In Weight Loss, Great For Hair & Skin",₹30,₹30,Sri Sri Tattva,100 g 
824,Basmati Rice - Golden Sella (Parboiled),₹207.77,₹250,BB Royal,2x1 kg - Multipack
825,Hazelnut,₹194,₹200,BB Royal,100 g - Pouch
826,Pitted Prunes,₹236,₹295,REGENCY,240 g 
827,Vanaspati,₹75.6,₹83,Dalda ,500 ml - Pouch
828,Black Salt Sprinklers - Adds Flavour & Aroma,₹45,₹45,Catch,200 g - can
829,Organic Powder - Jaggery/Bella,₹60.2,₹86,Pro Nature,400 g - Pouch
830,Soya Granules - High Protein,₹179,₹210,Nutrela,1 kg - Poly Pack
831,Whole Wheat Atta/Godihittu - Pesticide Free,₹317.55,₹365,Safe Harvest,5 kg 
832,Palm Jaggery - Eco Box,₹220,₹220,mypalm,500 g 
833,Masala - Chana,₹780,₹780,Mdh,10x100 g - Multipack
834,Gold Maida/Processed Wheat Flour,₹63.7,₹65,Vijay,1 kg 
835,Amchur Powder,₹135,₹180,Catch,2x100 g - Multipack
836,Chilli Powder,₹165,₹210,24 Mantra Organic,3x100 g - Multipack
837,Premium Roasted & Salted Californian Pistachios,₹804.75,₹925,Happilo,500 g 
838,Cardamom Powder,₹179.1,₹199,SNAPIN,45 g 
839,"Biryani Masala - Perfect Colour, Smell & Taste",₹137.28,₹176,Eastern,2x100 g - Multipack
840,Kismiss,₹70,₹70,24 Mantra Organic,100 g - Pouch
841,Virgin Groundnut Oil,₹225,₹225,Patanjali,1 L - Bottle
842,Premium Cow Ghee - For Better Digestion & Immunity,₹3380,₹3380,Sri Sri Tattva,4x1 L - (Multipack)
843,Kashmiri Mirch Powder - Traditionally Sundried & Cleaned,₹112,₹140,Aashirvaad,100 g 
844,Red Chilli Flakes,₹69,₹99,HappyChef,60 g 
845,Bengali Sona Moong Dal,₹198,₹280,BB Royal,1 kg - Pouch
846,Organic Cardamom Powder,₹89,₹91,BB Royal,20 g 
847,Black Chia Seeds,₹149,₹225,GoodDiet,150 g 
848,"Kashmiri Red Chilli Powder with Natural Oils, Natural Red Colour",₹140,₹140,Tata Sampann,100 gm 
849,"Premium Cranberries - Californian, Sliced Dried & Sweet",₹98,₹100,Happilo,2x35 g - Multipack
850,Dhania - Dal,₹85,₹120,BB Royal,200 g 
851,Hing - Compounded Asafoetida,₹70,₹80,BB Royal,50 g 
852,"Walnuts/Akhrot - Rich In Antioxidant & Omega 3, Cholesterol Free",₹465,₹465,Everyday Four,200 g - Box
853,Whole Wheat Atta,₹315,₹315,Sri Sri Tattva,5 kg 
854,Seeds Mix,₹62.98,₹130,Fresho Signature,2x50 g - Multipack
855,Rajgira Ke Atta - Gluten Free,₹105,₹105,Graminway,450 g 
856,Chilli Powder,₹360,₹400,Aashirvaad,500 g 
857,Organic - Broken Rice/Akki,₹59,₹79,BB Royal,1 kg 
858,Olive Oil - Pomace,₹1439.86,₹2790,Disano,2x1 L - Multipack
859,Dry Ginger/Adrak,₹79,₹80,BB Royal,100 g 
860,"Low GI 7-Grain Atta, Diabetic Friendly Atta, Multigrain, High Fibre",₹1487.2,₹1690,Sugar Watchers,2 x 5 kg - Multipack
861,Low GI Rice,₹495,₹720,24 Mantra Organic,3x2 kg - Multipack
862,Powder - Haldi,₹160,₹160,Mdh,500 g - Pouch
863,"A2 Desi Cow Ghee - Vedic Bilona Method, Traditional Curd Churned",₹1044,₹1200,Auric,500 ml - Glass Jar
864,Dry Ginger Powder,₹68,₹80,BB Royal,100 g 
865,"Himalayan Cow Ghee - Original, Pure & Natural",₹832.75,₹949,Himalayan Natives,1 L 
866,Pulses Combo Pack - Unpolished Toor Dal/Arhar Dal & Unpolished Chana Dal,₹394.2,₹438,Tata Sampann,2 pcs - (1 kg each)
867,Rock Salt/Sendha Namak - For A Healthy Life,₹480,₹480,Sri Sri Tattva,4x1 kg - (Multipack)
868,Organic - Mace Whole/Javitri,₹98,₹99,BB Royal,20 g 
869,Foxtail Millet - Kaon/Kang/Kangni/Kakum/Navani/Korralu/Korra/Thinai,₹141.75,₹189,Manna,500 g 
870,Cold Pressed Kachi Ghani Mustard Cooking Oil,₹890.01,₹1350,BB Royal Organic,3x1L - Multipack
871,Nirmal Virgin Coconut Oil - Narrow Neck,₹200,₹220,Klf ,250 ml 
872,Organic - Cinnamon/Chakke Powder,₹143,₹149,BB Royal,200 g 
873,"Organic Groundnut Oil - Cold Pressed, Rich In Vitamin A, D & E",₹1805,₹1900,Phalada Pure & Sure,5 L 
874,Double Beans - Red,₹109,₹110,BB Royal,200 g - Pouch
875,Kashmiri Lal Mirch (Sweet Red Chilli),₹110,₹110,JK,100 g 
876,Easy Idiyappam Powder,₹62,₹62,Double Horse,500 g - Pouch
877,Natureâ€™s Superfoods Multi Millet Mix - Rich In Dietary Fibre,₹136,₹160,Aashirvaad,1 kg - Pouch
878,Organic - Sesame,₹134.9,₹142,Pro Nature,200 g - Pouch
879,Green Chana,₹96,₹170,BB Royal,500 g - Pouch
880,Turmeric Powder/Arisina Pudi,₹84,₹110,Eastern,2x250 g - Multipack
881,Organic - Jaggery/Bella Powder,₹90,₹90,Turn Organic,500 g - Pouch
882,Veg Manchurian Masala,₹50,₹50,Chings,5 x 20 g - Multipack
883,"Refined Groundnut Oil, Primio",₹255,₹255,Rro,1 L - Bottle
884,Organic - Barley Flour/Jave Godhi,₹59,₹78,BB Royal,500 g 
885,Pizza Oregano Spice Mix,₹69,₹99,HappyChef,75 g 
886,"Pure & Unrefined Cold Pressed Sesame Gingelly Oil - Naturally, Cholesterol Free, With Rich Aroma & Flavour",₹551.65,₹649,Tata Simply Better,1 L 
887,Gold Fried Gram/ Roasted Channa,₹84,₹84,Vijay,500 g 
888,Bandhani Hing/Compounded Asafoetida - Strong Flavour & Aroma,₹250.8,₹285,Tata Sampann,100 g 
889,Organic Seeds - Mustard/Sasive,₹75.6,₹84,Pro Nature,200 g - Pouch
890,Kodo Millet - Kodra/Varagu/Arikelu/Hark/Varigu,₹151.2,₹189,Manna,500 g 
891,Organic Watermelon Seeds/Kallangadi Bija,₹144,₹161,BB Royal,100 g 
892,Roasted Rava,₹75,₹75,Elite,1 kg - Pillow Pouch
893,Rajma Masala - Enhances Flavour,₹61.5,₹82,Catch,100 g - Carton
894,Jaya Boiled Rice,₹270,₹300,BB Royal,5 kg - Bag
895,Chunky Chat,₹85,₹85,Mdh,100 g - Carton
896,Premium Pumpkin Seeds - All Natural,₹467.5,₹550,Happilo,2x200 g - Multipack
897,Virgin Cold Pressed Sesame Oil,₹2892.75,₹3045,Chekko,5 L 
898,"Lashkari Kollam Premium Rice - Light Weight, Easy To Digest, Soft Texture",₹90,₹90,Sri Sri Tattva,1 kg 
899,Broken Wheat - Daliya,₹42,₹42,Elite,500 g - Pillow Pouch
900,"Rice - Jeerasar, New Rice/Nava Chokha, Guj 17",0,0,BB Popular,25 kg 
901,"Apricots - Dried, Premium Turkish",₹649.7,₹730,Happilo,2x200 g - Multipack
902,Basmati Rice - Everyday,₹737.75,₹990,BB Royal,2x5 Kg - Multipack
903,Red Poha,₹171,₹190,24 Mantra Organic,2x500 g - Multipack
904,Masala - Sambhar,₹160,₹160,Everest,200 g 
905,Mix - Chicken Biryani,₹135,₹165,Mother's Recipe,3x100 g - (Multipack)
906,Turmeric Powder/Arisina Pudi,₹64.8,₹72,Sakthi,200 g - Pouch
907,Soya Chunks - Nano,₹67,₹67,Double Horse,200 g - 0
908,Wheat - Sihor,₹45,₹70,BB Royal,1 kg 
909,"Coconut Milk Powder - Rich In Vitamins & Minerals, Thick, Tasty",₹850,₹850,KLF Coconad,1 Kg 
910,Oil - Sesame,₹503,₹503,Idhayam,1 L - Can
911,Rice Flour,₹114.4,₹130,24 Mantra Organic,2x500 g - Multipack
912,Masala - Kulambu Chilly,₹93.5,₹110,Aachi,200 g - Pouch
913,Kabuli Chana,₹362.1,₹450,24 Mantra Organic,3x500 g - Multipack
914,Virgin Groundnut Oil,₹1125,₹1125,Patanjali,5 L - Jar
915,"Green Long Raisin - Enriched With Vitamin A, Improves Eye Sight, Digestion",₹191.2,₹239,Farmley,500 g 
916,Paste - Garlic,₹20.9,₹22,Mother's Recipe,100 g - Pouch
917,Masala - Fish Fry,₹28.9,₹34,Aachi,50 g - Pouch
918,Powder - Deggi Mirch,₹125,₹125,Mdh,100 g - Carton
919,100% Natural Nut Powder - No Added Sugar Or Preservatives,₹499,₹499,Slurrp Farm,100 g 
920,Dates/Kharjura - Medjool,₹737,₹1000,BB Royal,500 g 
921,"Halim Seeds - Healthy Seeds , For Weight Loss",₹245.18,₹299,True Elements,500 g 
922,Maida,₹35.1,₹39,Fortune ,500 g - Pouch
923,Super Saver Ponni Boiled Rice,₹1452,₹1820,Super Saver,26 kg - Yes
924,Powder - Hingraj,₹275,₹275,Everest,100 g 
925,Organic - Coriander Whole,₹107.1,₹119,Pro Nature,200 g - Pouch
926,Organic - Wheat Broken/Dhaliya,₹66,₹89,BB Royal,1 kg 
927,Wheat Daliya - Pesticide Free,₹49.4,₹52,Safe Harvest,500 g 
928,"Smart Edible Oil - Enriched With Vitamin A, D , E & K",₹140.99,₹180,Oleev,1 L 
929,"Pure & Unrefined Cold Pressed Virgin Coconut Oil - Naturally, Cholesterol Free",₹559.2,₹699,Tata Simply Better,1 L 
930,Premium Aromatic Govind Bhog Rice,₹800,₹800,BONGO BHOG,5 kg 
931,Sugar/Sakkare - Brown,₹130.9,₹154,Pro Nature,1 kg 
932,Sampoorna Chakki Atta/Godihittu,₹440.73,₹475,Nature Fresh,10 Kg - Bag
933,Premium Diwali Gift Box,₹190,₹299,BB Royal,"200 g - (Almonds, Raisins, Cashews, Apricots, 50 g each)"
934,Dates - Royal Zahidi,₹220,₹240,Apis,500 g - Buy 1 Get 1 Free
935,Mixed Fruit,₹169,₹195,Fresho Signature,150 g 
936,Besan Flour,₹228,₹285,24 Mantra Organic,3x500 g - Multipack
937,Olive Oil - Extra Light,₹2441.76,₹3500,Del Monte ,2x1 L - Multipack
938,Split Pigeon Pea Toor Dal - Rich In Protein & Folic Acid,₹180,₹180,Sri Sri Tattva,1 kg 
939,Cow Ghee/Tuppa - Certified Organic,₹670,₹670,Nutriorg,500 ml 
940,"White Sesame Seeds Til - Highly Nutritious, Boosts Overall Health",₹60,₹60,Sri Sri Tattva,100 g 
941,"Quinoa - 100% Wholegrain, High Protein, Breakfast Cereal, Gluten Free, Diet Food",₹770,₹1100,True Elements,2 kg 
942,Traditional Whole Wheat Chakki Atta,₹425,₹425,Patanjali,10 Kg 
943,Canola Oil - For All Types Of Cooking,₹1018.44,₹1499,Miller,5 L 
944,Cashew/Godambi - Roasted & Salted,₹116,₹200,BB Royal,100 g - Standy Ziplock Pouch
945,Moong Dal,₹112.05,₹135,Safe Harvest,500 g 
946,Ragi Dosa Mix,₹125,₹125,Indira's,500 g - Pouch
947,Madras Sambar Powder,₹56,₹56,Eastern,100 g 
948,"Chhole Masala - With Natural Oils, Crafted By Chef Sanjeev Kapoor",₹76,₹80,Tata Sampann,100 g 
949,Organic - Castor Oil,₹133,₹140,Phalada Pure & Sure,250 ml - Bottle
950,Dried Cranberries,₹460,₹500,True Elements,2x125 g - Multipack
951,"Organic - Urad Dal/Uddina Bele, Atta",₹93,₹99,BB Royal,500 g 
952,Amla Chatpata Dry Fruit,₹112.1,₹130,Fresho Signature,2x50 g - Multipack
953,Baskati - Rice,₹634,₹800,BB Popular,10 kg 
954,Black Raisins - Premium Afghani Seedless,₹392,₹490,Happilo,2x250 g - Multipack
955,Dry Fruit - Cherry,₹90,₹90,Kiara Foods,200 g 
956,Dates/Kharjura - Layina,₹206.8,₹220,Lion,500 gm 
957,Everyday Basmati Rice/Basmati Akki,₹126.02,₹169,Fortune ,1 kg - Pouch
958,"Basmati Rice/Basmati Akki - Authentic, Super Value",₹533.62,₹810,Kohinoor,5 kg - (25% Extra)
959,Masala - Kitchen King,₹79,₹79,Mdh,100 g - Carton
960,Chilli Powder,₹315,₹350,Aashirvaad,500 g 
961,Basmati Rice - Rozana Regular,₹786.31,₹990,BB Royal,10 Kg 
962,Raisins/Ona Drakshi - Afghan,₹461,₹750,BB Royal,500 g 
963,Rajma Chitra,₹169,₹200,BB Super Saver,1 kg 
964,Cow Ghee Original - 100% Pure & Natural,₹899.1,₹999,Auric,1 L 
965,Organic Sesame Oil - Promotes Heart Health,₹334.96,₹424,Kapiva,500 ml - Plastic Bottle
966,Charminar Rozana Basmati Rice/Basmati Akki,₹337.48,₹560,Kohinoor,5 kg 
967,Rice Bran Health Physically Refined Rice Bran Oil - Contains Natural Oryzanol & Natural Vitamins,₹621.6,₹1050,Sunpure ,5 L - Can
968,Organic - Proso Millet,₹75,₹85,BB Royal,500 g 
969,Premium Diwali Gift Box,₹525,₹749,BB Royal,"500 g - (Almonds, Cashews, Raisins, Pistachios, 125 g each)"
970,Kabuli Chana/Kabuli Kadale - Pesticide Free,₹121.8,₹145,Safe Harvest,500 g 
