,Sr.No.,Grocery_Name,Brand_Name,MRP_Price,Discount_Price,Total Disc,Percetage Disc,Quantity,strip_qua,Quantity_upd,Converted_Quantity,Price_per_unit(gm/ml/pc)
699,699,Ultra Dark Chocolate Bar - 70% Cocoa,Lindberg,175.0,149.0,26.0,14.86,100 g ,100 g ,100 g ,100.0,1.49
700,700,Treat - Funky Choco Biscuits,Britannia,120.0,114.0,6.0,5.0,12x60 g - Multipack,12*60 g ,720 g,720.0,0.15833333333333333
701,701,Orange Marmalade Jam,Kissan,190.0,190.0,0.0,0.0,500 g ,500 g ,500 g ,500.0,0.38
702,702,Original Dosa Ready Mix,MTR,135.0,120.0,15.0,11.11,500 g - Pouch,500 g ,500 g ,500.0,0.24
703,703,Pickle - Mango Thokku Without Garlic,Priya,110.0,110.0,0.0,0.0,300 g - Bottle,300 g ,300 g ,300.0,0.36666666666666664
704,704,Pickle - Lime With Garlic,Priya,330.0,330.0,0.0,0.0,1 Kg - Jar,1 Kg ,1 Kg ,1000.0,0.33
705,705,Soup - Italian Mushroom,Knorr,210.0,193.2,16.80000000000001,8.0,3x41 g - Multipack,3*41 g ,123 g,123.0,1.570731707317073
706,706,Original Sauerkraut,Bombucha,340.0,340.0,0.0,0.0,450 g ,450 g ,450 g ,450.0,0.7555555555555555
707,707,Corn Papad,SDA PAPPADS,45.0,45.0,0.0,0.0,100 g ,100 g ,100 g ,100.0,0.45
708,708,"D'lite Dark Chocolate Bar - Hazelnut & Roasted Almonds, 50% Cocoa",Sugar Free,378.0,296.35,81.64999999999998,21.6,2 x 80 g - Multipack,2*80 g ,160 g,160.0,1.8521875
709,709,Ready to Cook & Serve - Cheese Onion Paratha,Amul Happy Treats,240.0,240.0,0.0,0.0,500 g ,500 g ,500 g ,500.0,0.48
710,710,"Rolled Oats - Rich In Protein, Nutritious, Easy To Cook",Quaker,368.0,368.0,0.0,0.0,2 Kg ,2 Kg ,2 Kg ,2000.0,0.184
711,711,Momos - Vegetable,Prasuma,590.0,525.9,64.10000000000002,10.86,2 x 24 pcs - Multipack,2*24 pcs ,48 pcs,48.0,10.956249999999999
712,712,Breakfast Mix - Upma,MTR,110.0,96.0,14.0,12.73,2x160 g - Multipack,2*160 g ,320 g,320.0,0.3
713,713,Custard Powder - Vanilla Flavour,Brown & Polson,136.0,136.0,0.0,0.0,500 g ,500 g ,500 g ,500.0,0.272
714,714,Mad Angles Chips Pizza - Aah,Bingo,100.0,76.0,24.0,24.0,2x130 g - Multipack,2*130 g ,260 g,260.0,0.2923076923076923
715,715,Organic Himalayan Kashmir Honey,BB Royal,858.0,448.0,410.0,47.79,2x500 g - Multipack,2*500 g ,1000 g,1000.0,0.448
716,716,Bhelpuri Chutney,Mother's Recipe,57.0,51.3,5.700000000000003,10.0,200 g ,200 g ,200 g ,200.0,0.2565
717,717,Gold - Caramel Toffee,ALPENLIEBE,1260.0,1260.0,0.0,0.0,12x351 g - Multipack,12*351 g ,4212 g,4212.0,0.29914529914529914
718,718,"Eclairs Plus Birthday Pack - Rich Choco Center, Caramel Chewy Toffee",ALPENLIEBE,300.0,300.0,0.0,0.0,2x425 g - (125 pcs) Multipack,2*425 g ,850 g,850.0,0.35294117647058826
719,719,Super Snack - Butter Tomato,MR. MAKHANA,49.0,46.55,2.450000000000003,5.0,27.5 g ,27.5 g ,27.5 g ,27.5,1.6927272727272726
720,720,Masala Fries - Hot & Spicy,McCain,150.0,150.0,0.0,0.0,420 g ,420 g ,420 g ,420.0,0.35714285714285715
721,721,Pickle - Lime,Mother's Recipe,52.0,47.32,4.68,9.0,200 g - Pouch,200 g ,200 g ,200.0,0.2366
722,722,Caramel Chocolate Coated Wafer,Nestle ,70.0,70.0,0.0,0.0,50 g ,50 g ,50 g ,50.0,1.4
723,723,"Mint - Sugarfree, Peppermint Flavour, 15 Pcs (Pack Of 5)",Center Fresh,50.0,50.0,0.0,0.0,5 x 4.5 g - Multipack,5*4.5 g ,5*4.5 g ,,
724,724,Chocolate Chips,Ask Foods,80.0,80.0,0.0,0.0,100 g ,100 g ,100 g ,100.0,0.8
725,725,Ready To Eat - Dal Makhani,MTR,125.0,125.0,0.0,0.0,300 g - Carton,300 g ,300 g ,300.0,0.4166666666666667
726,726,Soan Treat - Orange,Haldiram's,70.0,70.0,0.0,0.0,250 g - Pouch,250 g ,250 g ,250.0,0.28
727,727,Dhania Pudina Chutney,Mother's Recipe,57.0,51.3,5.700000000000003,10.0,200 g - Pouch,200 g ,200 g ,200.0,0.2565
728,728,Amaranth Muesli,Nourish Organics,485.0,485.0,0.0,0.0,280 g ,280 g ,280 g ,280.0,1.7321428571428572
729,729,2-Minute Spicy Garlic Noodles,MAGGI ,80.0,70.0,10.0,12.5,248 g ,248 g ,248 g ,248.0,0.28225806451612906
730,730,"Funfoods Veg Mayonnaise - Original, Rich, Creamy",DR.OETKER,25.0,25.0,0.0,0.0,60 g - Pouch,60 g ,60 g ,60.0,0.4166666666666667
731,731,Chilli Chilli Chilli Super Hot Instant Cup Noodles,Nissin,150.0,133.86,16.139999999999986,10.76,70 g - (Pack of 3),70 g ,70 g ,70.0,1.9122857142857146
732,732,Jelly - Mixed Fruit Flavour,Cocon,90.0,90.0,0.0,0.0,20 pcs ,20 pcs ,20 pcs ,20.0,4.5
733,733,Durum Wheat Pasta - Mini Fusilli,BORGES,160.0,82.8,77.2,48.25,350 g - Pouch,350 g ,350 g ,350.0,0.23657142857142857
734,734,"0% Added Sugar Millet Muesli, High Protein, Rich in Fibre",Tata Soulfull,399.0,379.05,19.94999999999999,5.0,500 g - Pouch,500 g ,500 g ,500.0,0.7581
735,735,Masala Oats+ Tasty Snack With Millets - Desi Veggie,Tata Soulfull,239.0,215.1,23.900000000000006,10.0,500 g - Pouch,500 g ,500 g ,500.0,0.43019999999999997
736,736,Khari - Maska,Tasties,258.0,180.5,77.5,30.04,2x200 g - Multipack,2*200 g ,400 g,400.0,0.45125
737,737,Oreo Chocolate Bar,Cadbury 5 Star,40.0,40.0,0.0,0.0,42 g ,42 g ,42 g ,42.0,0.9523809523809523
738,738,"Potato Chips - Pizza Flavour, Crunchy & Crispy",Pringles,230.0,207.0,23.0,10.0,2x107 g - Multipack,2*107 g ,214 g,214.0,0.9672897196261683
739,739,Breakfast Sausages,Keventer,300.0,255.0,45.0,15.0,500 g ,500 g ,500 g ,500.0,0.51
740,740,Fulvada Gathia Namkeen,Balaji foods,60.0,60.0,0.0,0.0,200 g ,200 g ,200 g ,200.0,0.3
741,741,"50-50 Potazos - Mint Magic Minty Flavoured Crisp, Teatime Snack",Britannia,50.0,42.5,7.5,15.0,2 x71.5 g - Multipack,2*71.5 g ,2*71.5 g ,,
742,742,"Chicken - Momos, Spicy",Prasuma,650.0,578.5,71.5,11.0,2 x 24 pcs - Multipack,2*24 pcs ,48 pcs,48.0,12.052083333333334
743,743,"Crunchy Granola - Honey, Almonds, Strawberries & Pumpkin Seeds",Kelloggs,380.0,380.0,0.0,0.0,450 g - Pouch,450 g ,450 g ,450.0,0.8444444444444444
744,744,Coco Malai Biscuit,Bisk Farm,30.0,30.0,0.0,0.0,200 g - Pouch,200 g ,200 g ,200.0,0.15
745,745,Qubz Wafer Cubes - Belgian Chocolate Sandwich Biscuit,UNIBIC,300.0,150.0,150.0,50.0,2 x 150 g - (Multipack),2*150 g ,300 g,300.0,0.5
746,746,Honey - Coorg Natural,Goldrops,395.0,395.0,0.0,0.0,1 kg - Jar,1 kg ,1 kg ,1000.0,0.395
747,747,"Crunchy Bites - Source Of Fibre, Calcium, High In Protein, 10 Essential Vitamins & Minerals, Breakfast Cereals",Kelloggs,10.0,10.0,0.0,0.0,23 g ,23 g ,23 g ,23.0,0.43478260869565216
748,748,Rich Chocolate Coated Wafer,Nestle ,170.0,170.0,0.0,0.0,150 g ,150 g ,150 g ,150.0,1.1333333333333333
749,749,Instant Soup - Manchow,Chings,100.0,100.0,0.0,0.0,10x15 g - Multipack,10*15 g ,150 g,150.0,0.6666666666666666
750,750,Classic Chicken Delite Soup,Knorr,280.0,257.6,22.399999999999977,8.0,4x44 g - Multipack,4*44 g ,176 g,176.0,1.4636363636363638
751,751,Potato Chips - Salt,A-1 Chips,50.0,50.0,0.0,0.0,80 g ,80 g ,80 g ,80.0,0.625
752,752,"Homemade Appalams/Papad - Gold Finger, Fry & Eat",SDA PAPPADS,48.0,48.0,0.0,0.0,200 g - Pouch,200 g ,200 g ,200.0,0.24
753,753,"Pancake Mix - Classic Flavour, Makes Soft & Fluffy Pancakes",Pillsbury,49.0,24.5,24.5,50.0,80 g ,80 g ,80 g ,80.0,0.30625
754,754,Multigrain Balls - Chilli Chataka,GoodDiet,95.0,54.67,40.33,42.45,5x30 g - (Multipack),5*30 g ,150 g,150.0,0.36446666666666666
755,755,Bakarwadi,Tasties Origins,125.0,99.0,26.0,20.8,250 g - Pouch,250 g ,250 g ,250.0,0.396
756,756,Namkeen - Cornflakes Mixture,Tasties Origins,315.0,150.0,165.0,52.38,3x150 g - (Multipack),3*150 g ,450 g,450.0,0.3333333333333333
757,757,Dark Fantasy Desserts Choco Nut Dipped Filled Cookie,Sunfeast,120.0,104.88,15.120000000000005,12.6,2 x 100 g - Multipack,2*100 g ,200 g,200.0,0.5244
758,758,"Peanut Butter - Creamy, Rich In Protein, Spreads",Sundrop,240.0,237.0,3.0,1.25,924 g ,924 g ,924 g ,924.0,0.2564935064935065
759,759,"Rice Paper - Round, 16 cm",REAL THAI,185.0,185.0,0.0,0.0,100 g - Carton,100 g ,100 g ,100.0,1.85
760,760,Multigrain Cookies - Sugar Free,Tasties,49.0,45.0,4.0,8.16,75 g ,75 g ,75 g ,75.0,0.6
761,761,Rol.A.Cola Candy,Parle,30.0,22.5,7.5,25.0,100 g ,100 g ,100 g ,100.0,0.225
762,762,"Juicyfills - Orange & Mango Flavour, Assorted Candy",ALPENLIEBE,210.0,210.0,0.0,0.0,2x342 g - (90 pcs) Multipack,2*342 g ,684 g,684.0,0.30701754385964913
763,763,Sixer Biscuits - Salted,Parle,70.0,70.0,0.0,0.0,200 g - Jar,200 g ,200 g ,200.0,0.35
764,764,Slurrp Farm Instant Millet Noodles- Mild Masala,Slurrp Farm,140.0,140.0,0.0,0.0,228 gm - (Pack of 57g X 4),228 gm ,228 gm ,228.0,0.6140350877192983
765,765,Funfoods Veg Mayonnaise De'lite,Dr. Oetker,358.0,258.0,100.0,27.93,2 x 750 g - Multipack,2*750 g ,1500 g,1500.0,0.172
766,766,"O'Rice Cracker - Light & Tasty, Baked Not Fried",Orion,330.0,297.0,33.0,10.0,151.2 g - (Pack of 2),151.2 g ,151.2 g ,151.2,1.9642857142857144
767,767,Banana Chips - Classic Salt,A-1 Chips,110.0,104.5,5.5,5.0,180 g ,180 g ,180 g ,180.0,0.5805555555555556
768,768,Apple Cider Vinegar With Mother,Disano,495.0,176.43,318.57,64.36,500 ml - Bottle,500 ml ,500 ml ,500.0,0.35286
769,769,Popcorn - Caramel Bliss,ACT II,195.0,168.0,27.0,13.85,3x70 g - Multipack,3*70 g ,210 g,210.0,0.8
770,770,Yummiez Chicken Kabab - Lucknow Seekh,Godrej Yummiez,300.0,275.0,25.0,8.33,400 g - Pouch,400 g ,400 g ,400.0,0.6875
771,771,Southwest Chipotle Dressing,VEEBA,175.0,175.0,0.0,0.0,300 g - Bottle,300 g ,300 g ,300.0,0.5833333333333334
772,772,Milkybar Moosha - Caramel & Nougat Bar,Nestle ,20.0,16.0,4.0,20.0,38 g ,38 g ,38 g ,38.0,0.42105263157894735
773,773,"Strawberry Cereal - No Sugar, Instant Healthy Cereal With Ragi, Rice & Milk",Slurrp Farm,349.0,349.0,0.0,0.0,200 g ,200 g ,200 g ,200.0,1.745
774,774,Crunchy Granola - Chocolate & Almonds,Kelloggs,380.0,350.0,30.0,7.89,450 g - Pouch,450 g ,450 g ,450.0,0.7777777777777778
775,775,Hobnobs Oat Cookies With Chocochips,McVitie's,225.0,185.51,39.49000000000001,17.55,3 x 153.85 g - (3x pack of 5 ) Multipack,3*153.85 g ,3*153.85 g ,,
776,776,Multi Grain Idli Dosa Batter,Rishta,150.0,132.0,18.0,12.0,800 g - Pouch,800 g ,800 g ,800.0,0.165
777,777,Premium Cashews Toasted & Salted,Happilo,790.0,549.06,240.94000000000005,30.5,2x200 g - Multipack,2*200 g ,400 g,400.0,1.37265
778,778,Kitkat Chunky Milk Chocolate Bar,Nestle ,140.0,130.0,10.0,7.14,2 x 40 g - Multipack,2*40 g ,80 g,80.0,1.625
779,779,"Kachcha Aam Candy - With Tangy Twist, Hard-Boiled",Pulse,120.0,95.04,24.959999999999994,20.8,2 x 190 g - Multipack,2*190 g ,380 g,380.0,0.2501052631578948
780,780,Dairy Milk Silk Mousse - Chocolate Bar,Cadbury Dairy Milk Silk,525.0,499.06,25.939999999999998,4.94,3x116 g - Multipack,3*116 g ,348 g,348.0,1.434080459770115
781,781,Chocomini,Amul,140.0,140.0,0.0,0.0,250 g ,250 g ,250 g ,250.0,0.56
782,782,"Tangy Tomato Puff - Healthy Snacks For Kids, School Tiffin & Travel Friendly",Slurrp Farm,200.0,190.0,10.0,5.0,8x20 g - Multipack,8*20 g ,160 g,160.0,1.1875
783,783,Original Recipe - Pizza & Pasta Sauce,Wingreens Farms,298.0,262.24,35.75999999999999,12.0,2x450 g - Multipack,2*450 g ,900 g,900.0,0.2913777777777778
784,784,"Egg Hakka Noodles - Zero Fat, Free From Additives",Ramyeon,195.0,165.75,29.25,15.0,1 kg ,1 kg ,1 kg ,1000.0,0.16575
785,785,Chocolate - Lindor Dark,Lindt,1050.0,1050.0,0.0,0.0,200 g ,200 g ,200 g ,200.0,5.25
786,786,Milk Bikis Classic Biscuits - Zero Trans Fat,Britannia,50.0,50.0,0.0,0.0,288 g ,288 g ,288 g ,288.0,0.1736111111111111
787,787,Yippee Tricolor Pasta - Masala,Sunfeast,84.0,71.4,12.599999999999994,15.0,3x70 g - Multipack,3*70 g ,210 g,210.0,0.34
788,788,Misal Farsan/All In One Mixture - Crispy,Tasties Origins,218.0,131.0,87.0,39.91,2x150 g - Multipack,2*150 g ,300 g,300.0,0.43666666666666665
789,789,Jelly Crystals - Strawberry Flavour,Weikfield,55.0,52.0,3.0,5.45,90 g - Carton,90 g ,90 g ,90.0,0.5777777777777777
790,790,Quinoa Brown Rice Chips - Sour Cream & Onion,GoodDiet,105.0,89.25,15.75,15.0,3x30 g - (Multipack),3*30 g ,90 g,90.0,0.9916666666666667
791,791,"Peanut Butter Crunchy - 25% Protein, India’s Finest Quality Peanuts",Kissan,415.0,381.8,33.19999999999999,8.0,920 g ,920 g ,920 g ,920.0,0.41500000000000004
792,792,Pasta Treat - Tomato Cheese,Sunfeast,56.0,47.6,8.399999999999999,15.0,2x65 g ,2*65 g ,130 g,130.0,0.36615384615384616
793,793,Pickle - Amla Without Garlic,Priya,110.0,110.0,0.0,0.0,300 g - Bottle,300 g ,300 g ,300.0,0.36666666666666664
794,794,Sugar Free Petit Beurre - The Taste Of France,Bisk Farm,40.0,40.0,0.0,0.0,250 g - Pouch,250 g ,250 g ,250.0,0.16
795,795,"Ragi Vermicelli - Source Of Calcium, Protein & Iron",Aashirvaad,64.0,64.0,0.0,0.0,450 g - Pouch,450 g ,450 g ,450.0,0.14222222222222222
796,796,Yummiez American Sweet Corn,Godrej Yummiez,90.0,80.0,10.0,11.11,400 g - Pouch,400 g ,400 g ,400.0,0.2
797,797,D'lite Dark Chocolate Bar - Rich Cocoa,Sugar Free,378.0,287.28,90.72000000000003,24.0,2 x 80 g - Multipack,2*80 g ,160 g,160.0,1.7954999999999999
798,798,"Ragi Bites Strawberry Fills - No Maida, Calcium & Dal Protein",Tata Soulfull,219.0,208.05,10.949999999999989,5.0,250 g - Carton,250 g ,250 g ,250.0,0.8322
799,799,Kesar Shrikhand,Amul,130.0,130.0,0.0,0.0,500 g - Cup,500 g ,500 g ,500.0,0.26
800,800,"Chewy Candy Stick - Mint Flavour, 14 Pcs (Pack Of 3)",Mentos,60.0,60.0,0.0,0.0,3 x 36.4 g - Multipack,3*36.4 g ,3*36.4 g ,,
801,801,"Dry Fruit Combo - Walnuts, Cashews, Almonds, Raisins, Pistachios, Boosts Energy",Zoff,3855.0,1191.58,2663.42,69.09,1.250 kg ,1.250 kg ,1.250 kg ,1250.0,0.9532639999999999
802,802,Crackers - Roasted Onion,GoodDiet,225.0,175.0,50.0,22.22,150 g - Pouch,150 g ,150 g ,150.0,1.1666666666666667
803,803,"Potato Chips - Original Style, Cream & Onion",Bingo,120.0,110.4,9.599999999999994,8.0,6x52 g - Multipack,6*52 g ,312 g,312.0,0.35384615384615387
804,804,Potato Chips,Sanjay ,50.0,50.0,0.0,0.0,90 g ,90 g ,90 g ,90.0,0.5555555555555556
805,805,For Boys - With Surprise,Kinder Joy,360.0,349.2,10.800000000000011,3.0,8x20 g - Multipack,8*20 g ,160 g,160.0,2.1825
806,806,Lightly Salted Roasted Cashews,Cornitos,50.0,47.5,2.5,5.0,25 g - Pouch,25 g ,25 g ,25.0,1.9
807,807,"Millet Muesli - Crunchy, 80% Whole Grains, Almonds & Raisins",Tata Soulfull,469.0,304.85,164.14999999999998,35.0,700 g ,700 g ,700 g ,700.0,0.43550000000000005
808,808,Khakhra - Methi,JABSONS,80.0,80.0,0.0,0.0,180 g - Pouch,180 g ,180 g ,180.0,0.4444444444444444
809,809,Cashew Biscuits,Karachi Bakery ,180.0,171.0,9.0,5.0,400 g ,400 g ,400 g ,400.0,0.4275
810,810,Light Meat Tuna Flakes In Sunflower Oil,Tasty Nibbles,160.0,160.0,0.0,0.0,185 g - Canned light meat tuna flakes with sunflower oil as base,185 g ,185 g ,185.0,0.8648648648648649
811,811,"Papad - Sabudana With Rock Salt, Crispy & Flavourful",Mother's Recipe,32.0,32.0,0.0,0.0,70 g - Pouch,70 g ,70 g ,70.0,0.45714285714285713
812,812,Gold Candy,Cadbury Choclairs,200.0,180.0,20.0,10.0,520 g - (100 Candies),520 g ,520 g ,520.0,0.34615384615384615
813,813,Hazelnut Chocolate Bar,Cadbury Dairy Milk Silk,370.0,355.35,14.649999999999977,3.96,2 x 143 g - Multipack,2*143 g ,286 g,286.0,1.2424825174825176
814,814,Instant Popcorn - Barbeque,4700BC,30.0,28.5,1.5,5.0,60 g ,60 g ,60 g ,60.0,0.475
815,815,Pineapple Jam,Kissan,190.0,190.0,0.0,0.0,500 g ,500 g ,500 g ,500.0,0.38
816,816,"Chocos - Chhota Laddoo, With Whole Grain, Source Of Fibre, High In Calcium & Protein, Breakfast Cereals",Kelloggs,210.0,210.0,0.0,0.0,340 g ,340 g ,340 g ,340.0,0.6176470588235294
817,817,Organic Unfiltered Apple Cider Vinegar with Mother,BORGES,400.0,377.0,23.0,5.75,355 ml ,355 ml ,355 ml ,355.0,1.0619718309859154
818,818,"Potato Chips - Desi Masala Tadka Flavour, Crunchy & Crispy",Pringles,230.0,207.0,23.0,10.0,2x107 g - Multipack,2*107 g ,214 g,214.0,0.9672897196261683
819,819,Instant Soup - Tomato,Chings,100.0,100.0,0.0,0.0,10x15 g - Multipack,10*15 g ,150 g,150.0,0.6666666666666666
820,820,"Fox Nuts Black Salt - Delicious Teatime Snack, Popped Lotus Seeds, Roasted In Olive Oil",MR. MAKHANA,130.0,123.5,6.5,5.0,75 g ,75 g ,75 g ,75.0,1.6466666666666667
821,821,"Cashew Cookies - Chocolate & Kaju. Healthy biscuits- no added maida, 18 cookies",Open Secret,315.0,277.2,37.80000000000001,12.0,3x75 g - Multipack,3*75 g ,225 g,225.0,1.232
822,822,Citric Acid,Blue Bird,36.0,36.0,0.0,0.0,50 g - Box,50 g ,50 g ,50.0,0.72
823,823,Bread Crumbs,HappyChef,119.0,95.0,24.0,20.17,400 g ,400 g ,400 g ,400.0,0.2375
824,824,Kellogg`s Pro Muesli - With 100% Plant Protein  High Prote 500 g Pouch,Kelloggs,380.0,340.0,40.0,10.53,500 g - Pouch,500 g ,500 g ,500.0,0.68
825,825,Aloo Paratha,Tasty Fresh ,125.0,125.0,0.0,0.0,400 g ,400 g ,400 g ,400.0,0.3125
826,826,"Snappers Potato Crackers - Cream & Onion, Light, Crispy Snack",UNIBIC,150.0,135.0,15.0,10.0,6x75 g - Multipack,6*75 g ,450 g,450.0,0.3
827,827,Thatta Murukku - Masala,A-1 Chips,120.0,114.0,6.0,5.0,250 g ,250 g ,250 g ,250.0,0.456
828,828,Secret Schezwan Stir FryÂ Sauce,Chings,90.0,87.97,2.030000000000001,2.26,250 g - Jar,250 g ,250 g ,250.0,0.35187999999999997
829,829,Red Chilli Papad,SDA PAPPADS,45.0,45.0,0.0,0.0,100 g ,100 g ,100 g ,100.0,0.45
830,830,Funfoods Peanut Butter Crunchy,Dr. Oetker,278.0,238.0,40.0,14.39,2 x 400 g - Multipack,2*400 g ,800 g,800.0,0.2975
831,831,Pickle - Red Stuffed Chilli,Mother's Recipe,75.0,68.25,6.75,9.0,200 g - Pouch,200 g ,200 g ,200.0,0.34125
832,832,Instant Avalakki Bisi Bele Bhath,Sanketi Adukale,115.0,115.0,0.0,0.0,250 g ,250 g ,250 g ,250.0,0.46
833,833,Chocolate Chip Cookies,Milano,240.0,120.0,120.0,50.0,2x120 g - Multipack,2*120 g ,240 g,240.0,0.5
834,834,Dark Fantasy Desserts Choco Chunks Filled Cookie,Sunfeast,120.0,96.9,23.099999999999994,19.25,2 x 75 g - Multipack,2*75 g ,150 g,150.0,0.646
835,835,Ready To Eat - Rajma Masala,MTR,125.0,125.0,0.0,0.0,300 g ,300 g ,300 g ,300.0,0.4166666666666667
836,836,Golden Wheat Crisps - Jeera Khakhra,Daadi's,80.0,80.0,0.0,0.0,180 g - Pouch,180 g ,180 g ,180.0,0.4444444444444444
837,837,"Mini Makhana - Salt & Pepper, High In Protein & Calcium, Gluten Free Snack",Protyze,80.0,80.0,0.0,0.0,60 g - Pouch,60 g ,60 g ,60.0,1.3333333333333333
838,838,Instant Rava Pongal Mix,Sanketi Adukale,120.0,120.0,0.0,0.0,250 g ,250 g ,250 g ,250.0,0.48
839,839,Bhakri Baked Mathri - Methi,Tasties,120.0,50.0,70.0,58.33,180 g ,180 g ,180 g ,180.0,0.2777777777777778
840,840,Platina- Nutricrunch Lite Cracker,Parle,30.0,30.0,0.0,0.0,200 g - Pouch,200 g ,200 g ,200.0,0.15
841,841,Almondo - Roasted Almonds Coated With Milk Chocolate,Amul,210.0,210.0,0.0,0.0,200 g ,200 g ,200 g ,200.0,1.05
842,842,Frozen Aloo-Tikki,Safal,90.0,76.5,13.5,15.0,400 g ,400 g ,400 g ,400.0,0.19125
843,843,Pickle - Mango Tender,MTR,145.0,145.0,0.0,0.0,300 g - Jar,300 g ,300 g ,300.0,0.48333333333333334
844,844,"Crunchy Chicken Nuggets - Non-Veg Frozen Snack, Ready To Cook",ITC Master Chef,315.0,267.75,47.25,15.0,450 g ,450 g ,450 g ,450.0,0.595
845,845,Waffy Strawberry Flavoured Rolls - Creamy,Dukes ,300.0,150.0,150.0,50.0,300 g - Jar,300 g ,300 g ,300.0,0.5
846,846,Halwa - Karachi,Lal,99.0,99.0,0.0,0.0,200 g ,200 g ,200 g ,200.0,0.495
847,847,For Girls - With Surprise,Kinder Joy,360.0,349.2,10.800000000000011,3.0,8x20 g - Multipack,8*20 g ,160 g,160.0,2.1825
848,848,Instant Popcorn - Butter Delite,ACT II,99.0,99.0,0.0,0.0,3x77 g - Multipack,3*77 g ,231 g,231.0,0.42857142857142855
849,849,Instant Popcorn - Butter,4700BC,30.0,27.0,3.0,10.0,90 g ,90 g ,90 g ,90.0,0.3
850,850,Sweet Chili Sauce,REAL THAI,350.0,350.0,0.0,0.0,720 ml - Pet Bottle,720 ml ,720 ml ,720.0,0.4861111111111111
851,851,Nacho Crisps - Sea Salt,Cornitos,180.0,165.6,14.400000000000006,8.0,2x150 g - Multipack,2*150 g ,300 g,300.0,0.5519999999999999
852,852,"Chocos - Duet, With Whole Grain, Source Of Fibre, High In Calcium & Protein, Breakfast Cereals",Kelloggs,10.0,10.0,0.0,0.0,22 g - Pouch,22 g ,22 g ,22.0,0.45454545454545453
853,853,"Lindor White Chocolate - Smooth, Creamy, Rich Flavour",Lindt,950.0,807.5,142.5,15.0,200 g ,200 g ,200 g ,200.0,4.0375
854,854,Papad - Triangle,Balaji foods,35.0,35.0,0.0,0.0,200 g ,200 g ,200 g ,200.0,0.175
855,855,Mango Pickle/Aam Ka Achaar - Home Made,DIVINE BITE,260.0,260.0,0.0,0.0,300 g ,300 g ,300 g ,300.0,0.8666666666666667
856,856,"Snack Bar - Fruit & Nut, Choco",UNIBIC,240.0,180.0,60.0,25.0,6X30 g - Multipack,6*30 g ,180 g,180.0,1.0
857,857,Premium California Pistachio - Roasted & Salted,ProV,549.0,307.0,242.0,44.08,250 g ,250 g ,250 g ,250.0,1.228
858,858,"Classic Pancake Mix - No Maida, Eggless Instant Healthy Breakfast",Slurrp Farm,447.0,415.71,31.29000000000002,7.0,3x150 g - Multipack,3*150 g ,450 g,450.0,0.9238
859,859,Premium Wafer Bites - Strawberry,Tasties,85.0,85.0,0.0,0.0,100 g ,100 g ,100 g ,100.0,0.85
860,860,Zero Sugar Dark Chocolate Bar - 55% Cocoa,Lindberg,175.0,149.0,26.0,14.86,100 g ,100 g ,100 g ,100.0,1.49
861,861,Roasted Peanuts - Nimboo Pudina,JABSONS,70.0,70.0,0.0,0.0,140 g - Pouch,140 g ,140 g ,140.0,0.5
862,862,Breakfast Mix - Vada,MTR,200.0,200.0,0.0,0.0,500 g ,500 g ,500 g ,500.0,0.4
863,863,"Nutrition Energy Bar - Fig, Flax & Pumpkin Seeds",GoodDiet,520.0,350.1,169.89999999999998,32.67,10x40 g - (Multipack),10*40 g ,400 g,400.0,0.8752500000000001
864,864,Digestive High Fibre Biscuits - Goodness Of Wholewheat,McVitie's,25.0,22.5,2.5,10.0,100 g - Pouch,100 g ,100 g ,100.0,0.225
865,865,Minute Garlic Rasam,MTR,40.0,40.0,0.0,0.0,60 g ,60 g ,60 g ,60.0,0.6666666666666666
866,866,Ready to Mix - Rava Idly,Swastiks,130.0,130.0,0.0,0.0,500 g ,500 g ,500 g ,500.0,0.26
867,867,Syrup - Pancake,American Garden,1520.0,1520.0,0.0,0.0,2x709 ml - Multipack,2*709 ml ,1418 ml,1418.0,1.071932299012694
868,868,"Choco Chip Cookie With No Maida - Healthy Biscuit, 7 Grains Protein Snacks",RiteBite Max Protein,600.0,600.0,0.0,0.0,660 g - (Pack of 12),660 g ,660 g ,660.0,0.9090909090909091
869,869,Vanilla Wafers,Britannia Treat,100.0,50.0,50.0,50.0,2x60 g - Multipack,2*60 g ,120 g,120.0,0.4166666666666667
870,870,Healthy Khakhra Pearl Millet Methi Bajra Methi,Tasties,80.0,50.0,30.0,37.5,180 g ,180 g ,180 g ,180.0,0.2777777777777778
871,871,Pickle - Mix Vegetable,Swastiks,80.0,80.0,0.0,0.0,500 g ,500 g ,500 g ,500.0,0.16
872,872,Rice Vermicelli,REAL THAI,240.0,240.0,0.0,0.0,375 g - Carton,375 g ,375 g ,375.0,0.64
873,873,Oats Idli,GoodDiet,298.0,292.04,5.9599999999999795,2.0,2x400 g - Multipack,2*400 g ,800 g,800.0,0.36505000000000004
874,874,No Added Sugar Muesli With Real Fruits & Nuts - High Protein,True Elements,835.0,676.35,158.64999999999998,19.0,1.2 kg ,1.2 kg ,1.2 kg ,1200.0,0.563625
875,875,Chick Peas - Classic,American Garden,149.0,149.0,0.0,0.0,400 g - CUP,400 g ,400 g ,400.0,0.3725
876,876,Honey Oats Cookies,Tasties,120.0,95.04,24.959999999999994,20.8,4x75 g - (Multipack),4*75 g ,300 g,300.0,0.3168
