,Grocery_Name,Discount_Price,MRP_Price,Brand_Name,Quantity
290,Namkeen - Corn Flakes Mixture,₹10,₹10,Townbus,30 g 
291,Motichoor Laddu Mithai / Sweet - Made With Desi Ghee,₹125,₹199,Tasties,200 g 
292,"Minute Fresh Idli Batter - ConviPack, No Added Soda, Preservatives, Flavours Or Colours, Authentic Taste",₹71,₹85,MTR FOODS,750 g 
293,Bourbon - The Original Biscuits,₹72,₹75,Britannia,3x100 g - Multi Pack
294,Durum Wheat Pasta - Mini Penne Rigate,₹165.6,₹320,BORGES,2x350 g - Multipack
295,"Masala Oats - Tasty Evening Snack, Fibre Rich, Curry & Pepper",₹182.16,₹207,Saffola,500 g 
296,Roasted Peanuts - Classic Salted,₹70,₹70,JABSONS,160 g - Pouch
297,Chocolate Gift Pack,₹900,₹1200,Cadbury Celebrations,59.8 g - Pack of 24
298,Premium Laddoo - Besan,₹250,₹250,Lal,400 g 
299,Cheese Licks,₹35,₹35,Bisk Farm,150 g - Pouch
300,"American Pistachios - Roasted & Salted, 100% Natural, Premium, No Additives",₹279.3,₹399,Grocery Farm,200 g 
301,Cocoa Powder,₹58.5,₹65,HappyChef,50 g 
302,Classic Chocolate,₹20,₹20,Nestle ,34 g - Pouch
303,Red Chilli Sauce,₹163.8,₹180,Ching's Secret,3x200 g - Multipack
304,Chicken Instant Noodles,₹72,₹72,MAGGI ,284 g - Pouch
305,Crunchy Granola Almonds & Cranberries,₹350,₹380,Kelloggs,460 g 
306,"Butter Murukku - Fresh, Crunchy, South Indian Snack",₹51,₹60,Modern Kitchens,150 g 
307,"Honey Active - From Sundarban Forest, 100% Pure, No Sugar Adulteration",₹370.5,₹475,Saffola,1 kg - Jar
308,Ready Mix - Vermicelli Payasam,₹75,₹75,MTR,180 g - Pouch
309,Glucose Biscuits,₹47.5,₹50,Sunfeast,5x96 g - Multipack
310,Namkeen - Ratlami Sev,₹141,₹141,Haldiram's,3x150 g - Multipack
311,Chocolate Wafers,₹50,₹100,Britannia Treat,2x60 g - Multipack
312,Mayonnaise - Eggless Spout,₹298.02,₹438,Del Monte ,2x900 g - Multipack
313,Classic Corn Flakes,₹189,₹340,BB Royal,900 g 
314,Soan Papdi - Real Cardamom,₹70,₹70,GRB,200 g - Pouch
315,Pickle - Mango,₹108.77,₹149,Mother's Recipe,500 g - Pouch
316,Soan Papdi,₹1560,₹1560,Haldiram's,12x500 g - Multipack
317,Instant Popcorn - Tomato Chilli,₹198,₹198,ACT II,6x59 g - Multipack
318,Durum Wheat Pasta - Spaghetti,₹154.73,₹299,BORGES,500 g - Pouch
319,French Fries,₹180,₹180,Amul Happy Treats,2x425 g - Multipack
320,Peanut & Caramel Filled Chocolate Bar,₹288.51,₹320,Cadbury Fuse,8x45 g - Multipack
321,Milkybar White Chocolate,₹32,₹40,Nestle ,42 g - Box
322,Chocolate Bar,₹514.5,₹525,Cadbury Dairy Milk Silk,3x150 g - Multipack
323,Original Potato Chips - Classic Salted Flavoured,₹207,₹230,Pringles,2x107 g - Multipack
324,"Real Mayonnaise - Eggless Extra Creamy, World's No. 1 Brand",₹82.8,₹90,Hellmanns,250 g 
325,Fruit & Nut Dark Chocolate Bar,₹270.48,₹300,Cadbury Bournville,3 x 80 g - Multipack
326,Nissin Geki - Hot & Spicy Korean Chicken Flavour,₹220.5,₹294,Nissin,80 g - (Pack of 6)
327,Instant Popcorn - Magic Butter Flavour,₹10,₹10,ACT II,30 g 
328,Assorted Choco Treats,₹375,₹549,Lindberg,200 g - (18 pcs)
329,Phalhari Chiwda Namkeen - Sweet & Salty,₹47,₹47,Haldiram's,200 g - Pouch
330,Namkeen - Phalhari Chiwda,₹10,₹10,Haldiram's,45 g - Pouch
331,"Waffy Wafers - Strawberry Flavoured, Creamy & Crunchy",₹25,₹50,Dukes ,60 g - Pouch
332,Samosa Patti,₹82,₹100,Switz,2x25 Sheets - Multipack
333,"Fruit N Nut, Dark Chocolate- 55% Rich In Cocoa",₹110,₹110,Amul,150 g - Carton
334,Masala - Chutney Powder,₹145,₹155,MTR,200 g - Pouch
335,"Veggie Fingers - Veggie Delight With Corn, Carrot & Peas",₹155,₹155,McCain,400 g 
336,Namkeen - Bhel Puri,₹94,₹100,Haldiram's,300 g - Pouch
337,"Little Millet Noodles - No Maida, Not Fried",₹387,₹387,Slurrp Farm,3x192 g - Multipack
338,Rice Papad - Jeera,₹25,₹25,Mother's Recipe,75 g 
339,"Essentials Ragi Cookies - No Added Sugar & Diabetic Friendly, High Dietary Fibre",₹61.6,₹70,Britannia NutriChoice ,150 g 
340,Pazzta Masala Penne - Made With 100% Suji/Rawa,₹46,₹54,MAGGI ,"139 g - Family Saver Pack, Pouch"
341,"Badam Drink Mix - Real Badam, Elaichi & Kesar",₹220,₹260,MTR,450 g 
342,"Oats Cookies Milk Almond,",₹60.56,₹75,Britannia NutriChoice ,3x 75 g - Multipack
343,Super Snack - Cream & Onion,₹46.55,₹49,MR. MAKHANA,27.5 g 
344,Chocolate Gift Pack,₹1099.91,₹1194,Cadbury Celebrations,178.8 g - Pack of 6
345,Namkeen - Green Chutney Rajasthani Style,₹60,₹60,Kurkure,3x90 g - Multipack
346,"Sugar Free Biscuits - Cream Cracker, Crunchy, Teatime Snack",₹45,₹45,Bisk Farm,300 g - Pouch
347,Veggie Stix - Sour Cream & Onion,₹55.2,₹60,Too Yumm!,3x45 g - Multipack
348,Ultra Thin Banana Wafers - Classic Salt,₹110,₹110,A-1 Chips,180 g 
349,Gulab Jamun,₹230,₹270,MTR,1 kg - Tin
350,"Biscuits - Rich Marie, Light & Crunchy, Teatime Snack",₹37.6,₹40,Bisk Farm,300 g - Pouch
351,Rich Dry Fruit Collection Chocolate Gift Pack,₹971.52,₹1100,Cadbury Celebrations,177 g - Pack of 2
352,Caramel Cookie Chocolate Bar,₹189,₹210,Twix,3x50 g - Multipack
353,Farmlite Biscuit - Oats & Raisins,₹152.49,₹195,Sunfeast,3x150 g 
354,Organic - Apple Cider Vinegar,₹2108,₹2480,Bragg,2x946 ml - Multipack
355,Golden Wheat Crisps - Methi Khakhra,₹80,₹80,Daadi's,180 g - Pouch
356,Cocoa Powder Mix,₹423.47,₹530,Cadbury,2x150 g - Multipack
357,Bagrry`S Crunchy Muesli With Almonds  Raisins & Honey - 40 750 g Pouch,₹357.7,₹490,Bagrrys,750 g - Pouch
358,"Dark Fantasy - Yumfills, Rich Chocolate Pie Cake",₹85.06,₹170,Sunfeast,242 g 
359,Potato Chips - Sour Cream & Onion Flavoured,₹207,₹230,Pringles,2x107 g - Multipack
360,"Waffy Wafers - Pineapple Flavoured, Creamy & Crunchy",₹25,₹50,Dukes ,60 g 
361,Appalam,₹45,₹50,Mother's Recipe,100 g - Pouch
362,"Hashtags - Spicy Masala, Unique Flavour, Crispy",₹28.33,₹30,Bingo,58 g - Pouch
363,Pickle - Mango Sliced,₹149,₹149,MTR,500 g - Jar
364,Namkeen - Salted Banana Chips,₹516,₹594,Tasties,6x150 g - (Multipack)
365,Gulab Jamun Instant Mix,₹154,₹280,Aashirvaad,500 g - Pouch
366,"Oats - Low In Sodium, Soluble Fibre, Reduce Cholesterol",₹146,₹180,Kelloggs,900 g 
367,Milano Cookies - Centre Filled With Mixed Berries,₹90,₹120,Parle,3x75 g - Multipack
368,"All Rounder - Thin, Light & Crunchy Potato Biscuit With Chatpata Masala Flavour",₹71.25,₹75,Sunfeast,75 g - (Pack of 3)
369,"Minute Fresh Signature Dosa Batter - Made From Red Rice, No Added Preservatives, Soda",₹81,₹90,MTR FOODS,850 g 
370,Ragi Sticks - Achari Masala,₹69.25,₹125,GoodDiet,5x30 g - (Multipack)
371,Roasted Vermicelli - Made From Wheat,₹55.46,₹59,Aashirvaad,400 g 
372,"Cuppa Noodles - Masala, 70 g, Pack of 3",₹150,₹150,MAGGI ,3x70 g - Multipack
373,Nice - Sugar Sprinkled Biscuits,₹71.25,₹75,Sunfeast,3x142.8 g - (Multipack)
374,Cookies - Hide N Seek Milano,₹180,₹240,Parle,6x75 g - (Multipack)
375,Instant Gojjavalakki Mix,₹109,₹109,Sanketi Adukale,250 g 
376,"Original Special K - Low Fat, High In B Group Vitamins, Source Of Protein & Fibre, Breakfast Cereals",₹447.25,₹470,Kelloggs,935 g 
377,Sliced Black Olives,₹300.3,₹330,Del Monte ,450 g - Jar
378,"Tata Sampann Dry Fruits & Nuts Mix (Contains Almonds, Black Raisins, Cashews, Cranberries, Green raisins, and Pistachio kernels), 100% Premium Hand-picked Dry Fruits & Nuts, up to 20 Quality Parameters Tested",₹234.61,₹285,Tata Sampann,200 g 
379,Chef'S Special - Tomato Ketchup,₹84.15,₹99,VEEBA,900 g 
380,"Playz Puffcorn - Yummy Cheese, Namkeen",₹63.75,₹100,Kurkure,2 x 80 g - Multipack
381,Chocos Crunchy Bites,₹382.5,₹410,Kelloggs,2x 375 g - Multipack
382,Good Day Cookies - Rich Butter,₹142.5,₹150,Britannia,6x120 g - Multipack
383,Ragi Idli & Dosa Batter,₹100,₹100,Batter Box,1 Kg 
384,Signature Minute Fresh Akki Rotti - Heat & Eat,₹90,₹95,MTR,420 g 
385,"Peanut Chikki Nice - Made With jaggery, Healthy Snack, Protein Rich",₹85,₹85,SDA ,200 g - POUCH
386,"Masala Oats - Karara Crunch, Classic Masala, Tasty Recipe",₹169.6,₹212,Saffola,500 g 
387,Quinoa Puffs - Onion Masala,₹69.25,₹125,GoodDiet,5x30 g - (Multipack)
388,Oreo Chocolate Bar,₹499.06,₹525,Cadbury Dairy Milk Silk,3 x 130 g - Multipack
389,Wild Honey,₹452.4,₹580,24 Mantra Organic,2x500 g - Multipack
390,"Khatta Meetha - Premium Quality, Guilt-free Snack, Authentic Taste",₹180,₹200,Haldiram's,1 kg - Pouch
391,"Dark Chocolate - Single Origin, India",₹80,₹160,Amul,125 g 
392,"Choco Ragi Puff - Healthy Snacks For Kids, School Tiffin & Travel Friendly",₹190,₹200,Slurrp Farm,8x20 g - Multipack
393,"Aam Papad -  Fruit Bar, No Added Preservatives & Colours",₹202.5,₹225,Paper Boat,270 g - (Pack of 3)
394,Yummiez Pepper & Herb Chicken Sausages,₹170,₹180,Godrej Yummiez,250 g - Pouch
395,Jack Fruit Chips,₹130,₹130,A-1 Chips,200 g 
396,Organic Wild Honey,₹450,₹798,BB Royal,2x500 g - Multipack
397,Expressions Gift Box - Assorted Chocolate Truffles,₹299,₹499,Lindberg,185 g - (16 Pcs)
398,Sugar Free Cashew Cookies,₹324,₹360,UNIBIC,6x75 g - Multipack
399,Namkeen - Handmade Bhujia Sev,₹193.02,₹294,Tasties,6x150 g - Multipack
400,Sugar Free Dark Chocolate,₹140,₹140,Amul,150 g 
401,Pastalicious Penne - 100% Durum Wheat Semolina,₹119,₹260,Disano,2x400 g - Multipack
402,Super Snack - Piri Piri Paradise,₹46.55,₹49,MR. MAKHANA,27.5 g 
403,"Thenkuzhal Muruku - Namkeen Snack, No Transfats Or Cholesterol, Evening Snack",₹65,₹65,Townbus,170 g - Stand Pouch
404,"Pancake Mix - Chocolate Flavour, Makes Soft & Fluffy Pancakes",₹26.5,₹53,Pillsbury,80 g 
405,Quinoa Puffs - Spicy Garlic,₹61.97,₹125,GoodDiet,5x30 g - (Multipack)
406,Honey - Zero Adulteration,₹149,₹365,BB Royal,500 g - Squeezy Bottle
407,"Bars Choco Almond 10 g Daily Protein Bar With Real Almond, Sugar Free Healthy Protein Snacks",₹427.5,₹450,RiteBite Max Protein,50 g - (Pack of 6)
408,"Poppins Candy - Fruit Flavoured Rolls, Tangy & Crunchy",₹22.5,₹30,Parle,100 g 
409,Chewy Fruit Candies - Original,₹10,₹10,Skittles,9 g 
410,Instant Khatta Meetha Poha With Millets,₹81,₹108,Aashirvaad,4X60 g - Multipack
411,Namkeen - Moong Dal,₹190,₹210,Haldiram's,2x350 g - Multipack
412,No-Onion No-Garlic Tomato Sauce,₹118,₹130,Kissan,850 g - Doy Pack
413,Pazzta Cheesy Tomato Twist - Made With 100% Suji/Rawa,₹32,₹32,MAGGI ,68.5 g 
414,Banana Chips,₹133,₹140,A-1 Chips,250 g 
415,Khara Groundnuts,₹75,₹75,Sanjay ,200 g 
416,Flavored Center Chocolate - Blueberry & Acai,₹294.4,₹320,Brookside,2x100 g - Multipack
417,Tamarind Date Chutney,₹108,₹120,Mother's Recipe,2 x 200 g - Multipack
418,"Tortilla Wrap - For Rolls, Wraps & Tacos",₹555,₹555,Habanero,3x330 g - Multipack
419,Vermicelli - Roasted,₹52,₹52,Azad ,200 g - Pouch
420,Ribbon Pakoda,₹55,₹55,Townbus,135 g 
421,Corn Flakes With Real Strawberry Puree,₹325,₹325,Kelloggs,575 g 
422,Almond Treat Premium Chocolate Bar,₹297.53,₹330,Cadbury Temptations,3 x 72 g - Multipack
423,"Sprouted Ragi Powder, 100% Natural Ragi/Nachni, No Sugar, No Salt, No Milk",₹837,₹900,Slurrp Farm,3x250 g - Multipack
424,Namkeen - Navratan Mix,₹60,₹60,Haldiram's,200 g - Pouch
425,"Muesli - Fruits, Nuts & Seeds, Healthy, Rich In Protein, Breakfast Cereal",₹299.01,₹359,Yoga Bar,400 g 
426,Kerala Banana Chips - Made In Coconut Oil,₹90,₹125,Tasties Origins,150 g - Pouch
427,Pickle - Lime,₹155,₹155,MTR,500 g - Jar
428,ChocoChip Cookies,₹144.26,₹160,Cadbury Chocobakes,2x167 g - Multipack
429,Hifi Cookies - Biscuits - Butter,₹5,₹5,Sunfeast,35 g - pouch
430,Butter Popcorn,₹40,₹50,ACT II,2 x 50 g - Multipack
431,Original Rava Dosa Ready Mix,₹140,₹140,MTR,500 g - Pouch
432,"Veg Hakka Noodles - Zero Fat, Free From Additives",₹200,₹200,Ramyeon,1 kg 
433,"Crunchy Chicken Nuggets, Non-Veg Snack, Ready To Cook",₹487.5,₹650,ITC Master Chef,1 kg - (55 pcs)
434,Roasted High Protein - Mixture,₹76,₹100,GoodDiet,4x30 g - (Multipack)
435,Munch Maha Choco Taste - Wafer Chocolate,₹5,₹5,Nestle ,8.9 g 
436,"Choco Deck - Mini Delights, Assorted, Home Pack",₹296.98,₹600,Fabelle,3 x 140 g - Multipack
437,"International Cream Of Broccoli Soup - With Real Vegetables, No Preservatives",₹64.4,₹70,Knorr,50 g 
438,"Gourmet Potato Chips - Thai Sweet Chilli, Crispy",₹72,₹100,Lays,2x80 g - Multipack
439,Funfoods Pasta Pizza Sauce,₹148,₹198,Dr. Oetker,2 x 315 g - Multipack
440,Bounce Biscuits - Pineapple Creme Cookies,₹57,₹60,Sunfeast,6x76 g - Multipack
441,Biscuits,₹94.75,₹105,Cadbury Bournvita,3 x 120 g - Multipack
442,Kerala Pappadam - Handmade,₹32,₹32,Jimmy's,50 g 
443,Groundnut - Broken,₹79,₹79,Sanjay ,200 g 
444,Breakfast Mix - Multigrain Dosa,₹170,₹170,MTR,500 g - Pouch
445,Coconut Ghee Burfi,₹150,₹150,Daadi's,200 g 
446,Mars Caramel Miniatures Chocolate Pack - 130 GM,₹143.65,₹169,Mars ,130 g - Pouch
447,Heinz Tomato Ketchup,₹156.75,₹165,Heinz,900 g 
448,Peanut Chikki With Jaggery,₹45,₹75,IndiSecrets,100 g - (4 x 25 g each)
449,Biscuit - Spicy,₹70,₹70,Bisk Farm,2x200 g - Multipack
450,Chocos Fills,₹390,₹410,Kelloggs,2x250 g - (Multipack)
451,Pancake Mix - Original,₹382.5,₹450,Betty Crocker,1 kg - Carton
452,Monaco Cheeslings - Classic,₹113.96,₹140,Parle,2 x 150 g - Multipack
453,"Chocolate Pancake Mix - No Maida, Eggless Instant Healthy Breakfast",₹415.71,₹447,Slurrp Farm,3x150 g - Multipack
454,"Nutricrunch Digestive Cookies - Rich In Antioxidants, Fibre & Iron, Crispy, Crunchy",₹135,₹270,Parle Platina,1 kg 
455,Top Biscuits - Butter Munch,₹30,₹30,Bisk Farm,150 g - Pouch
456,"Pancake Mix - Butterscotch Flavour, Makes Soft & Fluffy Pancakes",₹26.5,₹53,Pillsbury,80 g 
457,Sesame Chikki Bar,₹60,₹60,24 Mantra Organic,3 x 33 g - Multipack
458,Appalam No 4,₹51,₹51,Atish Papad ,150 g 
459,Roasted Almond Barks - Snacking Chocolate,₹179,₹215,Lindberg,75 g 
460,Millet Idly & Dosa Batter,₹105,₹105,Batter Box,1 Kg 
461,Froot Loops - Crunchy Multigrain Cereal,₹348,₹398,Kelloggs,2x285 g - Multipack
462,3 Minute Breakfast - Khatta Meetha Poha,₹69,₹81,MTR,3 x 60 g - Multipack
463,Dry Fruit Chikki,₹27,₹30,Paper Boat,25 g 
464,Beanz - Baked Beans In Tomato Sauce,₹150,₹150,Heinz,415 g 
465,Pizza & Pasta Sauce,₹60,₹60,Knorr,200 g 
466,Chana Jor Garam,₹40,₹40,Haldiram's,200 g - Pouch
467,Namkeen - Aloo Bhujia,₹211.02,₹294,Tasties,6x150 g - Multipack
468,Appalam - No 2,₹140,₹140,Ambika,285 g - Pouch
469,Frozen Rasmalai,₹230,₹230,Amul,500 g 
470,"Almond Cookies - Chocolate & Badam. Healthy biscuits- no added maida, 18 cookies",₹277.2,₹315,Open Secret,3x75 g - Multipack
471,"Multigrain Variety Energy Bar - Chocolate, Vanilla Almonds, Cashew Orange & Nuts & Seeds",₹368,₹400,Yoga Bar,38 g - (Pack of 10)
472,"Chocos Fills - Double Chocolaty, Multigrain, High In Protein & B Vitamins, 0% Maida, Anytime Snack",₹94,₹99,Kelloggs,160 g 
473,Biscuits,₹192.06,₹225,Cadbury Bournvita Biscuits,3x250 g - Multipack
474,"Multigrain Energy Bar - Nuts & Seeds, Healthy Snack, High In Protein & Fibre",₹35,₹40,Yoga Bar,38 g 
475,Papad - Potato,₹102,₹102,Mother's Recipe,3x75 g - (Multipack)
476,Potato Chips - Masala,₹50,₹50,Sanjay ,90 g 
477,Spread - Cocoa with Almond,₹498.75,₹525,Hersheys ,3x135 g - Multipack
478,"Ragi Bites Choco Fills - No Maida, Calcium & Protein From Dal",₹488.6,₹698,Tata Soulfull,2 x 500g - Multipack
479,Khatta Meetha,₹11,₹15,Tasties,60 g 
480,Chocolate - Lindor Assorted,₹720,₹800,Lindt,200 g 
481,Potato Cheese Shotz - Crunchy Nuggets Of Potatoes & Cheese,₹240,₹240,McCain,400 g 
482,Dessert Mix - Gulab Jamun,₹192,₹240,Gits,3 x 100 g - Multipack
483,Multigrain Chips - Sour Cream & Onion,₹69.25,₹125,GoodDiet,5x30 g - (Multipack)
484,Rich Tomato Sauce - No Onion & No Garlic,₹175,₹175,MAGGI ,970 g - Bottle
485,Pazzta Mushroom Penne - Made With 100% Suji/Rawa,₹32,₹32,MAGGI ,68.5 g 
486,"Valentine Special Gift Pack, Heart Pop",₹870,₹870,Cadbury Dairy Milk Silk,3x250 g - Multipack
487,Namkeen - Bikaneri Bhujia,₹288,₹320,Bikaji,1 kg - Pouch
488,Nacho Crisps - Cheese And Herbs,₹165.6,₹180,Cornitos,2x150 g - Multipack
489,Kisses - Almonds Chocolate,₹244.72,₹280,Hersheys ,2 x 100 g - Multipack
490,Veggie Burger Patty,₹135,₹135,McCain,360 g - Pouch
491,"Munchiez Ragi Chips - Masala Twist, Cone Shaped, High In Calcium",₹51,₹60,Saffola,80 g 
492,Fruit Biscuits - Pure Vegetarian,₹161.5,₹170,Karachi Bakery ,400 g - Carton
493,Dry Yeast,₹39,₹45,HappyChef,25 g 
494,Yummiez Chicken Burger Patty,₹175,₹200,Godrej Yummiez,300 g 
495,"Large Prawns - Soft & Juicy, Super Safe Frozen Prawns",₹253,₹275,ITC Master Chef,200 g 
496,Fiery Chilli Instant Noodles,₹60,₹60,Top Ramen ,240 g - Pouch
497,"All Rounder - Thin, Light & Crunchy Potato Biscuit With Cream & Herb Flavour",₹135,₹150,Sunfeast,75 g - (Pack of 6)
498,Cookies - Daily Digestive Oatmeal,₹50,₹50,UNIBIC,150 g - (Buy 1 Get 1 Extra)
499,"Atta Hakka Noodles - Whole Wheat, Zero Fat, Free From Additives",₹210,₹210,Ramyeon,1 kg 
500,Super Snack - Pudina Party,₹49,₹49,MR. MAKHANA,25 g 
501,"Osmania Biscuits - Healthy, Crispy, No Preservatives",₹152,₹160,Karachi Bakery ,400 g 
502,Whipping Cream,₹258,₹258,Amul,1 L - Carton
503,Potato Chips - Kashmiri Chilli,₹54,₹60,Too Yumm!,3x52 g - Multipack
504,"Cappuccino Coffee Candy - Worlds No 1 Coffee Candy, Party Pack",₹100,₹100,KOPIKO,297.5 g - (85 pcs x 3.5 g each)
505,Badam Halwa,₹50,₹50,Haldiram's,200 g - Pouch
506,Rava Idli Instant Mix - Easy To Make In 3 Steps,₹162,₹300,Aashirvaad,1 kg - Pouch
507,Chocolate Flavoured Cracker Biscuits - Family Pack,₹300,₹300,Malkist,720 g - (144 g x 5 N)
508,Desi Popz Tangy Imli Candy,₹150,₹150,Go Desi,3 x 10pcs - Multipack
509,Cocoa Powder - Rich & Decadent Pure Cocoa Powder,₹170,₹180,Weikfield,150 g - Jar
510,Doodh Peda Mithai / Sweet - Made With Desi Ghee,₹149,₹199,Tasties,200 g 
511,Breakfast Mix - Rice Idli,₹105,₹120,MTR,500 g - Pouch
512,"Custard Powder - Vanilla Flavour, Makes Smooth & Creamy Custard, Contains Quality Ingredients, Best For Fruit Salads & Puddings",₹32,₹35,Weikfield,100 g - Carton
513,Nutri-Licious Masala Veg Atta Noodles With Spinach - Rich In Iron & Fibre,₹112,₹112,MAGGI ,290 g - (4 N x 72.5 g each)
514,"Corn Flakes - Real Almond Honey, Breakfast Cereals, High In Vitamin B1, B2, B3, B6 & C, Iron, Trial Pack",₹99,₹99,Kelloggs,170 g - Pouch
515,Breakfast Mix - Khaman Dhokla,₹65,₹65,MTR,160 g - Pouch
516,"Foxtail Millet Noodles - No Maida, Not Fried",₹359.91,₹387,Slurrp Farm,3x192 g - Multipack
517,"Chocolate - Rich & Creamy, Natoons, Suprise Toy Inside",₹104,₹130,Kinder Joy,59 g - (Pack of 3)
518,Strawberry Conserve,₹129,₹209,HappyChef,330 g 
519,Truffle Treats Gift Box - Assorted Chocolates,₹279,₹459,Lindberg,168 g - (14 Pcs)
520,Mast Jeera - The Spicy Jeera Biscuits,₹50,₹50,Bisk Farm,200 g - Bottle
521,Ready To Eat - Vegetable Pulao,₹130,₹130,MTR,250 g - Carton
522,"Nachos Sizzlin' Hot Crunchy Chips - Snacks, Party Pack",₹72,₹100,Doritos,2 x 78 g - Multipack
523,100% Pure Afghani Black Raisins Seedless | Kali Kishmish | Kali Draksh | Dry Fruits | Flavourful & Delicious Snack | Source of Potassium & Dietary Fibre,₹144.06,₹175,Tata Sampann,200 g 
524,Muesli With 20% Nuts Delight,₹310.5,₹345,Kelloggs,500 g - Pouch
525,Snack Mix - Khaman Dhokla,₹61.6,₹70,Gits,180 g - Carton
526,Secret Chilli Vinegar,₹50,₹50,Chings,170 ml - Bottle
527,Mithai Sweet Gavvalu Shells - Crispy,₹65,₹109,Tasties Origins,150 g - Pouch
528,Secret Hot Garlic Instant Noodles,₹75.2,₹80,Chings,240 g - Pouch
529,Sugar Free Chewing Gum - Spearmint,₹180,₹200,Orbit,4x22 g - Multipack
530,"Gluten Free Steel Cut Oats - Rich In Iron & Fibre, 100% Wholegrain",₹492,₹600,True Elements,1.5 kg - Pouch
531,"Cornflakes Mixture - Namkeen, No Transfats Or Cholesterol, Evening Teatime Snack",₹55,₹55,Townbus,135 g - Pouch
532,Cup Noodles Italiano,₹133.86,₹150,Nissin Food,3x70 g - Multipack
533,"Chicken Seekh Kebab - Non-Veg Frozen Snack, Ready To Cook",₹288.75,₹350,ITC Master Chef,500 g 
534,Mixture - Panchratan,₹160,₹160,Haldiram's,2x150 g - Multipack
535,Pure Honey - No Added Sugar,₹351.5,₹475,ZANDU,1 kg 
536,Max Choco Coated Crunchy Wafer - Sweet,₹18,₹20,NESTLE MUNCH,42 g 
537,Filo Pastry Sheets - Thin,₹405,₹450,Switz,450 g 
538,"Hashtags - Potato Chips, Cream & Onion, Unique Flavour, Crispy",₹28.33,₹30,Bingo,58 g - Pouch
539,"Soan Cake - Regular, Traditional Delicacy/Sweets, Dessert, For Celebrations, Special Ocassions",₹50,₹50,GRB,100 g - Box
540,Tropical Orange - Dark Chocolate Infused With Orange Extracts From Netherlands,₹1400,₹1400,Amul,10x150 g - Multipack
541,"Chocolate Muesli - With 57% Multigrain, Fruit, Nut & Seeds",₹310,₹360,Kelloggs,450 g 
542,Eggless Mayonnaise Chef's Special,₹189.2,₹215,VEEBA,875 g - Standy Pouch
543,Snack Bar - Almond & Oats,₹180,₹240,UNIBIC,6X30 g - Multipack
544,Spring Rolls Sheets - 8x8,₹190,₹220,Switz,2x20 pcs - Multipack
545,Fruit & Nut Cookies - Zero Cholesterol & No Trans Fat,₹150,₹300,UNIBIC,2 x 300 g - (Multipack)
546,Chilli Tomato Sauce,₹115,₹115,Kissan,500 g - Bottle
547,Cookies - Pista Badam,₹135,₹150,UNIBIC,6X75 g - Multipack
548,Bagrry`S White Oats - With 100% Whole Grains 500 g Carton,₹78.75,₹105,Bagrrys,500 g - Carton
549,Nacho Crisps - Peri Peri,₹156.4,₹170,Cornitos,2x150 g - Multipack
550,Puff Sheet Squares,₹286,₹286,UNROLL,550 g 
551,Party Snack,₹665,₹700,Tong Garden,2x500 g - Multipack
552,Chewing Gum - Peppermint,₹10,₹10,Doublemint,13 g - Sticks
553,Bagrry`S Crunchy Muesli 30% Fruit & Nut With Cranberries - 750 g Pouch,₹410.4,₹540,Bagrrys,750 g - Pouch
554,Magic Masala Instant Noodles,₹98.56,₹112,Sunfeast YiPPee!,480 g - (Pack Of 8)
555,Special Silk Selects Gift Pack,₹927.36,₹1050,Cadbury Celebrations,233 g - Pack of 3
556,Puliogare Powder,₹70,₹70,GRB,100 g - Pouch
557,Appalam - No 3,₹130,₹130,Ambika,225 g - Pouch
558,Mixture,₹176,₹176,Haldiram's,2x350 g - Multipack
559,"YiPPee! Pasta Treat - Cheesy & Soft Suji/Rawa Pasta, Cheese",₹44.95,₹56,Sunfeast,2x65 g - Multipack
560,"Geki Cheese - Hot & Spicy, Korean Cheese Flavour",₹209.47,₹294,Nissin,80 g - (Pack of 6)
561,"Rolled Oats - High Fibre, Protein Rich Breakfast Cereal, Wholegrain Breakfast",₹289,₹490,Bagrrys,1.2 kg - Jar
562,Cookies - Chocolate Chip,₹297,₹330,UNIBIC,6X150 g - Multipack
563,"Bars Choco Berry, 10 g Protein Bar - Sugar Free Healthy Protein Snacks",₹342,₹360,RiteBite Max Protein,50 g - (Pack of 6)
564,Tapioca Chips Chilly,₹38,₹40,A-1 Chips,80 g 
565,Vermicelli,₹65,₹100,BB Royal,2x400 g - Multipack
566,Kimchi,₹450,₹450,Bombucha,450 g 
567,Namkeen - Tasty Nuts,₹150,₹150,Haldiram's,3x150 g - Multipack
568,"Ready To Eat Noodles - Instant, Chicken Flavour",₹83.7,₹90,Wai Wai,420 g - Single
569,Instant Veggie Upma With Vegetables,₹81,₹108,Aashirvaad,4X60 g - Multipack
570,Cornflakes With Real Almond & Honey,₹249,₹410,BB Royal,650 g 
571,Rice Papad - Ajwain,₹25,₹25,Mother's Recipe,75 g - Pouch
572,Onion Sandige Papad,₹48,₹48,SDA PAPPADS,100 g 
573,No Added Sugar Muesli With Real Fruits & Nuts - High Protein Breakfast,₹590.75,₹695,True Elements,1 kg - Bottle
574,Premium Selections Chocolates Gift Pack,₹618.24,₹700,Cadbury Celebrations,268 g - Pack of 2
575,"Nutrichoice Herbs Biscuits - 0% Maida, Rich In Vitamins & Minerals",₹63.75,₹75,Britannia,3x100g - Multipack
576,Wheat Chapati,₹75,₹75,iD,350 g 
