,Grocery_Name,Brand_Name,Rating,Discount_Price,MRP_Price,Quantity
66,"Fresh Tomato Ketchup - Tasty, Yummy & Healthy",Kissan,4.1,₹139,₹150,1.1 kg - Pouch
67,Monaco Classic,Parle,4.1,₹90,₹120,700 g
68,"Tomato Veggie Overload Quikie Soup - Multigrain, No Maida",Rasna,3.6,₹120,₹120,12 x 18g - Multipack
69,ChocLayered Cakes,Cadbury Chocobakes,4.1,₹173.88,₹210,3x114 g - Multipack
70,Rice Vermicelli,Anil,4,₹80,₹80,500 g - Pouch
71,Frozen Sweet Corn,Fresho,3.9,₹139,₹200,1 kg - Pouch
72,Mom's Magic - Rich Cashew & Almond Cookies,Sunfeast,4.2,₹96.98,₹130,584 g - Pouch
73,Potato Chips Original Style - Salt Sprinkled,Bingo,4.1,₹55.2,₹60,6x21 g - Multipack
74,Mad Angles Achaari Masti - Mango Pickle Flavour Crunchy Triangle Chips Pack,Bingo,4.1,₹76.5,₹100,2x117 g - Multipack
75,Corn Flakes With Real Almond & Honey,Kelloggs,4.2,₹656,₹820,2x650 g - Multipack
76,Dark Fantasy Sandwich Creme Biscuits - Dark Crunch With Choco Creme,Sunfeast,4.2,₹37,₹75,277.5 g - (3 pcs x 92.5 g)
77,Kaju Katli / Kaju Barfi Premium Mithai / Sweet,Tasties,4.3,₹135,₹249,200 g
78,Treat - Orange Biscuits,Britannia,4.1,₹114,₹120,12x50 g - Multipack
79,Biscuits - Milk Bikis Milk Sandwich,Britannia,4.2,₹85.5,₹90,3x100 g - Multi Pack
80,Roast Almond Chocolate Bar,Cadbury Dairy Milk,4.2,₹335.16,₹360,8 x 36 g - Multipack
81,Original Rava Idli Ready Mix,MTR,4.2,₹115,₹130,500 g - Pouch
82,Dark Fantasy Sandwich Creme Biscuits - Vanilla,Sunfeast,4.2,₹50,₹100,277.5 g - (3 pcs x 92.5 g)
83,Chocos - Moons & Stars,Kelloggs,4.1,₹432,₹720,1.2 Kg
84,Namkeen - Lite Chiwda,Haldiram's,4.2,₹160,₹160,4x150 g - Multipack
85,Fruit & Nut Chocolate Bar,Cadbury Dairy Milk Silk,4.2,₹484.51,₹555,3 x 137 g - Multipack
86,"Honey - 100% Pure, No Sugar Adulteration",Dabur,4.1,₹454.45,₹610,1.3 kg - Pet Bottle
87,French - Fries,McCain,4.1,₹315,₹315,1.25 kg
88,Hot & Sweet - Tomato Chilli Sauce / Ketchup,MAGGI,4.3,₹165,₹165,1 kg - Bottle
89,"Tomato Ketchup - Classic Blend, Rich & Thick Condiment",Del Monte,4.1,₹95.2,₹125,900 g - Spout Pouch
90,Namkeen - Mixture,Haldiram's,4,₹45,₹45,200 g - Pouch
91,Rich Cocoa 70% Dark Chocolate Bar,Cadbury Bournville,4.1,₹297.53,₹330,3 x 80 g - Multipack
92,Madras Mixture,Townbus,4.1,₹55,₹55,135 g
93,"Nutri Choice Seed Biscuits -  0% Maida, High In Fibre",Britannia,4.1,₹127.5,₹150,6 x 75 g - Multipack
94,Soya Sticks,Haldiram's,4.1,₹45,₹45,200 g - Pouch
95,"Whole Wheat Lachha/Paratha, 5 pcs",iD Fresho,3.8,₹169.1,₹190,2x400 g - Multipack
96,50-50 Sweet & Salty Biscuits,Britannia,4.1,₹114,₹120,12x69 g - Multipack
97,Malabar Parota,iD Fresho,4,₹160,₹180,2x400 g - Multipack
98,Namkeen - Tasty Nuts,Haldiram's,4.1,₹80,₹80,400 g - Pouch
99,Instant Popcorn - Classic Salted,ACT II,4.2,₹30,₹30,3x30 g - Multipack
100,Potato Chips Wafer Style - Sundried Chilli Flavour,Lays,4.2,₹54,₹60,3 x 40 g - Multipack
101,Original Style Potato Chips - Chilli Sprinkled,Bingo,4.1,₹80.75,₹100,2x90 g - Multipack
102,Marie Light Vita Orange Biscuits - Tea Time Partner,Sunfeast,4.2,₹15,₹15,100 g - Pouch
103,Chocolate Coated Wafer Home Treats,Cadbury Perk,4.2,₹221.62,₹297,3 x 126 g - Multipack
104,Chocolate Shots,Cadbury Dairy Milk,4.2,₹10,₹10,18 g - Pouch
105,Tomato Discs,PEPPY,4.1,₹90,₹180,3x60 g - Multipack
106,Nutrichoice Thin Arrowroot Biscuits,Britannia,4.2,₹40,₹40,300 g
107,Vanilla Flavour Creme Sandwich Biscuit,Cadbury Oreo,4.2,₹270,₹270,2 x 481.25 g - Multipack
108,Vanilla Flavour Creme Sandwich Biscuit,Cadbury Oreo,4.2,₹198,₹198,3 x 288.75 g - Multipack
109,Good Day Chocochip Cookies,Britannia,4.2,₹93.34,₹140,400 g
110,Cup Noodles Mazedaar Masala,Nissin Food,4.1,₹133.86,₹150,3x70 g - Multipack
111,Potato Chips - Spanish Tomato Tango,Lays,4,₹75.2,₹100,2 x 90 g - Multipack
112,Namkeen - Kodubale,Townbus,4,₹55,₹55,135 g
113,No Rulz Masala Curlz Corn Puffs,Bingo,4.1,₹99.75,₹150,3x80 g - Multipack
114,"Kerala Banana Chips - Original Style, Thin & Crispy, Delicious",Beyond Snack,4.1,₹85.5,₹95,125 g
115,Hide & Seek Chocolate,Parle,4.2,₹60,₹60,6x33 g - Multi Pack
116,Rich Tomato Ketchup - Made With Real Tomatoes,MAGGI,4.2,₹134,₹150,970 g - Bottle
117,"Choco Pie - Original, With Rich Marshmallow, No Preservatives",Lotte,4.1,₹126,₹150,25 g - (Pack of 12)
118,Marie Light Biscuits - Active,Sunfeast,4.2,₹55.2,₹60,6x75 g - Multipack
119,Hakka Noodles - Veg,Desi,4,₹150,₹150,800 g
120,Tiger Biscuits - Glucose,Britannia,4.1,₹47.5,₹50,5x 85.3 g - Multipack
121,"Milkybar - Choo, Classic",Nestle,4.2,₹5,₹5,10 g
122,"Schezwan Pasta - Chinese Style, Fusilli, With Zingy Sauce Maker & Extra Spicy Sprinkler",Keya,4.6,₹39.5,₹79,95.5 g - Pouch
123,Frozen - Sweet Corn,Safal,4,₹144,₹180,1 kg - Pouch
124,"Rolled Oats - Gluten Free, High Protein & Fibre",True Elements,4.3,₹656,₹800,2x1 kg - Multipack
125,"Namkeen - Chilli Chatka, Spicy, Unique Taste",Kurkure,4.2,₹175,₹175,75 g
126,Vermicelli,Bambino,3.9,₹65.5,₹85,850 g - Pouch
127,Moms Magic - Fruit & Milk,Sunfeast,4.2,₹46,₹50,5x51.1 g - Multipack
128,Hide & Seek Caffe Mocha Cookies,Parle,4.2,₹90,₹120,4 x 100 g - Multipack
129,"Oats Breakfast Cereal - Rich In Protein, Dietary Fibre, Nutritious, Easy To Cook",Quaker,4.3,₹368,₹398,2x1 Kg - Multipack
130,Motichur Laddoo,Lal,4.1,₹99,₹99,200 g
131,Durum Wheat Pasta - Penne Rigate,BORGES,4.1,₹309.46,₹598,2x500 g - Multipack
132,Yummiez Green Peas,Godrej Yummiez,3.7,₹182,₹280,1 kg - Pouch
133,"50-50 Potazos - Masti Masala, Spicy Flavoured Crips, Teatime Snack (Pack Of 3)",Britannia,4.2,₹63.75,₹75,3 x71.5 g - Multipack
134,"Mac & Cheese Pasta - American Style, Macaroni, With Creamy Sauce Maker & Extra Herby Sprinkler",Keya,4.4,₹39.5,₹79,95.5 g - Pouch
135,"Idly Dosa Batter - Mildly Salted, Perfect Breakfast, Ready To Cook",Asal,3.8,₹140,₹140,2 kg
136,G Gold Biscuits,Parle,4.2,₹115,₹140,1 Kg
137,Chocolate Home Treats Bar,Cadbury 5 Star,4.3,₹403.02,₹447,3x191.9 g - Multipack
138,Curry Instant Noodles,Top Ramen,4.2,₹194,₹200,8 x 70 g - Multipack
139,Hakka Noodles - Veg,Chings,4.1,₹120,₹125,5x150 g - Multipack
140,Dark Chocolate- 55% Rich In Cocoa,Amul,4.3,₹110,₹110,150 g - Carton
141,Hommade - Tomato Puree,Dabur,4.2,₹77,₹81,3x200 g - Multipack
142,"Oats - Natural Wholegrain, Nutritious Breakfast Cereals, Poha, Easy To Cook",BB Royal,4.2,₹278,₹398,2x1 kg - Multipack
143,"50 50 Time Pass Biscuits - Simply Salted,",Britannia,4.1,₹57,₹60,6x69g - Multipack
144,Potato Chips - American Style Cream & Onion Flavour,Lays,4.1,₹75.2,₹100,2 x 90 g - Multipack
145,Tiger Krunch Biscuits,Britannia,4.1,₹70,₹140,400 g
146,NutriChoice 5 Grain Digestive Multigrain Biscuits - High Fibre,Britannia,4.2,₹114.24,₹140,2 x 200 g - Multipack
147,Butter Murukku,Townbus,4,₹55,₹55,135 g
148,Instant Sweet Corn Cup-A-Soup,Knorr,4.2,₹100,₹100,10x10 g - Multipack
149,Papad - Punjabi Masala,Lijjat,4.1,₹422,₹422,1 kg - Pouch
150,"Nachos Sweet Chilli Crunchy, Nachos Chips, Snacks, Party Pack",Doritos,4.1,₹67.5,₹100,2x82.5 g - Multipack
151,Tedhe Medhe Masala Tadka,Bingo,4.1,₹35.68,₹40,2 x 85 g - Multipack
152,"Dark Fantasy Combi Pack - Choco Fills, Original Filled Cookies",Sunfeast,4.2,₹147.2,₹160,75 g - (Buy 4 get 1 Free)
153,ChocFilled Cookies,Cadbury Chocobakes,4.2,₹423.94,₹480,6x150 g - Multipack
154,Jimjam Cream Biscuits,Britannia,4.2,₹10,₹10,57 g
155,"Honey - 100% Pure, With No Sugar Adulteration",BB Royal,0,₹550,₹950,2 x 1 kg - Multipack
156,Namkeen - Mini Bhakarwadi,Haldiram's,4.1,₹130,₹130,2x200 g - Multipack
157,Milk Bikis Biscuits,Britannia,4.2,₹82.8,₹90,500 g
158,Chocos Corn Flakes,Kelloggs,4.1,₹96,₹120,6x58 g - Multipack
159,Chutney - Schezwan,Chings,4.2,₹263.93,₹270,3x250 g - Multipack
160,Cheese Flavoured Cracker Biscuits - Family Pack,Malkist,4.2,₹300,₹300,720 g - (144 g x 5 N)
161,Frozen Green Peas - Ready To Cook,Farmland,3.9,₹172.4,₹260,1 kg
162,Instant Popcorn - Golden Sizzle,ACT II,4.2,₹64.8,₹72,3x60 g - Multipack
163,"Cashews - Whole, 100% Natural Premium",Happilo,4.1,₹502.5,₹670,2x200 g - Multipack
164,Muesli - With 0% Added Sugar,Kelloggs,4.2,₹694,₹740,2x500 g - Multipack
165,Masala Balls,Cheetos,4.2,₹46,₹50,5x28 g - Multipack
166,Pazzta Cheese Macaroni - Made With 100% Suji/Rawa,MAGGI,4.2,₹46,₹54,"150 g - Family Saver Pack, Pouch"
167,Tiger Kreemz Sandwich Biscuits - Choco,Britannia,4.1,₹10,₹10,86 g - Pouch
168,"Cookies - Assorted Flavours, Tasty Teatime Snack",UNIBIC,4.2,₹225,₹300,75 g - (Pack of 10)
169,Chaat Papdi - Crispy,Tasties Origins,4.1,₹123,₹218,2x150 g - Multipack
170,Biscuits - Googly,Bisk Farm,4.1,₹60,₹60,2x200 g - Multipack
171,Bengaluru Special Mixture,Sowbhagya foods,4.2,₹165,₹330,2 x 500 g - Multipack
172,Ready To Eat Veg Masala Noodles,Wai Wai,4.1,₹42.75,₹45,3 x 70 g - Multipack
173,"Marie Light Biscuits - With Oats & Wheat Fibre, Tea Time Partner",Sunfeast,4.2,₹9.4,₹10,65 g
174,Digestive Wholewheat Biscuits,McVitie's,4.2,₹185.51,₹225,253.3 g - (Multipack) (Pack of 3)
175,Strawberry Flavour Creme Sandwich Biscuit,Cadbury Oreo,4.2,₹86.94,₹105,3 x 113.75 g - Multipack
176,3 Minute Breakfast - Poha,MTR,4.1,₹69,₹81,3 x 60 g - Multipack
177,Cheez Puffs,Cheetos,4.1,₹46,₹50,5x28 g - Multipack
178,YiPPee! Mood Masala Instant Noodles,Sunfeast,4.2,₹91.2,₹120,2x260 g - (Pack of 2)
179,Vermicelli - Rice Sevai,MTR,4,₹50,₹50,400 g - Pouch
180,Bounce Creme Biscuits - Orange,Sunfeast,4.2,0,0,41 g
181,Maxx Macho Chilli,Lays,4.1,₹50.4,₹60,2 x 56  g - Multipack
182,2-Minute Instant Noodles - Special Masala,MAGGI,4.2,₹216,₹240,840 g - (Pack of 12)
183,Papad - Jeera,Lijjat,4.1,₹72,₹72,200 g - Pouch
184,HiFi Cashew Butter Cookies,Sunfeast,4.2,₹5,₹5,35 g - pouch
185,"Peanut Butter - Crunchy, Rich In Protein, Spreads",Sundrop,4.2,₹225,₹250,924 g
186,"Waffy Wafers - Orange Flavoured, Creamy & Crunchy",Dukes,4.2,₹25,₹50,60 g - Pouch
187,Khara Boondi,Townbus,4.1,₹55,₹55,135 g
188,"Tiger Kreemz - Elaichi Cream Biscuits, Teatime Snack",Britannia,4.1,₹5,₹5,33.4 g
189,"Biscuits - Marie, Sugar Free",Bisk Farm,4.2,₹50,₹50,300 g - Packet
190,Kaju Katri,Amul,4,₹435,₹435,500 g
191,Funfoods Veg Mayonnaise - Original,Dr. Oetker,4.2,₹142,₹178,2 x 250 g - Multipack
192,Salted Peanut,Haldiram's,4.1,₹265,₹265,1 Kg
193,Dark Soy Sauce,Ching's Secret,4.2,₹163.8,₹180,3x200 g - Multipack
194,Chocolate Pack,Cadbury Nutties,4.2,₹360,₹360,8 x 30 g - Multipack
195,Cup-A-Soup - Manchow Veg,Knorr,4.2,₹100,₹100,10x12 g - Multipack
196,"Masala Oats - Tasty Evening Snack, Fibre Rich, Veggie Twist",Saffola,4.2,₹368.18,₹449,1 kg
197,Smiles Crispy - Happy Potatoes,McCain,4.1,₹370,₹370,1.25 kg
198,Mithai Shankarpali Sweet - Crispy,Tasties Origins,4,₹65,₹109,150 g
199,"Oats - Tasty Evening Snack, Fibre Rich, Masala & Coriander",Saffola,4.2,₹171.6,₹195,500 g
200,Namkeen - All in One,Haldiram's,4.1,₹100,₹100,400 g - Pouch
201,Cup-A-Soup - Hot & Sour Veg,Knorr,4.2,₹100,₹100,10x11 g - Multipack
202,Besan Laddoo,Daadi's,3.5,₹120,₹240,2x200 g - Multipack
203,Farmlite Biscuit - Oats & Almonds,Sunfeast,4.2,₹152.49,₹195,3x150 g - (Multipack)
204,Besan Laddoo Mithai / Sweet,Tasties,3.6,₹85,₹160,200 g
205,"Nachos - Cheese Flavour, With Free Dip",Bingo,4,₹76.5,₹100,2 x 100 g - Multipack
206,Frozen - Mixed Vegetables,Safal,4.1,₹127.5,₹150,1 Kg - Pouch
207,Muesli Breakfast Cereal - With Multigrain & 21% Fruit & Nut,BB Royal,3.9,₹419,₹720,2x500 g - Multipack
208,"Milkybar Bar - Rich Taste, Creamy",Nestle,4.2,₹10,₹10,12.5 g
209,Vermicelli - Made From Wheat,Aashirvaad,4,₹89,₹89,850 g
210,"2 Minute Instant Noodles - Veggie Masala, Made With Quality Spices, Rich In Fibre",MAGGI,4.1,₹60,₹60,248 g - Pouch
211,Namkeen - Mixture,Haldiram's,4.1,₹60,₹60,6x55 g - Multipack
212,Nissin Geki - Hot & Spicy Korean Veg Flavour,Nissin,4.2,₹220.5,₹294,80 g - (Pack of 6)
213,Potato Chips - American Style Cream & Onion Flavour,Lays,4.2,₹57,₹60,3x52 g - Multipack
214,Minis Chocolate Home Treats Pack,Cadbury Dairy Milk Silk,4.2,₹541.44,₹600,3 x 153 g - Multipack
215,"Muesli - 20% Nuts Delight, Multigrain Breakfast Cereal, High In Iron & Fibre, Naturally Cholesterol Free",Kelloggs,4.1,₹529,₹790,1 kg
216,Durum Wheat Pasta - Fusilli,BORGES,4.2,₹309.46,₹598,2x500 g - Multipack
217,Green Chilly Sauce,Ching's Secret,4.2,₹163.8,₹180,3x190 g - Multipack
218,Gulab Jamun,Haldiram's,4,₹675,₹675,3 x 1 kg - Multipack
219,Marie Light Active - Original Biscuits,Sunfeast,4.1,₹81,₹90,3x186 g
220,Masala Rava Idli Ready Mix,MTR,4.3,₹120,₹130,500 g - Pouch
221,Jim Jam Pops Biscuit,Britannia,4.5,₹85,₹100,350 g
222,Treat - Crazy Pineapple Cream Biscuits,Britannia,4.1,₹114,₹120,12x64 g - Multipack
223,Veggi Manchow Instant Cup Noodles,Nissin,4.1,₹116.4,₹120,3x70 g - Multipack
224,Cranberry Dark Chocolate Bar,Cadbury Bournville,4.2,₹297.53,₹330,3 x 80 g - Multipack
225,Namkeen - All In One Mixture,Tasties,3.9,₹199.02,₹294,6x150 g - Multipack
226,"Banana Chocochip Pancake Mix - No Maida, Eggless Instant Healthy Breakfast",Slurrp Farm,4.2,₹415.71,₹447,3x150 g - Multipack
227,Chocos,Kelloggs,4.2,₹515,₹515,1.15 Kg
228,"Minute Fresh Dosa Batter - No Added Preservatives, Soda, Colours Or Flavours, Authentic Taste",MTR FOODS,3.9,₹71,₹85,850 g
229,Polo - The Mint With The Hole,Nestle,4.3,₹5,₹5,12 g - Pouch
230,"Daily Pasta - Made From Durum Wheat, Elbow",Bambino,4.2,₹75,₹150,500 g
231,Fatafat Bhel,Haldiram's,4.2,₹270,₹270,6x65 g - Multipack
232,3 Minute Breakfast Vegetable Upma,MTR,4,₹69,₹81,3 x 60 g - Multipack
233,Crispello Chocolate Bar,Cadbury Dairy Milk,4.2,₹96.73,₹105,3x35 g - Multipack
234,"Bites - Almond, Roasted & Chocolate Coated",Cadbury Dairy Milk,4.1,₹190.35,₹225,3 x 40 g - Multipack
235,Mixed Vegetable Cup A Soup - No Added Preservatives,Knorr,4.2,₹10,₹10,9.5 g
236,Roasted Vermicelli,BB Royal,4,₹74,₹130,2x400 g - Multipack
237,Crackle Chocolate Bar,Cadbury Dairy Milk,4.2,₹335.16,₹360,8 x 36 g - Multipack
238,Coconut Barfi Mithai / Sweet - Made With Desi Ghee,Tasties,4.1,₹85,₹199,200 g
239,Miniatures Chocolate,Snickers,4.3,₹169.15,₹199,180 g - Pouch
240,Happy Happy Choco-Chip Cookies,Parle,4.2,₹70,₹140,396 g
241,"Chocolate Bar - Bar One, Nougat & Caramel Filled",Nestle,4.2,₹20,₹20,38 g
242,Namkeen - Tasty Nut Masala Coated,Tasties,3.9,₹159,₹294,6x150 g - Multipack
243,Fruit & Nut Chocolate Bar,Cadbury Dairy Milk,4.2,₹502.74,₹540,6 x 80 g - Multipack
244,Peanut Filled Chocolate Bar,Snickers,4.4,₹9792,₹11520,288x45 g - Multipack
245,Candy - Melody Chocolaty,Parle,4.3,₹100,₹100,391 g - Pouch
246,Murukku,Haldiram's,4.1,₹65,₹65,200 g - Pouch
247,Waffy Wafers - Chocolate Flavoured Creamy & Crunchy,Dukes,4.1,₹25,₹50,60 g - Pouch
248,Chocolate,Cadbury Dairy Milk,4.2,₹276.36,₹300,6x55 g - Multipack
249,"Chocos - Variety Pack, With Protein & Fibre",Kelloggs,4.2,₹186,₹210,3x175 g - Multipack
250,"Khova - Unsweetened, Creamy Texture, Milky Aroma",Milky Mist,3.8,₹95,₹95,200 g - Pouch
251,Spiced Chicken Instant Cup Noodles,Nissin,4.1,₹133.86,₹150,3x70 g - Multipack
252,Baking Soda,Weikfield,4.2,₹32,₹32,100 g - Jar
253,Marie Biscuits,Parle,4.1,₹87.5,₹175,800 g
254,Happala,Anil,4,₹80,₹80,200 g - Pouch
255,Badam Laddoo - Made In Pure Ghee,Daadi's,3.4,₹190,₹380,2x200 g - Multipack
256,Durum Wheat Pasta - Spaghetti,HappyChef,4.3,₹182.36,₹350,2x500 g - Multipack
257,Namkeen - All in One,Haldiram's,4.2,₹10,₹10,38 g - Pouch
258,Power Up Instant Atta Noodles,Sunfeast YiPPee!,4.1,₹89.6,₹112,280 g - (Pack of 4)
259,"Oats Multigrain Rolled Oats Wholegrain - High Protein & Fibre For Weight Loss, Dalia Porridge",Quaker,4.4,₹280,₹350,2 x 600 g - Multipack
260,Potato Chips Original Style - Salt Sprinkled,Bingo,4.2,₹54,₹60,3x45 g - Multipack
261,"Wheat Chapathi - Soft, Tasty & Highly Nutritious, Just Heat",Asal,4,₹40,₹40,200 g
262,Microwave Popcorn - Butter Lovers Flavor,ACT II,4.2,₹426,₹450,6x99 g - Multipack
263,Makka Popcorn - Corn Kernels,4700BC,4.1,₹38,₹40,200 g
264,"Essentials Oats Cookies (No Added Sugar & Diabetic Friendly),",Britannia NutriChoice,4.2,₹118.27,₹140,2x 150 g - Multipack
265,"Peanut Chikki - Made With jaggery, Healthy Snack, Protein Rich",SDA,3.9,₹85,₹85,200 g - POUCH
266,Appalam - No 6,Ambika,3.8,₹60,₹60,100 g
267,Elbow Macaroni,BB Royal,4,₹74,₹120,2x400 g - Multipack
268,Choco Pie - Chocolate Coated Soft Biscuit,Orion,4.2,₹244.8,₹340,336 g - (Pack of 2)
269,Mast Masala Soupy Noodles,Knorr,4.2,₹60,₹60,3x70 g - Multipack
270,"Oats - Tasty Evening Snack, Fibre Rich, Classic Masala",Saffola,4.2,₹368.18,₹449,1 kg - Pouch
271,Potato Chips - Sizzlin Hot,Lays,4.3,₹20,₹20,40 g
272,"Multigrain Energy Bar - Chocolate Chunk Nut, Healthy, High In Protein & Fibre",Yoga Bar,4.1,₹35,₹40,38 g
273,Papad - Urad,Lijjat,4.1,₹366,₹366,1 kg - Pouch
274,Namkeen - Masala Kaju,Haldiram's,4.1,₹100,₹100,2x35 g - Multipack
275,Dharwad Peda,Lal sweets Pvt Ltd,3.8,₹130,₹130,200 g - Carton
276,Treat Strawberry Wafers,Britannia Treat,4.2,₹50,₹100,2 x 55 g - (Multipack)
277,Mysore Pak Prem,Lal,4.2,₹250,₹250,400 g
278,"Natural Peanut Butter - Crunchy, Unsweetened",Pintola,4,₹384,₹425,1 kg
279,Farmlite 5 Grain Digestive Biscuit - High Fibre,Sunfeast,4.2,₹120.12,₹240,800 g
280,"Waffy Wafers - Vanilla Flavoured, Creamy & Crunchy",Dukes,4.2,₹25,₹50,60 g - Pouch
281,"0% Added Sugar Millet Muesli, High Protein, Rich In Fibre",Tata Soulfull,4,₹343.85,₹529,700 g
282,Rice Sevai,Manna,4.3,₹71.2,₹89,200 g - Pouch
283,Bounce Biscuits - Elaichi Creme Cookies,Sunfeast,4.1,₹57,₹60,6x58 gm - Multipack
284,Farmlite Biscuit - Oats And Chocolate,Sunfeast,4.3,₹103.87,₹130,2x150 g - Multipack
285,Chocolate Syrup,Hersheys,4.3,₹285,₹300,3x200 g - Multipack
286,Namkeen Green Chutney Style,Kurkure,4.1,₹10,₹10,36 g
287,Good Day Chunkies Chocolate Cookies,Britannia,4.2,₹60,₹80,120 g
288,Yummiez Nuggets - Chicken,Godrej Yummiez,4,₹325,₹350,500 g - Pouch
289,"Dinamita Tortilla Chips - Fiery Crunchy, Nachos, Snacks, Lime & Chilli Flavour",Doritos,4,₹72,₹90,3 x 56g - Multipack
290,Namkeen - Corn Flakes Mixture,Townbus,4,₹10,₹10,30 g
291,Motichoor Laddu Mithai / Sweet - Made With Desi Ghee,Tasties,4.1,₹125,₹199,200 g
292,"Minute Fresh Idli Batter - ConviPack, No Added Soda, Preservatives, Flavours Or Colours, Authentic Taste",MTR FOODS,3.6,₹71,₹85,750 g
293,Bourbon - The Original Biscuits,Britannia,4.1,₹72,₹75,3x100 g - Multi Pack
294,Durum Wheat Pasta - Mini Penne Rigate,BORGES,4.3,₹165.6,₹320,2x350 g - Multipack
295,"Masala Oats - Tasty Evening Snack, Fibre Rich, Curry & Pepper",Saffola,4.2,₹182.16,₹207,500 g
296,Roasted Peanuts - Classic Salted,JABSONS,4.1,₹70,₹70,160 g - Pouch
297,Chocolate Gift Pack,Cadbury Celebrations,4,₹900,₹1200,59.8 g - Pack of 24
298,Premium Laddoo - Besan,Lal,3.9,₹250,₹250,400 g
299,Cheese Licks,Bisk Farm,4.2,₹35,₹35,150 g - Pouch
300,"American Pistachios - Roasted & Salted, 100% Natural, Premium, No Additives",Grocery Farm,4.3,₹279.3,₹399,200 g
301,Cocoa Powder,HappyChef,4.2,₹58.5,₹65,50 g
302,Classic Chocolate,Nestle,4.2,₹20,₹20,34 g - Pouch
303,Red Chilli Sauce,Ching's Secret,4.2,₹163.8,₹180,3x200 g - Multipack
304,Chicken Instant Noodles,MAGGI,4.2,₹72,₹72,284 g - Pouch
305,Crunchy Granola Almonds & Cranberries,Kelloggs,4.3,₹350,₹380,460 g
306,"Butter Murukku - Fresh, Crunchy, South Indian Snack",Modern Kitchens,3.9,₹51,₹60,150 g
307,"Honey Active - From Sundarban Forest, 100% Pure, No Sugar Adulteration",Saffola,4,₹370.5,₹475,1 kg - Jar
308,Ready Mix - Vermicelli Payasam,MTR,4.3,₹75,₹75,180 g - Pouch
309,Glucose Biscuits,Sunfeast,4.1,₹47.5,₹50,5x96 g - Multipack
310,Namkeen - Ratlami Sev,Haldiram's,4.1,₹141,₹141,3x150 g - Multipack
311,Chocolate Wafers,Britannia Treat,4.2,₹50,₹100,2x60 g - Multipack
312,Mayonnaise - Eggless Spout,Del Monte,4.2,₹298.02,₹438,2x900 g - Multipack
313,Classic Corn Flakes,BB Royal,4.2,₹189,₹340,900 g
314,Soan Papdi - Real Cardamom,GRB,4.2,₹70,₹70,200 g - Pouch
315,Pickle - Mango,Mother's Recipe,4.1,₹108.77,₹149,500 g - Pouch
316,Soan Papdi,Haldiram's,4.2,₹1560,₹1560,12x500 g - Multipack
317,Instant Popcorn - Tomato Chilli,ACT II,4.2,₹198,₹198,6x59 g - Multipack
318,Durum Wheat Pasta - Spaghetti,BORGES,4.3,₹154.73,₹299,500 g - Pouch
319,French Fries,Amul Happy Treats,3.9,₹180,₹180,2x425 g - Multipack
320,Peanut & Caramel Filled Chocolate Bar,Cadbury Fuse,4.2,₹288.51,₹320,8x45 g - Multipack
321,Milkybar White Chocolate,Nestle,4.1,₹32,₹40,42 g - Box
322,Chocolate Bar,Cadbury Dairy Milk Silk,4.1,₹514.5,₹525,3x150 g - Multipack
323,Original Potato Chips - Classic Salted Flavoured,Pringles,4.2,₹207,₹230,2x107 g - Multipack
324,"Real Mayonnaise - Eggless Extra Creamy, World's No. 1 Brand",Hellmanns,4.3,₹82.8,₹90,250 g
325,Fruit & Nut Dark Chocolate Bar,Cadbury Bournville,4.2,₹270.48,₹300,3 x 80 g - Multipack
326,Nissin Geki - Hot & Spicy Korean Chicken Flavour,Nissin,4.2,₹220.5,₹294,80 g - (Pack of 6)
327,Instant Popcorn - Magic Butter Flavour,ACT II,4.1,₹10,₹10,30 g
328,Assorted Choco Treats,Lindberg,4.1,₹375,₹549,200 g - (18 pcs)
329,Phalhari Chiwda Namkeen - Sweet & Salty,Haldiram's,4.2,₹47,₹47,200 g - Pouch
330,Namkeen - Phalhari Chiwda,Haldiram's,4.1,₹10,₹10,45 g - Pouch
331,"Waffy Wafers - Strawberry Flavoured, Creamy & Crunchy",Dukes,4.2,₹25,₹50,60 g - Pouch
332,Samosa Patti,Switz,4.2,₹82,₹100,2x25 Sheets - Multipack
333,"Fruit N Nut, Dark Chocolate- 55% Rich In Cocoa",Amul,4.3,₹110,₹110,150 g - Carton
334,Masala - Chutney Powder,MTR,4.1,₹145,₹155,200 g - Pouch
335,"Veggie Fingers - Veggie Delight With Corn, Carrot & Peas",McCain,4.1,₹155,₹155,400 g
336,Namkeen - Bhel Puri,Haldiram's,4.2,₹94,₹100,300 g - Pouch
337,"Little Millet Noodles - No Maida, Not Fried",Slurrp Farm,3.9,₹387,₹387,3x192 g - Multipack
338,Rice Papad - Jeera,Mother's Recipe,4.1,₹25,₹25,75 g
339,"Essentials Ragi Cookies - No Added Sugar & Diabetic Friendly, High Dietary Fibre",Britannia NutriChoice,4.1,₹61.6,₹70,150 g
340,Pazzta Masala Penne - Made With 100% Suji/Rawa,MAGGI,4.2,₹46,₹54,"139 g - Family Saver Pack, Pouch"
341,"Badam Drink Mix - Real Badam, Elaichi & Kesar",MTR,4.2,₹220,₹260,450 g
342,"Oats Cookies Milk Almond,",Britannia NutriChoice,4.1,₹60.56,₹75,3x 75 g - Multipack
343,Super Snack - Cream & Onion,MR. MAKHANA,4,₹46.55,₹49,27.5 g
